fecha,departamento,municipio,delito,dia,hora,barrio,zona,clase_de_sitio,arma_empleada,movil_agresor,movil_victima,codigo_dane
2017-08-23,valle,cali (ct),articulo 343. terrorismo,miercoles,06:00:00,el retiro e15,urbana,casas de habitacion,artefacto explosivo/carga dinamita,a pie,a pie,76001000
