fecha,departamento,municipio,dia,hora,barrio,zona,clase_de_sitio,arma_empleada,movil_agresor,movil_victima,edad,sexo,estado_civil,pais_de_nacimiento,clase_de_empleado,profesion,escolaridad,codigo_dane,clase,marca,linea,modelo,color
2014-01-01,valle,cali (ct),miercoles,17:00:00,chiminangos i e5,urbana,vias publicas,llave maestra,a pie,a pie,44,masculino,union libre,colombia,independiente,,secundaria,76001000,automovil,chevrolet,aveo,2012,beige
2014-01-01,valle,cali (ct),miercoles,16:00:00,el remanso e21,urbana,vias publicas,llave maestra,a pie,a pie,49,masculino,casado,colombia,independiente,,secundaria,76001000,automovil,renault,r 9 gts,1985,verde oscuro
2014-01-01,valle,cali (ct),miercoles,16:30:00,prados del norte e2,urbana,vias publicas,llave maestra,a pie,a pie,75,femenino,soltero,colombia,independiente,,primaria,76001000,automovil,hyundai,accent gls,2008,azul
2014-01-01,valle,cali (ct),miercoles,05:00:00,ciudad campestre e22,urbana,vias publicas,contundentes,a pie,conductor vehiculo,35,masculino,union libre,colombia,independiente,,secundaria,76001000,automovil,mazda,3lxha7,2008,beige
2014-01-03,valle,cali (ct),viernes,07:00:00,el cedro e19,urbana,vias publicas,llave maestra,a pie,a pie,46,masculino,casado,colombia,independiente,,superior,76001000,automovil,chevrolet,swift,1995,verde oscuro
2014-01-03,valle,cali (ct),viernes,05:00:00,puerto mallarino e7,urbana,vias publicas,llave maestra,a pie,a pie,52,masculino,soltero,colombia,empleado particular,,tecnico,76001000,automovil,nissan,lg 60,1970,gris
2014-01-03,valle,cali (ct),viernes,15:15:00,jorge eliecer gaitan e6,urbana,vias publicas,llave maestra,a pie,a pie,28,masculino,union libre,colombia,empleado particular,,superior,76001000,automovil,kia,picanto lx,2012,rojo
2014-01-04,valle,cali (ct),sabado,07:00:00,aranjuez e9,urbana,,llave maestra,a pie,a pie,47,masculino,soltero,colombia,independiente,,primaria,76001000,camioneta,chevrolet,luv,1996,azul
2014-01-04,valle,cali (ct),sabado,04:55:00,alfonso lopez iii e7,urbana,,contundentes,a pie,a pie,68,masculino,union libre,colombia,independiente,,primaria,76001000,campero,nissan,patrol lg 60,1978,ladrillo
2014-01-04,valle,cali (ct),sabado,16:35:00,eucaristico e19,urbana,vias publicas,llave maestra,a pie,a pie,53,masculino,casado,colombia,comerciante,,superior,76001000,camioneta,toyota,hilux 4x2 d.c,2011,verde
2014-01-05,valle,cali (ct),domingo,20:00:00,lili e17,urbana,vias publicas,llave maestra,a pie,a pie,60,masculino,casado,colombia,empleado particular,,superior,76001000,camioneta,toyota,fj 73,1992,beige
2014-01-05,valle,cali (ct),domingo,21:00:00,marroquin i e14,urbana,vias publicas,llave maestra,a pie,a pie,36,masculino,casado,colombia,empleado particular,,primaria,76001000,camioneta,chevrolet,luv d max,2006,negro
2014-01-05,valle,cali (ct),domingo,11:30:00,las ceibas e7,urbana,vias publicas,llave maestra,a pie,a pie,55,masculino,casado,colombia,independiente,,primaria,76001000,automovil,renault,r 12 ts,1979,verde
2014-01-06,valle,cali (ct),lunes,18:00:00,las acacias e10,urbana,vias publicas,arma de fuego,a pie,a pie,28,femenino,soltero,colombia,independiente,,tecnico,76001000,automovil,mazda,215hm8,2008,rojo
2014-01-06,valle,cali (ct),lunes,05:00:00,republica israel e16,urbana,,llave maestra,a pie,a pie,33,masculino,union libre,colombia,independiente,,superior,76001000,camioneta,mazda,b 2200,1993,rojo
2014-01-07,valle,cali (ct),martes,17:00:00,torres de confandi e5,urbana,vias publicas,llave maestra,a pie,a pie,31,masculino,union libre,colombia,empleado particular,,superior,76001000,automovil,mazda,626,1999,azul
2014-01-07,valle,cali (ct),martes,14:00:00,el bosque e2,urbana,vias publicas,llave maestra,a pie,a pie,66,masculino,casado,colombia,empleado particular,,superior,76001000,automovil,chevrolet,aveo l,2007,gris
2014-01-07,valle,cali (ct),martes,12:45:00,prados del norte e2,urbana,vias publicas,llave maestra,a pie,a pie,51,masculino,soltero,colombia,empleado particular,,superior,76001000,automovil,mazda,626,1999,gris
2014-01-07,valle,cali (ct),martes,04:20:00,cgto la buitrera e18,rural,fincas y similares,llave maestra,a pie,a pie,46,masculino,union libre,colombia,empleado particular,,secundaria,76001000,automovil,mazda,323,1986,estrato de perla
2014-01-08,valle,cali (ct),miercoles,21:00:00,ciudad capri e17,urbana,vias publicas,llave maestra,a pie,a pie,65,femenino,soltero,colombia,independiente,,secundaria,76001000,automovil,hyundai,atos prime gl,2011,amarillo
2014-01-08,valle,cali (ct),miercoles,21:00:00,lili e17,urbana,vias publicas,llave maestra,a pie,a pie,37,masculino,casado,colombia,empleado particular,,superior,76001000,automovil,hyundai,atos prime gl,2011,azul
2014-01-08,valle,cali (ct),miercoles,21:30:00,brisas de los alamos e2,urbana,vias publicas,llave maestra,a pie,a pie,38,femenino,casado,colombia,empleado particular,,tecnico,76001000,automovil,chevrolet,aveo l,2007,gris
2014-01-08,valle,cali (ct),miercoles,22:00:00,san fernando nuevo e19,urbana,,arma de fuego,a pie,conductor vehiculo,77,masculino,casado,colombia,empleado particular,,superior,76001000,automovil,chevrolet,corsa wind,2005,
2014-01-08,valle,cali (ct),miercoles,12:30:00,los guayacanes e5,urbana,,llave maestra,a pie,a pie,36,masculino,casado,colombia,independiente,,superior,76001000,automovil,kia,rio ex,2008,blanco
2014-01-08,valle,cali (ct),miercoles,21:40:00,los guayacanes e5,urbana,bahia,llave maestra,a pie,a pie,34,masculino,union libre,colombia,empleado particular,,secundaria,76001000,automovil,renault,r 9 brio,1987,blanco
2014-01-08,valle,cali (ct),miercoles,12:40:00,,urbana,vias publicas,llave maestra,a pie,a pie,49,masculino,soltero,,agricultor,,primaria,76001000,automovil,renault,r 9 tse,1991,rojo
2014-01-09,valle,cali (ct),jueves,06:00:00,chapinero e8,urbana,vias publicas,llave maestra,a pie,a pie,40,masculino,union libre,colombia,empleado particular,,secundaria,76001000,camioneta,mazda,sin linea,1992,blanco
2014-01-09,valle,cali (ct),jueves,08:30:00,torres de confandi e5,urbana,vias publicas,arma de fuego,a pie,conductor vehiculo,39,masculino,soltero,colombia,independiente,,secundaria,76001000,automovil,daewoo,lanos,1998,verde oscuro
2014-01-09,valle,cali (ct),jueves,07:30:00,chiminangos ii e5,urbana,parqueadero,llave maestra,a pie,a pie,40,masculino,soltero,colombia,independiente,,superior,76001000,automovil,hyundai,i 10 gl,2011,azul
2014-01-09,valle,cali (ct),jueves,08:10:00,caldas e18,urbana,,llave maestra,a pie,a pie,33,masculino,soltero,colombia,comerciante,,superior,76001000,automovil,hyundai,i 10 gl,2013,blanco
2014-01-09,valle,cali (ct),jueves,23:15:00,sector puente del comercio e6,urbana,vias publicas,llave maestra,a pie,a pie,52,masculino,casado,colombia,pensionado,,secundaria,76001000,camioneta,mazda,sin linea,2008,
2014-01-10,valle,cali (ct),viernes,10:00:00,san luis ii e6,urbana,bahia,llave maestra,a pie,a pie,38,masculino,soltero,colombia,empleado particular,,secundaria,76001000,automovil,mazda,323,1991,rojo
2014-01-10,valle,cali (ct),viernes,06:00:00,los libertadores e3,urbana,vias publicas,llave maestra,a pie,a pie,52,femenino,casado,colombia,empleado particular,,superior,76001000,automovil,chevrolet,luv kb 41,1986,rojo
2014-01-10,valle,cali (ct),viernes,12:46:00,san vicente e2,urbana,vias publicas,llave maestra,a pie,a pie,37,femenino,soltero,colombia,empleado particular,,secundaria,76001000,automovil,chevrolet,sprint,1989,blanco
2014-01-11,valle,cali (ct),sabado,20:30:00,lili e17,urbana,vias publicas,llave maestra,a pie,a pie,29,masculino,casado,colombia,comerciante,,primaria,76001000,camioneta,mazda,b 2200,1994,blanco
2014-01-11,valle,cali (ct),sabado,20:30:00,morichal de comfandi e15,urbana,vias publicas,llave maestra,a pie,a pie,40,masculino,union libre,colombia,empleado particular,,secundaria,76001000,automovil,mazda,626 l,1990,oro
2014-01-11,valle,cali (ct),sabado,14:00:00,las acacias e10,urbana,vias publicas,arma de fuego,a pie,conductor vehiculo,51,masculino,casado,colombia,empleado particular,,secundaria,76001000,camioneta,toyota,hilux 4x4,2013,negro
2014-01-11,valle,cali (ct),sabado,08:30:00,san joaquin e17,urbana,vias publicas,llave maestra,a pie,a pie,60,masculino,union libre,colombia,empleado particular,,superior,76001000,automovil,kia,sportage dlx,1994,gris
2014-01-11,valle,cali (ct),sabado,22:30:00,caney e17,urbana,vias publicas,llave maestra,a pie,a pie,25,femenino,soltero,colombia,estudiante,,secundaria,76001000,automovil,chevrolet,spark,2009,blanco
2014-01-11,valle,cali (ct),sabado,22:30:00,prados del norte e2,urbana,vias publicas,llave maestra,a pie,a pie,57,masculino,viudo,colombia,empleado particular,,secundaria,76001000,automovil,hyundai,atos santro gl,2008,
2014-01-12,valle,cali (ct),domingo,19:00:00,el lido e19,urbana,vias publicas,llave maestra,a pie,a pie,73,masculino,soltero,colombia,empleado particular,,secundaria,76001000,automovil,mitsubishi,montero,1994,
