fecha,departamento,municipio,dia,hora,barrio,zona,clase_de_sitio,arma_empleada,movil_agresor,movil_victima,edad,sexo,estado_civil,pais_de_nacimiento,clase_de_empleado,profesion,escolaridad,codigo_dane,clase,marca,linea,modelo,color
2018-01-01,valle,cali (ct),lunes,09:00:00,jorge eliecer gaitan e6,urbana,,llave maestra,a pie,a pie,34,femenino,union libre,colombia,independiente,,primaria,76001000,automovil,chevrolet,sprint,1994,verde
2018-01-01,valle,cali (ct),lunes,07:00:00,la nueva base e8,urbana,vias publicas,llave maestra,a pie,a pie,59,masculino,union libre,colombia,empleado particular,,secundaria,76001000,automovil,chevrolet,swift,1994,plateado
2018-01-03,valle,cali (ct),miercoles,10:00:00,calypso e13,urbana,vias publicas,llave maestra,a pie,a pie,35,masculino,casado,colombia,independiente,,secundaria,76001000,camioneta,kia,new sportage lx,2014,blanco
2018-01-03,valle,cali (ct),miercoles,21:30:00,san antonio e3,urbana,vias publicas,llave maestra,a pie,a pie,61,femenino,soltero,colombia,empleado particular,,secundaria,76001000,automovil,volkswagen,ag multivan,2018,plata
2018-01-03,valle,cali (ct),miercoles,19:30:00,el penon e3,urbana,vias publicas,arma de fuego,pasajero motocicleta,conductor vehiculo,33,masculino,soltero,colombia,comerciante,,secundaria,76001000,camioneta,toyota,prado,2018,gris
2018-01-03,valle,cali (ct),miercoles,15:20:00,la flora e2,urbana,vias publicas,arma de fuego,pasajero motocicleta,conductor vehiculo,37,masculino,soltero,colombia,independiente,,secundaria,76001000,camion,toyota,prado,2013,negro
2018-01-04,valle,cali (ct),jueves,16:00:00,los andes e5,urbana,vias publicas,sin empleo de armas,a pie,a pie,21,masculino,soltero,colombia,estudiante,,secundaria,76001000,automovil,chevrolet,spark,2017,azul
2018-01-04,valle,cali (ct),jueves,14:50:00,el gran limonar e17,urbana,vias publicas,arma de fuego,a pie,a pie,50,femenino,soltero,colombia,empleado salud,medicina,superior,76001000,automovil,audi,allroad,2015,rojo
2018-01-05,valle,cali (ct),viernes,17:00:00,chiminangos i e5,urbana,vias publicas,llave maestra,a pie,a pie,28,masculino,union libre,colombia,empleado particular,,secundaria,76001000,automovil,kia,picanto,2015,gris
2018-01-05,valle,cali (ct),viernes,17:00:00,la alborada e16,urbana,vias publicas,llave maestra,a pie,a pie,44,femenino,union libre,colombia,independiente,,secundaria,76001000,automovil,suzuki,celerio hg m/t,2018,gris
2018-01-05,valle,cali (ct),viernes,09:00:00,valle grande e21,urbana,vias publicas,llave maestra,a pie,a pie,49,masculino,soltero,colombia,empleado particular,,secundaria,76001000,camioneta,kia,new sportage lx,2016,blanco
2018-01-05,valle,cali (ct),viernes,21:20:00,urbanizacion la flora e2,urbana,bahia,llave maestra,a pie,a pie,53,masculino,soltero,colombia,empleado particular,,secundaria,76001000,camioneta,kia,new sportage lx,2018,blanco
2018-01-05,valle,cali (ct),viernes,20:10:00,el rodeo e12,urbana,vias publicas,llave maestra,a pie,a pie,59,masculino,casado,colombia,agricultor,,primaria,76001000,campero,mitsubishi,montero,1994,gris
2018-01-06,valle,cali (ct),sabado,20:00:00,alirio mora beltran e14,urbana,vias publicas,llave maestra,a pie,a pie,40,masculino,soltero,colombia,empleado particular,,secundaria,76001000,automovil,mazda,3,2009,plateado
2018-01-06,valle,cali (ct),sabado,10:00:00,valle grande e21,urbana,,llave maestra,a pie,a pie,36,masculino,divorciado,colombia,empleado particular,ingenieria electrica,superior,76001000,camioneta,hyundai,tucson ix35 gl,2013,gris
2018-01-06,valle,cali (ct),sabado,19:00:00,los guayacanes e5,urbana,vias publicas,llave maestra,a pie,a pie,60,masculino,soltero,colombia,empleado particular,,secundaria,76001000,automovil,chevrolet,sprint,1993,plateado
