fecha,departamento,municipio,dia,hora,barrio,zona,clase_de_sitio,arma_empleada,movil_agresor,movil_victima,edad,sexo,estado_civil,pais_de_nacimiento,clase_de_empleado,profesion,escolaridad,codigo_dane
2011-01-01,valle,cali (ct),sabado,07:00:00,el remanso e21,urbana,casas de habitacion,contundentes,a pie,a pie,36,femenino,soltero,colombia,independiente,,primaria,
2011-01-01,valle,cali (ct),sabado,02:00:00,aguablanca e11,urbana,casas de habitacion,contundentes,a pie,a pie,27,femenino,soltero,colombia,ama de casa,,secundaria,
2011-01-01,valle,cali (ct),sabado,03:30:00,los chorros e18,urbana,lote baldio,arma blanca / cortopunzante,a pie,a pie,15,femenino,soltero,colombia,estudiante,,primaria,
2011-01-01,valle,cali (ct),sabado,07:30:00,los conquistadores e11,urbana,vias publicas,contundentes,a pie,a pie,7,femenino,soltero,colombia,estudiante,no reportada,primaria,
2011-01-01,valle,cali (ct),sabado,00:00:00,flora industrial e4,urbana,casas de habitacion,no reportado,a pie,a pie,8,femenino,soltero,colombia,estudiante,,primaria,
2011-01-01,valle,cali (ct),sabado,07:00:00,el poblado i e13,urbana,vias publicas,,a pie,a pie,27,femenino,soltero,colombia,estudiante,,superior,
2011-01-02,valle,cali (ct),domingo,00:30:00,siete de agosto e7,urbana,vias publicas,contundentes,a pie,a pie,87,femenino,viudo,colombia,pensionado,,primaria,
2011-01-03,valle,cali (ct),lunes,00:00:00,union de vivienda popular e16,urbana,vias publicas,,a pie,a pie,25,masculino,casado,colombia,independiente,,superior,
2011-01-03,valle,cali (ct),lunes,14:00:00,pizamos i e21,urbana,casas de habitacion,no reportado,a pie,a pie,34,femenino,union libre,,ama de casa,,secundaria,
2011-01-03,valle,cali (ct),lunes,21:00:00,aguablanca e11,urbana,vias publicas,no reportado,a pie,a pie,18,femenino,soltero,colombia,desempleado,,secundaria,
2011-01-04,valle,cali (ct),martes,21:15:00,urb. tequendama e19,urbana,vias publicas,arma blanca / cortopunzante,a pie,a pie,44,femenino,casado,,independiente,,secundaria,
2011-01-04,valle,cali (ct),martes,14:40:00,primavera e11,urbana,vias publicas,no reportado,a pie,a pie,6,femenino,soltero,colombia,estudiante,,primaria,
2011-01-06,valle,cali (ct),jueves,21:00:00,potrero grande e21,urbana,casas de habitacion,arma blanca / cortopunzante,a pie,a pie,13,femenino,soltero,colombia,estudiante,,primaria,
2011-01-07,valle,cali (ct),viernes,00:00:00,santa elena e10,urbana,casas de habitacion,no reportado,a pie,a pie,23,femenino,union libre,colombia,independiente,,secundaria,
2011-01-09,valle,cali (ct),domingo,11:00:00,puertas del sol e14,urbana,casas de habitacion,arma blanca / cortopunzante,a pie,a pie,21,femenino,union libre,,independiente,,primaria,
2011-01-10,valle,cali (ct),lunes,21:00:00,,urbana,vias publicas,arma blanca / cortopunzante,a pie,a pie,21,femenino,soltero,colombia,independiente,,secundaria,
2011-01-10,valle,cali (ct),lunes,20:00:00,los andes e5,urbana,dentro de la vivienda,no reportado,a pie,a pie,10,masculino,soltero,colombia,estudiante,,primaria,
2011-01-10,valle,cali (ct),lunes,21:00:00,pizamos i e21,urbana,vias publicas,,a pie,a pie,12,femenino,soltero,colombia,estudiante,,primaria,
2011-01-12,valle,cali (ct),miercoles,09:00:00,san luis e6,urbana,casas de habitacion,no reportado,a pie,a pie,3,femenino,soltero,colombia,desempleado,,analfabeta,
2011-01-12,valle,cali (ct),miercoles,19:30:00,el jordan e18,urbana,casas de habitacion,no reportado,a pie,a pie,30,femenino,soltero,colombia,independiente,,secundaria,
2011-01-14,valle,cali (ct),viernes,04:00:00,,urbana,casas de habitacion,no reportado,a pie,a pie,37,femenino,casado,colombia,independiente,,secundaria,
2011-01-14,valle,cali (ct),viernes,00:00:00,calimio desepaz e21,urbana,dentro de la vivienda,no reportado,a pie,a pie,8,masculino,soltero,colombia,estudiante,,primaria,
2011-01-14,valle,cali (ct),viernes,20:40:00,el lido e19,urbana,vias publicas,no reportado,conductor vehiculo,conductor vehiculo,13,femenino,soltero,colombia,estudiante,,secundaria,
2011-01-15,valle,cali (ct),sabado,05:00:00,san vicente e2,urbana,lote baldio,arma de fuego,a pie,a pie,29,femenino,soltero,,independiente,,secundaria,
2011-01-16,valle,cali (ct),domingo,11:00:00,maracaibo e11,urbana,vias publicas,contundentes,a pie,a pie,15,femenino,soltero,colombia,estudiante,,primaria,
2011-01-16,valle,cali (ct),domingo,08:00:00,manuela beltran e14,urbana,casas de habitacion,no reportado,a pie,a pie,29,femenino,soltero,colombia,empleado particular,,tecnico,
2011-01-16,valle,cali (ct),domingo,14:00:00,marroquin i e14,urbana,casas de habitacion,no reportado,a pie,a pie,13,femenino,soltero,colombia,estudiante,,secundaria,
2011-01-23,valle,cali (ct),domingo,05:30:00,paso del comercio e6,urbana,vias publicas,arma blanca / cortopunzante,a pie,a pie,22,femenino,soltero,colombia,independiente,,secundaria,
2011-01-23,valle,cali (ct),domingo,07:00:00,republica israel e16,urbana,vias publicas,,a pie,a pie,14,femenino,soltero,colombia,estudiante,,secundaria,
2011-01-23,valle,cali (ct),domingo,00:00:00,alfonso b. aragon e14,urbana,vias publicas,,a pie,a pie,30,masculino,soltero,,independiente,,secundaria,
2011-01-24,valle,cali (ct),lunes,08:00:00,chiminangos i e5,urbana,dentro de la vivienda,no reportado,a pie,a pie,4,masculino,soltero,colombia,estudiante,,analfabeta,
2011-01-24,valle,cali (ct),lunes,12:30:00,los libertadores e3,urbana,vias publicas,no reportado,a pie,a pie,12,femenino,separado,colombia,estudiante,,secundaria,
2011-01-26,valle,cali (ct),miercoles,15:00:00,villa del lago e13,urbana,casas de habitacion,no reportado,a pie,a pie,7,femenino,soltero,colombia,estudiante,,primaria,
2011-01-26,valle,cali (ct),miercoles,15:00:00,villa del lago e13,urbana,casas de habitacion,no reportado,a pie,a pie,9,masculino,soltero,colombia,estudiante,,primaria,
2011-01-27,valle,cali (ct),jueves,09:00:00,cgto montebello e1,rural,vias publicas,arma blanca / cortopunzante,a pie,a pie,48,masculino,casado,colombia,independiente,,secundaria,
2011-01-28,valle,cali (ct),viernes,00:00:00,el guabal e10,urbana,casas de habitacion,contundentes,a pie,a pie,23,femenino,union libre,colombia,independiente,,primaria,
2011-01-28,valle,cali (ct),viernes,10:00:00,siloe e20,urbana,dentro de la vivienda,no reportado,a pie,a pie,4,femenino,soltero,colombia,estudiante,,analfabeta,
2011-01-28,valle,cali (ct),viernes,12:30:00,,urbana,vias publicas,,,,11,femenino,soltero,colombia,estudiante,,primaria,
2011-01-30,valle,cali (ct),domingo,15:00:00,el lido e19,urbana,dentro de la vivienda,no reportado,a pie,a pie,16,femenino,soltero,colombia,estudiante,,secundaria,
2011-02-01,valle,cali (ct),martes,08:00:00,altos de menga e2,urbana,casas de habitacion,arma blanca / cortopunzante,a pie,a pie,34,femenino,union libre,colombia,independiente,,secundaria,
2011-02-01,valle,cali (ct),martes,00:00:00,nueva floresta e12,urbana,casas de habitacion,,a pie,a pie,13,femenino,soltero,colombia,estudiante,,secundaria,
2011-02-03,valle,cali (ct),jueves,15:00:00,alfonso b. aragon e14,urbana,casas de habitacion,no reportado,a pie,a pie,13,femenino,soltero,colombia,estudiante,,secundaria,
2011-02-03,valle,cali (ct),jueves,14:00:00,urbanizacion calimio e6,urbana,dentro de la vivienda,arma blanca / cortopunzante,a pie,a pie,6,masculino,soltero,colombia,estudiante,,primaria,
2011-02-04,valle,cali (ct),viernes,12:00:00,el vergel e13,urbana,vias publicas,no reportado,a pie,a pie,13,femenino,soltero,colombia,estudiante,,secundaria,
2011-02-05,valle,cali (ct),sabado,18:40:00,prados del norte e2,urbana,vias publicas,no reportado,a pie,a pie,16,femenino,soltero,colombia,estudiante,,secundaria,
2011-02-06,valle,cali (ct),domingo,12:30:00,vallado e15,urbana,dentro de la vivienda,,a pie,a pie,9,femenino,soltero,colombia,estudiante,,primaria,
2011-02-07,valle,cali (ct),lunes,00:00:00,ciudadela floralia e6,urbana,casas de habitacion,no reportado,a pie,a pie,39,femenino,divorciado,colombia,independiente,,secundaria,
2011-02-09,valle,cali (ct),miercoles,11:00:00,,urbana,casas de habitacion,no reportado,a pie,a pie,20,femenino,union libre,colombia,ama de casa,,secundaria,
2011-02-10,valle,cali (ct),jueves,03:00:00,obrero e9,urbana,vias publicas,no reportado,a pie,a pie,36,femenino,soltero,colombia,independiente,,primaria,
2011-02-11,valle,cali (ct),viernes,00:00:00,los comuneros ii e13,urbana,vias publicas,contundentes,a pie,a pie,30,femenino,soltero,colombia,independiente,,secundaria,
2011-02-11,valle,cali (ct),viernes,19:00:00,olimpico e10,urbana,casas de habitacion,arma blanca / cortopunzante,a pie,a pie,13,femenino,soltero,colombia,estudiante,,primaria,
2011-02-11,valle,cali (ct),viernes,17:00:00,el gran limonar e17,urbana,estacion m.i.o.,no reportado,a pie,a pie,12,femenino,soltero,colombia,estudiante,,secundaria,
2011-02-12,valle,cali (ct),sabado,21:00:00,napoles e18,urbana,vias publicas,arma blanca / cortopunzante,a pie,a pie,30,femenino,soltero,,independiente,,primaria,
2011-02-12,valle,cali (ct),sabado,19:30:00,petecuy iii e6,urbana,casas de habitacion,arma blanca / cortopunzante,a pie,a pie,13,femenino,soltero,colombia,estudiante,,secundaria,
2011-02-12,valle,cali (ct),sabado,21:30:00,el sena e5,urbana,casas de habitacion,no reportado,a pie,a pie,24,femenino,soltero,colombia,comerciante,,secundaria,
2011-02-13,valle,cali (ct),domingo,00:55:00,bosques del limonar e17,urbana,casas de habitacion,contundentes,a pie,a pie,24,femenino,soltero,colombia,desempleado,,analfabeta,
2011-02-13,valle,cali (ct),domingo,15:00:00,el troncal e8,urbana,casas de habitacion,arma blanca / cortopunzante,a pie,a pie,38,femenino,soltero,colombia,independiente,fonoaudiologia,superior,
2011-02-13,valle,cali (ct),domingo,08:00:00,nueva tequendama e19,urbana,casas de habitacion,no reportado,a pie,a pie,29,femenino,viudo,colombia,comerciante,,secundaria,
2011-02-14,valle,cali (ct),lunes,18:00:00,torres de confandi e5,urbana,casas de habitacion,arma blanca / cortopunzante,a pie,a pie,37,femenino,soltero,colombia,independiente,,secundaria,
2011-02-15,valle,cali (ct),martes,21:00:00,terron colorado e1,urbana,casas de habitacion,no reportado,a pie,a pie,10,femenino,soltero,colombia,estudiante,,primaria,
2011-02-16,valle,cali (ct),miercoles,00:00:00,el jardin e11,urbana,vias publicas,no reportado,a pie,a pie,14,masculino,soltero,colombia,estudiante,,primaria,
2011-02-17,valle,cali (ct),jueves,00:00:00,cgto golondrinas e1,rural,fincas y similares,arma blanca / cortopunzante,a pie,a pie,8,masculino,soltero,colombia,desempleado,,primaria,
2011-02-17,valle,cali (ct),jueves,22:00:00,,urbana,casas de habitacion,contundentes,a pie,a pie,40,femenino,union libre,colombia,independiente,,superior,
