fecha,departamento,municipio,delito,dia,hora,barrio,zona,clase_de_sitio,arma_empleada,movil_agresor,movil_victima,edad,sexo,estado_civil,pais_de_nacimiento,clase_de_empleado,profesion,escolaridad,codigo_dane
2014-01-04,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,sabado,11:00:00,los comuneros ii e13,urbana,vias publicas,sin empleo de armas,a pie,a pie,11,masculino,soltero,colombia,empleado particular,,primaria,76001000
2014-01-05,valle,cali (ct),articulo 205. acceso carnal violento,domingo,04:30:00,ciudadela floralia e6,urbana,dentro de la vivienda,contundentes,a pie,a pie,35,femenino,soltero,colombia,ama de casa,,secundaria,76001000
2014-01-05,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,domingo,10:00:00,rodrigo lara bonilla e13,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,5,femenino,soltero,colombia,estudiante,,analfabeta,76001000
2014-01-05,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,domingo,17:20:00,calimio desepaz e21,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,21,femenino,soltero,colombia,independiente,,secundaria,76001000
2014-01-05,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,domingo,00:10:00,,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,11,femenino,soltero,colombia,estudiante,,secundaria,76001000
2014-01-05,valle,cali (ct),articulo 211. acceso carnal violento (circunstancias agravacion),domingo,00:00:00,ciudadela del rio e21,urbana,dentro de la vivienda,,a pie,a pie,19,femenino,soltero,colombia,estudiante,,secundaria,76001000
2014-01-08,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,miercoles,08:00:00,,urbana,vias publicas,sin empleo de armas,a pie,a pie,11,masculino,soltero,colombia,desempleado,,primaria,76001000
2014-01-09,valle,cali (ct),articulo 205. acceso carnal violento,jueves,09:00:00,napoles e18,urbana,vias publicas,cortopunzantes,a pie,a pie,28,femenino,union libre,colombia,empleado particular,,tecnico,76001000
2014-01-09,valle,cali (ct),articulo 207. acceso carnal o acto sexual en persona puesta en incapacidad de resistir,jueves,08:00:00,san pedro e3,urbana,"hoteles, residencias, y similares.",escopolamina,a pie,a pie,31,femenino,soltero,colombia,independiente,,secundaria,76001000
2014-01-09,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,jueves,00:00:00,brisas de mayo e20,urbana,vias publicas,sin empleo de armas,a pie,a pie,18,femenino,soltero,,empleado particular,,primaria,76001000
2014-01-09,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,jueves,00:00:00,charco azul e13,urbana,vias publicas,sin empleo de armas,a pie,a pie,18,no reporta,soltero,,empleado particular,,primaria,76001000
2014-01-09,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,jueves,00:00:00,paseo de los almendros e5,urbana,vias publicas,sin empleo de armas,a pie,a pie,18,femenino,soltero,,empleado particular,,primaria,76001000
2014-01-09,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,jueves,00:00:00,pizamos i e21,urbana,vias publicas,sin empleo de armas,a pie,a pie,18,no reporta,soltero,,empleado particular,,primaria,76001000
2014-01-09,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,jueves,08:00:00,union de vivienda popular e16,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,14,femenino,soltero,colombia,estudiante,,secundaria,76001000
2014-01-09,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,jueves,14:00:00,siloe e20,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,40,femenino,casado,colombia,empleado particular,,secundaria,76001000
2014-01-09,valle,cali (ct),articulo 211. acceso carnal o acto sexual en persona puesta en incapacidad de resistir  (circunstanc,jueves,14:00:00,san nicolas e3,urbana,parques,escopolamina,conductor motocicleta,a pie,20,femenino,soltero,colombia,empleado particular,,secundaria,76001000
2014-01-10,valle,cali (ct),articulo 205. acceso carnal violento,viernes,08:00:00,los comuneros i e15,urbana,vias publicas,arma blanca / cortopunzante,a pie,a pie,40,femenino,soltero,colombia,empleado particular,,secundaria,76001000
2014-01-10,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,viernes,00:00:00,valle grande e21,urbana,vias publicas,sin empleo de armas,a pie,a pie,18,no reporta,soltero,,empleado particular,,primaria,76001000
2014-01-11,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,sabado,00:00:00,cgto la buitrera e18,rural,vias publicas,sin empleo de armas,a pie,a pie,18,no reporta,soltero,,empleado particular,,primaria,76001000
2014-01-11,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,sabado,00:00:00,sector alto los chorros e18,urbana,vias publicas,sin empleo de armas,a pie,a pie,18,femenino,soltero,,empleado particular,,primaria,76001000
2014-01-15,valle,cali (ct),articulo 205. acceso carnal violento,miercoles,00:00:00,terron colorado e1,urbana,vias publicas,sin empleo de armas,a pie,a pie,18,no reporta,soltero,,empleado particular,,primaria,76001000
2014-01-15,valle,cali (ct),articulo 205. acceso carnal violento,miercoles,18:40:00,cgto la leonera e1,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,26,femenino,soltero,colombia,empleado particular,,secundaria,76001000
2014-01-15,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,miercoles,00:00:00,marroquin i e14,urbana,vias publicas,sin empleo de armas,a pie,a pie,18,no reporta,soltero,,empleado particular,,primaria,76001000
2014-01-15,valle,cali (ct),articulo 210. acceso carnal o acto sexual abusivo con incapaz de resistir,miercoles,15:20:00,san luis ii e6,urbana,vias publicas,,a pie,a pie,19,femenino,soltero,colombia,desempleado,,analfabeta,76001000
2014-01-16,valle,cali (ct),articulo 206. acto sexual violento,jueves,01:00:00,la cascada e19,urbana,dentro de la vivienda,arma blanca / cortopunzante,a pie,a pie,20,femenino,soltero,colombia,estudiante,,superior,76001000
2014-01-16,valle,cali (ct),articulo 211. acceso carnal o acto sexual en persona puesta en incapacidad de resistir  (circunstanc,jueves,10:30:00,omar torrijos e13,urbana,dentro de la vivienda,licor adulterado,a pie,a pie,18,femenino,,,no reporta,,,76001000
2014-01-17,valle,cali (ct),articulo 205. acceso carnal violento,viernes,21:30:00,villacolombia e8,urbana,vehiculo,arma blanca / cortopunzante,a pie,a pie,39,femenino,soltero,colombia,empleado particular,,secundaria,76001000
2014-01-17,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,viernes,00:00:00,buenos aires e18,urbana,vias publicas,sin empleo de armas,a pie,a pie,7,femenino,soltero,,empleado particular,,primaria,76001000
2014-01-17,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,viernes,07:00:00,vallado e15,urbana,vias publicas,contundentes,a pie,a pie,31,femenino,soltero,colombia,independiente,,primaria,76001000
2014-01-17,valle,cali (ct),articulo 211. acceso carnal o acto sexual en persona puesta en incapacidad de resistir  (circunstanc,viernes,20:00:00,el guabal e10,urbana,dentro de la vivienda,licor adulterado,a pie,a pie,4,masculino,soltero,colombia,desempleado,,analfabeta,76001000
2014-01-18,valle,cali (ct),articulo 205. acceso carnal violento,sabado,22:40:00,siete de agosto e7,urbana,dentro de la vivienda,contundentes,a pie,a pie,22,masculino,soltero,colombia,empleado particular,,secundaria,76001000
2014-01-18,valle,cali (ct),articulo 206. acto sexual violento,sabado,10:30:00,ciudadela floralia e6,urbana,dentro de la vivienda,contundentes,a pie,a pie,6,femenino,soltero,colombia,estudiante,,primaria,76001000
2014-01-21,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,martes,15:00:00,metropolitano del norte e5,urbana,vias publicas,sin empleo de armas,a pie,a pie,15,femenino,soltero,colombia,empleado particular,,primaria,76001000
2014-01-22,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,miercoles,17:00:00,laureano gomez e15,urbana,dentro de la vivienda,contundentes,a pie,a pie,14,femenino,soltero,colombia,estudiante,,secundaria,76001000
2014-01-23,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,jueves,00:00:00,olaya herrera e4,urbana,vias publicas,sin empleo de armas,a pie,a pie,18,femenino,soltero,,empleado particular,,primaria,76001000
2014-01-23,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,jueves,00:00:00,petecuy ii e6,urbana,vias publicas,sin empleo de armas,a pie,a pie,18,no reporta,soltero,,empleado particular,,primaria,76001000
2014-01-23,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,jueves,00:00:00,san nicolas e3,urbana,vias publicas,sin empleo de armas,a pie,a pie,18,femenino,soltero,,empleado particular,,primaria,76001000
2014-01-24,valle,cali (ct),articulo 205. acceso carnal violento,viernes,20:30:00,vipasa e2,urbana,vias publicas,sin empleo de armas,a pie,a pie,20,femenino,soltero,colombia,empleado particular,,secundaria,76001000
2014-01-24,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,viernes,00:00:00,la nueva base e8,urbana,vias publicas,sin empleo de armas,a pie,a pie,18,femenino,soltero,,empleado particular,,primaria,76001000
2014-01-25,valle,cali (ct),articulo 205. acceso carnal violento,sabado,17:00:00,santa fe e8,urbana,casas de habitacion,escopolamina,a pie,a pie,20,femenino,soltero,colombia,empleado particular,,secundaria,76001000
2014-01-25,valle,cali (ct),articulo 206. acto sexual violento,sabado,11:00:00,los libertadores e3,urbana,dentro de la vivienda,contundentes,a pie,a pie,5,femenino,soltero,colombia,desempleado,,analfabeta,76001000
2014-01-25,valle,cali (ct),articulo 207. acceso carnal o acto sexual en persona puesta en incapacidad de resistir,sabado,00:00:00,lourdes e18,urbana,dentro de la vivienda,licor adulterado,a pie,a pie,16,femenino,soltero,colombia,estudiante,,secundaria,76001000
2014-01-25,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,sabado,00:00:00,san carlos e11,urbana,vias publicas,sin empleo de armas,a pie,a pie,18,no reporta,soltero,,empleado particular,,primaria,76001000
2014-01-25,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,sabado,13:03:00,santa anita e17,urbana,vias publicas,sin empleo de armas,a pie,a pie,33,femenino,soltero,colombia,ama de casa,,secundaria,76001000
2014-01-26,valle,cali (ct),articulo 207. acceso carnal o acto sexual en persona puesta en incapacidad de resistir,domingo,17:00:00,el poblado i e13,urbana,dentro de la vivienda,arma blanca / cortopunzante,a pie,a pie,39,femenino,casado,colombia,independiente,,secundaria,76001000
2014-01-26,valle,cali (ct),articulo 211. acceso carnal o acto sexual en persona puesta en incapacidad de resistir  (circunstanc,domingo,16:30:00,san luis ii e6,urbana,"hoteles, residencias, y similares.",licor adulterado,a pie,a pie,15,femenino,soltero,colombia,estudiante,,secundaria,76001000
2014-01-26,valle,cali (ct),articulo 211. actos sexuales con menor de 14 anos (circunstancias de agravacion),domingo,21:00:00,el poblado ii e13,urbana,dentro de la vivienda,escopolamina,a pie,a pie,14,femenino,soltero,colombia,estudiante,,secundaria,76001000
2014-01-27,valle,cali (ct),articulo 205. acceso carnal violento,lunes,00:00:00,potrero grande e21,urbana,dentro de la vivienda,licor adulterado,a pie,a pie,13,femenino,soltero,colombia,estudiante,,secundaria,76001000
2014-01-27,valle,cali (ct),articulo 205. acceso carnal violento,lunes,13:30:00,bello horizonte e12,urbana,vias publicas,sin empleo de armas,a pie,a pie,15,femenino,soltero,colombia,empleado particular,,primaria,76001000
2014-01-27,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,lunes,00:00:00,santa fe e8,urbana,vias publicas,sin empleo de armas,a pie,a pie,18,femenino,soltero,,empleado particular,,primaria,76001000
2014-01-28,valle,cali (ct),articulo 205. acceso carnal violento,martes,00:00:00,villa del lago e13,urbana,"hoteles, residencias, y similares.",cortopunzantes,a pie,a pie,15,femenino,soltero,colombia,estudiante,,secundaria,76001000
2014-01-28,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,martes,19:00:00,los comuneros i e15,urbana,vias publicas,sin empleo de armas,a pie,a pie,6,femenino,soltero,colombia,estudiante,,analfabeta,76001000
2014-01-28,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,martes,00:00:00,santo domingo e10,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,25,femenino,casado,colombia,ama de casa,,tecnico,76001000
2014-01-28,valle,cali (ct),articulo 211. acceso carnal o acto sexual en persona puesta en incapacidad de resistir  (circunstanc,martes,14:30:00,saavedra galindo e8,urbana,vias publicas,,a pie,a pie,52,femenino,soltero,colombia,ama de casa,,secundaria,76001000
2014-01-29,valle,cali (ct),articulo 205. acceso carnal violento,miercoles,16:00:00,diamante e13,urbana,dentro de la vivienda,contundentes,a pie,a pie,40,femenino,casado,colombia,empleado particular,,tecnico,76001000
2014-01-29,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,miercoles,17:17:00,villa san marcos e14,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,10,femenino,soltero,colombia,estudiante,,primaria,76001000
2014-01-29,valle,cali (ct),articulo 211. acceso carnal o acto sexual en persona puesta en incapacidad de resistir  (circunstanc,miercoles,00:00:00,ciudadela floralia e6,urbana,vias publicas,escopolamina,a pie,a pie,14,femenino,soltero,colombia,estudiante,,secundaria,76001000
2014-01-30,valle,cali (ct),articulo 205. acceso carnal violento,jueves,15:00:00,el vergel e13,urbana,vias publicas,contundentes,a pie,a pie,4,masculino,soltero,colombia,estudiante,,analfabeta,76001000
2014-01-30,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,jueves,00:00:00,valle grande e21,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,8,femenino,soltero,colombia,estudiante,,primaria,76001000
2014-01-30,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,jueves,21:00:00,san judas tadeo i e10,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,9,femenino,soltero,colombia,estudiante,,primaria,76001000
2014-01-30,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,jueves,17:45:00,los comuneros ii e13,urbana,vias publicas,sin empleo de armas,a pie,a pie,6,masculino,soltero,colombia,estudiante,,no reportado,76001000
2014-01-30,valle,cali (ct),articulo 211. acceso carnal o acto sexual en persona puesta en incapacidad de resistir  (circunstanc,jueves,12:00:00,manuela beltran e14,urbana,dentro de la vivienda,,a pie,a pie,12,masculino,soltero,colombia,estudiante,,secundaria,76001000
2014-01-31,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,viernes,21:00:00,alfonso b. aragon e14,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,5,femenino,soltero,colombia,desempleado,,analfabeta,76001000
2014-02-01,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,sabado,08:00:00,cgto la leonera e1,urbana,vias publicas,sin empleo de armas,a pie,a pie,13,femenino,soltero,,empleado particular,,primaria,76001000
2014-02-01,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,sabado,08:00:00,santa elena e10,urbana,vias publicas,sin empleo de armas,conductor motocicleta,pasajero motocicleta,7,femenino,soltero,colombia,estudiante,,primaria,76001000
2014-02-02,valle,cali (ct),articulo 205. acceso carnal violento,domingo,00:00:00,cgto la leonera e1,urbana,vias publicas,sin empleo de armas,a pie,a pie,18,no reporta,soltero,,empleado particular,,primaria,76001000
2014-02-02,valle,cali (ct),articulo 206. acto sexual violento,domingo,05:00:00,cristo rey e19,rural,dentro de la vivienda,licor adulterado,a pie,a pie,32,masculino,soltero,colombia,estudiante,,superior,76001000
2014-02-02,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,domingo,10:00:00,petecuy i e6,urbana,dentro de la vivienda,contundentes,a pie,a pie,47,femenino,soltero,colombia,empleado particular,,secundaria,76001000
2014-02-03,valle,cali (ct),articulo 206. acto sexual violento,lunes,08:00:00,ciudad cordoba e15,urbana,dentro de la vivienda,contundentes,a pie,a pie,2,femenino,soltero,colombia,desempleado,,analfabeta,76001000
2014-02-03,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,lunes,16:00:00,,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,3,femenino,soltero,colombia,desempleado,,analfabeta,76001000
2014-02-03,valle,cali (ct),articulo 210 a. acoso sexual,lunes,00:00:00,terron colorado e1,urbana,dentro de la vivienda,licor adulterado,a pie,a pie,15,femenino,soltero,colombia,estudiante,,secundaria,76001000
2014-02-04,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,martes,00:00:00,cgto la leonera e1,urbana,vias publicas,sin empleo de armas,a pie,a pie,18,femenino,soltero,,empleado particular,,primaria,76001000
2014-02-04,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,martes,00:00:00,rodrigo lara bonilla e13,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,9,femenino,soltero,colombia,estudiante,,primaria,76001000
2014-02-04,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,martes,18:00:00,lili e17,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,63,masculino,casado,colombia,independiente,,secundaria,76001000
2014-02-04,valle,cali (ct),articulo 211. actos sexuales con menor de 14 anos (circunstancias de agravacion),martes,00:00:00,siloe e20,urbana,dentro de la vivienda,licor adulterado,a pie,a pie,5,femenino,soltero,colombia,desempleado,,analfabeta,76001000
2014-02-05,valle,cali (ct),articulo 206. acto sexual violento,miercoles,11:30:00,los conquistadores e11,urbana,vias publicas,arma de fuego,conductor motocicleta,a pie,10,femenino,casado,colombia,estudiante,,secundaria,76001000
2014-02-05,valle,cali (ct),articulo 206. acto sexual violento,miercoles,20:50:00,calimio desepaz e21,urbana,dentro de la vivienda,contundentes,a pie,a pie,18,femenino,soltero,colombia,estudiante,,primaria,76001000
2014-02-05,valle,cali (ct),articulo 207. acceso carnal o acto sexual en persona puesta en incapacidad de resistir,miercoles,00:00:00,jorge eliecer gaitan e6,urbana,dentro de la vivienda,licor adulterado,a pie,a pie,14,femenino,soltero,colombia,estudiante,,secundaria,76001000
2014-02-05,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,miercoles,00:00:00,cgto la leonera e1,urbana,vias publicas,sin empleo de armas,a pie,a pie,14,femenino,soltero,colombia,empleado particular,,primaria,76001000
2014-02-05,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,miercoles,00:00:00,cgto la leonera e1,urbana,vias publicas,sin empleo de armas,a pie,a pie,18,femenino,soltero,,empleado particular,,primaria,76001000
2014-02-05,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,miercoles,00:00:00,cgto la leonera e1,urbana,vias publicas,sin empleo de armas,a pie,a pie,18,masculino,soltero,,empleado particular,,primaria,76001000
2014-02-05,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,miercoles,22:00:00,,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,15,femenino,soltero,colombia,estudiante,,secundaria,76001000
2014-02-06,valle,cali (ct),articulo 210 a. acoso sexual,jueves,08:30:00,primitivo crespo e8,urbana,dentro de la vivienda,licor adulterado,a pie,a pie,50,femenino,divorciado,colombia,ama de casa,,secundaria,76001000
2014-02-07,valle,cali (ct),articulo 205. acceso carnal violento,viernes,15:30:00,calimio desepaz e21,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,14,femenino,soltero,colombia,empleado particular,,primaria,76001000
2014-02-07,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,viernes,00:00:00,alfonso lopez ii e7,urbana,vias publicas,sin empleo de armas,a pie,a pie,18,femenino,soltero,,empleado particular,,primaria,76001000
2014-02-07,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,viernes,18:00:00,san pedro e3,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,6,femenino,soltero,colombia,estudiante,,primaria,76001000
2014-02-09,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,domingo,12:00:00,marroquin i e14,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,9,femenino,soltero,colombia,estudiante,,primaria,76001000
2014-02-09,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,domingo,12:00:00,marroquin i e14,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,17,femenino,soltero,colombia,estudiante,,secundaria,76001000
2014-02-10,valle,cali (ct),articulo 206. acto sexual violento,lunes,00:00:00,puerto mallarino e7,urbana,dentro de la vivienda,contundentes,a pie,a pie,11,femenino,soltero,colombia,estudiante,,secundaria,76001000
2014-02-10,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,lunes,08:30:00,el retiro e15,urbana,dentro de la vivienda,contundentes,a pie,a pie,7,femenino,soltero,colombia,estudiante,,primaria,76001000
2014-02-10,valle,cali (ct),articulo 210 a. acoso sexual,lunes,00:00:00,sector la luisa e19,urbana,"colegios, escuelas",licor adulterado,a pie,a pie,18,femenino,soltero,colombia,estudiante,,secundaria,76001000
2014-02-10,valle,cali (ct),articulo 210 a. acoso sexual,lunes,15:00:00,obrero e9,urbana,vias publicas,licor adulterado,a pie,a pie,13,masculino,soltero,colombia,estudiante,,secundaria,76001000
2014-02-10,valle,cali (ct),articulo 210 a. acoso sexual,lunes,15:00:00,obrero e9,urbana,apartamento,licor adulterado,a pie,a pie,13,masculino,soltero,colombia,estudiante,,secundaria,76001000
2014-02-10,valle,cali (ct),articulo 210 a. acoso sexual,lunes,19:00:00,lili e17,urbana,dentro de la vivienda,licor adulterado,a pie,a pie,32,femenino,soltero,colombia,independiente,,secundaria,76001000
2014-02-10,valle,cali (ct),articulo 210. acceso carnal o acto sexual abusivo con incapaz de resistir,lunes,18:00:00,leon xiii e11,urbana,dentro de la vivienda,licor adulterado,a pie,a pie,15,femenino,soltero,colombia,estudiante,,secundaria,76001000
2014-02-11,valle,cali (ct),articulo 207. acceso carnal o acto sexual en persona puesta en incapacidad de resistir,martes,00:00:00,alfonso lopez i e7,urbana,dentro de la vivienda,licor adulterado,a pie,a pie,18,femenino,,,no reporta,,,76001000
2014-02-11,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,martes,00:00:00,diamante e13,urbana,vias publicas,sin empleo de armas,a pie,a pie,18,masculino,soltero,,empleado particular,,primaria,76001000
2014-02-12,valle,cali (ct),articulo 206. acto sexual violento,miercoles,14:00:00,ciudad cordoba e15,urbana,dentro de la vivienda,contundentes,a pie,a pie,46,femenino,soltero,colombia,independiente,,primaria,76001000
2014-02-12,valle,cali (ct),articulo 210 a. acoso sexual,miercoles,22:20:00,ciudad capri e17,urbana,,licor adulterado,a pie,a pie,22,femenino,soltero,colombia,estudiante,,superior,76001000
2014-02-13,valle,cali (ct),articulo 210 a. acoso sexual,jueves,10:00:00,alfonso lopez i e7,rural,vias publicas,licor adulterado,a pie,a pie,18,femenino,soltero,colombia,estudiante,,superior,76001000
2014-02-14,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,viernes,00:00:00,morichal de comfandi e15,urbana,vias publicas,sin empleo de armas,a pie,a pie,18,no reporta,soltero,,empleado particular,,primaria,76001000
2014-02-14,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,viernes,20:00:00,el cortijo e20,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,7,femenino,soltero,colombia,estudiante,,primaria,76001000
2014-02-15,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,sabado,00:00:00,siete de agosto e7,urbana,vias publicas,contundentes,a pie,a pie,13,femenino,soltero,colombia,estudiante,,secundaria,76001000
2014-02-15,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,sabado,11:00:00,,urbana,vias publicas,sin empleo de armas,a pie,a pie,11,femenino,soltero,colombia,estudiante,,primaria,76001000
2014-02-15,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,sabado,11:00:00,,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,11,femenino,soltero,colombia,estudiante,,secundaria,76001000
2014-02-15,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,sabado,19:30:00,aguablanca e11,urbana,vias publicas,sin empleo de armas,a pie,a pie,13,femenino,soltero,colombia,estudiante,,primaria,76001000
2014-02-15,valle,cali (ct),articulo 211. acceso carnal o acto sexual en persona puesta en incapacidad de resistir  (circunstanc,sabado,22:00:00,santa elena e10,urbana,vias publicas,escopolamina,a pie,a pie,26,femenino,soltero,,empleado particular,,secundaria,76001000
2014-02-18,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,martes,17:00:00,urb. ciudad jardin e22,urbana,vias publicas,contundentes,a pie,a pie,28,femenino,union libre,colombia,empleado particular,,secundaria,76001000
2014-02-18,valle,cali (ct),articulo 210 a. acoso sexual,martes,20:10:00,aguacatal e1,urbana,vias publicas,licor adulterado,a pie,a pie,27,femenino,soltero,colombia,desempleado,,secundaria,76001000
2014-02-19,valle,cali (ct),articulo 205. acceso carnal violento,miercoles,00:00:00,cgto la leonera e1,urbana,vias publicas,sin empleo de armas,a pie,a pie,18,no reporta,soltero,,empleado particular,,primaria,76001000
2014-02-19,valle,cali (ct),articulo 207. acceso carnal o acto sexual en persona puesta en incapacidad de resistir,miercoles,01:00:00,los andes e5,urbana,clinicas y similares,escopolamina,a pie,a pie,48,femenino,casado,colombia,empleado particular,,superior,76001000
