fecha,departamento,municipio,dia,hora,barrio,zona,clase_sitio,descripcion_conducta,arma_empleada,movil_agresor,movil_victima,edad,sexo,estado_civil,pais_nace,clase_empleado,profesion,escolaridad,codigo_dane,
2010-10-19,valle,cali (ct),martes,19:30:00,ciudad cordoba e15,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,30,femenino,casado,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-10-20,valle,cali (ct),miercoles,00:00:00,ciudad del campo,urbana,vias publicas,articulo 210. acceso carnal o acto sexual abusivo con incapaz de resistir,no reportado,no reportado,no reportado,36,femenino,soltero,no reportado,desempleado,no reportado,analfabeta,76001000,1.0
2010-10-20,valle,cali (ct),miercoles,00:00:00,las orquideas e14,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,30,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-10-20,valle,cali (ct),miercoles,12:00:00,vistahermosa e1,urbana,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,no reportado,a pie,a pie,6,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-10-20,valle,cali (ct),miercoles,15:00:00,pance e22,rural,carretera,articulo 205. acceso carnal violento,arma blanca,a pie,a pie,19,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-10-21,valle,cali (ct),jueves,13:50:00,gualanday e21,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,13,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-10-21,valle,cali (ct),jueves,14:45:00,inv. nueva ilusion e13,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,13,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000,1.0
2010-10-22,valle,cali (ct),viernes,18:20:00,parque de la cana e7,urbana,vias publicas,articulo 205. acceso carnal violento,contundentes,a pie,a pie,24,femenino,union libre,colombia,independiente,no reportado,tecnico,76001000,1.0
2010-10-23,valle,cali (ct),sabado,13:00:00,el vergel e13,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,7,femenino,soltero,colombia,desempleado,no reportado,primaria,76001000,1.0
2010-10-24,valle,cali (ct),domingo,01:30:00,tequendama e19,urbana,vias publicas,articulo 207. acceso carnal o acto sexual en persona puesta en incapacidad de resistir,arma blanca,a pie,a pie,18,femenino,soltero,colombia,desempleado,no reportado,secundaria,76001000,1.0
2010-10-25,valle,cali (ct),lunes,16:00:00,brisas de los alamos e2,urbana,casas de habitacion,articulo 218. pornografia con menores,no reportado,a pie,a pie,13,masculino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-10-26,valle,cali (ct),martes,07:00:00,marroquin i e14,urbana,casas de habitacion,articulo 207. acceso carnal o acto sexual en persona puesta en incapacidad de resistir,arma blanca,a pie,a pie,34,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-10-26,valle,cali (ct),martes,12:00:00,mariano ramos e16,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,no reportado,no reportado,11,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-10-27,valle,cali (ct),miercoles,15:30:00,san juan bosco e3,urbana,dentro de la vivienda,articulo 208. acceso carnal abusivo con menor de 14 anos,no reportado,a pie,a pie,13,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-10-28,valle,cali (ct),jueves,08:45:00,la estrella  e4,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,36,masculino,casado,no reportado,independiente,no reportado,primaria,76001000,1.0
2010-10-28,valle,cali (ct),jueves,16:30:00,calima e4,urbana,casas de habitacion,articulo 210 a. acoso sexual,no reportado,a pie,a pie,15,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-10-30,valle,cali (ct),sabado,06:30:00,la isla e4,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,22,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-10-31,valle,cali (ct),domingo,00:00:00,nueva floresta e12,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,39,femenino,casado,colombia,ama de casa,no reportado,secundaria,76001000,1.0
2010-11-01,valle,cali (ct),lunes,00:00:00,el guabal e10,urbana,casas de habitacion,articulo 210. acceso carnal o acto sexual abusivo con incapaz de resistir,no reportado,no reportado,no reportado,22,femenino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-11-01,valle,cali (ct),lunes,00:00:00,la fortuna e1,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,no reportado,no reportado,4,femenino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-11-01,valle,cali (ct),lunes,08:00:00,alfonso lopez i e7,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,12,masculino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-11-01,valle,cali (ct),lunes,09:00:00,antonio narino e16,urbana,vias publicas,articulo 205. acceso carnal violento,cortopunzantes,a pie,a pie,15,femenino,union libre,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-11-01,valle,cali (ct),lunes,18:00:00,el poblado ii e13,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,10,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-11-01,valle,cali (ct),lunes,19:00:00,cgto la buitrera e18,urbana,casas de habitacion,articulo 205. acceso carnal violento,contundentes,a pie,a pie,14,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-11-01,valle,cali (ct),lunes,19:30:00,ciudadela del rio e21,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,5,femenino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-11-02,valle,cali (ct),martes,00:00:00,alto aguacatal e1,rural,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,35,femenino,soltero,colombia,independiente,no reportado,primaria,76001000,1.0
2010-11-02,valle,cali (ct),martes,07:00:00,los comuneros ii e13,urbana,casas de habitacion,articulo 205. acceso carnal violento,contundentes,a pie,a pie,20,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-11-02,valle,cali (ct),martes,12:00:00,manuela beltran e14,urbana,vias publicas,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,26,femenino,union libre,colombia,independiente,no reportado,primaria,76001000,1.0
2010-11-02,valle,cali (ct),martes,16:00:00,simon bolivar e8,urbana,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,no reportado,no reportado,no reportado,3,masculino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-11-02,valle,cali (ct),martes,16:00:00,union de vivienda popular e16,urbana,dentro de la vivienda,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,8,masculino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-11-03,valle,cali (ct),miercoles,00:00:00,arboledas e2,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,5,femenino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-11-03,valle,cali (ct),miercoles,11:00:00,lourdes e18,urbana,vias publicas,articulo 206. acto sexual violento,no reportado,a pie,a pie,20,femenino,soltero,colombia,independiente,no reportado,superior,76001000,1.0
2010-11-04,valle,cali (ct),jueves,00:00:00,caney e17,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,28,femenino,soltero,colombia,independiente,no reportado,superior,76001000,1.0
2010-11-04,valle,cali (ct),jueves,04:30:00,mojica e15,urbana,vias publicas,articulo 205. acceso carnal violento,contundentes,a pie,a pie,38,femenino,union libre,colombia,ama de casa,no reportado,secundaria,76001000,1.0
2010-11-05,valle,cali (ct),viernes,14:30:00,siloe e20,urbana,casas de habitacion,articulo 206. acto sexual violento,no reportado,a pie,a pie,28,femenino,union libre,colombia,ama de casa,no reportado,secundaria,76001000,1.0
2010-11-05,valle,cali (ct),viernes,17:30:00,jose m. marroquin ii e14,urbana,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,no reportado,a pie,a pie,11,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-11-05,valle,cali (ct),viernes,20:30:00,ciudad jardin e22,urbana,vias publicas,articulo 210. acceso carnal o acto sexual abusivo con incapaz de resistir,no reportado,a pie,a pie,48,femenino,casado,colombia,independiente,no reportado,superior,76001000,1.0
2010-11-06,valle,cali (ct),sabado,01:30:00,chiminangos i e5,urbana,casas de habitacion,articulo 206. acto sexual violento,arma de fuego,a pie,a pie,57,femenino,viudo,no reportado,ama de casa,no reportado,secundaria,76001000,1.0
2010-11-07,valle,cali (ct),domingo,00:15:00,caney e17,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,11,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-11-08,valle,cali (ct),lunes,13:00:00,mariano ramos e16,urbana,casas de habitacion,articulo 211. acceso carnal abusivo con menor de 14 anos (circunstancias agravacion),no reportado,a pie,a pie,28,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-11-08,valle,cali (ct),lunes,16:30:00,san luis ii e6,urbana,casas de habitacion,articulo 211. actos sexuales con menor de 14 anos (circunstancias de agravacion),no reportado,no reportado,no reportado,5,femenino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-11-10,valle,cali (ct),miercoles,21:00:00,ciudad capri e17,urbana,"colegios, escuelas",articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,33,femenino,casado,colombia,independiente,no reportado,superior,76001000,1.0
2010-11-11,valle,cali (ct),jueves,15:10:00,cristobal colon e10,urbana,"colegios, escuelas",articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,6,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-11-12,valle,cali (ct),viernes,07:00:00,departamental e10,urbana,casas de habitacion,articulo 206. acto sexual violento,no reportado,a pie,a pie,44,femenino,casado,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-11-12,valle,cali (ct),viernes,16:00:00,vallado e15,urbana,oficinas,articulo 208. acceso carnal abusivo con menor de 14 anos,no reportado,a pie,a pie,13,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-11-12,valle,cali (ct),viernes,20:00:00,villa del sol e5,urbana,dentro de la vivienda,articulo 207. acceso carnal o acto sexual en persona puesta en incapacidad de resistir,arma blanca,a pie,a pie,41,masculino,divorciado,colombia,independiente,no reportado,primaria,76001000,1.0
2010-11-14,valle,cali (ct),domingo,20:30:00,marroquin i e14,urbana,vias publicas,articulo 205. acceso carnal violento,contundentes,a pie,a pie,24,femenino,soltero,colombia,empleado particular,no reportado,secundaria,76001000,1.0
2010-11-16,valle,cali (ct),martes,10:00:00,el recuerdo e11,urbana,casas de habitacion,articulo 211. actos sexuales con menor de 14 anos (circunstancias de agravacion),no reportado,no reportado,no reportado,13,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-11-16,valle,cali (ct),martes,15:00:00,los comuneros i e15,urbana,casas de habitacion,articulo 206. acto sexual violento,contundentes,a pie,a pie,3,femenino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-11-21,valle,cali (ct),domingo,22:30:00,sucre e9,urbana,casas de habitacion,articulo 206. acto sexual violento,no reportado,no reportado,no reportado,17,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-11-22,valle,cali (ct),lunes,00:00:00,melendez e18,urbana,vias publicas,articulo 208. acceso carnal abusivo con menor de 14 anos,no reportado,a pie,a pie,4,masculino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-11-23,valle,cali (ct),martes,00:00:00,prados del sur e18,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,no reportado,no reportado,6,masculino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-11-23,valle,cali (ct),martes,08:00:00,los chorros e18,urbana,dentro de la vivienda,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,10,masculino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-11-24,valle,cali (ct),miercoles,00:00:00,polvorines e18,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,no reportado,no reportado,3,femenino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-11-24,valle,cali (ct),miercoles,15:00:00,santa fe e8,urbana,dentro de la vivienda,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,12,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-11-25,valle,cali (ct),jueves,10:00:00,union de vivienda popular e16,urbana,dentro de la vivienda,articulo 205. acceso carnal violento,contundentes,a pie,a pie,62,masculino,union libre,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-11-27,valle,cali (ct),sabado,10:00:00,el gran limonar e17,urbana,dentro de la vivienda,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,3,femenino,soltero,colombia,empleado particular,no reportado,analfabeta,76001000,1.0
2010-11-28,valle,cali (ct),domingo,18:00:00,terron colorado e1,urbana,dentro de la vivienda,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,30,femenino,soltero,colombia,independiente,no reportado,primaria,76001000,1.0
2010-11-30,valle,cali (ct),martes,21:50:00,centenario e2,urbana,vias publicas,articulo 206. acto sexual violento,no reportado,no reportado,no reportado,16,masculino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-12-01,valle,cali (ct),miercoles,08:00:00,el jardin e11,urbana,dentro de la vivienda,articulo 210. acceso carnal o acto sexual abusivo con incapaz de resistir,no reportado,a pie,a pie,22,femenino,soltero,colombia,estudiante,no reportado,superior,76001000,1.0
2010-12-02,valle,cali (ct),jueves,09:00:00,la fortuna e1,urbana,dentro de la vivienda,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,13,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-12-05,valle,cali (ct),domingo,03:00:00,urbanizacion calimio e6,urbana,vias publicas,articulo 205. acceso carnal violento,contundentes,a pie,a pie,21,femenino,casado,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-12-05,valle,cali (ct),domingo,20:00:00,vallado e15,urbana,dentro de la vivienda,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,4,femenino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-12-06,valle,cali (ct),lunes,04:30:00,belen e20,urbana,casas de habitacion,articulo 205. acceso carnal violento,arma blanca,a pie,a pie,26,masculino,soltero,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-12-06,valle,cali (ct),lunes,13:30:00,san pedro e3,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,no reportado,no reportado,13,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-12-06,valle,cali (ct),lunes,15:00:00,calimio desepaz e21,urbana,vias publicas,articulo 205. acceso carnal violento,arma de fuego,a pie,a pie,27,masculino,soltero,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-12-06,valle,cali (ct),lunes,15:00:00,el jordan e18,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,no reportado,no reportado,3,femenino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-12-07,valle,cali (ct),martes,10:00:00,12 de octubre e12,urbana,dentro de la vivienda,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,8,masculino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-12-08,valle,cali (ct),miercoles,10:00:00,el vergel e13,urbana,dentro de la vivienda,articulo 205. acceso carnal violento,contundentes,a pie,a pie,29,femenino,soltero,no reportado,ama de casa,no reportado,primaria,76001000,1.0
2010-12-08,valle,cali (ct),miercoles,19:30:00,polvorines e18,urbana,dentro de la vivienda,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,8,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-12-08,valle,cali (ct),miercoles,20:00:00,la flora e2,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,14,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-12-10,valle,cali (ct),viernes,21:30:00,el bosque e2,urbana,dentro de la vivienda,articulo 205. acceso carnal violento,contundentes,a pie,a pie,23,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-12-11,valle,cali (ct),sabado,05:30:00,el calvario e3,urbana,vias publicas,articulo 210. acceso carnal o acto sexual abusivo con incapaz de resistir,no reportado,a pie,a pie,30,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-12-11,valle,cali (ct),sabado,14:12:00,brisas de los alamos e2,urbana,dentro de la vivienda,articulo 210 a. acoso sexual,no reportado,a pie,a pie,29,femenino,union libre,colombia,empleado particular,no reportado,tecnico,76001000,1.0
2010-12-12,valle,cali (ct),domingo,10:00:00,republica israel e16,urbana,casas de habitacion,articulo 205. acceso carnal violento,contundentes,a pie,a pie,23,femenino,soltero,colombia,empleado particular,no reportado,secundaria,76001000,1.0
2010-12-12,valle,cali (ct),domingo,20:00:00,santa fe e8,urbana,vias publicas,articulo 205. acceso carnal violento,arma blanca,a pie,a pie,34,femenino,union libre,colombia,ama de casa,no reportado,secundaria,76001000,1.0
2010-12-12,valle,cali (ct),domingo,21:00:00,marroquin i e14,urbana,dentro de la vivienda,articulo 205. acceso carnal violento,contundentes,a pie,a pie,46,femenino,soltero,no reportado,ama de casa,no reportado,secundaria,76001000,1.0
2010-12-15,valle,cali (ct),miercoles,23:00:00,potrero grande e21,urbana,dentro de la vivienda,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,11,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-12-16,valle,cali (ct),jueves,12:00:00,los robles e13,urbana,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,no reportado,a pie,a pie,11,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-12-16,valle,cali (ct),jueves,15:00:00,la isla e4,urbana,dentro de la vivienda,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,8,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-12-16,valle,cali (ct),jueves,17:30:00,alto aguacatal e1,urbana,dentro de la vivienda,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,12,masculino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-12-16,valle,cali (ct),jueves,21:30:00,ciudad jardin e22,urbana,vias publicas,articulo 207. acceso carnal o acto sexual en persona puesta en incapacidad de resistir,arma blanca,a pie,a pie,37,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-12-19,valle,cali (ct),domingo,15:00:00,lleras camargo e20,urbana,vias publicas,articulo 205. acceso carnal violento,arma de fuego,a pie,a pie,36,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-12-23,valle,cali (ct),jueves,16:15:00,los alcazares e6,urbana,dentro de la vivienda,articulo 210 a. acoso sexual,no reportado,a pie,a pie,41,masculino,union libre,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-12-24,valle,cali (ct),viernes,19:00:00,manzanares e4,urbana,dentro de la vivienda,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,12,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-12-25,valle,cali (ct),sabado,09:30:00,puertas del sol e14,urbana,dentro de la vivienda,articulo 208. acceso carnal abusivo con menor de 14 anos,no reportado,a pie,a pie,3,femenino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-12-25,valle,cali (ct),sabado,10:15:00,diamante e13,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,1,masculino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-12-25,valle,cali (ct),sabado,12:00:00,el retiro e15,urbana,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,no reportado,a pie,a pie,8,masculino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-12-25,valle,cali (ct),sabado,14:00:00,melendez e18,urbana,dentro de la vivienda,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,8,masculino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-12-25,valle,cali (ct),sabado,15:00:00,valle del lili e17,urbana,casas de habitacion,articulo 211. acceso carnal violento (circunstancias agravacion),no reportado,a pie,a pie,38,femenino,casado,colombia,independiente,no reportado,primaria,76001000,1.0
2010-12-25,valle,cali (ct),sabado,21:30:00,urbanizacion calimio e6,urbana,dentro de la vivienda,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,6,masculino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-12-28,valle,cali (ct),martes,11:00:00,villa san marcos e14,urbana,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,no reportado,a pie,a pie,10,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-12-28,valle,cali (ct),martes,11:00:00,villa san marcos e14,urbana,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,no reportado,a pie,a pie,15,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-12-30,valle,cali (ct),jueves,07:40:00,san nicolas e3,urbana,vias publicas,articulo 205. acceso carnal violento,no reportado,a pie,a pie,21,femenino,casado,colombia,empleado particular,no reportado,secundaria,76001000,1.0
