fecha,departamento,municipio,delito,dia,hora,barrio,zona,clase_de_sitio,arma_empleada,movil_agresor,movil_victima,edad,sexo,estado_civil,pais_de_nacimiento,clase_de_empleado,profesion,escolaridad,codigo_dane
2019-01-09,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,miercoles,00:56:00,ciudad campestre e22,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,12,femenino,soltero,colombia,estudiante,no reportada,secundaria,76001000
2019-01-09,valle,cali (ct),articulo 210 a. acoso sexual,miercoles,22:00:00,urb. ciudad jardin e22,urbana,vias publicas,sin empleo de armas,a pie,a pie,16,femenino,soltero,colombia,empleado particular,no reportada,secundaria,76001000
2019-01-09,valle,cali (ct),articulo 210. acceso carnal o acto sexual abusivo con incapaz de resistir,miercoles,17:30:00,granada e2,urbana,establecimiento de salud,contundentes,a pie,a pie,32,femenino,soltero,colombia,empleado particular,no reportada,superior,76001000
2019-01-10,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,jueves,12:00:00,laureano gomez e15,urbana,casas de habitacion,contundentes,a pie,a pie,13,femenino,soltero,colombia,estudiante,,primaria,76001000
2019-01-10,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,jueves,09:00:00,petecuy iii e6,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,4,femenino,soltero,colombia,desempleado,,analfabeta,76001000
2019-01-10,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,jueves,18:00:00,melendez e18,urbana,"colegios, escuelas",sin empleo de armas,a pie,a pie,7,femenino,soltero,colombia,estudiante,no reportada,primaria,76001000
2019-01-10,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,jueves,18:00:00,melendez e18,urbana,"colegios, escuelas",sin empleo de armas,a pie,a pie,10,femenino,soltero,colombia,estudiante,no reportada,primaria,76001000
2019-01-10,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,jueves,17:00:00,morichal de comfandi e15,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,3,femenino,soltero,colombia,estudiante,,analfabeta,76001000
2019-01-10,valle,cali (ct),articulo 210 a. acoso sexual,jueves,10:00:00,el calvario e3,urbana,local comercial,sin empleo de armas,a pie,a pie,34,femenino,soltero,colombia,empleado particular,no reportada,secundaria,76001000
2019-01-11,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,viernes,19:00:00,el bosque e2,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,13,femenino,soltero,colombia,empleado particular,no reportada,secundaria,76001000
2019-01-11,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,viernes,14:00:00,promociones populares e14,urbana,vias publicas,sin empleo de armas,a pie,a pie,6,femenino,soltero,colombia,estudiante,,analfabeta,76001000
2019-01-11,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,viernes,23:00:00,patio bonito e1,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,6,femenino,soltero,colombia,estudiante,,primaria,76001000
2019-01-11,valle,cali (ct),articulo 213. induccion a la prostitucion,viernes,06:43:00,san pedro e3,urbana,vias publicas,escopolamina,a pie,a pie,14,femenino,soltero,colombia,estudiante,no reportada,primaria,76001000
2019-01-12,valle,cali (ct),articulo 206. acto sexual violento,sabado,11:00:00,cgto hormiguero e22,rural,dentro de la vivienda,contundentes,a pie,a pie,19,femenino,soltero,colombia,desempleado,no reportada,secundaria,76001000
2019-01-12,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,sabado,00:10:00,sector alto los chorros e18,urbana,apartamento en conjunto cerrado,sin empleo de armas,a pie,a pie,11,masculino,soltero,colombia,estudiante,no reportada,primaria,76001000
2019-01-13,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,domingo,13:00:00,alfonso lopez iii e7,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,4,femenino,soltero,colombia,estudiante,no reportada,analfabeta,76001000
2019-01-13,valle,cali (ct),articulo 210 a. acoso sexual,domingo,20:00:00,san antonio e3,urbana,lugar de trabajo,sin empleo de armas,a pie,a pie,18,femenino,soltero,colombia,empleado particular,no reportada,secundaria,76001000
2019-01-14,valle,cali (ct),articulo 205. acceso carnal violento,lunes,19:00:00,,urbana,vias publicas,arma blanca / cortopunzante,a pie,a pie,26,femenino,soltero,colombia,empleado particular,no reportada,secundaria,76001000
2019-01-14,valle,cali (ct),articulo 206. acto sexual violento,lunes,23:00:00,vallado e15,urbana,casas de habitacion,contundentes,a pie,a pie,10,femenino,soltero,colombia,estudiante,no reportada,primaria,76001000
2019-01-14,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,lunes,01:00:00,bretana e9,urbana,vias publicas,contundentes,a pie,a pie,12,masculino,soltero,colombia,estudiante,,primaria,76001000
2019-01-14,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,lunes,09:00:00,olaya herrera e4,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,15,femenino,soltero,colombia,desempleado,no reportada,secundaria,76001000
2019-01-14,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,lunes,12:45:00,los guayacanes e5,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,15,femenino,soltero,colombia,estudiante,no reportada,secundaria,76001000
2019-01-15,valle,cali (ct),articulo 205. acceso carnal violento,martes,08:00:00,promociones populares e14,urbana,vias publicas,contundentes,a pie,a pie,26,femenino,soltero,colombia,empleado particular,no reportada,secundaria,76001000
2019-01-15,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,martes,10:30:00,el poblado ii e13,urbana,vias publicas,sin empleo de armas,a pie,a pie,5,masculino,soltero,colombia,estudiante,,analfabeta,76001000
2019-01-15,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,martes,11:40:00,la selva e10,urbana,vias publicas,contundentes,a pie,a pie,13,masculino,soltero,colombia,estudiante,,primaria,76001000
2019-01-15,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,martes,09:00:00,primavera e11,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,11,femenino,soltero,colombia,estudiante,no reportada,secundaria,76001000
2019-01-15,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,martes,15:00:00,mojica e15,urbana,vias publicas,sin empleo de armas,a pie,a pie,7,masculino,soltero,colombia,estudiante,no reportada,primaria,76001000
2019-01-15,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,martes,15:00:00,normandia e2,urbana,vias publicas,sin empleo de armas,a pie,a pie,5,femenino,soltero,colombia,desempleado,,analfabeta,76001000
2019-01-15,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,martes,18:00:00,siloe e20,urbana,casas de habitacion,contundentes,a pie,a pie,6,femenino,soltero,colombia,estudiante,,primaria,76001000
2019-01-15,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,martes,13:40:00,puertas del sol e14,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,13,masculino,separado,colombia,estudiante,no reportada,primaria,76001000
2019-01-15,valle,cali (ct),articulo 210 a. acoso sexual,martes,09:00:00,el calvario e3,urbana,local comercial,no reportado,a pie,a pie,16,femenino,soltero,colombia,empleado particular,no reportada,primaria,76001000
2019-01-16,valle,cali (ct),articulo 205. acceso carnal violento,miercoles,12:00:00,sultana berlin san francisco e4,urbana,vias publicas,contundentes,a pie,a pie,22,femenino,soltero,venezuela,empleado particular,,secundaria,76001000
2019-01-16,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,miercoles,10:00:00,alfonso b. aragon e14,urbana,vias publicas,sin empleo de armas,a pie,a pie,10,femenino,soltero,colombia,empleado particular,no reportada,primaria,76001000
2019-01-16,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,miercoles,10:00:00,angel del hogar e7,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,13,femenino,soltero,colombia,empleado particular,no reportada,secundaria,76001000
2019-01-16,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,miercoles,10:00:00,puertas del sol e14,urbana,vias publicas,sin empleo de armas,a pie,a pie,13,masculino,soltero,colombia,empleado particular,no reportada,secundaria,76001000
2019-01-16,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,miercoles,08:00:00,ciudad cordoba e15,urbana,vias publicas,sin empleo de armas,a pie,a pie,12,femenino,soltero,colombia,empleado particular,no reportada,secundaria,76001000
2019-01-16,valle,cali (ct),articulo 210 a. acoso sexual,miercoles,02:50:00,flora industrial e4,urbana,vias publicas,sin empleo de armas,a pie,a pie,17,masculino,soltero,colombia,estudiante,,primaria,76001000
2019-01-17,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,jueves,18:00:00,calima e4,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,13,femenino,soltero,colombia,estudiante,,secundaria,76001000
2019-01-18,valle,cali (ct),articulo 206. acto sexual violento,viernes,08:00:00,chiminangos i e5,urbana,,contundentes,a pie,a pie,15,femenino,soltero,colombia,empleado particular,no reportada,secundaria,76001000
2019-01-18,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,viernes,15:00:00,granada e2,urbana,vias publicas,sin empleo de armas,a pie,a pie,13,femenino,soltero,colombia,estudiante,,secundaria,76001000
2019-01-18,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,viernes,16:00:00,alto napoles e18,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,12,femenino,soltero,colombia,estudiante,no reportada,secundaria,76001000
2019-01-18,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,viernes,16:00:00,mojica e15,urbana,vias publicas,sin empleo de armas,a pie,a pie,13,femenino,soltero,colombia,estudiante,,primaria,76001000
2019-01-18,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,viernes,08:00:00,alameda e9,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,4,femenino,soltero,colombia,independiente,,analfabeta,76001000
2019-01-18,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,viernes,23:00:00,,urbana,vias publicas,sin empleo de armas,a pie,a pie,13,femenino,soltero,colombia,empleado particular,no reportada,secundaria,76001000
2019-01-18,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,viernes,01:00:00,granada e2,urbana,vias publicas,contundentes,a pie,a pie,12,femenino,soltero,colombia,estudiante,,primaria,76001000
2019-01-18,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,viernes,20:30:00,brisas de mayo e20,urbana,vias publicas,sin empleo de armas,a pie,a pie,8,femenino,soltero,colombia,estudiante,,primaria,76001000
2019-01-18,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,viernes,10:20:00,manuela beltran e14,urbana,vias publicas,sin empleo de armas,a pie,a pie,23,femenino,soltero,colombia,empleado particular,no reportada,tecnico,76001000
2019-01-18,valle,cali (ct),articulo 210 a. acoso sexual,viernes,14:00:00,san vicente e2,urbana,vias publicas,sin empleo de armas,a pie,a pie,18,femenino,soltero,colombia,empleado particular,no reportada,secundaria,76001000
2019-01-20,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,domingo,16:00:00,laguna el pondaje e13,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,39,femenino,soltero,colombia,empleado particular,no reportada,secundaria,76001000
2019-01-20,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,domingo,20:00:00,potrero grande e21,urbana,dentro de la vivienda,no reportado,a pie,a pie,13,femenino,soltero,colombia,estudiante,no reportada,secundaria,76001000
2019-01-20,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,domingo,04:00:00,charco azul e13,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,8,femenino,soltero,colombia,empleado particular,no reportada,analfabeta,76001000
2019-01-20,valle,cali (ct),articulo 210 a. acoso sexual,domingo,20:00:00,mariano ramos e16,urbana,vias publicas,sin empleo de armas,a pie,a pie,26,femenino,soltero,colombia,empleado particular,traduccion simultanea,superior,76001000
2019-01-21,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,lunes,17:00:00,unid. a galindo plaza toros e19,urbana,vias publicas,sin empleo de armas,a pie,a pie,11,femenino,soltero,colombia,estudiante,no reportada,secundaria,76001000
2019-01-21,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,lunes,21:00:00,mariano ramos e16,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,13,femenino,soltero,colombia,estudiante,no reportada,primaria,76001000
2019-01-22,valle,cali (ct),articulo 206. acto sexual violento,martes,01:00:00,alto jordan e18,urbana,casas de habitacion,contundentes,a pie,a pie,14,femenino,soltero,colombia,estudiante,no reportada,primaria,76001000
2019-01-22,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,martes,15:00:00,el bosque e2,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,7,femenino,soltero,colombia,empleado particular,no reportada,primaria,76001000
2019-01-22,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,martes,16:00:00,ciudadela floralia e6,urbana,vias publicas,sin empleo de armas,a pie,a pie,12,masculino,soltero,colombia,estudiante,,primaria,76001000
2019-01-22,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,martes,11:00:00,el poblado ii e13,urbana,vias publicas,sin empleo de armas,a pie,a pie,11,femenino,soltero,colombia,estudiante,,secundaria,76001000
2019-01-22,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,martes,09:40:00,los guayacanes e5,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,1,femenino,soltero,colombia,desempleado,,analfabeta,76001000
2019-01-22,valle,cali (ct),articulo 210. acceso carnal o acto sexual abusivo con incapaz de resistir,martes,11:40:00,san luis ii e6,urbana,casas de habitacion,contundentes,a pie,a pie,25,femenino,soltero,colombia,independiente,no reportada,secundaria,76001000
2019-01-23,valle,cali (ct),articulo 205. acceso carnal violento,miercoles,08:00:00,villa blanca e13,urbana,dentro de la vivienda,contundentes,a pie,a pie,12,femenino,soltero,colombia,estudiante,no reportada,secundaria,76001000
2019-01-23,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,miercoles,13:00:00,las orquideas e14,urbana,vias publicas,contundentes,a pie,a pie,14,femenino,soltero,colombia,estudiante,no reportada,primaria,76001000
2019-01-23,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,miercoles,18:00:00,llano verde e15,urbana,vias publicas,sin empleo de armas,a pie,a pie,22,masculino,soltero,colombia,independiente,,secundaria,76001000
2019-01-23,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,miercoles,07:00:00,villacolombia e8,urbana,vias publicas,sin empleo de armas,a pie,a pie,8,femenino,soltero,colombia,estudiante,no reportada,primaria,76001000
2019-01-24,valle,cali (ct),articulo 206. acto sexual violento,jueves,14:00:00,villa blanca e13,urbana,dentro de la vivienda,contundentes,a pie,a pie,11,femenino,soltero,colombia,estudiante,no reportada,secundaria,76001000
2019-01-24,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,jueves,15:30:00,valle grande e21,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,4,femenino,soltero,colombia,desempleado,,analfabeta,76001000
2019-01-24,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,jueves,12:50:00,potrero grande e21,urbana,vias publicas,sin empleo de armas,a pie,a pie,12,masculino,soltero,colombia,estudiante,no reportada,primaria,76001000
2019-01-25,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,viernes,10:00:00,guayaquil e9,urbana,vias publicas,sin empleo de armas,a pie,a pie,13,femenino,soltero,colombia,empleado particular,no reportada,primaria,76001000
2019-01-25,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,viernes,08:00:00,alfonso lopez iii e7,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,12,femenino,soltero,colombia,empleado particular,no reportada,primaria,76001000
2019-01-25,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,viernes,14:00:00,laguna el pondaje e13,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,11,femenino,soltero,colombia,estudiante,no reportada,secundaria,76001000
2019-01-25,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,viernes,17:00:00,brisas de mayo e20,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,2,femenino,soltero,colombia,desempleado,,analfabeta,76001000
2019-01-25,valle,cali (ct),articulo 210 a. acoso sexual,viernes,18:00:00,prados del norte e2,urbana,vias publicas,sin empleo de armas,a pie,a pie,25,femenino,soltero,colombia,empleado particular,licenciatura educacion especialidad en tecnologia industrial,superior,76001000
2019-01-26,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,sabado,16:00:00,desepaz invicali e21,urbana,entidad publica / estatal,sin empleo de armas,a pie,a pie,3,masculino,soltero,colombia,desempleado,,analfabeta,76001000
2019-01-26,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,sabado,22:00:00,,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,7,masculino,soltero,colombia,estudiante,,primaria,76001000
2019-01-26,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,sabado,22:00:00,,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,10,femenino,soltero,colombia,estudiante,,primaria,76001000
2019-01-27,valle,cali (ct),articulo 206. acto sexual violento,domingo,12:00:00,urb. tequendama e19,urbana,casas de habitacion,escopolamina,a pie,a pie,16,femenino,soltero,colombia,empleado particular,no reportada,secundaria,76001000
2019-01-27,valle,cali (ct),articulo 206. acto sexual violento,domingo,05:30:00,prados del limonar e17,urbana,vias publicas,escopolamina,a pie,a pie,22,femenino,soltero,colombia,empleado particular,no reportada,secundaria,76001000
2019-01-27,valle,cali (ct),articulo 210 a. acoso sexual,domingo,17:00:00,los robles e13,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,30,femenino,soltero,colombia,empleado particular,,secundaria,76001000
2019-01-27,valle,cali (ct),articulo 219 a. utilizacion o facilitacion de medios de comunicacion para ofrecer servicios sexuales de menores,domingo,23:40:00,guillermo valencia e4,urbana,red virtual o internet,sin empleo de armas,a pie,a pie,11,femenino,soltero,colombia,estudiante,no reportada,secundaria,76001000
2019-01-28,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,lunes,12:00:00,la merced e3,urbana,vias publicas,sin empleo de armas,a pie,a pie,12,femenino,soltero,colombia,estudiante,no reportada,secundaria,76001000
2019-01-28,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,lunes,08:00:00,los chorros e18,urbana,dentro de la vivienda,contundentes,a pie,a pie,14,femenino,soltero,colombia,empleado particular,no reportada,secundaria,76001000
2019-01-28,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,lunes,15:00:00,la floresta e8,urbana,vias publicas,sin empleo de armas,a pie,a pie,12,femenino,soltero,colombia,estudiante,no reportada,primaria,76001000
2019-01-28,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,lunes,20:00:00,desepaz invicali e21,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,12,femenino,soltero,colombia,deportista,,secundaria,76001000
2019-01-29,valle,cali (ct),articulo 205. acceso carnal violento,martes,12:00:00,urb. tequendama e19,urbana,casas de habitacion,contundentes,a pie,a pie,51,femenino,soltero,colombia,empleado particular,no reportada,secundaria,76001000
2019-01-29,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,martes,15:00:00,el vergel e13,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,10,femenino,soltero,colombia,desempleado,no reportada,primaria,76001000
2019-01-29,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,martes,16:00:00,cgto felidia e1,rural,carretera,sin empleo de armas,a pie,a pie,10,femenino,soltero,colombia,estudiante,no reportada,secundaria,76001000
2019-01-29,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,martes,16:00:00,los comuneros i e15,urbana,vias publicas,sin empleo de armas,a pie,a pie,13,femenino,soltero,colombia,estudiante,no reportada,secundaria,76001000
