fecha,departamento,municipio,delito,dia,hora,barrio,zona,clase_de_sitio,arma_empleada,movil_agresor,movil_victima,edad,sexo,estado_civil,pais_de_nacimiento,clase_de_empleado,profesion,escolaridad,codigo_dane
2015-01-12,valle,cali (ct),articulo 206. acto sexual violento,lunes,03:00:00,cgto navarro e21,rural,,arma blanca / cortopunzante,bicicleta,a pie,20,femenino,soltero,colombia,empleado particular,,secundaria,76001000
2015-01-12,valle,cali (ct),articulo 210 a. acoso sexual,lunes,19:00:00,alfonso b. aragon e14,urbana,vias publicas,,a pie,a pie,13,femenino,soltero,colombia,estudiante,,secundaria,76001000
2015-01-13,valle,cali (ct),articulo 210 a. acoso sexual,martes,21:30:00,melendez e18,urbana,vias publicas,,a pie,a pie,29,masculino,soltero,colombia,empleado particular,,secundaria,76001000
2015-01-14,valle,cali (ct),articulo 207. acceso carnal o acto sexual en persona puesta en incapacidad de resistir,miercoles,00:00:00,mariano ramos e16,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,16,femenino,soltero,colombia,estudiante,,secundaria,76001000
2015-01-14,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,miercoles,15:00:00,el poblado ii e13,urbana,vias publicas,sin empleo de armas,a pie,a pie,9,masculino,soltero,colombia,empleado particular,,primaria,76001000
2015-01-14,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,miercoles,08:00:00,petecuy iii e6,urbana,casas de habitacion,contundentes,a pie,a pie,13,femenino,soltero,colombia,estudiante,,primaria,76001000
2015-01-15,valle,cali (ct),articulo 205. acceso carnal violento,jueves,07:00:00,calimio desepaz e21,urbana,"colegios, escuelas",contundentes,a pie,a pie,9,femenino,soltero,colombia,estudiante,,primaria,76001000
2015-01-15,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,jueves,08:19:00,la cascada e19,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,7,femenino,soltero,,empleado particular,,primaria,76001000
2015-01-15,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,jueves,18:00:00,ricardo balcazar e13,urbana,vias publicas,sin empleo de armas,a pie,a pie,18,femenino,,colombia,no reporta,,,76001000
2015-01-15,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,jueves,06:30:00,san joaquin e17,urbana,"colegios, escuelas",sin empleo de armas,a pie,a pie,3,femenino,soltero,colombia,estudiante,,analfabeta,76001000
2015-01-16,valle,cali (ct),articulo 206. acto sexual violento,viernes,11:00:00,los chorros e18,urbana,vias publicas,arma blanca / cortopunzante,conductor vehiculo,a pie,14,femenino,soltero,colombia,estudiante,,secundaria,76001000
2015-01-16,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,viernes,19:00:00,alfonso b. aragon e14,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,12,femenino,soltero,colombia,estudiante,,secundaria,76001000
2015-01-17,valle,cali (ct),articulo 205. acceso carnal violento,sabado,19:00:00,el poblado ii e13,urbana,,arma blanca / cortopunzante,a pie,a pie,33,femenino,soltero,colombia,ama de casa,,secundaria,76001000
2015-01-17,valle,cali (ct),articulo 206. acto sexual violento,sabado,21:00:00,terron colorado e1,urbana,dentro de la vivienda,contundentes,a pie,a pie,33,masculino,union libre,colombia,ama de casa,,primaria,76001000
2015-01-17,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,sabado,13:30:00,primavera e11,urbana,dentro de la vivienda,contundentes,a pie,a pie,5,femenino,soltero,colombia,estudiante,,primaria,76001000
