fecha,departamento,municipio,dia,hora,barrio,zona,clase_sitio,arma_empleada,movil_agresor,movil_victima,edad,sexo,estado_civil,pais_nace,clase_empleado,profesiones,escolaridad,codigo_dane
2011-01-02,valle,cali (ct),domingo,20:00:00,charco azul e13,urbana,vias publicas,no reportado,no reportado,no reportado,17,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2011-01-02,valle,cali (ct),domingo,20:20:00,la independencia e11,urbana,vias publicas,arma de fuego,a pie,a pie,17,masculino,soltero,colombia,estudiante,no reportado,secundaria,76001000
2011-01-02,valle,cali (ct),domingo,20:40:00,antonio narino e16,urbana,vias publicas,no reportado,no reportado,no reportado,30,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2011-01-03,valle,cali (ct),lunes,15:48:00,saavedra galindo e8,urbana,vias publicas,arma de fuego,a pie,a pie,28,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-03,valle,cali (ct),lunes,15:48:00,saavedra galindo e8,urbana,vias publicas,arma de fuego,a pie,a pie,35,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-03,valle,cali (ct),lunes,20:30:00,san antonio e3,urbana,vias publicas,cortantes,a pie,a pie,53,masculino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-04,valle,cali (ct),martes,00:30:00,obrero e9,urbana,vias publicas,contundentes,a pie,a pie,52,masculino,soltero,no reportado,empleado particular,no reportado,primaria,76001000
2011-01-04,valle,cali (ct),martes,13:30:00,ricardo balcazar e13,urbana,vias publicas,arma de fuego,a pie,a pie,26,masculino,soltero,colombia,empleado particular,no reportado,primaria,76001000
2011-01-04,valle,cali (ct),martes,13:40:00,el retiro e15,urbana,vias publicas,no reportado,a pie,a pie,19,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-04,valle,cali (ct),martes,15:45:00,sucre e9,urbana,vias publicas,arma de fuego,conductor motocicleta,a pie,14,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2011-01-05,valle,cali (ct),miercoles,01:30:00,manuela beltran e14,urbana,vias publicas,arma de fuego,a pie,a pie,46,masculino,union libre,colombia,empleado particular,no reportado,primaria,76001000
2011-01-05,valle,cali (ct),miercoles,10:00:00,san luis ii e6,urbana,billares,arma de fuego,a pie,a pie,21,masculino,soltero,colombia,comerciante,no reportado,secundaria,76001000
2011-01-05,valle,cali (ct),miercoles,16:14:00,el retiro e15,urbana,vias publicas,arma de fuego,a pie,a pie,21,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2011-01-05,valle,cali (ct),miercoles,20:45:00,los comuneros ii e13,urbana,vias publicas,arma de fuego,no reportado,no reportado,25,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2011-01-06,valle,cali (ct),jueves,13:10:00,primavera e11,urbana,vias publicas,arma de fuego,a pie,a pie,18,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2011-01-06,valle,cali (ct),jueves,16:45:00,simon bolivar e8,urbana,vias publicas,arma de fuego,a pie,a pie,21,masculino,soltero,colombia,independiente,no reportado,secundaria,76001000
2011-01-06,valle,cali (ct),jueves,16:45:00,simon bolivar e8,urbana,vias publicas,arma de fuego,a pie,a pie,34,femenino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2011-01-06,valle,cali (ct),jueves,18:25:00,las quintas de don simon e17,urbana,vias publicas,arma de fuego,a pie,a pie,41,masculino,union libre,colombia,desempleado,no reportado,secundaria,76001000
2011-01-07,valle,cali (ct),viernes,00:10:00,brisas de mayo e20,urbana,vias publicas,arma de fuego,a pie,conductor motocicleta,17,masculino,soltero,colombia,estudiante,no reportado,secundaria,76001000
2011-01-07,valle,cali (ct),viernes,00:10:00,brisas de mayo e20,urbana,vias publicas,arma de fuego,a pie,conductor motocicleta,27,masculino,union libre,colombia,independiente,no reportado,secundaria,76001000
2011-01-07,valle,cali (ct),viernes,16:50:00,belalcazar e9,urbana,vias publicas,arma de fuego,a pie,a pie,26,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2011-01-07,valle,cali (ct),viernes,16:50:00,tequendama e19,urbana,vias publicas,arma de fuego,a pie,a pie,56,masculino,union libre,colombia,desempleado,no reportado,primaria,76001000
2011-01-07,valle,cali (ct),viernes,18:00:00,puertas del sol e14,urbana,vias publicas,arma de fuego,a pie,a pie,36,masculino,union libre,colombia,desempleado,no reportado,secundaria,76001000
2011-01-07,valle,cali (ct),viernes,22:45:00,obrero e9,urbana,vias publicas,arma de fuego,conductor motocicleta,a pie,31,masculino,union libre,colombia,desempleado,no reportado,secundaria,76001000
2011-01-08,valle,cali (ct),sabado,01:30:00,san fernando nuevo e19,urbana,vias publicas,arma de fuego,a pie,a pie,28,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2011-01-08,valle,cali (ct),sabado,01:30:00,san fernando nuevo e19,urbana,vias publicas,arma de fuego,a pie,a pie,38,masculino,union libre,colombia,desempleado,no reportado,secundaria,76001000
2011-01-08,valle,cali (ct),sabado,02:30:00,alirio mora beltran e14,urbana,vias publicas,arma de fuego,a pie,a pie,21,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2011-01-09,valle,cali (ct),domingo,00:00:00,melendez e18,urbana,vias publicas,arma de fuego,a pie,a pie,37,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-09,valle,cali (ct),domingo,01:30:00,mariano ramos e16,urbana,vias publicas,arma blanca,a pie,a pie,42,masculino,soltero,colombia,empleado particular,no reportado,primaria,76001000
2011-01-09,valle,cali (ct),domingo,08:30:00,pueblo joven e20,urbana,vias publicas,arma de fuego,a pie,a pie,18,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2011-01-09,valle,cali (ct),domingo,16:15:00,potrero grande e21,urbana,vias publicas,arma de fuego,no reportado,no reportado,14,masculino,soltero,colombia,desempleado,no reportado,analfabeta,76001000
2011-01-09,valle,cali (ct),domingo,17:40:00,siete de agosto e7,urbana,vias publicas,arma de fuego,conductor motocicleta,conductor motocicleta,22,masculino,soltero,colombia,independiente,no reportado,secundaria,76001000
2011-01-09,valle,cali (ct),domingo,17:40:00,siete de agosto e7,urbana,vias publicas,arma de fuego,conductor motocicleta,conductor motocicleta,30,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-10,valle,cali (ct),lunes,02:20:00,saavedra galindo e8,urbana,vias publicas,arma blanca,a pie,a pie,50,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2011-01-10,valle,cali (ct),lunes,17:22:00,,urbana,vias publicas,arma de fuego,a pie,a pie,45,femenino,soltero,peru,desempleado,no reportado,secundaria,76001000
2011-01-10,valle,cali (ct),lunes,19:00:00,los chorros e18,urbana,dentro de la vivienda,arma blanca,a pie,a pie,17,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000
2011-01-11,valle,cali (ct),martes,00:05:00,brisas de mayo e20,urbana,vias publicas,arma de fuego,a pie,a pie,19,masculino,soltero,colombia,empleado particular,no reportado,analfabeta,76001000
2011-01-11,valle,cali (ct),martes,19:05:00,obrero e9,urbana,vias publicas,arma de fuego,a pie,vehiculo,34,masculino,union libre,colombia,politico,no reportado,secundaria,76001000
2011-01-11,valle,cali (ct),martes,21:50:00,ulpiano lloreda e13,urbana,vias publicas,arma de fuego,conductor motocicleta,bicicleta,24,masculino,union libre,colombia,desempleado,no reportado,secundaria,76001000
2011-01-12,valle,cali (ct),miercoles,02:30:00,brisas de mayo e20,urbana,vias publicas,arma de fuego,a pie,a pie,25,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2011-01-12,valle,cali (ct),miercoles,18:45:00,la flora e2,urbana,vias publicas,arma de fuego,a pie,vehiculo,45,femenino,casado,colombia,comerciante,no reportado,secundaria,76001000
2011-01-12,valle,cali (ct),miercoles,22:15:00,terron colorado e1,urbana,vias publicas,arma de fuego,a pie,a pie,24,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2011-01-13,valle,cali (ct),jueves,01:47:00,cgto montebello e1,rural,vias publicas,arma de fuego,a pie,a pie,34,masculino,casado,colombia,desempleado,no reportado,secundaria,76001000
2011-01-13,valle,cali (ct),jueves,14:30:00,el rodeo e12,urbana,vias publicas,arma de fuego,a pie,a pie,30,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-13,valle,cali (ct),jueves,14:30:00,el rodeo e12,urbana,vias publicas,arma de fuego,a pie,a pie,34,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-13,valle,cali (ct),jueves,20:30:00,siete de agosto e7,urbana,vias publicas,arma de fuego,a pie,a pie,17,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2011-01-14,valle,cali (ct),viernes,02:30:00,el vergel e13,urbana,vias publicas,arma de fuego,a pie,a pie,19,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2011-01-14,valle,cali (ct),viernes,05:16:00,salomia e4,urbana,vias publicas,arma de fuego,a pie,a pie,33,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2011-01-14,valle,cali (ct),viernes,15:47:00,san nicolas e3,urbana,vias publicas,arma blanca,a pie,a pie,29,masculino,union libre,colombia,desempleado,no reportado,secundaria,76001000
2011-01-14,valle,cali (ct),viernes,20:40:00,jose m. marroquin ii e14,urbana,vias publicas,arma de fuego,a pie,a pie,19,masculino,union libre,colombia,desempleado,no reportado,primaria,76001000
2011-01-15,valle,cali (ct),sabado,02:20:00,el rodeo e12,urbana,vias publicas,arma de fuego,a pie,a pie,31,masculino,soltero,colombia,empleado particular,no reportado,primaria,76001000
2011-01-15,valle,cali (ct),sabado,19:10:00,12 de octubre e12,urbana,vias publicas,arma de fuego,conductor motocicleta,a pie,40,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-15,valle,cali (ct),sabado,20:00:00,petecuy i e6,urbana,vias publicas,arma de fuego,a pie,a pie,31,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-15,valle,cali (ct),sabado,21:45:00,antonio narino e16,urbana,vias publicas,arma de fuego,a pie,a pie,34,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-15,valle,cali (ct),sabado,21:45:00,unid. bueno madrid e4,urbana,vias publicas,arma de fuego,conductor motocicleta,a pie,38,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2011-01-15,valle,cali (ct),sabado,22:10:00,belisario caicedo e20,urbana,vias publicas,arma de fuego,conductor motocicleta,a pie,28,femenino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-15,valle,cali (ct),sabado,22:30:00,jose m. marroquin ii e14,urbana,vias publicas,arma de fuego,a pie,a pie,14,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2011-01-16,valle,cali (ct),domingo,00:10:00,alto jordan e18,urbana,vias publicas,arma de fuego,a pie,a pie,24,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-16,valle,cali (ct),domingo,01:15:00,mariano ramos e16,urbana,vias publicas,arma de fuego,no reportado,no reportado,19,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2011-01-16,valle,cali (ct),domingo,04:50:00,omar torrijos e13,urbana,vias publicas,arma de fuego,a pie,a pie,33,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-16,valle,cali (ct),domingo,08:20:00,sucre e9,urbana,vias publicas,arma blanca,a pie,a pie,60,masculino,union libre,colombia,desempleado,no reportado,secundaria,76001000
2011-01-16,valle,cali (ct),domingo,14:10:00,san judas tadeo i e10,urbana,vias publicas,arma de fuego,vehiculo,a pie,19,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-16,valle,cali (ct),domingo,15:00:00,chapinero e8,urbana,dentro de la vivienda,contundentes,a pie,a pie,66,femenino,union libre,colombia,desempleado,no reportado,secundaria,76001000
2011-01-16,valle,cali (ct),domingo,17:40:00,sucre e9,urbana,vias publicas,arma de fuego,bicicleta,a pie,22,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2011-01-16,valle,cali (ct),domingo,21:10:00,mojica e15,urbana,vias publicas,arma blanca,a pie,a pie,21,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2011-01-17,valle,cali (ct),lunes,11:03:00,villa blanca e13,urbana,vias publicas,arma de fuego,a pie,a pie,35,masculino,union libre,colombia,desempleado,no reportado,secundaria,76001000
2011-01-17,valle,cali (ct),lunes,12:50:00,caldas e18,urbana,vias publicas,arma de fuego,conductor motocicleta,a pie,27,masculino,soltero,colombia,empleado particular,no reportado,primaria,76001000
2011-01-17,valle,cali (ct),lunes,15:20:00,nueva granada e19,urbana,vias publicas,arma de fuego,a pie,a pie,56,masculino,separado,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-17,valle,cali (ct),lunes,23:00:00,republica israel e16,urbana,billares,arma de fuego,a pie,a pie,24,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-18,valle,cali (ct),martes,21:15:00,mojica e15,urbana,vias publicas,arma de fuego,a pie,a pie,18,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2011-01-18,valle,cali (ct),martes,21:15:00,mojica e15,urbana,vias publicas,arma de fuego,a pie,a pie,28,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2011-01-19,valle,cali (ct),miercoles,10:40:00,ciudad cordoba e15,urbana,vias publicas,arma de fuego,a pie,a pie,20,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2011-01-19,valle,cali (ct),miercoles,16:30:00,ulpiano lloreda e13,urbana,vias publicas,arma de fuego,a pie,a pie,21,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-19,valle,cali (ct),miercoles,17:15:00,primero de mayo e17,urbana,vias publicas,arma de fuego,a pie,a pie,21,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2011-01-19,valle,cali (ct),miercoles,17:20:00,san judas tadeo i e10,urbana,vias publicas,arma de fuego,a pie,a pie,41,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-19,valle,cali (ct),miercoles,20:00:00,potrero grande e21,urbana,vias publicas,arma de fuego,a pie,a pie,17,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2011-01-20,valle,cali (ct),jueves,04:00:00,salomia e4,urbana,vias publicas,arma de fuego,a pie,a pie,29,masculino,soltero,colombia,empleado particular,no reportado,primaria,76001000
2011-01-20,valle,cali (ct),jueves,05:00:00,las palmas e18,urbana,vias publicas,arma de fuego,a pie,a pie,29,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-20,valle,cali (ct),jueves,21:00:00,camilo torres e4,urbana,vias publicas,arma de fuego,a pie,a pie,16,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2011-01-21,valle,cali (ct),viernes,13:15:00,siloe e20,urbana,vias publicas,arma de fuego,a pie,a pie,26,masculino,soltero,no reportado,desempleado,no reportado,secundaria,76001000
2011-01-21,valle,cali (ct),viernes,23:00:00,los alcazares e6,urbana,vias publicas,arma de fuego,a pie,a pie,31,masculino,separado,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-22,valle,cali (ct),sabado,04:15:00,ciudadela confandi e17,urbana,vias publicas,arma de fuego,a pie,a pie,31,masculino,soltero,no reportado,desempleado,no reportado,secundaria,76001000
2011-01-22,valle,cali (ct),sabado,11:30:00,vallado e15,urbana,vias publicas,arma de fuego,no reportado,no reportado,33,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-22,valle,cali (ct),sabado,12:10:00,la base,urbana,vias publicas,arma de fuego,conductor motocicleta,vehiculo,30,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2011-01-22,valle,cali (ct),sabado,12:10:00,la base,urbana,vias publicas,arma de fuego,conductor motocicleta,vehiculo,31,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2011-01-22,valle,cali (ct),sabado,12:30:00,las americas e8,urbana,vias publicas,arma de fuego,conductor motocicleta,conductor motocicleta,32,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2011-01-22,valle,cali (ct),sabado,16:30:00,el vergel e13,urbana,vias publicas,arma de fuego,a pie,a pie,36,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2011-01-23,valle,cali (ct),domingo,02:30:00,terron colorado e1,urbana,vias publicas,arma de fuego,a pie,a pie,35,masculino,union libre,colombia,desempleado,no reportado,secundaria,76001000
2011-01-23,valle,cali (ct),domingo,05:30:00,el retiro e15,urbana,vias publicas,arma de fuego,a pie,a pie,38,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2011-01-23,valle,cali (ct),domingo,12:20:00,los comuneros i e15,urbana,vias publicas,arma de fuego,a pie,a pie,18,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2011-01-23,valle,cali (ct),domingo,12:45:00,san pedro claver e11,urbana,vias publicas,arma de fuego,a pie,a pie,33,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2011-01-23,valle,cali (ct),domingo,17:30:00,terron colorado e1,rural,vias publicas,arma de fuego,a pie,a pie,20,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2011-01-23,valle,cali (ct),domingo,21:40:00,mariano ramos e16,urbana,vias publicas,arma de fuego,a pie,a pie,18,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2011-01-23,valle,cali (ct),domingo,22:30:00,mojica e15,urbana,vias publicas,arma de fuego,a pie,a pie,51,femenino,separado,colombia,empleado particular,no reportado,primaria,76001000
2011-01-24,valle,cali (ct),lunes,00:13:00,primavera e11,urbana,vias publicas,arma de fuego,a pie,a pie,34,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2011-01-24,valle,cali (ct),lunes,06:50:00,,urbana,vias publicas,arma blanca,a pie,a pie,32,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2011-01-24,valle,cali (ct),lunes,19:51:00,las delicias,urbana,vias publicas,arma de fuego,a pie,a pie,17,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-24,valle,cali (ct),lunes,21:10:00,pizamos i e21,urbana,vias publicas,arma de fuego,a pie,a pie,30,masculino,union libre,colombia,desempleado,no reportado,primaria,76001000
2011-01-24,valle,cali (ct),lunes,21:25:00,brisas de mayo e20,urbana,vias publicas,arma de fuego,a pie,a pie,17,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-25,valle,cali (ct),martes,13:10:00,vallado e15,urbana,vias publicas,arma de fuego,pasajero bus,pasajero bus,25,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2011-01-25,valle,cali (ct),martes,20:00:00,antonio narino e16,urbana,vias publicas,arma de fuego,a pie,a pie,24,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2011-01-25,valle,cali (ct),martes,21:15:00,manuela beltran e14,urbana,vias publicas,arma de fuego,no reportado,no reportado,17,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2011-01-26,valle,cali (ct),miercoles,12:40:00,vipasa e2,urbana,vias publicas,arma blanca,a pie,a pie,40,masculino,soltero,colombia,desempleado,no reportado,analfabeta,76001000
2011-01-26,valle,cali (ct),miercoles,12:40:00,vipasa e2,urbana,vias publicas,arma blanca,a pie,a pie,46,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-27,valle,cali (ct),jueves,13:25:00,san luis e6,urbana,vias publicas,arma de fuego,conductor motocicleta,a pie,28,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-27,valle,cali (ct),jueves,14:20:00,nueva floresta e12,urbana,vias publicas,arma de fuego,a pie,a pie,56,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2011-01-27,valle,cali (ct),jueves,15:00:00,san juan bosco e3,urbana,estaciones de servicio,arma de fuego,a pie,a pie,25,masculino,soltero,colombia,empleado particular,no reportado,primaria,76001000
2011-01-27,valle,cali (ct),jueves,20:30:00,republica israel e16,urbana,vias publicas,arma de fuego,conductor motocicleta,a pie,19,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2011-01-28,valle,cali (ct),viernes,07:45:00,fonaviemcali e6,urbana,vias publicas,arma de fuego,a pie,a pie,20,femenino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2011-01-28,valle,cali (ct),viernes,14:46:00,caney e17,urbana,vias publicas,arma de fuego,a pie,a pie,36,masculino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-28,valle,cali (ct),viernes,15:30:00,mojica e15,urbana,vias publicas,arma de fuego,a pie,a pie,31,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2011-01-28,valle,cali (ct),viernes,20:50:00,san joaquin e17,urbana,centro comercial,arma de fuego,a pie,a pie,39,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-28,valle,cali (ct),viernes,23:27:00,la rivera e5,urbana,vias publicas,arma de fuego,a pie,a pie,21,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2011-01-28,valle,cali (ct),viernes,23:27:00,la rivera e5,urbana,vias publicas,arma de fuego,a pie,a pie,33,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2011-01-29,valle,cali (ct),sabado,00:45:00,paso del comercio e6,urbana,vias publicas,arma blanca,a pie,a pie,47,masculino,divorciado,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-29,valle,cali (ct),sabado,06:10:00,jorge eliecer gaitan e6,urbana,vias publicas,arma de fuego,a pie,a pie,22,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2011-01-29,valle,cali (ct),sabado,09:30:00,terron colorado e1,urbana,vias publicas,arma de fuego,a pie,a pie,48,masculino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-29,valle,cali (ct),sabado,22:30:00,el rodeo e12,urbana,vias publicas,arma de fuego,a pie,a pie,36,masculino,union libre,colombia,desempleado,no reportado,secundaria,76001000
2011-01-30,valle,cali (ct),domingo,02:13:00,villa del sur e11,urbana,vias publicas,arma de fuego,a pie,a pie,20,femenino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2011-01-30,valle,cali (ct),domingo,02:13:00,villa del sur e11,urbana,vias publicas,arma de fuego,a pie,a pie,23,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2011-01-30,valle,cali (ct),domingo,07:00:00,san nicolas e3,urbana,vias publicas,arma de fuego,a pie,a pie,28,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-30,valle,cali (ct),domingo,20:07:00,,urbana,local comercial,arma de fuego,a pie,a pie,48,masculino,casado,colombia,comerciante,no reportado,secundaria,76001000
2011-01-31,valle,cali (ct),lunes,20:30:00,ulpiano lloreda e13,urbana,vias publicas,arma de fuego,a pie,a pie,31,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2011-02-01,valle,cali (ct),martes,09:00:00,mojica e15,urbana,vias publicas,arma de fuego,a pie,vehiculo,54,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2011-02-01,valle,cali (ct),martes,20:20:00,villa mercedes i e21,urbana,vias publicas,arma de fuego,a pie,a pie,23,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2011-02-02,valle,cali (ct),miercoles,03:50:00,camilo torres e4,urbana,vias publicas,arma de fuego,a pie,a pie,24,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
