fecha,departamento,municipio,dia,hora,barrio,zona,clase_sitio,arma_empleada,movil_agresor,movil_victima,edad,sexo,estado_civil,pais_nace,clase_empleado,profesiones,escolaridad,codigo_dane
2010-01-01,valle,cali (ct),viernes,00:10:00,granada e2,urbana,vias publicas,arma de fuego,a pie,a pie,32,masculino,soltero,inglaterra,empleado particular,no reportado,superior,76001000
2010-01-01,valle,cali (ct),viernes,01:50:00,manuela beltran e14,urbana,vias publicas,arma de fuego,a pie,conductor taxi,34,masculino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-01,valle,cali (ct),viernes,02:50:00,primitivo crespo e8,urbana,vias publicas,arma blanca,a pie,a pie,44,masculino,union libre,colombia,empleado particular,no reportado,no reportado,76001000
2010-01-01,valle,cali (ct),viernes,03:45:00,la pradera e21,urbana,vias publicas,arma de fuego,a pie,a pie,15,masculino,soltero,colombia,desempleado,no reportado,no reportado,76001000
2010-01-01,valle,cali (ct),viernes,06:06:00,san vicente e2,urbana,centro comercial,arma de fuego,a pie,conductor motocicleta,35,masculino,union libre,colombia,delincuencia,no reportado,secundaria,76001000
2010-01-01,valle,cali (ct),viernes,06:15:00,marroquin i e14,urbana,vias publicas,arma de fuego,a pie,a pie,30,masculino,soltero,colombia,independiente,no reportado,primaria,76001000
2010-01-01,valle,cali (ct),viernes,08:30:00,manzanares e4,urbana,dentro de la vivienda,arma blanca,a pie,a pie,33,femenino,soltero,colombia,comerciante,no reportado,secundaria,76001000
2010-01-01,valle,cali (ct),viernes,09:25:00,republica israel e16,urbana,vias publicas,arma de fuego,a pie,a pie,39,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-01,valle,cali (ct),viernes,13:50:00,san luis e6,urbana,vias publicas,arma de fuego,conductor motocicleta,a pie,27,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2010-01-01,valle,cali (ct),viernes,15:50:00,puerto nuevo e7,urbana,vias publicas,arma blanca,a pie,a pie,43,masculino,union libre,colombia,desempleado,no reportado,primaria,76001000
2010-01-01,valle,cali (ct),viernes,19:25:00,champagnat e19,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,80,masculino,viudo,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-02,valle,cali (ct),sabado,00:10:00,el vergel e13,urbana,vias publicas,arma blanca,a pie,a pie,31,masculino,union libre,colombia,independiente,no reportado,secundaria,76001000
2010-01-02,valle,cali (ct),sabado,20:55:00,siete de agosto e7,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,29,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-02,valle,cali (ct),sabado,20:55:00,siete de agosto e7,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,72,masculino,union libre,colombia,pensionado,no reportado,secundaria,76001000
2010-01-02,valle,cali (ct),sabado,21:40:00,,urbana,vias publicas,arma de fuego,a pie,a pie,17,masculino,soltero,colombia,independiente,no reportado,secundaria,76001000
2010-01-02,valle,cali (ct),sabado,22:40:00,ciudadela floralia e6,urbana,local comercial,arma de fuego,a pie,a pie,25,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-03,valle,cali (ct),domingo,00:40:00,el calvario e3,urbana,vias publicas,arma blanca,a pie,a pie,55,masculino,soltero,colombia,desempleado,no reportado,analfabeta,76001000
2010-01-03,valle,cali (ct),domingo,02:25:00,petecuy i e6,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,34,masculino,union libre,colombia,desempleado,no reportado,analfabeta,76001000
2010-01-03,valle,cali (ct),domingo,05:17:00,siete de agosto e7,urbana,vias publicas,arma de fuego,a pie,a pie,39,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-03,valle,cali (ct),domingo,16:45:00,mojica e15,urbana,vias publicas,arma de fuego,a pie,a pie,16,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2010-01-03,valle,cali (ct),domingo,16:45:00,mojica e15,urbana,vias publicas,arma de fuego,a pie,a pie,17,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2010-01-03,valle,cali (ct),domingo,18:00:00,aguablanca e11,urbana,vias publicas,arma de fuego,vehiculo,a pie,20,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2010-01-03,valle,cali (ct),domingo,20:10:00,marroquin i e14,urbana,vias publicas,arma de fuego,conductor motocicleta,a pie,24,masculino,union libre,colombia,desempleado,no reportado,primaria,76001000
2010-01-03,valle,cali (ct),domingo,23:00:00,el poblado i e13,urbana,vias publicas,arma de fuego,conductor motocicleta,a pie,24,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-04,valle,cali (ct),lunes,04:10:00,manuela beltran e14,urbana,vias publicas,arma de fuego,a pie,a pie,31,masculino,union libre,colombia,desempleado,no reportado,secundaria,76001000
2010-01-04,valle,cali (ct),lunes,13:10:00,el poblado i e13,urbana,talleres,arma de fuego,conductor motocicleta,a pie,21,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-04,valle,cali (ct),lunes,20:05:00,el paraiso e12,urbana,vias publicas,arma de fuego,conductor motocicleta,a pie,21,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2010-01-04,valle,cali (ct),lunes,22:30:00,charco azul e13,urbana,,arma de fuego,a pie,a pie,61,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-05,valle,cali (ct),martes,13:00:00,paso del comercio e6,urbana,paradero de buses,arma de fuego,a pie,a pie,59,masculino,casado,colombia,independiente,no reportado,primaria,76001000
2010-01-05,valle,cali (ct),martes,21:15:00,petecuy ii e6,urbana,vias publicas,arma de fuego,a pie,a pie,56,femenino,union libre,colombia,desempleado,no reportado,primaria,76001000
2010-01-06,valle,cali (ct),miercoles,16:40:00,pizamos i e21,urbana,vias publicas,arma de fuego,a pie,conductor motocicleta,24,masculino,soltero,colombia,empleado particular,no reportado,primaria,76001000
2010-01-06,valle,cali (ct),miercoles,21:50:00,potrero grande e21,urbana,vias publicas,arma de fuego,a pie,a pie,21,masculino,union libre,colombia,desempleado,no reportado,primaria,76001000
2010-01-07,valle,cali (ct),jueves,07:00:00,tierra blanca e20,urbana,vias publicas,arma de fuego,a pie,a pie,30,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-07,valle,cali (ct),jueves,13:05:00,urbanizacion calimio e6,urbana,vias publicas,arma de fuego,a pie,a pie,19,masculino,soltero,colombia,estudiante,no reportado,superior,76001000
2010-01-07,valle,cali (ct),jueves,14:30:00,el vergel e13,urbana,vias publicas,arma de fuego,a pie,a pie,19,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2010-01-08,valle,cali (ct),viernes,13:10:00,mojica e15,urbana,cancha de futbol,arma de fuego,a pie,a pie,25,masculino,soltero,no reportado,desempleado,no reportado,primaria,76001000
2010-01-08,valle,cali (ct),viernes,20:19:00,los alcazares e6,urbana,vias publicas,arma de fuego,a pie,a pie,21,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2010-01-08,valle,cali (ct),viernes,21:05:00,el limonar e17,urbana,local comercial,arma de fuego,conductor motocicleta,a pie,35,masculino,casado,colombia,empleado particular,tecnico en sistemas,secundaria,76001000
2010-01-08,valle,cali (ct),viernes,21:10:00,urbanizacion calimio e6,urbana,vias publicas,arma de fuego,a pie,a pie,17,masculino,union libre,colombia,desempleado,no reportado,primaria,76001000
2010-01-09,valle,cali (ct),sabado,12:15:00,tierra blanca e20,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,7,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000
2010-01-09,valle,cali (ct),sabado,17:00:00,,urbana,local comercial,arma de fuego,a pie,a pie,37,masculino,union libre,colombia,independiente,no reportado,secundaria,76001000
2010-01-09,valle,cali (ct),sabado,23:30:00,andres sanin e7,urbana,vias publicas,arma de fuego,a pie,a pie,25,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-10,valle,cali (ct),domingo,01:30:00,valle grande e21,urbana,centro comercial,arma de fuego,a pie,a pie,23,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-10,valle,cali (ct),domingo,03:40:00,la gran colombia e11,urbana,vias publicas,arma blanca,a pie,a pie,52,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2010-01-11,valle,cali (ct),lunes,04:05:00,los conquistadores e11,urbana,vias publicas,arma blanca,a pie,a pie,20,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2010-01-11,valle,cali (ct),lunes,17:30:00,calima e4,urbana,local comercial,arma de fuego,vehiculo,a pie,32,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2010-01-11,valle,cali (ct),lunes,19:05:00,sucre e9,urbana,vias publicas,arma blanca,a pie,a pie,28,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2010-01-11,valle,cali (ct),lunes,23:10:00,san pedro claver e11,urbana,vias publicas,arma de fuego,conductor motocicleta,a pie,39,masculino,union libre,colombia,comerciante,no reportado,secundaria,76001000
2010-01-12,valle,cali (ct),martes,01:30:00,antonio narino e16,urbana,vias publicas,arma de fuego,a pie,a pie,45,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-12,valle,cali (ct),martes,04:00:00,pance e22,urbana,vias publicas,arma de fuego,a pie,vehiculo,25,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2010-01-12,valle,cali (ct),martes,11:15:00,manuela beltran e14,urbana,vias publicas,arma de fuego,a pie,a pie,32,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-12,valle,cali (ct),martes,12:15:00,union de vivienda popular e16,urbana,vias publicas,arma de fuego,a pie,a pie,18,masculino,union libre,colombia,desempleado,no reportado,primaria,76001000
2010-01-12,valle,cali (ct),martes,18:00:00,el jardin e11,urbana,vias publicas,arma de fuego,a pie,a pie,34,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-13,valle,cali (ct),miercoles,20:10:00,champagnat e19,urbana,vias publicas,arma de fuego,a pie,conductor motocicleta,19,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000
2010-01-13,valle,cali (ct),miercoles,20:10:00,champagnat e19,urbana,vias publicas,arma de fuego,a pie,conductor motocicleta,46,masculino,casado,colombia,empleado publico,no reportado,secundaria,76001000
2010-01-13,valle,cali (ct),miercoles,21:10:00,urbanizacion calimio e6,urbana,vias publicas,arma de fuego,a pie,a pie,36,masculino,union libre,colombia,comerciante,no reportado,secundaria,76001000
2010-01-14,valle,cali (ct),jueves,05:30:00,el poblado ii e13,urbana,vias publicas,arma de fuego,a pie,a pie,27,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2010-01-14,valle,cali (ct),jueves,10:00:00,sucre e9,urbana,vias publicas,arma de fuego,a pie,a pie,15,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2010-01-14,valle,cali (ct),jueves,13:30:00,santa elena e10,urbana,vias publicas,arma de fuego,a pie,a pie,37,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2010-01-14,valle,cali (ct),jueves,15:15:00,san benito e11,urbana,vias publicas,arma de fuego,a pie,a pie,21,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2010-01-14,valle,cali (ct),jueves,20:05:00,el jardin e11,urbana,vias publicas,arma de fuego,conductor motocicleta,a pie,24,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-14,valle,cali (ct),jueves,23:15:00,el retiro e15,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,20,masculino,soltero,colombia,independiente,no reportado,primaria,76001000
2010-01-15,valle,cali (ct),viernes,03:50:00,compartir e21,urbana,vias publicas,arma de fuego,a pie,a pie,29,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2010-01-15,valle,cali (ct),viernes,10:40:00,villanueva e12,urbana,vias publicas,arma de fuego,a pie,a pie,15,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-15,valle,cali (ct),viernes,10:50:00,leon xiii e11,urbana,vias publicas,arma de fuego,a pie,a pie,25,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2010-01-15,valle,cali (ct),viernes,13:00:00,santa fe e8,urbana,dentro de la vivienda,arma de fuego,conductor motocicleta,a pie,34,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-15,valle,cali (ct),viernes,17:30:00,cgto la buitrera e18,rural,fincas y similares,contundentes,a pie,a pie,41,masculino,casado,colombia,desempleado,no reportado,secundaria,76001000
2010-01-15,valle,cali (ct),viernes,21:30:00,manuela beltran e14,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,15,masculino,soltero,colombia,estudiante,no reportado,secundaria,76001000
2010-01-15,valle,cali (ct),viernes,21:50:00,potrero grande e21,urbana,vias publicas,arma de fuego,a pie,a pie,18,masculino,union libre,colombia,desempleado,no reportado,primaria,76001000
2010-01-16,valle,cali (ct),sabado,06:30:00,inv. la florida e13,urbana,vias publicas,arma blanca,a pie,a pie,26,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2010-01-16,valle,cali (ct),sabado,13:50:00,suerte noventa e21,urbana,vias publicas,arma de fuego,a pie,a pie,15,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2010-01-16,valle,cali (ct),sabado,15:15:00,alfonso b. aragon e14,urbana,vias publicas,arma de fuego,a pie,a pie,17,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2010-01-16,valle,cali (ct),sabado,15:15:00,alfonso b. aragon e14,urbana,vias publicas,arma de fuego,a pie,a pie,27,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-16,valle,cali (ct),sabado,19:00:00,el calvario e3,urbana,vias publicas,arma blanca,a pie,a pie,29,femenino,soltero,no reportado,desempleado,no reportado,primaria,76001000
2010-01-16,valle,cali (ct),sabado,20:35:00,jorge zawadsky e10,urbana,cancha de futbol,arma de fuego,conductor motocicleta,a pie,19,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2010-01-16,valle,cali (ct),sabado,21:45:00,charco azul e13,urbana,vias publicas,arma de fuego,a pie,a pie,18,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2010-01-16,valle,cali (ct),sabado,22:40:00,san juan bosco e3,urbana,vias publicas,arma blanca,a pie,a pie,23,masculino,soltero,colombia,independiente,no reportado,primaria,76001000
2010-01-17,valle,cali (ct),domingo,03:30:00,marroquin i e14,urbana,vias publicas,arma blanca,a pie,a pie,23,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2010-01-17,valle,cali (ct),domingo,03:30:00,mojica e15,urbana,vias publicas,arma de fuego,a pie,a pie,30,masculino,soltero,colombia,empleado particular,no reportado,primaria,76001000
