fecha,departamento,municipio,dia,hora,zona,clase_sitio,arma_empleada,movil_agresor,movil_victima,edad,sexo,estado_civil,pais_nace,clase_empleado,profesion,escolaridad,codigo_dane
2012-03-28,valle,cali (ct),miercoles,14:00:00,urbana,casas de habitacion,no reportado,a pie,a pie,53,femenino,viudo,no reportado,empleado particular,no reportado,secundaria,76001000
2012-03-28,valle,cali (ct),miercoles,15:00:00,urbana,casas de habitacion,contundentes,a pie,a pie,49,masculino,casado,no reportado,empleado particular,no reportado,secundaria,76001000
2012-03-29,valle,cali (ct),jueves,14:00:00,urbana,vias publicas,no reportado,a pie,a pie,40,femenino,casado,colombia,desempleado,no reportado,superior,76001000
2012-03-29,valle,cali (ct),jueves,17:00:00,urbana,hospitales,contundentes,a pie,a pie,29,femenino,soltero,colombia,empleado particular,medico,superior,76001000
2012-03-29,valle,cali (ct),jueves,20:00:00,urbana,casas de habitacion,no reportado,a pie,a pie,17,femenino,soltero,colombia,estudiante,no reportado,superior,76001000
2012-03-29,valle,cali (ct),jueves,20:00:00,urbana,casas de habitacion,no reportado,a pie,a pie,21,femenino,soltero,colombia,empleado particular,no reportado,tecnico,76001000
2012-03-29,valle,cali (ct),jueves,20:00:00,urbana,casas de habitacion,no reportado,a pie,a pie,43,masculino,viudo,colombia,empleado particular,no reportado,tecnico,76001000
2012-03-30,valle,cali (ct),viernes,00:00:00,urbana,vias publicas,no reportado,a pie,a pie,58,masculino,soltero,colombia,empleado particular,licenciado,superior,76001000
2012-03-30,valle,cali (ct),viernes,10:00:00,urbana,vias publicas,contundentes,a pie,a pie,45,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2012-03-30,valle,cali (ct),viernes,10:15:00,urbana,casas de habitacion,no reportado,a pie,a pie,22,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000
2012-03-30,valle,cali (ct),viernes,16:20:00,urbana,vias publicas,arma de fuego,a pie,a pie,48,femenino,viudo,colombia,independiente,no reportado,superior,76001000
2012-03-30,valle,cali (ct),viernes,17:25:00,urbana,casas de habitacion,no reportado,a pie,a pie,34,femenino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2012-03-31,valle,cali (ct),sabado,11:20:00,urbana,universidades,contundentes,a pie,a pie,32,femenino,soltero,colombia,empleado particular,ingeniero industrial,superior,76001000
2012-03-31,valle,cali (ct),sabado,12:45:00,urbana,vias publicas,no reportado,a pie,a pie,43,masculino,union libre,colombia,independiente,no reportado,secundaria,76001000
2012-03-31,valle,cali (ct),sabado,13:35:00,urbana,vias publicas,no reportado,a pie,a pie,51,masculino,union libre,colombia,independiente,no reportado,primaria,76001000
2012-04-01,valle,cali (ct),domingo,14:00:00,urbana,vias publicas,no reportado,a pie,a pie,41,femenino,casado,colombia,independiente,no reportado,secundaria,76001000
2012-04-01,valle,cali (ct),domingo,23:30:00,urbana,casas de habitacion,no reportado,a pie,a pie,58,masculino,casado,colombia,independiente,no reportado,secundaria,76001000
2012-04-03,valle,cali (ct),martes,00:00:00,urbana,casas de habitacion,no reportado,a pie,a pie,49,masculino,viudo,colombia,empleado particular,no reportado,secundaria,76001000
2012-04-03,valle,cali (ct),martes,11:30:00,urbana,vias publicas,no reportado,a pie,a pie,47,masculino,union libre,colombia,independiente,no reportado,superior,76001000
2012-04-03,valle,cali (ct),martes,14:22:00,urbana,vias publicas,no reportado,a pie,a pie,29,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000
2012-04-04,valle,cali (ct),miercoles,02:00:00,urbana,vias publicas,no reportado,a pie,a pie,45,masculino,soltero,colombia,independiente,no reportado,secundaria,76001000
2012-04-04,valle,cali (ct),miercoles,10:00:00,urbana,vias publicas,no reportado,a pie,a pie,44,masculino,soltero,colombia,independiente,no reportado,secundaria,76001000
2012-04-04,valle,cali (ct),miercoles,15:00:00,urbana,vias publicas,no reportado,a pie,a pie,39,femenino,casado,colombia,independiente,no reportado,secundaria,76001000
2012-04-04,valle,cali (ct),miercoles,16:00:00,urbana,vias publicas,no reportado,a pie,a pie,53,masculino,union libre,colombia,independiente,no reportado,secundaria,76001000
2012-04-05,valle,cali (ct),jueves,11:30:00,urbana,vias publicas,no reportado,a pie,a pie,37,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000
2012-04-05,valle,cali (ct),jueves,20:00:00,urbana,vias publicas,no reportado,a pie,a pie,51,femenino,soltero,colombia,independiente,no reportado,superior,76001000
2012-04-06,valle,cali (ct),viernes,15:00:00,urbana,vias publicas,no reportado,a pie,a pie,62,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000
2012-04-07,valle,cali (ct),sabado,13:00:00,urbana,vias publicas,no reportado,a pie,a pie,39,masculino,divorciado,colombia,independiente,no reportado,secundaria,76001000
2012-04-07,valle,cali (ct),sabado,14:47:00,urbana,vias publicas,no reportado,a pie,a pie,44,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000
2012-04-07,valle,cali (ct),sabado,19:00:00,urbana,vias publicas,no reportado,a pie,a pie,53,femenino,casado,colombia,independiente,no reportado,secundaria,76001000
2012-04-08,valle,cali (ct),domingo,18:00:00,urbana,vias publicas,no reportado,a pie,a pie,18,masculino,soltero,colombia,independiente,no reportado,secundaria,76001000
2012-04-08,valle,cali (ct),domingo,19:00:00,urbana,casas de habitacion,no reportado,a pie,a pie,16,masculino,soltero,colombia,no reporta,no reportado,secundaria,76001000
2012-04-09,valle,cali (ct),lunes,07:00:00,urbana,construccion,no reportado,a pie,a pie,22,femenino,casado,colombia,empleado particular,no reportado,superior,76001000
2012-04-09,valle,cali (ct),lunes,10:30:00,urbana,vias publicas,no reportado,a pie,a pie,26,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000
2012-04-09,valle,cali (ct),lunes,12:46:00,urbana,casas de habitacion,no reportado,a pie,a pie,51,femenino,divorciado,no reportado,independiente,no reportado,secundaria,76001000
2012-04-09,valle,cali (ct),lunes,20:10:00,urbana,caseta vigilancia conjunto residencial,arma de fuego,a pie,a pie,33,femenino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2012-04-09,valle,cali (ct),lunes,20:30:00,urbana,casas de habitacion,no reportado,a pie,a pie,47,masculino,union libre,colombia,independiente,no reportado,tecnico,76001000
2012-04-10,valle,cali (ct),martes,00:00:00,urbana,casas de habitacion,no reportado,a pie,a pie,63,femenino,viudo,colombia,independiente,no reportado,primaria,76001000
2012-04-10,valle,cali (ct),martes,14:00:00,urbana,vias publicas,no reportado,a pie,a pie,39,masculino,casado,no reportado,independiente,no reportado,secundaria,76001000
2012-04-11,valle,cali (ct),miercoles,15:00:00,urbana,casas de habitacion,no reportado,a pie,a pie,24,femenino,union libre,colombia,estudiante,no reportado,superior,76001000
2012-04-11,valle,cali (ct),miercoles,17:00:00,urbana,casas de habitacion,no reportado,a pie,a pie,26,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2012-04-11,valle,cali (ct),miercoles,20:30:00,urbana,vias publicas,no reportado,a pie,a pie,44,masculino,union libre,colombia,independiente,no reportado,primaria,76001000
2012-04-12,valle,cali (ct),jueves,00:00:00,urbana,apartamento,arma blanca,a pie,a pie,16,masculino,soltero,colombia,estudiante,no reportado,secundaria,76001000
2012-04-12,valle,cali (ct),jueves,00:00:00,urbana,apartamento,arma blanca,a pie,a pie,36,femenino,union libre,colombia,independiente,no reportado,tecnico,76001000
2012-04-12,valle,cali (ct),jueves,16:00:00,urbana,casas de habitacion,no reportado,a pie,a pie,24,femenino,soltero,colombia,independiente,no reportado,superior,76001000
2012-04-13,valle,cali (ct),viernes,12:20:00,urbana,casas de habitacion,arma de fuego,a pie,a pie,49,femenino,soltero,colombia,empleado particular,no reportado,superior,76001000
2012-04-13,valle,cali (ct),viernes,18:30:00,urbana,vias publicas,arma blanca,a pie,a pie,32,masculino,soltero,colombia,empleado particular,no reportado,superior,76001000
2012-04-14,valle,cali (ct),sabado,11:30:00,urbana,casas de habitacion,no reportado,a pie,a pie,40,femenino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2012-04-15,valle,cali (ct),domingo,00:00:00,urbana,casas de habitacion,arma de fuego,a pie,a pie,29,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2012-04-15,valle,cali (ct),domingo,14:00:00,urbana,vias publicas,no reportado,a pie,a pie,37,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000
2012-04-15,valle,cali (ct),domingo,14:00:00,urbana,vias publicas,no reportado,a pie,a pie,42,masculino,soltero,colombia,empleado particular,publicista,superior,76001000
2012-04-16,valle,cali (ct),lunes,12:00:00,urbana,casas de habitacion,no reportado,a pie,a pie,44,masculino,union libre,colombia,empleado particular,no reportado,primaria,76001000
2012-04-17,valle,cali (ct),martes,09:00:00,urbana,local comercial,arma de fuego,a pie,a pie,41,masculino,casado,colombia,comerciante,no reportado,secundaria,76001000
2012-04-18,valle,cali (ct),miercoles,14:00:00,urbana,local comercial,arma de fuego,a pie,a pie,36,masculino,soltero,colombia,empleado particular,tecnico en sistemas,superior,76001000
2012-04-18,valle,cali (ct),miercoles,19:00:00,urbana,vias publicas,no reportado,a pie,a pie,36,masculino,union libre,colombia,independiente,no reportado,secundaria,76001000
2012-04-18,valle,cali (ct),miercoles,20:42:00,urbana,empresa,arma de fuego,a pie,a pie,23,femenino,soltero,colombia,empleado particular,comunicador socialno reportadoperiodista,superior,76001000
2012-04-19,valle,cali (ct),jueves,06:45:00,urbana,"colegios, escuelas",contundentes,a pie,a pie,37,masculino,soltero,colombia,educador,licenciado,superior,76001000
2012-04-19,valle,cali (ct),jueves,08:00:00,urbana,vias publicas,no reportado,a pie,a pie,53,masculino,union libre,colombia,empleado particular,no reportado,primaria,76001000
2012-04-19,valle,cali (ct),jueves,14:00:00,urbana,vias publicas,no reportado,a pie,a pie,56,femenino,casado,colombia,educador,no reportado,superior,76001000
2012-04-19,valle,cali (ct),jueves,16:00:00,urbana,casas de habitacion,arma de fuego,a pie,a pie,35,masculino,casado,colombia,empleado particular,no reportado,tecnico,76001000
2012-04-19,valle,cali (ct),jueves,18:00:00,urbana,vias publicas,arma de fuego,a pie,a pie,66,masculino,casado,no reportado,independiente,no reportado,secundaria,76001000
2012-04-21,valle,cali (ct),sabado,12:30:00,urbana,dentro de la vivienda,no reportado,a pie,a pie,46,masculino,separado,colombia,empleado particular,no reportado,tecnologo,76001000
2012-04-23,valle,cali (ct),lunes,09:00:00,urbana,casas de habitacion,contundentes,a pie,a pie,33,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2012-04-23,valle,cali (ct),lunes,11:00:00,urbana,vias publicas,arma de fuego,a pie,a pie,50,masculino,casado,colombia,independiente,no reportado,primaria,76001000
2012-04-23,valle,cali (ct),lunes,11:35:00,urbana,casas de habitacion,arma de fuego,a pie,a pie,37,femenino,soltero,colombia,ama de casa,no reportado,secundaria,76001000
2012-04-23,valle,cali (ct),lunes,11:35:00,urbana,casas de habitacion,arma de fuego,a pie,a pie,56,femenino,viudo,colombia,ama de casa,no reportado,secundaria,76001000
2012-04-23,valle,cali (ct),lunes,20:00:00,urbana,casas de habitacion,arma de fuego,a pie,a pie,26,femenino,soltero,colombia,empleado particular,no reportado,primaria,76001000
2012-04-23,valle,cali (ct),lunes,20:00:00,urbana,casas de habitacion,no reportado,a pie,a pie,42,femenino,soltero,colombia,empleado particular,no reportado,primaria,76001000
2012-04-24,valle,cali (ct),martes,00:00:00,urbana,casas de habitacion,contundentes,a pie,a pie,57,femenino,divorciado,no reportado,empleado particular,licenciado,superior,76001000
2012-04-24,valle,cali (ct),martes,14:30:00,urbana,oficinas,contundentes,a pie,a pie,51,femenino,casado,colombia,empleado particular,psicologo,superior,76001000
2012-04-24,valle,cali (ct),martes,19:00:00,urbana,vias publicas,arma de fuego,a pie,a pie,48,masculino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2012-04-24,valle,cali (ct),martes,21:00:00,urbana,vias publicas,arma de fuego,a pie,a pie,14,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000
2012-04-24,valle,cali (ct),martes,21:00:00,urbana,vias publicas,arma de fuego,a pie,a pie,42,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000
2012-04-25,valle,cali (ct),miercoles,14:00:00,urbana,casas de habitacion,contundentes,a pie,a pie,50,masculino,casado,colombia,empleado particular,administrador de empresas,superior,76001000
2012-04-26,valle,cali (ct),jueves,07:00:00,urbana,"colegios, escuelas",no reportado,a pie,a pie,46,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2012-04-26,valle,cali (ct),jueves,15:30:00,urbana,vias publicas,contundentes,a pie,a pie,65,masculino,union libre,colombia,independiente,no reportado,primaria,76001000
2012-04-27,valle,cali (ct),viernes,00:00:00,urbana,casas de habitacion,arma de fuego,a pie,a pie,31,masculino,casado,colombia,comerciante,no reportado,secundaria,76001000
2012-04-27,valle,cali (ct),viernes,16:00:00,urbana,oficinas,contundentes,a pie,a pie,66,femenino,union libre,no reportado,independiente,no reportada,superior,76001000
2012-04-27,valle,cali (ct),viernes,19:10:00,urbana,vias publicas,contundentes,a pie,a pie,30,masculino,soltero,colombia,empleado policial,policia,secundaria,76001000
2012-04-28,valle,cali (ct),sabado,10:00:00,urbana,vias publicas,arma de fuego,a pie,a pie,58,femenino,casado,no reportado,empleado particular,no reportado,tecnico,76001000
2012-04-28,valle,cali (ct),sabado,16:00:00,urbana,,arma de fuego,a pie,a pie,50,femenino,union libre,colombia,comerciante,no reportado,secundaria,76001000
2012-04-28,valle,cali (ct),sabado,19:45:00,urbana,vias publicas,contundentes,a pie,a pie,27,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2012-04-28,valle,cali (ct),sabado,19:45:00,urbana,vias publicas,contundentes,a pie,a pie,33,femenino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2012-04-28,valle,cali (ct),sabado,21:30:00,urbana,vias publicas,no reportado,no reportado,no reportado,48,masculino,casado,colombia,empleado particular,no reportado,primaria,76001000
2012-04-29,valle,cali (ct),domingo,10:30:00,urbana,casas de habitacion,arma de fuego,a pie,a pie,57,masculino,casado,colombia,ama de casa,no reportado,primaria,76001000
2012-04-30,valle,cali (ct),lunes,06:00:00,urbana,casas de habitacion,contundentes,a pie,a pie,47,femenino,casado,colombia,empleado particular,administrador de empresas,superior,76001000
2012-04-30,valle,cali (ct),lunes,12:40:00,urbana,vias publicas,arma de fuego,a pie,a pie,21,masculino,soltero,colombia,deportista,no reportado,secundaria,76001000
2012-04-30,valle,cali (ct),lunes,13:00:00,urbana,vias publicas,no reportado,a pie,a pie,15,masculino,soltero,colombia,estudiante,no reportado,secundaria,76001000
2012-04-30,valle,cali (ct),lunes,13:30:00,urbana,casas de habitacion,arma de fuego,vehiculo,a pie,51,femenino,casado,colombia,empleado particular,no reportado,tecnico,76001000
2012-05-01,valle,cali (ct),martes,00:00:00,urbana,casas de habitacion,contundentes,a pie,a pie,15,masculino,soltero,colombia,estudiante,no reportado,secundaria,76001000
2012-05-01,valle,cali (ct),martes,00:00:00,urbana,casas de habitacion,contundentes,a pie,a pie,45,masculino,union libre,colombia,ama de casa,no reportado,secundaria,76001000
2012-05-01,valle,cali (ct),martes,10:30:00,urbana,casas de habitacion,arma de fuego,a pie,a pie,55,masculino,casado,colombia,comerciante,no reportado,primaria,76001000
2012-05-01,valle,cali (ct),martes,10:30:00,urbana,casas de habitacion,arma de fuego,a pie,a pie,60,femenino,casado,colombia,ama de casa,no reportado,primaria,76001000
2012-05-01,valle,cali (ct),martes,11:42:00,urbana,casas de habitacion,contundentes,a pie,a pie,20,femenino,soltero,colombia,estudiante,no reportado,tecnico,76001000
2012-05-01,valle,cali (ct),martes,11:42:00,urbana,casas de habitacion,contundentes,a pie,a pie,54,masculino,divorciado,colombia,empleado particular,no reportado,secundaria,76001000
2012-05-01,valle,cali (ct),martes,13:03:00,urbana,casas de habitacion,contundentes,a pie,a pie,28,femenino,casado,colombia,empleado particular,fisioterapeuta,superior,76001000
2012-05-02,valle,cali (ct),miercoles,00:00:00,urbana,casas de habitacion,contundentes,a pie,a pie,52,femenino,union libre,colombia,comerciante,no reportado,primaria,76001000
2012-05-02,valle,cali (ct),miercoles,00:00:00,urbana,casas de habitacion,no reportado,a pie,a pie,25,femenino,casado,colombia,empleado particular,economista,superior,76001000
2012-05-02,valle,cali (ct),miercoles,07:52:00,urbana,casas de habitacion,arma de fuego,a pie,a pie,28,femenino,casado,colombia,empleado particular,no reportada,superior,76001000
2012-05-02,valle,cali (ct),miercoles,09:40:00,urbana,casas de habitacion,contundentes,a pie,a pie,63,femenino,soltero,colombia,empleado particular,no reportado,tecnico,76001000
2012-05-02,valle,cali (ct),miercoles,11:00:00,urbana,casas de habitacion,contundentes,a pie,a pie,21,femenino,union libre,colombia,ama de casa,no reportado,secundaria,76001000
2012-05-02,valle,cali (ct),miercoles,11:00:00,urbana,casas de habitacion,contundentes,a pie,a pie,29,femenino,union libre,colombia,ama de casa,no reportado,secundaria,76001000
2012-05-02,valle,cali (ct),miercoles,15:00:00,urbana,vias publicas,contundentes,a pie,a pie,32,femenino,soltero,colombia,empleado particular,psicologo,superior,76001000
2012-05-02,valle,cali (ct),miercoles,20:00:00,urbana,casas de habitacion,no reportado,a pie,a pie,39,femenino,soltero,no reportado,independiente,no reportado,tecnico,76001000
2012-05-04,valle,cali (ct),viernes,08:00:00,urbana,hogar de paso,contundentes,a pie,a pie,33,masculino,soltero,colombia,empleado particular,abogado,superior,76001000
2012-05-04,valle,cali (ct),viernes,15:00:00,urbana,casas de habitacion,no reportado,a pie,a pie,29,femenino,soltero,colombia,ama de casa,no reportado,secundaria,76001000
2012-05-05,valle,cali (ct),sabado,00:00:00,urbana,casas de habitacion,contundentes,a pie,a pie,49,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2012-05-05,valle,cali (ct),sabado,10:00:00,urbana,casas de habitacion,contundentes,a pie,a pie,24,masculino,soltero,colombia,desempleado,no reportado,superior,76001000
2012-05-05,valle,cali (ct),sabado,14:00:00,urbana,casas de habitacion,contundentes,a pie,a pie,42,femenino,casado,colombia,independiente,no reportado,secundaria,76001000
2012-05-05,valle,cali (ct),sabado,20:30:00,urbana,discotecas,arma de fuego,a pie,a pie,28,femenino,soltero,colombia,independiente,administrador de empresas,superior,76001000
2012-05-05,valle,cali (ct),sabado,21:00:00,urbana,vias publicas,no reportado,a pie,a pie,55,masculino,soltero,colombia,independiente,no reportado,secundaria,76001000
2012-05-06,valle,cali (ct),domingo,11:45:00,urbana,vias publicas,contundentes,a pie,a pie,47,masculino,divorciado,colombia,empleado particular,no reportado,secundaria,76001000
2012-05-07,valle,cali (ct),lunes,08:30:00,urbana,instalaciones de la policia,contundentes,a pie,a pie,42,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2012-05-08,valle,cali (ct),martes,08:07:00,urbana,casas de habitacion,no reportado,a pie,a pie,22,femenino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2012-05-08,valle,cali (ct),martes,23:45:00,urbana,oficinas,arma de fuego,a pie,a pie,24,masculino,soltero,colombia,empleado policial,policia,secundaria,76001000
2012-05-09,valle,cali (ct),miercoles,09:30:00,urbana,casas de habitacion,contundentes,a pie,a pie,34,masculino,union libre,colombia,empleado particular,medico,superior,76001000
2012-05-09,valle,cali (ct),miercoles,10:30:00,urbana,vias publicas,no reportado,a pie,a pie,23,masculino,soltero,colombia,empleado policial,no reportado,secundaria,76001000
2012-05-09,valle,cali (ct),miercoles,16:00:00,urbana,instalaciones de la policia,no reportado,a pie,a pie,28,masculino,casado,colombia,empleado policial,no reportado,secundaria,76001000
2012-05-10,valle,cali (ct),jueves,10:15:00,urbana,vias publicas,no reportado,a pie,a pie,52,masculino,union libre,colombia,independiente,no reportado,superior,76001000
2012-05-10,valle,cali (ct),jueves,12:05:00,urbana,tienda,arma de fuego,a pie,a pie,29,masculino,casado,colombia,comerciante,no reportado,secundaria,76001000
2012-05-10,valle,cali (ct),jueves,13:00:00,urbana,vias publicas,arma de fuego,a pie,a pie,24,masculino,union libre,colombia,empleado policial,policia,tecnico,76001000
2012-05-10,valle,cali (ct),jueves,16:00:00,urbana,vias publicas,no reportado,no reportado,no reportado,68,femenino,soltero,colombia,ama de casa,no reportado,secundaria,76001000
2012-05-10,valle,cali (ct),jueves,21:30:00,urbana,vias publicas,arma de fuego,a pie,a pie,41,femenino,casado,colombia,ama de casa,no reportado,primaria,76001000
2012-05-11,valle,cali (ct),viernes,00:00:00,urbana,casas de habitacion,contundentes,a pie,a pie,55,masculino,union libre,colombia,independiente,no reportado,secundaria,76001000
2012-05-11,valle,cali (ct),viernes,11:00:00,urbana,"colegios, escuelas",contundentes,a pie,a pie,62,femenino,soltero,colombia,educador,licenciado,superior,76001000
2012-05-11,valle,cali (ct),viernes,17:45:00,urbana,casas de habitacion,contundentes,a pie,a pie,37,masculino,soltero,colombia,empleado particular,ingeniero de sistemas,superior,76001000
2012-05-12,valle,cali (ct),sabado,00:00:00,urbana,casas de habitacion,contundentes,a pie,a pie,44,femenino,casado,no reportado,empleado particular,no reportada,superior,76001000
2012-05-12,valle,cali (ct),sabado,11:00:00,urbana,vias publicas,arma blanca,a pie,a pie,15,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000
2012-05-12,valle,cali (ct),sabado,11:00:00,urbana,vias publicas,arma blanca,a pie,a pie,17,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000
2012-05-12,valle,cali (ct),sabado,12:30:00,urbana,casas de habitacion,no reportado,a pie,a pie,40,femenino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2012-05-13,valle,cali (ct),domingo,00:00:00,urbana,vias publicas,arma de fuego,a pie,a pie,64,femenino,soltero,colombia,independiente,no reportada,primaria,76001000
2012-05-13,valle,cali (ct),domingo,22:00:00,rural,casas de habitacion,no reportado,a pie,a pie,51,femenino,viudo,no reportado,independiente,no reportado,primaria,76001000
2012-05-14,valle,cali (ct),lunes,00:35:00,urbana,vias publicas,no reportado,a pie,a pie,30,masculino,union libre,colombia,empleado policial,no reportado,secundaria,76001000
2012-05-14,valle,cali (ct),lunes,09:12:00,urbana,consultorios medicos,contundentes,a pie,a pie,38,masculino,casado,colombia,empleado particular,no reportada,superior,76001000
2012-05-14,valle,cali (ct),lunes,10:00:00,urbana,casas de habitacion,arma de fuego,a pie,a pie,40,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2012-05-14,valle,cali (ct),lunes,15:00:00,rural,fincas y similares,arma de fuego,a pie,a pie,25,masculino,union libre,colombia,empleado particular,no reportado,tecnico,76001000
2012-05-14,valle,cali (ct),lunes,15:30:00,urbana,vias publicas,no reportado,a pie,a pie,42,femenino,casado,no reportado,independiente,no reportado,primaria,76001000
2012-05-15,valle,cali (ct),martes,10:00:00,urbana,vias publicas,no reportado,a pie,a pie,34,masculino,soltero,colombia,independiente,no reportado,secundaria,76001000
2012-05-15,valle,cali (ct),martes,14:22:00,urbana,casas de habitacion,no reportado,a pie,a pie,50,masculino,divorciado,colombia,empleado particular,estadistico,superior,76001000
2012-05-15,valle,cali (ct),martes,16:00:00,urbana,vias publicas,no reportado,a pie,a pie,40,femenino,casado,colombia,independiente,no reportado,superior,76001000
2012-05-16,valle,cali (ct),miercoles,09:30:00,urbana,casas de habitacion,no reportado,a pie,a pie,43,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000
2012-05-16,valle,cali (ct),miercoles,15:00:00,urbana,oficinas,no reportado,a pie,a pie,45,masculino,no reporta,colombia,no reporta,no reportada,no reportado,76001000
2012-05-16,valle,cali (ct),miercoles,20:30:00,urbana,casas de habitacion,arma de fuego,a pie,a pie,28,masculino,union libre,colombia,independiente,no reportado,secundaria,76001000
2012-05-17,valle,cali (ct),jueves,00:00:00,urbana,casas de habitacion,no reportado,a pie,no reportado,44,femenino,union libre,colombia,independiente,no reportada,secundaria,76001000
2012-05-17,valle,cali (ct),jueves,14:30:00,urbana,vias publicas,arma de fuego,a pie,a pie,35,femenino,union libre,colombia,empleado particular,no reportado,tecnico,76001000
2012-05-18,valle,cali (ct),viernes,15:00:00,urbana,casas de habitacion,no reportado,a pie,a pie,25,femenino,union libre,colombia,ama de casa,no reportado,secundaria,76001000
2012-05-19,valle,cali (ct),sabado,17:00:00,urbana,casas de habitacion,contundentes,a pie,a pie,25,femenino,union libre,colombia,ama de casa,no reportado,secundaria,76001000
2012-05-20,valle,cali (ct),domingo,00:00:00,urbana,vias publicas,arma de fuego,a pie,conductor motocicleta,52,femenino,casado,colombia,empleado particular,no reportada,tecnico,76001000
2012-05-21,valle,cali (ct),lunes,00:00:00,urbana,vias publicas,contundentes,a pie,a pie,30,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2012-05-21,valle,cali (ct),lunes,13:00:00,urbana,vias publicas,no reportado,a pie,a pie,26,masculino,soltero,no reportado,independiente,no reportado,secundaria,76001000
2012-05-21,valle,cali (ct),lunes,20:30:00,urbana,instalaciones de la policia,arma de fuego,a pie,a pie,28,masculino,union libre,colombia,empleado policial,policia,tecnico,76001000
2012-05-22,valle,cali (ct),martes,00:00:00,urbana,casas de habitacion,contundentes,a pie,a pie,25,masculino,soltero,colombia,estudiante,no reportado,superior,76001000
2012-05-22,valle,cali (ct),martes,07:55:00,urbana,"colegios, escuelas",contundentes,a pie,a pie,40,masculino,union libre,colombia,educador,licenciado,superior,76001000
2012-05-22,valle,cali (ct),martes,16:00:00,urbana,casas de habitacion,arma de fuego,a pie,a pie,56,masculino,union libre,colombia,comerciante,no reportado,secundaria,76001000
2012-05-22,valle,cali (ct),martes,17:00:00,urbana,vias publicas,no reportado,a pie,a pie,48,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000
2012-05-22,valle,cali (ct),martes,21:15:00,urbana,vias publicas,arma de fuego,a pie,a pie,33,masculino,casado,colombia,empleado particular,no reportado,superior,76001000
2012-05-22,valle,cali (ct),martes,23:10:00,urbana,casas de habitacion,contundentes,a pie,a pie,33,masculino,casado,colombia,empleado particular,medico,superior,76001000
2012-05-23,valle,cali (ct),miercoles,00:00:00,urbana,casas de habitacion,arma de fuego,a pie,a pie,39,masculino,soltero,colombia,empleado particular,abogado,superior,76001000
2012-05-23,valle,cali (ct),miercoles,19:30:00,urbana,vias publicas,no reportado,a pie,a pie,45,masculino,union libre,colombia,independiente,no reportado,secundaria,76001000
2012-05-24,valle,cali (ct),jueves,11:46:00,urbana,casas de habitacion,contundentes,a pie,a pie,40,femenino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2012-05-24,valle,cali (ct),jueves,15:00:00,urbana,vias publicas,no reportado,a pie,a pie,42,femenino,union libre,colombia,independiente,no reportado,primaria,76001000
2012-05-25,valle,cali (ct),viernes,16:00:00,rural,casas de habitacion,arma de fuego,a pie,a pie,37,masculino,casado,no reportado,independiente,no reportado,secundaria,76001000
2012-05-27,valle,cali (ct),domingo,02:00:00,urbana,casas de habitacion,contundentes,a pie,a pie,40,femenino,union libre,colombia,ama de casa,no reportado,secundaria,76001000
2012-05-28,valle,cali (ct),lunes,09:00:00,urbana,vias publicas,no reportado,a pie,a pie,23,masculino,soltero,colombia,empleado policial,no reportado,secundaria,76001000
2012-05-30,valle,cali (ct),miercoles,21:30:00,urbana,casas de habitacion,no reportado,a pie,a pie,27,femenino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2012-05-31,valle,cali (ct),jueves,17:00:00,urbana,casas de habitacion,no reportado,a pie,a pie,22,femenino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2012-05-31,valle,cali (ct),jueves,20:30:00,urbana,vias publicas,arma de fuego,a pie,a pie,39,femenino,union libre,colombia,empleado particular,no reportado,primaria,76001000
