fecha,departamento,municipio,dia,hora,zona,clase_sitio,arma_empleada,movil_agresor,movil_victima,edad,sexo,estado_civil,pais_nace,clase_empleado,profesion,escolaridad,codigo_dane
2012-02-07,valle,cali (ct),martes,06:30:00,urbana,casas de habitacion,no reportado,a pie,a pie,38,femenino,soltero,colombia,desempleado,no reportado,primaria,76001000
2012-02-07,valle,cali (ct),martes,15:00:00,urbana,vias publicas,no reportado,a pie,a pie,56,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000
2012-02-08,valle,cali (ct),miercoles,04:00:00,urbana,vias publicas,no reportado,a pie,a pie,22,femenino,soltero,colombia,independiente,no reportado,superior,76001000
2012-02-08,valle,cali (ct),miercoles,09:30:00,urbana,vias publicas,no reportado,a pie,a pie,36,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000
2012-02-08,valle,cali (ct),miercoles,11:00:00,urbana,vias publicas,no reportado,a pie,a pie,54,femenino,viudo,colombia,independiente,no reportado,secundaria,76001000
2012-02-08,valle,cali (ct),miercoles,12:00:00,urbana,vias publicas,no reportado,a pie,a pie,54,masculino,soltero,no reportado,independiente,no reportado,secundaria,76001000
2012-02-08,valle,cali (ct),miercoles,15:00:00,urbana,vias publicas,arma de fuego,a pie,a pie,36,masculino,soltero,colombia,independiente,no reportado,secundaria,76001000
2012-02-08,valle,cali (ct),miercoles,15:45:00,urbana,vias publicas,no reportado,a pie,a pie,42,masculino,casado,colombia,independiente,no reportado,secundaria,76001000
2012-02-09,valle,cali (ct),jueves,07:00:00,urbana,vias publicas,arma de fuego,a pie,a pie,48,femenino,soltero,colombia,empleado particular,no reportado,tecnico,76001000
2012-02-09,valle,cali (ct),jueves,12:30:00,urbana,vias publicas,no reportado,a pie,a pie,47,femenino,viudo,no reportado,independiente,no reportado,superior,76001000
2012-02-09,valle,cali (ct),jueves,13:00:00,urbana,casas de habitacion,no reportado,a pie,a pie,44,masculino,soltero,colombia,independiente,no reportado,secundaria,76001000
2012-02-09,valle,cali (ct),jueves,15:00:00,rural,vias publicas,no reportado,a pie,a pie,57,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000
2012-02-09,valle,cali (ct),jueves,18:00:00,urbana,vias publicas,no reportado,a pie,a pie,54,masculino,union libre,colombia,independiente,no reportado,secundaria,76001000
2012-02-09,valle,cali (ct),jueves,21:00:00,urbana,vias publicas,no reportado,a pie,a pie,46,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000
2012-02-10,valle,cali (ct),viernes,09:30:00,urbana,instalaciones gubernamentales,no reportado,a pie,a pie,45,masculino,casado,colombia,empleado publico,administrador de empresas,superior,76001000
2012-02-10,valle,cali (ct),viernes,14:00:00,rural,vias publicas,no reportado,a pie,a pie,32,masculino,soltero,no reportado,desempleado,no reportado,primaria,76001000
2012-02-10,valle,cali (ct),viernes,14:00:00,urbana,vias publicas,no reportado,a pie,a pie,48,masculino,divorciado,colombia,independiente,no reportado,superior,76001000
2012-02-12,valle,cali (ct),domingo,19:00:00,urbana,casas de habitacion,no reportado,a pie,a pie,31,masculino,union libre,colombia,desempleado,no reportado,primaria,76001000
2012-02-13,valle,cali (ct),lunes,09:58:00,urbana,vias publicas,no reportado,a pie,a pie,48,masculino,casado,colombia,independiente,no reportado,superior,76001000
2012-02-13,valle,cali (ct),lunes,14:50:00,urbana,oficinas,no reportado,no reportado,a pie,no reportado,no reportado,no reportado,no reportado,no reportado,no reportado,no reportado,76001000
2012-02-13,valle,cali (ct),lunes,18:00:00,urbana,vias publicas,no reportado,a pie,a pie,23,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000
2012-02-13,valle,cali (ct),lunes,19:25:00,urbana,vias publicas,no reportado,a pie,a pie,41,masculino,casado,colombia,independiente,no reportado,superior,76001000
2012-02-13,valle,cali (ct),lunes,20:30:00,urbana,dentro de la vivienda,contundentes,a pie,a pie,45,femenino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2012-02-13,valle,cali (ct),lunes,20:36:00,urbana,vias publicas,no reportado,a pie,a pie,27,femenino,soltero,colombia,independiente,no reportado,superior,76001000
2012-02-13,valle,cali (ct),lunes,21:59:00,urbana,casas de habitacion,no reportado,a pie,a pie,32,masculino,casado,colombia,independiente,no reportado,secundaria,76001000
2012-02-14,valle,cali (ct),martes,15:00:00,urbana,vias publicas,no reportado,a pie,a pie,30,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000
2012-02-14,valle,cali (ct),martes,21:30:00,urbana,vias publicas,no reportado,a pie,a pie,22,masculino,casado,no reportado,independiente,no reportado,secundaria,76001000
2012-02-15,valle,cali (ct),miercoles,00:00:00,rural,casas de habitacion,no reportado,a pie,a pie,47,masculino,union libre,colombia,independiente,no reportado,primaria,76001000
2012-02-15,valle,cali (ct),miercoles,14:00:00,urbana,casas de habitacion,contundentes,a pie,a pie,36,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2012-02-15,valle,cali (ct),miercoles,14:00:00,urbana,vias publicas,no reportado,a pie,a pie,68,masculino,casado,no reportado,independiente,no reportado,tecnico,76001000
2012-02-15,valle,cali (ct),miercoles,17:17:00,urbana,vias publicas,arma de fuego,a pie,a pie,45,femenino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2012-02-16,valle,cali (ct),jueves,07:30:00,urbana,vias publicas,no reportado,a pie,a pie,22,masculino,union libre,colombia,independiente,no reportado,primaria,76001000
2012-02-16,valle,cali (ct),jueves,18:31:00,urbana,casas de habitacion,contundentes,a pie,a pie,26,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000
2012-02-16,valle,cali (ct),jueves,20:00:00,urbana,vias publicas,no reportado,a pie,a pie,36,femenino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2012-02-17,valle,cali (ct),viernes,10:30:00,urbana,vias publicas,no reportado,a pie,a pie,45,masculino,casado,colombia,independiente,no reportado,secundaria,76001000
2012-02-17,valle,cali (ct),viernes,15:00:00,urbana,vias publicas,no reportado,a pie,a pie,26,masculino,soltero,colombia,independiente,no reportado,secundaria,76001000
2012-02-17,valle,cali (ct),viernes,15:00:00,urbana,vias publicas,no reportado,a pie,a pie,28,masculino,soltero,colombia,politico,no reportado,secundaria,76001000
2012-02-18,valle,cali (ct),sabado,14:00:00,urbana,vias publicas,no reportado,a pie,a pie,20,femenino,soltero,colombia,independiente,no reportado,tecnico,76001000
2012-02-18,valle,cali (ct),sabado,16:30:00,urbana,casas de habitacion,no reportado,a pie,a pie,31,femenino,casado,colombia,independiente,no reportado,superior,76001000
2012-02-19,valle,cali (ct),domingo,09:00:00,urbana,vias publicas,no reportado,a pie,a pie,24,masculino,soltero,colombia,independiente,no reportado,secundaria,76001000
2012-02-21,valle,cali (ct),martes,08:10:00,urbana,vias publicas,no reportado,a pie,a pie,38,femenino,union libre,no reportado,independiente,no reportado,secundaria,76001000
2012-02-21,valle,cali (ct),martes,10:30:00,urbana,vias publicas,no reportado,a pie,a pie,72,masculino,soltero,colombia,independiente,no reportado,superior,76001000
2012-02-21,valle,cali (ct),martes,16:00:00,urbana,casas de habitacion,arma de fuego,a pie,a pie,42,masculino,casado,no reportado,empleado particular,no reportado,secundaria,76001000
2012-02-21,valle,cali (ct),martes,16:00:00,urbana,casas de habitacion,arma de fuego,a pie,a pie,55,femenino,soltero,colombia,agricultor,no reportado,secundaria,76001000
2012-02-21,valle,cali (ct),martes,20:00:00,urbana,vias publicas,no reportado,a pie,a pie,36,masculino,union libre,colombia,independiente,no reportado,secundaria,76001000
2012-02-21,valle,cali (ct),martes,21:30:00,urbana,vias publicas,arma de fuego,conductor motocicleta,conductor motocicleta,41,masculino,casado,colombia,independiente,no reportado,primaria,76001000
2012-02-22,valle,cali (ct),miercoles,11:00:00,urbana,casas de habitacion,arma de fuego,a pie,a pie,30,masculino,union libre,colombia,desempleado,no reportado,primaria,76001000
2012-02-22,valle,cali (ct),miercoles,12:00:00,urbana,vias publicas,arma de fuego,a pie,a pie,27,masculino,soltero,colombia,independiente,no reportado,secundaria,76001000
2012-02-22,valle,cali (ct),miercoles,18:00:00,urbana,almacenes,contundentes,no reportado,no reportado,49,masculino,casado,no reportado,comerciante,no reportado,secundaria,76001000
2012-02-23,valle,cali (ct),jueves,00:00:00,urbana,vias publicas,no reportado,a pie,a pie,72,femenino,casado,colombia,independiente,no reportado,superior,76001000
2012-02-23,valle,cali (ct),jueves,01:00:00,urbana,casas de habitacion,no reportado,a pie,a pie,36,femenino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2012-02-23,valle,cali (ct),jueves,10:00:00,urbana,casas de habitacion,no reportado,a pie,a pie,34,masculino,union libre,colombia,desempleado,no reportado,primaria,76001000
2012-02-24,valle,cali (ct),viernes,08:10:00,urbana,universidades,arma de fuego,a pie,a pie,20,masculino,soltero,colombia,estudiante,no reportado,secundaria,76001000
2012-02-24,valle,cali (ct),viernes,19:00:00,urbana,casas de habitacion,no reportado,a pie,a pie,28,masculino,soltero,no reportado,empleado particular,administrador de empresas,superior,76001000
2012-02-25,valle,cali (ct),sabado,15:00:00,urbana,vias publicas,no reportado,a pie,a pie,35,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000
2012-02-26,valle,cali (ct),domingo,08:45:00,urbana,casas de habitacion,contundentes,a pie,a pie,25,femenino,soltero,colombia,ama de casa,no reportado,secundaria,76001000
2012-02-26,valle,cali (ct),domingo,20:40:00,urbana,carceles,contundentes,a pie,a pie,18,masculino,soltero,colombia,ama de casa,no reportado,secundaria,76001000
2012-02-27,valle,cali (ct),lunes,00:00:00,urbana,vias publicas,contundentes,a pie,a pie,29,femenino,union libre,no reportado,desempleado,no reportado,primaria,76001000
2012-02-27,valle,cali (ct),lunes,06:30:00,urbana,casas de habitacion,contundentes,a pie,a pie,32,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2012-02-28,valle,cali (ct),martes,09:00:00,urbana,vias publicas,arma blanca,a pie,a pie,33,femenino,union libre,colombia,desempleado,no reportado,secundaria,76001000
2012-02-28,valle,cali (ct),martes,10:00:00,urbana,casas de habitacion,no reportado,a pie,a pie,19,femenino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2012-02-28,valle,cali (ct),martes,12:36:00,urbana,hospitales,no reportado,no reportado,a pie,56,femenino,soltero,colombia,empleado salud,bacteriologo,superior,76001000
2012-02-28,valle,cali (ct),martes,17:00:00,rural,vias publicas,arma de fuego,a pie,a pie,43,femenino,soltero,colombia,empleado particular,no reportado,primaria,76001000
2012-02-29,valle,cali (ct),miercoles,20:00:00,urbana,fincas y similares,arma de fuego,a pie,a pie,46,masculino,union libre,colombia,independiente,no reportado,primaria,76001000
2012-02-29,valle,cali (ct),miercoles,20:20:00,urbana,casas de habitacion,arma de fuego,a pie,a pie,44,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2012-02-29,valle,cali (ct),miercoles,21:30:00,urbana,vias publicas,no reportado,a pie,a pie,55,femenino,casado,colombia,independiente,no reportado,secundaria,76001000
2012-02-29,valle,cali (ct),miercoles,22:00:00,urbana,casas de habitacion,no reportado,a pie,a pie,48,masculino,casado,colombia,desempleado,no reportado,superior,76001000
2012-03-01,valle,cali (ct),jueves,09:20:00,urbana,casas de habitacion,no reportado,no reportado,a pie,23,femenino,casado,colombia,ama de casa,no reportado,secundaria,76001000
2012-03-01,valle,cali (ct),jueves,12:00:00,urbana,oficinas,contundentes,a pie,a pie,39,masculino,union libre,colombia,empleado publico,no reportado,superior,76001000
2012-03-01,valle,cali (ct),jueves,16:00:00,urbana,oficinas,no reportado,a pie,a pie,36,masculino,soltero,colombia,empleado particular,no reportado,superior,76001000
2012-03-01,valle,cali (ct),jueves,17:30:00,urbana,casas de habitacion,arma de fuego,a pie,a pie,72,femenino,casado,colombia,ama de casa,no reportado,primaria,76001000
2012-03-01,valle,cali (ct),jueves,20:30:00,urbana,casas de habitacion,no reportado,a pie,a pie,50,masculino,casado,colombia,empleado particular,no reportado,superior,76001000
2012-03-02,valle,cali (ct),viernes,04:00:00,urbana,vias publicas,contundentes,no reportado,a pie,51,femenino,viudo,colombia,empleado particular,no reportado,primaria,76001000
2012-03-02,valle,cali (ct),viernes,06:30:00,urbana,vias publicas,no reportado,a pie,a pie,25,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000
2012-03-02,valle,cali (ct),viernes,10:00:00,urbana,vias publicas,no reportado,a pie,a pie,43,masculino,casado,colombia,independiente,no reportado,secundaria,76001000
2012-03-03,valle,cali (ct),sabado,11:00:00,urbana,vias publicas,arma de fuego,a pie,a pie,23,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000
2012-03-03,valle,cali (ct),sabado,17:40:00,urbana,casas de habitacion,arma blanca,a pie,a pie,16,masculino,soltero,colombia,no reporta,no reportado,secundaria,76001000
2012-03-03,valle,cali (ct),sabado,19:00:00,urbana,vias publicas,no reportado,a pie,a pie,27,femenino,soltero,colombia,independiente,no reportado,tecnico,76001000
2012-03-04,valle,cali (ct),domingo,04:00:00,urbana,vias publicas,contundentes,a pie,a pie,24,femenino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2012-03-04,valle,cali (ct),domingo,20:00:00,urbana,vias publicas,no reportado,a pie,a pie,20,femenino,union libre,colombia,independiente,no reportado,primaria,76001000
2012-03-05,valle,cali (ct),lunes,00:00:00,urbana,casas de habitacion,arma de fuego,a pie,a pie,34,femenino,casado,colombia,empleado particular,licenciado,superior,76001000
2012-03-05,valle,cali (ct),lunes,10:00:00,urbana,oficinas,arma de fuego,a pie,a pie,42,masculino,casado,colombia,empleado cti,no reportada,superior,76001000
2012-03-05,valle,cali (ct),lunes,15:00:00,urbana,"colegios, escuelas",no reportado,a pie,a pie,11,masculino,soltero,colombia,independiente,no reportado,secundaria,76001000
2012-03-06,valle,cali (ct),martes,16:35:00,urbana,oficinas,contundentes,a pie,a pie,51,masculino,soltero,no reportado,empleado particular,no reportado,secundaria,76001000
2012-03-06,valle,cali (ct),martes,18:00:00,urbana,casas de habitacion,no reportado,a pie,a pie,37,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2012-03-07,valle,cali (ct),miercoles,07:15:00,urbana,casas de habitacion,arma de fuego,a pie,a pie,36,masculino,soltero,colombia,independiente,no reportado,primaria,76001000
2012-03-07,valle,cali (ct),miercoles,07:30:00,urbana,vias publicas,no reportado,a pie,a pie,60,masculino,casado,colombia,independiente,no reportado,secundaria,76001000
2012-03-07,valle,cali (ct),miercoles,11:39:00,urbana,casas de habitacion,contundentes,a pie,a pie,35,femenino,soltero,colombia,empleado particular,no reportado,tecnico,76001000
2012-03-07,valle,cali (ct),miercoles,14:30:00,urbana,casas de habitacion,contundentes,a pie,a pie,22,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000
2012-03-07,valle,cali (ct),miercoles,15:20:00,urbana,vias publicas,arma de fuego,a pie,a pie,31,masculino,soltero,no reportado,independiente,no reportado,superior,76001000
2012-03-07,valle,cali (ct),miercoles,19:45:00,urbana,vias publicas,contundentes,a pie,a pie,52,femenino,soltero,colombia,empleado particular,licenciado,superior,76001000
2012-03-08,valle,cali (ct),jueves,19:30:00,urbana,vias publicas,arma blanca,a pie,a pie,19,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2012-03-08,valle,cali (ct),jueves,23:00:00,urbana,vias publicas,arma de fuego,a pie,a pie,20,femenino,soltero,colombia,estudiante,no reportado,tecnico,76001000
2012-03-09,valle,cali (ct),viernes,00:00:00,urbana,no definido,no reportado,a pie,a pie,32,masculino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2012-03-09,valle,cali (ct),viernes,10:00:00,urbana,local comercial,arma de fuego,a pie,a pie,49,masculino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2012-03-09,valle,cali (ct),viernes,11:30:00,urbana,vias publicas,arma de fuego,a pie,a pie,41,femenino,soltero,colombia,empleado particular,no reportado,superior,76001000
2012-03-09,valle,cali (ct),viernes,15:00:00,urbana,vias publicas,no reportado,a pie,a pie,23,masculino,soltero,colombia,independiente,no reportado,superior,76001000
2012-03-09,valle,cali (ct),viernes,16:00:00,urbana,vias publicas,no reportado,a pie,a pie,49,masculino,soltero,colombia,independiente,no reportado,secundaria,76001000
2012-03-09,valle,cali (ct),viernes,21:50:00,urbana,casas de habitacion,contundentes,a pie,a pie,26,femenino,soltero,colombia,estudiante,no reportado,tecnico,76001000
2012-03-10,valle,cali (ct),sabado,05:30:00,urbana,casas de habitacion,contundentes,a pie,a pie,50,masculino,casado,colombia,independiente,no reportado,primaria,76001000
2012-03-10,valle,cali (ct),sabado,07:42:00,urbana,casas de habitacion,no reportado,no reportado,no reportado,23,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000
2012-03-10,valle,cali (ct),sabado,16:00:00,urbana,casas de habitacion,no reportado,a pie,a pie,54,masculino,soltero,colombia,independiente,no reportado,primaria,76001000
2012-03-10,valle,cali (ct),sabado,21:45:00,urbana,casas de habitacion,contundentes,a pie,a pie,26,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2012-03-11,valle,cali (ct),domingo,08:00:00,urbana,,no reportado,a pie,a pie,15,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000
2012-03-11,valle,cali (ct),domingo,08:00:00,urbana,,no reportado,a pie,a pie,35,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000
2012-03-11,valle,cali (ct),domingo,08:00:00,urbana,,no reportado,a pie,a pie,no reportado,no reportado,no reportado,no reportado,no reportado,no reportado,no reportado,76001000
2012-03-11,valle,cali (ct),domingo,19:00:00,urbana,vias publicas,arma de fuego,a pie,a pie,51,femenino,viudo,colombia,independiente,no reportado,secundaria,76001000
2012-03-12,valle,cali (ct),lunes,10:30:00,urbana,universidades,contundentes,a pie,a pie,53,masculino,casado,colombia,empleado particular,no reportado,tecnico,76001000
2012-03-13,valle,cali (ct),martes,03:40:00,urbana,local comercial,contundentes,a pie,a pie,46,masculino,union libre,no reportado,empleado particular,no reportado,tecnico,76001000
2012-03-13,valle,cali (ct),martes,15:00:00,urbana,clinicas y similares,contundentes,a pie,a pie,44,masculino,casado,colombia,empleado particular,medico,superior,76001000
2012-03-13,valle,cali (ct),martes,23:30:00,urbana,"hoteles, residencias, y similares.",contundentes,a pie,a pie,40,masculino,union libre,colombia,independiente,no reportado,tecnico,76001000
2012-03-14,valle,cali (ct),miercoles,11:54:00,urbana,"colegios, escuelas",arma blanca,a pie,a pie,16,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000
2012-03-14,valle,cali (ct),miercoles,12:00:00,urbana,casas de habitacion,arma de fuego,a pie,a pie,29,femenino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2012-03-14,valle,cali (ct),miercoles,14:00:00,urbana,vias publicas,no reportado,a pie,a pie,46,masculino,union libre,no reportado,independiente,no reportado,secundaria,76001000
2012-03-14,valle,cali (ct),miercoles,19:29:00,urbana,casas de habitacion,contundentes,a pie,a pie,28,femenino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2012-03-15,valle,cali (ct),jueves,09:30:00,urbana,vias publicas,no reportado,a pie,a pie,30,masculino,union libre,colombia,independiente,no reportado,secundaria,76001000
2012-03-15,valle,cali (ct),jueves,15:00:00,urbana,vias publicas,no reportado,a pie,a pie,52,femenino,soltero,colombia,independiente,no reportado,primaria,76001000
2012-03-16,valle,cali (ct),viernes,14:00:00,urbana,casas de habitacion,no reportado,a pie,a pie,42,femenino,casado,no reportado,independiente,no reportado,secundaria,76001000
2012-03-16,valle,cali (ct),viernes,14:00:00,urbana,vias publicas,arma de fuego,a pie,a pie,34,femenino,soltero,colombia,independiente,no reportado,superior,76001000
2012-03-16,valle,cali (ct),viernes,14:00:00,urbana,vias publicas,no reportado,a pie,a pie,43,masculino,union libre,colombia,independiente,no reportado,secundaria,76001000
2012-03-16,valle,cali (ct),viernes,16:00:00,urbana,vias publicas,no reportado,a pie,a pie,39,masculino,union libre,colombia,independiente,no reportado,secundaria,76001000
2012-03-18,valle,cali (ct),domingo,17:00:00,urbana,vias publicas,no reportado,a pie,a pie,43,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000
2012-03-19,valle,cali (ct),lunes,15:00:00,urbana,vias publicas,arma de fuego,a pie,a pie,34,masculino,union libre,colombia,independiente,no reportado,secundaria,76001000
2012-03-19,valle,cali (ct),lunes,19:00:00,urbana,vias publicas,no reportado,a pie,a pie,33,femenino,divorciado,colombia,independiente,no reportado,tecnico,76001000
2012-03-20,valle,cali (ct),martes,00:00:00,urbana,casas de habitacion,no reportado,a pie,a pie,36,masculino,soltero,colombia,empleado particular,licenciado,superior,76001000
2012-03-20,valle,cali (ct),martes,06:00:00,urbana,casas de habitacion,no reportado,a pie,a pie,35,masculino,casado,colombia,independiente,no reportado,secundaria,76001000
2012-03-20,valle,cali (ct),martes,10:30:00,urbana,oficinas,no reportado,a pie,a pie,52,masculino,casado,colombia,empleado particular,no reportado,superior,76001000
2012-03-20,valle,cali (ct),martes,10:30:00,urbana,vias publicas,no reportado,a pie,a pie,43,masculino,casado,colombia,independiente,no reportado,tecnico,76001000
2012-03-20,valle,cali (ct),martes,12:00:00,urbana,oficinas,no reportado,a pie,a pie,33,masculino,casado,colombia,independiente,contador publico,superior,76001000
2012-03-20,valle,cali (ct),martes,12:00:00,urbana,oficinas,no reportado,a pie,a pie,36,masculino,soltero,colombia,independiente,no reportado,superior,76001000
2012-03-20,valle,cali (ct),martes,15:00:00,urbana,vias publicas,no reportado,a pie,a pie,52,masculino,soltero,no reportado,empleado particular,no reportado,secundaria,76001000
2012-03-20,valle,cali (ct),martes,15:30:00,urbana,vias publicas,no reportado,a pie,a pie,41,femenino,viudo,colombia,independiente,no reportado,primaria,76001000
2012-03-20,valle,cali (ct),martes,17:00:00,urbana,vias publicas,no reportado,a pie,a pie,37,femenino,casado,colombia,independiente,no reportado,superior,76001000
2012-03-21,valle,cali (ct),miercoles,08:00:00,urbana,vias publicas,arma de fuego,a pie,a pie,47,masculino,soltero,colombia,independiente,no reportado,primaria,76001000
2012-03-21,valle,cali (ct),miercoles,11:00:00,urbana,local comercial,contundentes,a pie,a pie,42,masculino,union libre,colombia,independiente,no reportada,superior,76001000
2012-03-21,valle,cali (ct),miercoles,15:00:00,urbana,vias publicas,no reportado,a pie,a pie,38,femenino,soltero,colombia,independiente,no reportado,tecnico,76001000
2012-03-21,valle,cali (ct),miercoles,15:10:00,urbana,vias publicas,no reportado,a pie,a pie,36,femenino,casado,colombia,independiente,no reportado,secundaria,76001000
2012-03-21,valle,cali (ct),miercoles,20:30:00,urbana,vias publicas,arma de fuego,a pie,a pie,52,masculino,union libre,colombia,independiente,no reportado,superior,76001000
2012-03-21,valle,cali (ct),miercoles,21:00:00,urbana,vias publicas,no reportado,a pie,a pie,40,femenino,soltero,colombia,ama de casa,no reportado,secundaria,76001000
2012-03-22,valle,cali (ct),jueves,07:30:00,urbana,"colegios, escuelas",no reportado,a pie,a pie,33,masculino,casado,colombia,independiente,no reportado,superior,76001000
2012-03-22,valle,cali (ct),jueves,15:30:00,urbana,vias publicas,no reportado,a pie,a pie,47,masculino,soltero,no reportado,independiente,no reportado,secundaria,76001000
2012-03-22,valle,cali (ct),jueves,18:20:00,urbana,vias publicas,no reportado,a pie,a pie,49,femenino,casado,no reportado,independiente,no reportado,superior,76001000
2012-03-22,valle,cali (ct),jueves,22:00:00,urbana,vias publicas,arma de fuego,a pie,a pie,44,masculino,union libre,colombia,independiente,no reportado,secundaria,76001000
2012-03-23,valle,cali (ct),viernes,00:00:00,rural,vias publicas,no reportado,no reportado,no reportado,21,masculino,union libre,colombia,agricultor,no reportado,secundaria,76001000
2012-03-23,valle,cali (ct),viernes,12:30:00,urbana,vias publicas,no reportado,a pie,a pie,55,femenino,viudo,colombia,independiente,no reportado,secundaria,76001000
2012-03-23,valle,cali (ct),viernes,14:15:00,urbana,casas de habitacion,arma de fuego,a pie,a pie,17,masculino,soltero,colombia,estudiante,no reportado,secundaria,76001000
2012-03-23,valle,cali (ct),viernes,14:15:00,urbana,casas de habitacion,arma de fuego,a pie,a pie,38,femenino,union libre,colombia,independiente,no reportado,primaria,76001000
2012-03-23,valle,cali (ct),viernes,14:30:00,urbana,vias publicas,no reportado,a pie,a pie,21,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000
2012-03-23,valle,cali (ct),viernes,16:00:00,urbana,"colegios, escuelas",contundentes,a pie,a pie,40,masculino,union libre,colombia,empleado particular,licenciado,superior,76001000
2012-03-23,valle,cali (ct),viernes,17:00:00,urbana,casas de habitacion,arma blanca,a pie,a pie,46,masculino,casado,no reportado,independiente,no reportado,secundaria,76001000
2012-03-24,valle,cali (ct),sabado,11:20:00,urbana,oficinas,arma de fuego,a pie,a pie,33,masculino,union libre,colombia,empleado particular,abogado,superior,76001000
2012-03-24,valle,cali (ct),sabado,19:00:00,urbana,vias publicas,no reportado,a pie,a pie,70,femenino,casado,colombia,independiente,no reportado,primaria,76001000
2012-03-25,valle,cali (ct),domingo,08:00:00,urbana,vias publicas,no reportado,a pie,a pie,26,masculino,soltero,colombia,independiente,no reportado,secundaria,76001000
2012-03-25,valle,cali (ct),domingo,20:00:00,urbana,casas de habitacion,arma blanca,a pie,a pie,11,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000
2012-03-25,valle,cali (ct),domingo,20:00:00,urbana,casas de habitacion,arma blanca,a pie,a pie,12,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000
2012-03-25,valle,cali (ct),domingo,20:00:00,urbana,casas de habitacion,arma blanca,a pie,a pie,15,masculino,soltero,colombia,estudiante,no reportado,secundaria,76001000
2012-03-26,valle,cali (ct),lunes,12:30:00,urbana,vias publicas,arma de fuego,a pie,conductor motocicleta,31,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2012-03-26,valle,cali (ct),lunes,14:00:00,urbana,vias publicas,no reportado,a pie,a pie,52,masculino,casado,colombia,independiente,no reportado,tecnico,76001000
2012-03-26,valle,cali (ct),lunes,15:00:00,urbana,vias publicas,no reportado,a pie,a pie,20,masculino,union libre,colombia,independiente,no reportado,primaria,76001000
2012-03-26,valle,cali (ct),lunes,18:00:00,urbana,casas de habitacion,arma de fuego,a pie,a pie,46,femenino,divorciado,colombia,empleado particular,contador publico,superior,76001000
2012-03-27,valle,cali (ct),martes,00:00:00,urbana,casas de habitacion,contundentes,a pie,a pie,32,femenino,union libre,colombia,empleado particular,no reportado,tecnico,76001000
2012-03-27,valle,cali (ct),martes,07:30:00,urbana,"colegios, escuelas",arma blanca,a pie,a pie,15,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000
2012-03-27,valle,cali (ct),martes,14:00:00,urbana,vias publicas,no reportado,a pie,a pie,42,masculino,union libre,colombia,desempleado,no reportado,primaria,76001000
2012-03-27,valle,cali (ct),martes,18:30:00,urbana,casas de habitacion,contundentes,a pie,a pie,53,masculino,soltero,colombia,empleado particular,licenciado,superior,76001000
2012-03-27,valle,cali (ct),martes,20:00:00,urbana,casas de habitacion,arma de fuego,a pie,a pie,38,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2012-03-27,valle,cali (ct),martes,20:58:00,urbana,casas de habitacion,arma de fuego,a pie,a pie,35,femenino,union libre,colombia,independiente,no reportado,tecnico,76001000
2012-03-27,valle,cali (ct),martes,21:27:00,urbana,casas de habitacion,contundentes,a pie,a pie,47,femenino,soltero,colombia,empleado particular,no reportado,primaria,76001000
2012-03-28,valle,cali (ct),miercoles,12:00:00,urbana,casas de habitacion,no reportado,a pie,a pie,29,femenino,casado,colombia,empleado particular,licenciado,superior,76001000
