fecha,departamento,municipio,dia,hora,barrio,zona,clase_sitio,arma_empleada,movil_agresor,movil_victima,edad,sexo,estado_civil,pais_nace,clase_empleado,profesion,escolaridad,codigo_dane
2011-03-04,valle,cali (ct),viernes,12:23:00,ciudadela floralia e6,urbana,vias publicas,no reportado,a pie,a pie,18,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2011-03-04,valle,cali (ct),viernes,14:00:00,atanasio girardot e8,urbana,vias publicas,no reportado,a pie,a pie,23,masculino,union libre,colombia,desempleado,no reportado,secundaria,76001000
2011-03-04,valle,cali (ct),viernes,15:30:00,ciudad cordoba e15,urbana,casas de habitacion,arma de fuego,a pie,a pie,33,femenino,separado,colombia,empleado particular,no reportado,secundaria,76001000
2011-03-04,valle,cali (ct),viernes,16:00:00,santa elena e10,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,30,masculino,soltero,no reportado,independiente,no reportado,tecnico,76001000
2011-03-04,valle,cali (ct),viernes,16:00:00,pance e22,urbana,estadero,no reportado,a pie,a pie,40,masculino,union libre,colombia,empleado particular,no reportado,tecnico,76001000
2011-03-04,valle,cali (ct),viernes,17:00:00,diamante e13,urbana,vias publicas,no reportado,a pie,a pie,42,masculino,casado,no reportado,comerciante,no reportado,secundaria,76001000
2011-03-04,valle,cali (ct),viernes,17:30:00,la base,urbana,casas de habitacion,no reportado,a pie,a pie,42,femenino,casado,colombia,independiente,no reportado,secundaria,76001000
2011-03-04,valle,cali (ct),viernes,18:00:00,paso del comercio e6,urbana,vias publicas,no reportado,a pie,a pie,62,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000
2011-03-04,valle,cali (ct),viernes,18:00:00,paso del comercio e6,urbana,vias publicas,no reportado,a pie,a pie,62,femenino,union libre,colombia,desempleado,no reportado,superior,76001000
2011-03-04,valle,cali (ct),viernes,18:00:00,paso del comercio e6,urbana,vias publicas,no reportado,a pie,a pie,64,masculino,casado,colombia,desempleado,no reportado,primaria,76001000
2011-03-04,valle,cali (ct),viernes,19:11:00,el ingenio e17,urbana,dentro de la vivienda,no reportado,a pie,a pie,26,femenino,soltero,colombia,empleado particular,no reportado,superior,76001000
2011-03-04,valle,cali (ct),viernes,19:30:00,san luis e6,urbana,casas de habitacion,no reportado,a pie,a pie,35,femenino,soltero,colombia,independiente,no reportado,tecnico,76001000
2011-03-04,valle,cali (ct),viernes,20:00:00,cgto montebello e1,rural,vias publicas,arma de fuego,a pie,a pie,18,masculino,soltero,colombia,desempleado,no reportado,primaria,76001000
2011-03-05,valle,cali (ct),sabado,00:00:00,,urbana,vias publicas,arma de fuego,a pie,a pie,27,masculino,union libre,colombia,independiente,no reportado,secundaria,76001000
2011-03-05,valle,cali (ct),sabado,03:00:00,cgto montebello e1,urbana,casas de habitacion,arma de fuego,a pie,a pie,56,femenino,soltero,colombia,desempleado,no reportado,primaria,76001000
2011-03-05,valle,cali (ct),sabado,10:22:00,alto aguacatal e1,urbana,vias publicas,no reportado,a pie,a pie,52,masculino,casado,colombia,empleado particular,no reportado,superior,76001000
2011-03-05,valle,cali (ct),sabado,11:10:00,ciudad cordoba e15,urbana,casas de habitacion,no reportado,a pie,a pie,22,femenino,casado,no reportado,ama de casa,no reportado,primaria,76001000
2011-03-05,valle,cali (ct),sabado,14:20:00,ciudad modelo e11,urbana,casas de habitacion,no reportado,vehiculo,a pie,43,femenino,divorciado,colombia,independiente,no reportado,secundaria,76001000
2011-03-06,valle,cali (ct),domingo,15:00:00,urb. tequendama e19,urbana,casas de habitacion,no reportado,a pie,a pie,29,femenino,soltero,no reportado,comerciante,no reportado,secundaria,76001000
2011-03-06,valle,cali (ct),domingo,15:00:00,paz e13,urbana,vias publicas,no reportado,a pie,a pie,52,femenino,union libre,colombia,ama de casa,no reportado,primaria,76001000
2011-03-07,valle,cali (ct),lunes,10:00:00,juanambu e2,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,49,femenino,union libre,colombia,independiente,no reportado,primaria,76001000
2011-03-07,valle,cali (ct),lunes,11:30:00,union de vivienda popular e16,urbana,casas de habitacion,no reportado,a pie,a pie,35,femenino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2011-03-07,valle,cali (ct),lunes,12:40:00,los cambulos e19,urbana,vias publicas,no reportado,a pie,a pie,33,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000
2011-03-07,valle,cali (ct),lunes,14:00:00,pance e22,urbana,vias publicas,contundentes,a pie,a pie,43,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2011-03-07,valle,cali (ct),lunes,16:00:00,san nicolas e3,urbana,hospitales,no reportado,a pie,a pie,26,femenino,soltero,colombia,independiente,no reportado,superior,76001000
2011-03-07,valle,cali (ct),lunes,16:11:00,villa del sur e11,urbana,casas de habitacion,no reportado,a pie,a pie,33,femenino,union libre,colombia,independiente,no reportado,superior,76001000
2011-03-08,valle,cali (ct),martes,11:00:00,palmeras del norte  e5,urbana,oficinas,no reportado,vehiculo,a pie,45,masculino,casado,colombia,independiente,no reportado,secundaria,76001000
2011-03-08,valle,cali (ct),martes,16:00:00,normandia e2,urbana,vias publicas,no reportado,a pie,a pie,39,masculino,soltero,colombia,independiente,no reportado,secundaria,76001000
2011-03-08,valle,cali (ct),martes,23:30:00,,urbana,casas de habitacion,arma de fuego,a pie,a pie,36,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2011-03-09,valle,cali (ct),miercoles,11:00:00,sector transito mpal e5,urbana,,no reportado,a pie,a pie,51,masculino,union libre,colombia,independiente,no reportado,secundaria,76001000
2011-03-09,valle,cali (ct),miercoles,13:19:00,versalles e2,urbana,local comercial,no reportado,a pie,a pie,55,femenino,casado,colombia,empleado particular,no reportado,superior,76001000
2011-03-09,valle,cali (ct),miercoles,13:45:00,nueva floresta e12,urbana,"colegios, escuelas",arma de fuego,a pie,a pie,55,femenino,union libre,colombia,independiente,no reportado,superior,76001000
2011-03-09,valle,cali (ct),miercoles,17:30:00,el ingenio e17,urbana,casas de habitacion,no reportado,a pie,a pie,27,femenino,soltero,colombia,empleado particular,publicista,superior,76001000
2011-03-09,valle,cali (ct),miercoles,20:30:00,jose m. marroquin ii e14,urbana,vias publicas,no reportado,a pie,a pie,37,masculino,union libre,colombia,ama de casa,no reportado,primaria,76001000
2011-03-10,valle,cali (ct),jueves,10:37:00,vallado e15,urbana,casas de habitacion,no reportado,a pie,a pie,18,femenino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2011-03-10,valle,cali (ct),jueves,17:30:00,santa clara e10,urbana,vias publicas,no reportado,a pie,a pie,35,masculino,casado,colombia,empleado particular,no reportado,superior,76001000
2011-03-10,valle,cali (ct),jueves,19:17:00,desepaz invicali e21,urbana,casas de habitacion,no reportado,a pie,a pie,43,femenino,soltero,colombia,ama de casa,no reportado,primaria,76001000
2011-03-11,valle,cali (ct),viernes,00:00:00,primavera e11,urbana,dentro de la vivienda,no reportado,a pie,a pie,49,femenino,divorciado,colombia,independiente,no reportado,primaria,76001000
2011-03-11,valle,cali (ct),viernes,14:00:00,las granjas e10,urbana,vias publicas,arma de fuego,a pie,a pie,28,femenino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2011-03-12,valle,cali (ct),sabado,00:00:00,san cayetano e3,urbana,casas de habitacion,no reportado,a pie,a pie,60,masculino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2011-03-12,valle,cali (ct),sabado,11:00:00,desepaz invicali e21,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,46,femenino,union libre,no reportado,independiente,no reportado,secundaria,76001000
2011-03-12,valle,cali (ct),sabado,12:00:00,los guayacanes e5,urbana,vias publicas,arma de fuego,a pie,a pie,42,masculino,casado,colombia,independiente,no reportado,secundaria,76001000
2011-03-12,valle,cali (ct),sabado,14:00:00,el lido e19,urbana,vias publicas,no reportado,a pie,a pie,40,femenino,soltero,colombia,desempleado,no reportado,primaria,76001000
2011-03-12,valle,cali (ct),sabado,15:45:00,terron colorado e1,urbana,vias publicas,arma de fuego,a pie,a pie,44,masculino,soltero,colombia,comerciante,no reportado,secundaria,76001000
2011-03-12,valle,cali (ct),sabado,16:30:00,el rodeo e12,urbana,,arma de fuego,a pie,a pie,37,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000
2011-03-12,valle,cali (ct),sabado,19:00:00,el jardin e11,urbana,vias publicas,arma de fuego,a pie,a pie,36,masculino,union libre,colombia,independiente,no reportado,tecnico,76001000
2011-03-12,valle,cali (ct),sabado,19:30:00,alfonso b. aragon e14,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,57,masculino,soltero,colombia,independiente,no reportado,secundaria,76001000
2011-03-13,valle,cali (ct),domingo,08:30:00,marroquin i e14,urbana,,arma de fuego,a pie,a pie,42,masculino,union libre,colombia,independiente,no reportado,secundaria,76001000
2011-03-13,valle,cali (ct),domingo,09:00:00,mojica e15,urbana,,arma de fuego,a pie,a pie,45,masculino,casado,colombia,comerciante,no reportado,primaria,76001000
2011-03-13,valle,cali (ct),domingo,18:00:00,los lagos e13,urbana,casas de habitacion,no reportado,a pie,a pie,31,masculino,union libre,colombia,empleado particular,no reportado,primaria,76001000
2011-03-13,valle,cali (ct),domingo,21:30:00,chiminangos i e5,urbana,vias publicas,no reportado,a pie,a pie,40,masculino,union libre,colombia,empleado particular,tecnico en mercadeo,superior,76001000
2011-03-14,valle,cali (ct),lunes,19:40:00,jose m. marroquin ii e14,urbana,,arma de fuego,a pie,a pie,26,masculino,casado,colombia,independiente,no reportado,superior,76001000
2011-03-15,valle,cali (ct),martes,10:30:00,manzanares e4,urbana,almacenes,no reportado,a pie,a pie,25,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2011-03-15,valle,cali (ct),martes,13:40:00,sector transito mpal e5,urbana,vias publicas,arma de fuego,a pie,a pie,41,masculino,casado,colombia,independiente,no reportado,primaria,76001000
2011-03-15,valle,cali (ct),martes,15:00:00,san antonio e3,urbana,vias publicas,arma de fuego,a pie,a pie,33,femenino,soltero,no reportado,independiente,no reportado,tecnico,76001000
2011-03-15,valle,cali (ct),martes,18:30:00,siete de agosto e7,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,34,masculino,soltero,colombia,independiente,no reportado,secundaria,76001000
2011-03-16,valle,cali (ct),miercoles,06:30:00,obrero e9,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,67,masculino,union libre,no reportado,sindicalista,no reportado,tecnico,76001000
2011-03-16,valle,cali (ct),miercoles,12:00:00,san pedro e3,urbana,local comercial,arma de fuego,a pie,a pie,60,masculino,casado,colombia,independiente,no reportado,primaria,76001000
2011-03-16,valle,cali (ct),miercoles,12:10:00,siloe e20,urbana,vias publicas,arma de fuego,a pie,a pie,40,femenino,union libre,colombia,independiente,no reportado,primaria,76001000
2011-03-17,valle,cali (ct),jueves,09:30:00,ciudad 2000 e16,urbana,vias publicas,no reportado,a pie,a pie,35,masculino,union libre,colombia,empleado particular,no reportado,primaria,76001000
2011-03-17,valle,cali (ct),jueves,12:30:00,jose m. marroquin ii e14,urbana,"colegios, escuelas",no reportado,a pie,a pie,51,femenino,casado,colombia,empleado publico,no reportado,superior,76001000
2011-03-17,valle,cali (ct),jueves,13:00:00,chiminangos i e5,urbana,,contundentes,a pie,a pie,14,masculino,soltero,colombia,estudiante,no reportado,secundaria,76001000
2011-03-17,valle,cali (ct),jueves,13:00:00,chiminangos i e5,urbana,,contundentes,a pie,a pie,15,masculino,soltero,colombia,estudiante,no reportado,secundaria,76001000
2011-03-18,valle,cali (ct),viernes,12:00:00,san judas tadeo i e10,urbana,talleres,arma de fuego,a pie,a pie,36,masculino,union libre,no reportado,independiente,no reportado,tecnico,76001000
2011-03-18,valle,cali (ct),viernes,19:40:00,napoles e18,urbana,local comercial,no reportado,conductor motocicleta,a pie,28,masculino,casado,colombia,independiente,fisioterapeuta,superior,76001000
2011-03-19,valle,cali (ct),sabado,12:30:00,brisas de los alamos e2,urbana,vias publicas,no reportado,vehiculo,vehiculo,61,masculino,casado,colombia,pensionado,no reportado,tecnico,76001000
2011-03-19,valle,cali (ct),sabado,15:30:00,siete de agosto e7,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,23,masculino,soltero,colombia,independiente,no reportado,tecnico,76001000
2011-03-20,valle,cali (ct),domingo,08:00:00,,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,34,femenino,union libre,no reportado,independiente,no reportado,secundaria,76001000
2011-03-20,valle,cali (ct),domingo,09:40:00,ciudadela floralia e6,urbana,casas de habitacion,no reportado,a pie,a pie,55,femenino,casado,colombia,independiente,no reportado,secundaria,76001000
2011-03-20,valle,cali (ct),domingo,19:00:00,manuela beltran e14,urbana,vias publicas,arma de fuego,a pie,a pie,25,masculino,soltero,colombia,empleado policial,no reportado,secundaria,76001000
2011-03-20,valle,cali (ct),domingo,20:30:00,siete de agosto e7,urbana,,arma de fuego,a pie,a pie,30,masculino,divorciado,colombia,independiente,no reportado,superior,76001000
2011-03-21,valle,cali (ct),lunes,10:45:00,la flora e2,urbana,casas de habitacion,arma de fuego,a pie,a pie,77,masculino,union libre,colombia,independiente,no reportado,secundaria,76001000
2011-03-21,valle,cali (ct),lunes,11:31:00,los andes e5,urbana,casas de habitacion,no reportado,a pie,a pie,48,femenino,separado,colombia,independiente,no reportado,tecnologo,76001000
2011-03-21,valle,cali (ct),lunes,23:00:00,ciudadela floralia e6,urbana,vias publicas,no reportado,a pie,a pie,49,masculino,union libre,colombia,independiente,no reportado,secundaria,76001000
2011-03-22,valle,cali (ct),martes,11:00:00,san pedro e3,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,51,femenino,union libre,no reportado,independiente,no reportado,secundaria,76001000
2011-03-22,valle,cali (ct),martes,14:00:00,el rodeo e12,urbana,vias publicas,arma de fuego,a pie,a pie,27,femenino,union libre,colombia,sindicalista,no reportado,secundaria,76001000
2011-03-22,valle,cali (ct),martes,15:00:00,san pedro e3,urbana,vias publicas,arma de fuego,a pie,a pie,31,masculino,union libre,colombia,comerciante,no reportado,secundaria,76001000
2011-03-23,valle,cali (ct),miercoles,03:30:00,el lido e19,urbana,restaurantes,no reportado,a pie,a pie,21,femenino,soltero,colombia,estudiante,no reportado,superior,76001000
2011-03-23,valle,cali (ct),miercoles,03:30:00,el lido e19,urbana,restaurantes,no reportado,a pie,a pie,34,masculino,casado,colombia,independiente,ingeniero industrial,superior,76001000
2011-03-23,valle,cali (ct),miercoles,10:00:00,san pedro e3,urbana,local comercial,arma de fuego,a pie,a pie,28,femenino,separado,no reportado,comerciante,no reportado,secundaria,76001000
2011-03-24,valle,cali (ct),jueves,14:00:00,nueva floresta e12,urbana,vias publicas,arma de fuego,a pie,a pie,21,masculino,no reportado,colombia,empleado policial,no reportado,secundaria,76001000
2011-03-24,valle,cali (ct),jueves,15:00:00,la gran colombia e11,urbana,vias publicas,no reportado,a pie,a pie,52,femenino,casado,colombia,independiente,no reportado,secundaria,76001000
2011-03-25,valle,cali (ct),viernes,17:00:00,jose m. marroquin ii e14,urbana,"colegios, escuelas",no reportado,a pie,a pie,62,masculino,casado,colombia,empleado publico,no reportado,superior,76001000
2011-03-25,valle,cali (ct),viernes,18:30:00,primero de mayo e17,urbana,casas de habitacion,no reportado,a pie,a pie,22,masculino,soltero,colombia,empleado policial,policia,superior,76001000
2011-03-27,valle,cali (ct),domingo,15:30:00,el retiro e15,urbana,vias publicas,arma de fuego,a pie,a pie,35,femenino,union libre,colombia,ama de casa,no reportado,secundaria,76001000
2011-03-28,valle,cali (ct),lunes,13:00:00,el limonar e17,urbana,casas de habitacion,no reportado,a pie,a pie,28,femenino,soltero,colombia,empleado particular,psicologo,superior,76001000
2011-03-28,valle,cali (ct),lunes,16:00:00,la rivera e5,urbana,casas de habitacion,no reportado,a pie,a pie,32,masculino,soltero,colombia,independiente,no reportado,secundaria,76001000
2011-03-28,valle,cali (ct),lunes,19:15:00,prados del norte e2,urbana,conjunto residencial,no reportado,a pie,a pie,42,masculino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2011-03-28,valle,cali (ct),lunes,22:00:00,benjamin herrera e8,urbana,vias publicas,no reportado,a pie,a pie,40,masculino,divorciado,colombia,empleado particular,no reportado,secundaria,76001000
2011-03-29,valle,cali (ct),martes,16:15:00,primero de mayo e17,urbana,casas de habitacion,no reportado,a pie,a pie,27,femenino,soltero,colombia,empleado particular,abogado,superior,76001000
2011-03-29,valle,cali (ct),martes,21:43:00,villa del lago e13,urbana,casas de habitacion,no reportado,a pie,a pie,33,femenino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2011-03-30,valle,cali (ct),miercoles,10:00:00,san luis e6,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,22,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000
2011-03-30,valle,cali (ct),miercoles,11:30:00,san pedro e3,urbana,oficinas,arma de fuego,a pie,a pie,53,femenino,union libre,no reportado,empleado publico,no reportado,superior,76001000
2011-03-30,valle,cali (ct),miercoles,18:10:00,ciudad cordoba e15,urbana,vias publicas,arma de fuego,a pie,a pie,36,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000
2011-03-31,valle,cali (ct),jueves,13:30:00,los farallones e18,urbana,,arma blanca,a pie,a pie,36,femenino,casado,no reportado,independiente,no reportado,superior,76001000
2011-03-31,valle,cali (ct),jueves,18:59:00,san pedro e3,urbana,vias publicas,arma de fuego,a pie,a pie,35,masculino,union libre,colombia,sindicalista,no reportado,secundaria,76001000
2011-03-31,valle,cali (ct),jueves,20:00:00,pampa linda e19,urbana,universidades,no reportado,a pie,a pie,40,masculino,casado,colombia,empleado publico,no reportado,superior,76001000
2011-04-02,valle,cali (ct),sabado,17:32:00,melendez e18,urbana,universidades,arma de fuego,a pie,a pie,41,femenino,soltero,colombia,empleado particular,no reportado,superior,76001000
2011-04-04,valle,cali (ct),lunes,09:00:00,unicentro cali e17,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,36,femenino,soltero,no reportado,empleado particular,abogado,superior,76001000
2011-04-04,valle,cali (ct),lunes,11:15:00,santa teresita e2,urbana,oficinas,no reportado,a pie,a pie,39,masculino,casado,colombia,empleado particular,administrador de empresas,superior,76001000
2011-04-05,valle,cali (ct),martes,09:04:00,primero de mayo e17,urbana,apartamento en conjunto cerrado,no reportado,a pie,a pie,30,masculino,soltero,colombia,empleado particular,no reportado,tecnico,76001000
2011-04-06,valle,cali (ct),miercoles,07:10:00,pampa linda e19,urbana,universidades,no reportado,a pie,a pie,39,masculino,casado,colombia,empleado publico,economista,superior,76001000
2011-04-06,valle,cali (ct),miercoles,15:00:00,el ingenio e17,urbana,casas de habitacion,no reportado,a pie,a pie,28,masculino,union libre,colombia,empleado salud,no reportado,tecnico,76001000
2011-04-07,valle,cali (ct),jueves,07:00:00,ciudad modelo e11,urbana,casas de habitacion,no reportado,a pie,a pie,54,femenino,soltero,colombia,pensionado,no reportado,secundaria,76001000
2011-04-07,valle,cali (ct),jueves,19:00:00,valle del lili e17,urbana,casas de habitacion,no reportado,a pie,a pie,58,femenino,soltero,colombia,educador,licenciado,superior,76001000
2011-04-08,valle,cali (ct),viernes,08:00:00,marroquin i e14,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,49,femenino,divorciado,colombia,independiente,no reportado,secundaria,76001000
2011-04-08,valle,cali (ct),viernes,13:16:00,metropolitano del norte e5,urbana,casas de habitacion,no reportado,a pie,a pie,35,masculino,union libre,colombia,independiente,no reportado,secundaria,76001000
2011-04-08,valle,cali (ct),viernes,15:20:00,vipasa e2,urbana,vias publicas,arma de fuego,a pie,a pie,19,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000
2011-04-08,valle,cali (ct),viernes,18:30:00,jose m. marroquin ii e14,urbana,vias publicas,no reportado,a pie,a pie,26,masculino,casado,colombia,empleado policial,no reportado,secundaria,76001000
2011-04-09,valle,cali (ct),sabado,10:30:00,san pedro e3,urbana,oficinas,arma de fuego,a pie,a pie,34,masculino,union libre,no reportado,independiente,no reportado,secundaria,76001000
2011-04-09,valle,cali (ct),sabado,10:50:00,el jardin,urbana,centro comercial,no reportado,a pie,a pie,46,masculino,casado,colombia,empleado particular,no reportado,superior,76001000
2011-04-09,valle,cali (ct),sabado,17:00:00,ciudadela floralia e6,urbana,casas de habitacion,no reportado,a pie,a pie,51,masculino,casado,colombia,educador,no reportado,secundaria,76001000
2011-04-09,valle,cali (ct),sabado,18:00:00,puerto mallarino e7,urbana,dentro de la vivienda,no reportado,a pie,a pie,38,femenino,union libre,no reportado,ama de casa,no reportado,secundaria,76001000
2011-04-10,valle,cali (ct),domingo,04:45:00,menga e2,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,62,masculino,casado,egipto,independiente,no reportado,superior,76001000
2011-04-11,valle,cali (ct),lunes,08:30:00,san juan bosco e3,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,55,femenino,soltero,colombia,educador,no reportado,superior,76001000
2011-04-11,valle,cali (ct),lunes,16:00:00,alirio mora beltran e14,urbana,vias publicas,arma de fuego,a pie,a pie,38,masculino,soltero,colombia,independiente,no reportado,secundaria,76001000
2011-04-12,valle,cali (ct),martes,07:00:00,los chorros e18,urbana,dentro de la vivienda,no reportado,a pie,a pie,21,femenino,soltero,colombia,estudiante,no reportado,superior,76001000
2011-04-12,valle,cali (ct),martes,07:56:00,villa san marcos e14,urbana,casas de habitacion,no reportado,a pie,a pie,39,masculino,casado,no reportado,desempleado,no reportado,secundaria,76001000
2011-04-12,valle,cali (ct),martes,10:24:00,la flora e2,urbana,almacenes,arma de fuego,a pie,a pie,43,masculino,casado,colombia,independiente,no reportado,superior,76001000
2011-04-12,valle,cali (ct),martes,15:00:00,municipal e8,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,41,femenino,casado,colombia,independiente,no reportado,superior,76001000
2011-04-13,valle,cali (ct),miercoles,10:30:00,los naranjos i e14,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,26,masculino,union libre,colombia,independiente,no reportado,secundaria,76001000
2011-04-13,valle,cali (ct),miercoles,16:00:00,comfenalco e6,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,20,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000
2011-04-13,valle,cali (ct),miercoles,17:00:00,granada e2,urbana,oficinas,arma de fuego,a pie,a pie,44,masculino,casado,colombia,independiente,no reportado,superior,76001000
2011-04-14,valle,cali (ct),jueves,14:30:00,marroquin iii e13,urbana,talleres latoneria,arma de fuego,a pie,a pie,33,femenino,union libre,no reportado,ama de casa,no reportado,tecnico,76001000
2011-04-14,valle,cali (ct),jueves,15:00:00,san pedro e3,urbana,oficinas,arma de fuego,a pie,a pie,34,masculino,casado,colombia,independiente,no reportado,secundaria,76001000
2011-04-15,valle,cali (ct),viernes,09:00:00,el poblado ii e13,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,37,femenino,casado,colombia,ama de casa,no reportado,secundaria,76001000
2011-04-15,valle,cali (ct),viernes,21:00:00,ciudadela floralia e6,urbana,vias publicas,arma de fuego,vehiculo,a pie,25,masculino,soltero,colombia,independiente,no reportado,secundaria,76001000
2011-04-16,valle,cali (ct),sabado,08:00:00,prados de oriente e11,urbana,casas de habitacion,no reportado,no reportado,no reportado,48,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2011-04-17,valle,cali (ct),domingo,09:00:00,ciudadela floralia e6,urbana,vias publicas,no reportado,a pie,a pie,36,femenino,soltero,colombia,independiente,no reportado,primaria,76001000
2011-04-17,valle,cali (ct),domingo,16:40:00,belalcazar e9,urbana,casas de habitacion,no reportado,a pie,a pie,31,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000
2011-04-17,valle,cali (ct),domingo,20:30:00,obrero e9,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,47,masculino,casado,colombia,independiente,no reportado,primaria,76001000
2011-04-17,valle,cali (ct),domingo,22:30:00,ciudadela confandi e17,urbana,vias publicas,no reportado,conductor motocicleta,a pie,31,femenino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2011-04-18,valle,cali (ct),lunes,21:00:00,los comuneros i e15,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,29,masculino,casado,no reportado,independiente,no reportado,secundaria,76001000
2011-04-19,valle,cali (ct),martes,11:51:00,san fernando nuevo e19,urbana,oficinas,no reportado,a pie,a pie,39,masculino,separado,colombia,empleado particular,no reportado,superior,76001000
2011-04-19,valle,cali (ct),martes,17:30:00,salomia e4,urbana,casas de habitacion,no reportado,a pie,a pie,20,femenino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2011-04-20,valle,cali (ct),miercoles,21:40:00,,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,27,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000
2011-04-22,valle,cali (ct),viernes,12:00:00,lares de comfenalco e6,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,37,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000
2011-04-22,valle,cali (ct),viernes,12:00:00,cgto navarro e21,urbana,vias publicas,arma de fuego,a pie,a pie,60,masculino,soltero,colombia,empleado particular,no reportado,primaria,76001000
2011-04-22,valle,cali (ct),viernes,16:00:00,alto napoles e18,urbana,vias publicas,arma de fuego,a pie,a pie,40,femenino,soltero,colombia,independiente,no reportado,analfabeta,76001000
2011-04-22,valle,cali (ct),viernes,17:30:00,mojica e15,urbana,casas de habitacion,arma de fuego,a pie,a pie,29,masculino,union libre,colombia,empleado particular,no reportado,primaria,76001000
2011-04-23,valle,cali (ct),sabado,07:00:00,el sena e5,urbana,dentro de la vivienda,no reportado,a pie,a pie,19,masculino,soltero,colombia,estudiante,no reportado,superior,76001000
2011-04-23,valle,cali (ct),sabado,20:00:00,el cortijo e20,urbana,vias publicas,no reportado,a pie,a pie,26,femenino,viudo,colombia,desempleado,no reportado,primaria,76001000
2011-04-24,valle,cali (ct),domingo,19:00:00,san nicolas e3,urbana,hospitales,no reportado,a pie,a pie,26,femenino,casado,colombia,empleado particular,no reportado,tecnico,76001000
2011-04-25,valle,cali (ct),lunes,09:00:00,inv. brisas de comuneros  e15,urbana,vias publicas,arma de fuego,a pie,a pie,39,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2011-04-25,valle,cali (ct),lunes,10:00:00,tequendama e19,urbana,oficinas,arma de fuego,a pie,a pie,32,masculino,casado,no reportado,independiente,no reportado,superior,76001000
2011-04-25,valle,cali (ct),lunes,16:20:00,villa del prado e5,urbana,casas de habitacion,contundentes,a pie,a pie,18,masculino,soltero,colombia,etnia indigena,no reportado,superior,76001000
2011-04-25,valle,cali (ct),lunes,18:00:00,alfonso lopez iii e7,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,31,masculino,union libre,colombia,independiente,no reportado,secundaria,76001000
2011-04-25,valle,cali (ct),lunes,19:50:00,puertas del sol e14,urbana,casas de habitacion,no reportado,a pie,a pie,25,femenino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2011-04-25,valle,cali (ct),lunes,20:00:00,puertas del sol e14,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,55,femenino,union libre,colombia,ama de casa,no reportado,secundaria,76001000
2011-04-26,valle,cali (ct),martes,06:20:00,urbanizacion calimio e6,urbana,"colegios, escuelas",contundentes,a pie,a pie,40,masculino,casado,colombia,empleado particular,no reportado,superior,76001000
2011-04-26,valle,cali (ct),martes,06:20:00,urbanizacion calimio e6,urbana,"colegios, escuelas",contundentes,a pie,a pie,44,femenino,casado,colombia,empleado particular,licenciado,superior,76001000
