fecha,departamento,municipio,dia,hora,barrio,zona,clase_sitio,arma_empleada,movil_agresor,movil_victima,edad,sexo,estado_civil,pais_nace,clase_empleado,profesion,escolaridad,codigo_dane
2010-01-12,valle,cali (ct),martes,14:30:00,siete de agosto e7,urbana,oficinas,no reportado,a pie,a pie,49,femenino,soltero,colombia,empleado particular,no reportado,superior,76001000
2010-01-12,valle,cali (ct),martes,16:00:00,alameda e9,urbana,vias publicas,arma de fuego,a pie,a pie,30,masculino,casado,colombia,empleado particular,no reportado,superior,76001000
2010-01-12,valle,cali (ct),martes,18:00:00,san fernando nuevo e19,urbana,apartamento,contundentes,a pie,a pie,29,femenino,casado,colombia,empleado particular,no reportado,superior,76001000
2010-01-13,valle,cali (ct),miercoles,10:00:00,brisas de los alamos e2,urbana,dentro de la vivienda,no reportado,a pie,a pie,59,femenino,casado,colombia,ama de casa,no reportado,superior,76001000
2010-01-13,valle,cali (ct),miercoles,19:00:00,urbanizacion desepaz e21,urbana,vias publicas,contundentes,a pie,a pie,19,femenino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2010-01-14,valle,cali (ct),jueves,00:00:00,prados del sur e18,urbana,vias publicas,no reportado,a pie,a pie,57,femenino,soltero,colombia,ama de casa,no reportado,primaria,76001000
2010-01-14,valle,cali (ct),jueves,07:00:00,la rivera e5,urbana,instalaciones de la policia,no reportado,a pie,a pie,35,femenino,soltero,colombia,empleado policial,policia,superior,76001000
2010-01-14,valle,cali (ct),jueves,11:30:00,chapinero e8,urbana,casas de habitacion,no reportado,a pie,a pie,23,masculino,casado,no reportado,empleado particular,no reportado,secundaria,76001000
2010-01-14,valle,cali (ct),jueves,14:00:00,puertas del sol e14,urbana,dentro de la vivienda,no reportado,a pie,a pie,43,masculino,soltero,colombia,empleado particular,no reportado,primaria,76001000
2010-01-14,valle,cali (ct),jueves,15:00:00,sucre e9,urbana,local comercial,no reportado,a pie,a pie,36,femenino,viudo,colombia,empleado particular,no reportado,primaria,76001000
2010-01-14,valle,cali (ct),jueves,16:30:00,alto melendez  e18,urbana,casas de habitacion,arma de fuego,a pie,a pie,54,masculino,divorciado,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-14,valle,cali (ct),jueves,17:00:00,alfonso lopez ii e7,urbana,vias publicas,no reportado,a pie,a pie,26,femenino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2010-01-14,valle,cali (ct),jueves,18:30:00,los comuneros ii e13,urbana,casas de habitacion,no reportado,a pie,a pie,35,femenino,soltero,colombia,empleado particular,no reportado,superior,76001000
2010-01-14,valle,cali (ct),jueves,19:30:00,pance e22,rural,dentro de la vivienda,no reportado,a pie,a pie,54,masculino,union libre,colombia,empleado particular,no reportado,tecnico,76001000
2010-01-15,valle,cali (ct),viernes,14:00:00,vistahermosa e1,urbana,vias publicas,no reportado,a pie,a pie,32,masculino,union libre,colombia,desempleado,no reportado,secundaria,76001000
2010-01-15,valle,cali (ct),viernes,15:00:00,petecuy ii e6,urbana,casas de habitacion,no reportado,a pie,a pie,43,femenino,viudo,colombia,empleado particular,no reportado,primaria,76001000
2010-01-15,valle,cali (ct),viernes,19:00:00,cgto montebello e1,urbana,casas de habitacion,no reportado,a pie,a pie,41,femenino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-16,valle,cali (ct),sabado,00:00:00,ciudad cordoba e15,urbana,vias publicas,arma blanca,a pie,a pie,34,femenino,union libre,colombia,desempleado,no reportado,secundaria,76001000
2010-01-16,valle,cali (ct),sabado,05:00:00,torres de confandi e5,urbana,apartamento,no reportado,a pie,a pie,39,masculino,divorciado,colombia,empleado particular,ingeniero quimico,superior,76001000
2010-01-16,valle,cali (ct),sabado,16:00:00,san luis e6,urbana,casas de habitacion,no reportado,a pie,a pie,18,femenino,soltero,colombia,empleado particular,no reportado,tecnico,76001000
2010-01-17,valle,cali (ct),domingo,00:00:00,guayaquil e9,urbana,casas de habitacion,no reportado,a pie,a pie,60,femenino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-17,valle,cali (ct),domingo,13:30:00,los lagos e13,urbana,vias publicas,arma de fuego,a pie,a pie,43,masculino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-17,valle,cali (ct),domingo,18:30:00,petecuy ii e6,urbana,vias publicas,contundentes,a pie,a pie,21,femenino,union libre,no reportado,ama de casa,no reportado,primaria,76001000
2010-01-17,valle,cali (ct),domingo,20:30:00,villanueva e12,urbana,vias publicas,no reportado,a pie,a pie,28,femenino,soltero,colombia,ama de casa,no reportado,tecnico,76001000
2010-01-18,valle,cali (ct),lunes,07:30:00,vipasa e2,urbana,vias publicas,contundentes,a pie,a pie,34,masculino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-18,valle,cali (ct),lunes,11:00:00,vallado e15,urbana,local comercial,no reportado,a pie,a pie,47,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000
2010-01-18,valle,cali (ct),lunes,11:00:00,inv. cinta sardi e13,urbana,vias publicas,no reportado,a pie,a pie,41,femenino,union libre,colombia,ama de casa,no reportado,secundaria,76001000
2010-01-18,valle,cali (ct),lunes,12:00:00,los parques e5,urbana,vias publicas,contundentes,a pie,a pie,13,masculino,soltero,colombia,estudiante,no reportado,primaria,76001000
2010-01-18,valle,cali (ct),lunes,15:41:00,san pedro e3,urbana,oficinas,no reportado,a pie,a pie,49,masculino,soltero,colombia,empleado particular,no reportado,superior,76001000
2010-01-18,valle,cali (ct),lunes,16:30:00,versalles e2,urbana,oficinas,contundentes,a pie,a pie,53,masculino,casado,colombia,empleado particular,no reportado,tecnico,76001000
2010-01-19,valle,cali (ct),martes,17:49:00,jorge eliecer gaitan e6,urbana,casas de habitacion,no reportado,a pie,a pie,51,femenino,separado,colombia,ama de casa,no reportado,secundaria,76001000
2010-01-19,valle,cali (ct),martes,19:30:00,alfonso lopez i e7,urbana,casas de habitacion,no reportado,a pie,a pie,18,masculino,soltero,colombia,estudiante,no reportado,superior,76001000
2010-01-19,valle,cali (ct),martes,19:50:00,san vicente e2,urbana,casas de habitacion,no reportado,a pie,a pie,27,masculino,soltero,colombia,empleado particular,no reportado,superior,76001000
2010-01-19,valle,cali (ct),martes,23:00:00,pacara e2,urbana,dentro de la vivienda,no reportado,a pie,a pie,30,femenino,divorciado,colombia,empleado particular,no reportado,superior,76001000
2010-01-19,valle,cali (ct),martes,23:32:00,primavera e11,urbana,casas de habitacion,contundentes,a pie,a pie,22,femenino,soltero,colombia,ama de casa,no reportado,secundaria,76001000
2010-01-20,valle,cali (ct),miercoles,00:00:00,union de vivienda popular e16,urbana,casas de habitacion,no reportado,a pie,a pie,73,femenino,casado,colombia,desempleado,no reportado,primaria,76001000
2010-01-20,valle,cali (ct),miercoles,08:41:00,santa isabel e19,urbana,casas de habitacion,contundentes,a pie,a pie,55,masculino,casado,colombia,empleado particular,odontologo,superior,76001000
2010-01-20,valle,cali (ct),miercoles,12:12:00,republica israel e16,urbana,hospitales,arma de fuego,a pie,a pie,51,femenino,union libre,colombia,empleado particular,abogado,superior,76001000
2010-01-20,valle,cali (ct),miercoles,14:20:00,santo domingo e10,urbana,casas de habitacion,no reportado,a pie,a pie,55,femenino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-20,valle,cali (ct),miercoles,16:30:00,asturias e12,urbana,dentro de la vivienda,no reportado,a pie,a pie,38,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-20,valle,cali (ct),miercoles,18:00:00,el lido e19,urbana,instalaciones de la policia,contundentes,a pie,a pie,23,masculino,soltero,colombia,empleado policial,policia,secundaria,76001000
2010-01-20,valle,cali (ct),miercoles,20:00:00,caldas e18,urbana,vias publicas,contundentes,a pie,a pie,49,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-21,valle,cali (ct),jueves,10:00:00,20 de julio e11,urbana,casas de habitacion,no reportado,a pie,a pie,23,femenino,soltero,colombia,empleado particular,no reportado,tecnico,76001000
2010-01-21,valle,cali (ct),jueves,16:50:00,pampa linda e19,urbana,casas de habitacion,contundentes,a pie,a pie,47,femenino,soltero,colombia,empleado particular,licenciado,superior,76001000
2010-01-22,valle,cali (ct),viernes,00:00:00,cristobal colon e10,urbana,dentro de la vivienda,no reportado,a pie,a pie,29,femenino,soltero,colombia,empleado particular,no reportado,tecnologo,76001000
2010-01-22,valle,cali (ct),viernes,10:00:00,las ceibas e7,urbana,dentro de la vivienda,no reportado,a pie,a pie,34,masculino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-22,valle,cali (ct),viernes,15:00:00,par. monaco e20,urbana,casas de habitacion,arma de fuego,a pie,a pie,32,femenino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-22,valle,cali (ct),viernes,16:00:00,el retiro e15,urbana,vias publicas,arma de fuego,a pie,a pie,65,masculino,casado,colombia,independiente,no reportado,primaria,76001000
2010-01-23,valle,cali (ct),sabado,06:30:00,las orquideas e14,urbana,dentro de la vivienda,no reportado,a pie,a pie,26,femenino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-23,valle,cali (ct),sabado,10:10:00,los alcazares e6,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,38,masculino,union libre,colombia,independiente,no reportado,secundaria,76001000
2010-01-23,valle,cali (ct),sabado,12:30:00,el dorado e10,urbana,dentro de la vivienda,no reportado,a pie,a pie,36,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-23,valle,cali (ct),sabado,14:00:00,los pinos e7,urbana,dentro de la vivienda,no reportado,a pie,a pie,29,masculino,casado,colombia,empleado particular,no reportado,tecnico,76001000
2010-01-23,valle,cali (ct),sabado,19:30:00,diamante e13,urbana,vias publicas,no reportado,a pie,a pie,33,femenino,union libre,colombia,ama de casa,no reportado,primaria,76001000
2010-01-24,valle,cali (ct),domingo,00:00:00,diamante e13,urbana,vias publicas,contundentes,a pie,a pie,33,femenino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-25,valle,cali (ct),lunes,11:30:00,san luis e6,urbana,vias publicas,arma de fuego,a pie,a pie,17,femenino,soltero,colombia,ama de casa,no reportado,secundaria,76001000
2010-01-25,valle,cali (ct),lunes,15:30:00,tequendama e19,urbana,vias publicas,no reportado,a pie,a pie,47,masculino,divorciado,colombia,empleado particular,no reportado,superior,76001000
2010-01-25,valle,cali (ct),lunes,19:30:00,los alcazares e6,urbana,vias publicas,no reportado,a pie,a pie,39,femenino,soltero,colombia,empleado particular,no reportado,primaria,76001000
2010-01-26,valle,cali (ct),martes,00:00:00,las delicias,urbana,dentro de la vivienda,no reportado,a pie,a pie,56,masculino,union libre,no reportado,empleado particular,no reportado,secundaria,76001000
2010-01-26,valle,cali (ct),martes,08:00:00,republica israel e16,urbana,vias publicas,no reportado,a pie,a pie,29,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000
2010-01-26,valle,cali (ct),martes,10:00:00,san vicente e2,urbana,vias publicas,no reportado,a pie,a pie,67,masculino,casado,colombia,pensionado,no reportado,primaria,76001000
2010-01-26,valle,cali (ct),martes,12:00:00,los lagos e13,urbana,vias publicas,arma de fuego,no reportado,no reportado,36,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-27,valle,cali (ct),miercoles,00:00:00,las acacias e10,urbana,vias publicas,no reportado,a pie,a pie,42,masculino,no reportado,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-27,valle,cali (ct),miercoles,16:30:00,los alcazares e6,urbana,apartamento,no reportado,a pie,a pie,25,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-27,valle,cali (ct),miercoles,19:44:00,via jamundi e22,rural,universidades,no reportado,a pie,a pie,19,femenino,soltero,colombia,estudiante,no reportado,superior,76001000
2010-01-28,valle,cali (ct),jueves,00:00:00,sucre e9,urbana,,no reportado,a pie,a pie,39,femenino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-28,valle,cali (ct),jueves,08:00:00,ulpiano lloreda e13,urbana,dentro de la vivienda,no reportado,a pie,a pie,42,masculino,casado,colombia,empleado particular,no reportado,superior,76001000
2010-01-28,valle,cali (ct),jueves,08:00:00,ulpiano lloreda e13,urbana,dentro de la vivienda,no reportado,a pie,a pie,62,femenino,casado,colombia,ama de casa,no reportado,primaria,76001000
2010-01-28,valle,cali (ct),jueves,09:45:00,mojica e15,urbana,vias publicas,no reportado,a pie,a pie,34,masculino,casado,colombia,empleado particular,no reportado,superior,76001000
2010-01-28,valle,cali (ct),jueves,14:50:00,chiminangos i e5,urbana,casas de habitacion,arma blanca,a pie,a pie,34,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-28,valle,cali (ct),jueves,20:00:00,nueva tequendama e19,urbana,centro comercial,no reportado,a pie,a pie,38,masculino,casado,colombia,empleado publico,no reportado,superior,76001000
2010-01-28,valle,cali (ct),jueves,20:23:00,la flora e2,urbana,vias publicas,no reportado,a pie,a pie,49,femenino,soltero,colombia,empleado particular,no reportado,superior,76001000
2010-01-29,valle,cali (ct),viernes,10:00:00,colseguros andes e10,urbana,casas de habitacion,no reportado,a pie,a pie,38,masculino,casado,colombia,empleado particular,comunicador socialno reportadoperiodista,superior,76001000
2010-01-29,valle,cali (ct),viernes,13:00:00,guayaquil e9,urbana,vias publicas,no reportado,a pie,a pie,14,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000
2010-01-29,valle,cali (ct),viernes,19:30:00,versalles e2,urbana,,contundentes,a pie,a pie,39,masculino,soltero,colombia,empleado particular,no reportado,superior,76001000
2010-01-30,valle,cali (ct),sabado,18:00:00,mariano ramos e16,urbana,,arma de fuego,a pie,a pie,26,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2010-01-31,valle,cali (ct),domingo,00:00:00,san judas tadeo i e10,urbana,casas de habitacion,no reportado,a pie,a pie,48,femenino,union libre,colombia,empleado particular,no reportado,primaria,76001000
2010-01-31,valle,cali (ct),domingo,06:30:00,mariano ramos e16,urbana,vias publicas,no reportado,a pie,a pie,39,masculino,soltero,no reportado,empleado particular,no reportado,secundaria,76001000
2010-02-01,valle,cali (ct),lunes,00:00:00,la independencia e11,urbana,dentro de la vivienda,no reportado,a pie,a pie,51,femenino,soltero,colombia,empleado publico,licenciado,superior,76001000
2010-02-01,valle,cali (ct),lunes,00:00:00,puertas del sol e14,urbana,vias publicas,no reportado,a pie,a pie,44,femenino,union libre,colombia,empleado particular,no reportado,primaria,76001000
2010-02-01,valle,cali (ct),lunes,08:00:00,torres de confandi e5,urbana,apartamento,contundentes,a pie,a pie,47,masculino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2010-02-01,valle,cali (ct),lunes,08:55:00,porvenir e4,urbana,dentro de la vivienda,no reportado,a pie,a pie,48,masculino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2010-02-01,valle,cali (ct),lunes,13:19:00,granada e2,urbana,vias publicas,contundentes,a pie,a pie,39,masculino,soltero,colombia,empleado particular,abogado,superior,76001000
2010-02-01,valle,cali (ct),lunes,15:30:00,siloe e20,urbana,casas de habitacion,contundentes,a pie,a pie,80,masculino,soltero,colombia,empleado particular,no reportado,primaria,76001000
2010-02-02,valle,cali (ct),martes,09:30:00,manuela beltran e14,urbana,vias publicas,arma de fuego,a pie,a pie,35,femenino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2010-02-02,valle,cali (ct),martes,10:00:00,republica israel e16,urbana,casas de habitacion,no reportado,a pie,a pie,31,masculino,union libre,colombia,empleado policial,no reportado,secundaria,76001000
2010-02-02,valle,cali (ct),martes,10:00:00,el ingenio e17,urbana,vias publicas,contundentes,a pie,a pie,25,femenino,soltero,venezuela,desempleado,no reportado,superior,76001000
2010-02-02,valle,cali (ct),martes,17:00:00,,urbana,local comercial,contundentes,a pie,a pie,46,femenino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2010-02-02,valle,cali (ct),martes,21:00:00,manuela beltran e14,urbana,dentro de la vivienda,no reportado,a pie,a pie,49,femenino,union libre,no reportado,ama de casa,no reportado,no reportado,76001000
2010-02-03,valle,cali (ct),miercoles,00:00:00,republica israel e16,urbana,dentro de la vivienda,no reportado,a pie,a pie,35,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2010-02-03,valle,cali (ct),miercoles,00:00:00,el ingenio e17,urbana,dentro de la vivienda,no reportado,a pie,a pie,39,femenino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2010-02-03,valle,cali (ct),miercoles,12:30:00,siloe e20,urbana,vias publicas,contundentes,a pie,a pie,19,masculino,soltero,colombia,empleado policial,no reportado,secundaria,76001000
2010-02-03,valle,cali (ct),miercoles,20:10:00,la base,urbana,casas de habitacion,no reportado,a pie,a pie,23,femenino,casado,colombia,educador,no reportado,superior,76001000
2010-02-04,valle,cali (ct),jueves,10:00:00,puertas del sol e14,urbana,casas de habitacion,no reportado,a pie,a pie,52,femenino,union libre,colombia,empleado particular,no reportado,primaria,76001000
2010-02-05,valle,cali (ct),viernes,10:38:00,mariano ramos e16,urbana,casas de habitacion,no reportado,a pie,a pie,31,femenino,casado,colombia,ama de casa,no reportado,secundaria,76001000
2010-02-05,valle,cali (ct),viernes,14:30:00,ciudad cordoba e15,urbana,vias publicas,arma de fuego,a pie,a pie,38,masculino,casado,no reportado,empleado particular,no reportado,secundaria,76001000
2010-02-06,valle,cali (ct),sabado,02:30:00,siete de agosto e7,urbana,dentro de la vivienda,no reportado,a pie,a pie,20,femenino,divorciado,colombia,empleado particular,no reportado,secundaria,76001000
2010-02-07,valle,cali (ct),domingo,02:00:00,puertas del sol e14,urbana,casas de habitacion,no reportado,a pie,a pie,47,femenino,union libre,no reportado,ama de casa,no reportado,secundaria,76001000
2010-02-08,valle,cali (ct),lunes,10:00:00,junin e9,urbana,dentro de la vivienda,no reportado,a pie,a pie,34,femenino,soltero,colombia,empleado particular,no reportado,superior,76001000
2010-02-08,valle,cali (ct),lunes,11:00:00,versalles e2,urbana,vias publicas,no reportado,a pie,a pie,60,masculino,union libre,colombia,empleado particular,no reportado,primaria,76001000
2010-02-08,valle,cali (ct),lunes,13:30:00,alfonso b. aragon e14,urbana,vias publicas,no reportado,a pie,a pie,43,masculino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2010-02-08,valle,cali (ct),lunes,13:30:00,alfonso b. aragon e14,urbana,vias publicas,no reportado,no reportado,no reportado,43,masculino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2010-02-08,valle,cali (ct),lunes,15:30:00,el cedro e19,urbana,caseta vigilancia empresas,contundentes,a pie,a pie,41,femenino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2010-02-08,valle,cali (ct),lunes,20:00:00,aranjuez e9,urbana,casas de habitacion,no reportado,a pie,a pie,44,femenino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2010-02-09,valle,cali (ct),martes,13:30:00,vallado e15,urbana,vias publicas,arma de fuego,vehiculo,vehiculo,20,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2010-02-09,valle,cali (ct),martes,14:00:00,chipichape e2,urbana,casas de habitacion,no reportado,a pie,a pie,37,femenino,soltero,colombia,ama de casa,no reportado,tecnico,76001000
2010-02-09,valle,cali (ct),martes,14:30:00,,urbana,"colegios, escuelas",contundentes,a pie,a pie,62,femenino,divorciado,colombia,empleado particular,licenciado,superior,76001000
2010-02-09,valle,cali (ct),martes,16:00:00,san pedro e3,urbana,oficinas,contundentes,a pie,a pie,43,femenino,casado,colombia,empleado particular,disenador,superior,76001000
2010-02-09,valle,cali (ct),martes,20:30:00,tercer milenio e21,urbana,dentro de la vivienda,no reportado,a pie,a pie,41,femenino,soltero,colombia,ama de casa,no reportado,tecnologo,76001000
2010-02-09,valle,cali (ct),martes,20:30:00,la alianza e4,urbana,vias publicas,arma de fuego,conductor motocicleta,conductor motocicleta,49,masculino,union libre,colombia,empleado particular,no reportado,tecnico,76001000
2010-02-10,valle,cali (ct),miercoles,00:00:00,primitivo crespo e8,urbana,casas de habitacion,no reportado,a pie,a pie,24,femenino,soltero,no reportado,empleado particular,no reportado,primaria,76001000
2010-02-10,valle,cali (ct),miercoles,07:00:00,las orquideas e14,urbana,vias publicas,no reportado,a pie,a pie,40,femenino,soltero,colombia,ama de casa,no reportado,superior,76001000
2010-02-10,valle,cali (ct),miercoles,10:00:00,alfonso b. aragon e14,urbana,casas de habitacion,no reportado,a pie,a pie,32,femenino,union libre,colombia,empleado publico,abogado,superior,76001000
2010-02-11,valle,cali (ct),jueves,07:30:00,nueva tequendama e19,urbana,casas de habitacion,contundentes,a pie,a pie,65,femenino,soltero,colombia,empleado particular,tecnico empresarial,superior,76001000
2010-02-11,valle,cali (ct),jueves,13:30:00,el lido e19,urbana,"colegios, escuelas",no reportado,a pie,a pie,15,masculino,soltero,colombia,estudiante,no reportado,secundaria,76001000
2010-02-11,valle,cali (ct),jueves,17:00:00,el guabal e10,urbana,casas de habitacion,contundentes,a pie,a pie,44,femenino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2010-02-12,valle,cali (ct),viernes,07:00:00,villacolombia,urbana,dentro de la vivienda,arma blanca,a pie,a pie,35,masculino,union libre,no reportado,empleado particular,no reportado,secundaria,76001000
2010-02-12,valle,cali (ct),viernes,18:00:00,el guabal e10,urbana,dentro de la vivienda,no reportado,a pie,a pie,19,masculino,soltero,colombia,estudiante,no reportado,superior,76001000
2010-02-14,valle,cali (ct),domingo,21:06:00,san cayetano e3,urbana,casas de habitacion,contundentes,a pie,a pie,23,femenino,soltero,colombia,empleado particular,tecnico empresarial,tecnologo,76001000
