fecha,departamento,municipio,dia,hora,barrio,zona,clase_de_sitio,arma_empleada,movil_agresor,movil_victima,edad,sexo,estado_civil,pais_de_nacimiento,clase_de_empleado,profesion,escolaridad,codigo_dane
2013-01-01,valle,cali (ct),martes,00:00:00,los lagos e13,urbana,vias publicas,arma de fuego,a pie,a pie,16,masculino,soltero,colombia,estudiante,,primaria,76001000
2013-01-01,valle,cali (ct),martes,09:00:00,ciudad de los alamos e2,urbana,dentro de la vivienda,no reportado,a pie,a pie,38,masculino,union libre,colombia,comerciante,,superior,76001000
2013-01-02,valle,cali (ct),miercoles,00:00:00,ciudad capri e17,urbana,casas de habitacion,no reportado,a pie,a pie,53,masculino,soltero,colombia,empleado particular,,superior,76001000
2013-01-02,valle,cali (ct),miercoles,18:00:00,,urbana,casas de habitacion,contundentes,a pie,a pie,40,femenino,soltero,colombia,independiente,,tecnico,76001000
2013-01-02,valle,cali (ct),miercoles,21:00:00,cgto navarro e21,rural,vias publicas,no reportado,a pie,a pie,28,masculino,union libre,colombia,empleado policial,,secundaria,76001000
2013-01-03,valle,cali (ct),jueves,15:00:00,la paz e2,urbana,,no reportado,a pie,a pie,48,masculino,union libre,,independiente,,secundaria,76001000
2013-01-03,valle,cali (ct),jueves,14:00:00,cgto montebello e1,rural,casas de habitacion,contundentes,a pie,a pie,33,masculino,casado,colombia,empleado particular,,tecnico,76001000
2013-01-03,valle,cali (ct),jueves,12:00:00,siete de agosto e7,urbana,casas de habitacion,no reportado,a pie,a pie,32,masculino,union libre,colombia,empleado particular,,tecnico,76001000
2013-01-03,valle,cali (ct),jueves,21:00:00,vallado e15,urbana,casas de habitacion,no reportado,a pie,a pie,21,masculino,soltero,colombia,estudiante,,secundaria,76001000
2013-01-04,valle,cali (ct),viernes,11:00:00,union de vivienda popular e16,urbana,vias publicas,arma de fuego,conductor motocicleta,conductor vehiculo,37,femenino,soltero,,independiente,no reportada,superior,76001000
2013-01-04,valle,cali (ct),viernes,16:00:00,el vergel e13,urbana,vias publicas,arma de fuego,a pie,a pie,38,masculino,casado,colombia,independiente,,primaria,76001000
2013-01-04,valle,cali (ct),viernes,16:30:00,san pedro e3,urbana,vias publicas,,a pie,a pie,24,femenino,soltero,colombia,comerciante,,secundaria,76001000
2013-01-05,valle,cali (ct),sabado,00:00:00,los guaduales e6,urbana,vias publicas,no reportado,a pie,a pie,50,masculino,casado,colombia,empleado particular,,tecnico,76001000
2013-01-05,valle,cali (ct),sabado,00:00:00,ulpiano lloreda e13,urbana,casas de habitacion,arma de fuego,a pie,a pie,49,femenino,soltero,colombia,ama de casa,,primaria,76001000
2013-01-05,valle,cali (ct),sabado,10:00:00,villa del lago e13,urbana,,contundentes,a pie,a pie,56,femenino,casado,colombia,empleado particular,,tecnico,76001000
2013-01-05,valle,cali (ct),sabado,11:00:00,ciudadela floralia e6,urbana,vias publicas,no reportado,conductor motocicleta,a pie,40,masculino,soltero,colombia,empleado particular,,superior,76001000
2013-01-05,valle,cali (ct),sabado,14:00:00,antonio narino e16,urbana,casas de habitacion,arma de fuego,a pie,a pie,54,masculino,casado,colombia,independiente,,secundaria,76001000
2013-01-05,valle,cali (ct),sabado,13:31:00,eucaristico e19,urbana,dentro de la vivienda,no reportado,a pie,a pie,39,femenino,soltero,,empleado particular,ingenieria agronomica,superior,76001000
