fecha,departamento,municipio,dia,hora,barrio,zona,clase_sitio,arma_empleada,movil_agresor,movil_victima,clase_empresa,codigo_dane
2012-02-17,valle,cali (ct),viernes,14:15:00,metropolitano del norte e5,urbana,local comercial,arma de fuego,vehiculo,vehiculo,empresas transportadoras de valores,76001000
2012-02-17,valle,cali (ct),viernes,14:55:00,ciudad capri e17,urbana,local comercial,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-02-17,valle,cali (ct),viernes,16:30:00,urb. tequendama e19,urbana,almacenes,sin empleo de armas,a pie,a pie,supermercados,76001000
2012-02-18,valle,cali (ct),sabado,12:15:00,san vicente e2,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-02-18,valle,cali (ct),sabado,17:19:00,el cedro e19,urbana,almacenes,arma de fuego,conductor motocicleta,a pie,almacenes,76001000
2012-02-18,valle,cali (ct),sabado,21:40:00,alfonso lopez iii e7,urbana,"droguerias, farmacias",arma de fuego,a pie,a pie,droguerias y farmacias,76001000
2012-02-19,valle,cali (ct),domingo,15:20:00,manuela beltran e14,urbana,local comercial,arma de fuego,a pie,conductor motocicleta,almacenes,76001000
2012-02-19,valle,cali (ct),domingo,17:00:00,santa monica residencial e2,urbana,almacenes,sin empleo de armas,a pie,a pie,otra empreas comercial,76001000
2012-02-19,valle,cali (ct),domingo,22:20:00,eucaristico e19,urbana,local comercial,arma de fuego,a pie,a pie,otra empreas comercial,76001000
2012-02-19,valle,cali (ct),domingo,23:55:00,departamental e10,urbana,"droguerias, farmacias",arma de fuego,a pie,a pie,almacenes,76001000
2012-02-20,valle,cali (ct),lunes,02:21:00,el calvario e3,urbana,oficinas,cortantes,vehiculo,vehiculo,almacenes,76001000
2012-02-20,valle,cali (ct),lunes,18:00:00,san pedro e3,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-02-21,valle,cali (ct),martes,00:00:00,san pedro e3,urbana,"bares, cantinas y similares",sin empleo de armas,a pie,a pie,"cafes, bares y similares",76001000
2012-02-21,valle,cali (ct),martes,20:00:00,tequendama e19,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-02-22,valle,cali (ct),miercoles,17:10:00,los farallones e18,urbana,vias publicas,sin empleo de armas,a pie,a pie,servicios,76001000
2012-02-23,valle,cali (ct),jueves,15:40:00,calima e4,urbana,centro comercial,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-02-23,valle,cali (ct),jueves,18:15:00,san nicolas e3,urbana,local comercial,arma de fuego,a pie,a pie,oficinas,76001000
2012-02-23,valle,cali (ct),jueves,20:30:00,alameda e9,urbana,"droguerias, farmacias",arma de fuego,a pie,a pie,droguerias y farmacias,76001000
2012-02-24,valle,cali (ct),viernes,08:00:00,la flora e2,urbana,oficinas,sin empleo de armas,a pie,a pie,otra empreas comercial,76001000
2012-02-24,valle,cali (ct),viernes,17:30:00,la campina e2,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-02-24,valle,cali (ct),viernes,18:00:00,el limonar e17,urbana,oficinas,sin empleo de armas,a pie,a pie,hoteles y similares,76001000
2012-02-24,valle,cali (ct),viernes,18:30:00,el lido e19,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-02-25,valle,cali (ct),sabado,08:00:00,urbanizacion la flora e2,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-02-25,valle,cali (ct),sabado,18:20:00,tequendama e19,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-02-26,valle,cali (ct),domingo,02:30:00,san vicente e2,urbana,vias publicas,contundentes,a pie,a pie,servicios,76001000
2012-02-26,valle,cali (ct),domingo,11:40:00,unicentro cali e17,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-02-27,valle,cali (ct),lunes,03:00:00,la nueva base e8,urbana,local comercial,cortantes,a pie,a pie,"bodegas, depositos",76001000
2012-02-27,valle,cali (ct),lunes,08:30:00,lourdes e18,urbana,casinos,arma de fuego,a pie,a pie,oficinas,76001000
2012-02-27,valle,cali (ct),lunes,17:00:00,vallado e15,urbana,panaderias,contundentes,a pie,a pie,otra empreas comercial,76001000
2012-02-27,valle,cali (ct),lunes,18:20:00,san pedro e3,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-02-27,valle,cali (ct),lunes,20:05:00,la flora e2,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-02-27,valle,cali (ct),lunes,21:45:00,el limonar e17,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-02-28,valle,cali (ct),martes,07:30:00,las quintas de don simon e17,urbana,supermercados,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-02-28,valle,cali (ct),martes,11:25:00,san joaquin e17,urbana,almacenes,arma de fuego,a pie,a pie,almacenes,76001000
2012-02-28,valle,cali (ct),martes,11:40:00,multicentro e17,urbana,centro comercial,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-02-28,valle,cali (ct),martes,13:10:00,san pedro e3,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-02-28,valle,cali (ct),martes,15:00:00,el limonar e17,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-02-28,valle,cali (ct),martes,21:35:00,nueva floresta e12,urbana,local comercial,arma de fuego,a pie,a pie,oficinas,76001000
2012-02-29,valle,cali (ct),miercoles,12:00:00,san joaquin e17,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-02-29,valle,cali (ct),miercoles,18:00:00,junin e9,urbana,local comercial,arma de fuego,a pie,a pie,almacenes,76001000
2012-02-29,valle,cali (ct),miercoles,21:30:00,lares de comfenalco e6,urbana,local comercial,arma de fuego,a pie,a pie,oficinas,76001000
2012-03-01,valle,cali (ct),jueves,00:00:00,mariano ramos e16,urbana,"colegios, escuelas",sin empleo de armas,a pie,a pie,entidades publicas,76001000
2012-03-01,valle,cali (ct),jueves,16:50:00,chipichape e2,urbana,"droguerias, farmacias",sin empleo de armas,a pie,a pie,droguerias y farmacias,76001000
2012-03-01,valle,cali (ct),jueves,19:40:00,la campina e2,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-03-02,valle,cali (ct),viernes,00:01:00,brisas de los alamos e2,urbana,empresa,sin empleo de armas,a pie,a pie,otra empreas comercial,76001000
2012-03-02,valle,cali (ct),viernes,20:00:00,calima e4,urbana,centro comercial,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-03-02,valle,cali (ct),viernes,20:35:00,ciudad 2000 e16,urbana,supermercados,sin empleo de armas,a pie,a pie,supermercados,76001000
2012-03-02,valle,cali (ct),viernes,21:55:00,buenos aires e18,urbana,empresa,arma de fuego,a pie,a pie,"bodegas, depositos",76001000
2012-03-03,valle,cali (ct),sabado,08:00:00,colseguros andes e10,urbana,oficinas,contundentes,a pie,a pie,oficinas,76001000
2012-03-03,valle,cali (ct),sabado,11:00:00,los cambulos e19,urbana,oficinas,sin empleo de armas,a pie,a pie,oficinas,76001000
2012-03-03,valle,cali (ct),sabado,11:30:00,guayaquil e9,urbana,oficinas,arma de fuego,conductor motocicleta,a pie,oficinas,76001000
2012-03-03,valle,cali (ct),sabado,11:35:00,calima e4,urbana,centro comercial,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-03-03,valle,cali (ct),sabado,12:30:00,centenario e2,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-03-03,valle,cali (ct),sabado,15:20:00,colseguros andes e10,urbana,vias publicas,sin empleo de armas,a pie,a pie,servicios,76001000
2012-03-03,valle,cali (ct),sabado,22:15:00,urbanizacion la flora e2,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-03-04,valle,cali (ct),domingo,05:37:00,el calvario e3,urbana,vias publicas,contundentes,a pie,a pie,servicios,76001000
2012-03-04,valle,cali (ct),domingo,11:45:00,san pascual e3,urbana,bus masivo integral de occidente m.i.o.,contundentes,a pie,vehiculo,empresas transporte publico,76001000
2012-03-05,valle,cali (ct),lunes,01:20:00,san marino e7,urbana,estaciones de servicio,arma de fuego,vehiculo,a pie,bomba gasolina,76001000
2012-03-05,valle,cali (ct),lunes,02:00:00,el poblado ii e13,urbana,bodegas y similares,contundentes,a pie,a pie,servicios,76001000
2012-03-05,valle,cali (ct),lunes,12:00:00,santa elena e10,urbana,supermercados,sin empleo de armas,a pie,a pie,supermercados,76001000
2012-03-06,valle,cali (ct),martes,18:30:00,tequendama e19,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-03-06,valle,cali (ct),martes,22:37:00,urbanizacion la flora e2,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-03-07,valle,cali (ct),miercoles,20:00:00,granada e2,urbana,oficinas,contundentes,a pie,a pie,oficinas,76001000
2012-03-08,valle,cali (ct),jueves,06:05:00,el calvario e3,urbana,instalaciones de la policia,contundentes,a pie,a pie,servicios,76001000
2012-03-08,valle,cali (ct),jueves,12:35:00,san pedro e3,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-03-09,valle,cali (ct),viernes,04:45:00,el calvario e3,urbana,instalaciones de la policia,contundentes,a pie,a pie,instalaciones gubernamentales,76001000
2012-03-10,valle,cali (ct),sabado,18:30:00,santa monica residencial e2,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-03-10,valle,cali (ct),sabado,21:45:00,calima e4,urbana,centro comercial,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-03-11,valle,cali (ct),domingo,14:12:00,multicentro e17,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-03-11,valle,cali (ct),domingo,21:00:00,la flora e2,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-03-12,valle,cali (ct),lunes,12:55:00,san pedro e3,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-03-12,valle,cali (ct),lunes,18:30:00,santa barbara e5,urbana,centro comercial,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-03-12,valle,cali (ct),lunes,19:50:00,la floresta e8,urbana,local comercial,arma de fuego,a pie,a pie,droguerias y farmacias,76001000
2012-03-12,valle,cali (ct),lunes,20:55:00,unicentro cali e17,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2012-03-12,valle,cali (ct),lunes,21:50:00,la flora e2,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
