fecha,departamento,municipio,dia,hora,barrio,zona,clase_de_sitio,arma_empleada,movil_agresor,movil_victima,codigo_dane
2013-01-10,valle,cali (ct),jueves,11:00:00,san fernando nuevo e19,urbana,centro comercial,sin empleo de armas,a pie,a pie,76001000
2013-01-10,valle,cali (ct),jueves,16:00:00,,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2013-01-10,valle,cali (ct),jueves,07:00:00,versalles e2,urbana,peluqueria y similares,contundentes,a pie,a pie,76001000
2013-01-10,valle,cali (ct),jueves,13:30:00,chipichape e2,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-01-10,valle,cali (ct),jueves,06:15:00,urb. tequendama e19,urbana,clinicas y similares,sin empleo de armas,a pie,a pie,76001000
2013-01-11,valle,cali (ct),viernes,15:00:00,urb. tequendama e19,urbana,clinicas y similares,sin empleo de armas,a pie,a pie,76001000
2013-01-11,valle,cali (ct),viernes,11:30:00,chipichape e2,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-01-12,valle,cali (ct),sabado,00:00:00,caldas e18,urbana,local comercial,cortantes,a pie,a pie,76001000
2013-01-12,valle,cali (ct),sabado,17:50:00,san fernando nuevo e19,urbana,supermercados,sin empleo de armas,a pie,a pie,76001000
2013-01-12,valle,cali (ct),sabado,14:10:00,champagnat e19,urbana,"droguerias, farmacias",arma de fuego,a pie,a pie,76001000
2013-01-12,valle,cali (ct),sabado,18:50:00,primavera e11,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-01-13,valle,cali (ct),domingo,00:00:00,urb. tequendama e19,urbana,"colegios, escuelas",sin empleo de armas,a pie,a pie,76001000
2013-01-13,valle,cali (ct),domingo,09:00:00,chipichape e2,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2013-01-13,valle,cali (ct),domingo,19:00:00,el gran limonar e17,urbana,local comercial,contundentes,a pie,a pie,76001000
2013-01-13,valle,cali (ct),domingo,18:50:00,san pedro e3,urbana,empresa,sin empleo de armas,a pie,a pie,76001000
2013-01-14,valle,cali (ct),lunes,15:00:00,san nicolas e3,urbana,empresa,sin empleo de armas,a pie,a pie,76001000
2013-01-14,valle,cali (ct),lunes,03:00:00,torres de confandi e5,urbana,bomba de gasolina,arma de fuego,conductor vehiculo,a pie,76001000
2013-01-14,valle,cali (ct),lunes,04:10:00,guayaquil e9,urbana,oficinas,sin empleo de armas,a pie,a pie,76001000
2013-01-15,valle,cali (ct),martes,14:00:00,san vicente e2,urbana,clinicas y similares,sin empleo de armas,a pie,a pie,76001000
2013-01-15,valle,cali (ct),martes,20:40:00,san pedro e3,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-01-15,valle,cali (ct),martes,21:15:00,chipichape e2,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-01-16,valle,cali (ct),miercoles,08:00:00,alto jordan e18,urbana,oficinas,sin empleo de armas,a pie,a pie,76001000
2013-01-16,valle,cali (ct),miercoles,17:00:00,lili e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-01-16,valle,cali (ct),miercoles,07:00:00,inv. brisas de las palmas e15,rural,empresa,arma de fuego,a pie,a pie,76001000
2013-01-16,valle,cali (ct),miercoles,18:50:00,san pedro e3,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-01-17,valle,cali (ct),jueves,14:00:00,calimio desepaz e21,urbana,hogar de paso,sin empleo de armas,a pie,a pie,76001000
2013-01-18,valle,cali (ct),viernes,19:30:00,unicentro cali e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-01-18,valle,cali (ct),viernes,15:20:00,unicentro cali e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-01-18,valle,cali (ct),viernes,21:45:00,calima e4,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-01-19,valle,cali (ct),sabado,14:30:00,champagnat e19,urbana,peluqueria y similares,arma de fuego,a pie,a pie,76001000
2013-01-19,valle,cali (ct),sabado,21:30:00,julio rincon e12,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-01-19,valle,cali (ct),sabado,17:50:00,ciudad 2000 e16,urbana,billares,arma de fuego,conductor vehiculo,a pie,76001000
2013-01-19,valle,cali (ct),sabado,19:05:00,san joaquin e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-01-20,valle,cali (ct),domingo,08:10:00,san vicente e2,urbana,oficinas,sin empleo de armas,a pie,a pie,76001000
2013-01-21,valle,cali (ct),lunes,14:00:00,prados del norte e2,urbana,oficinas,arma de fuego,a pie,a pie,76001000
2013-01-21,valle,cali (ct),lunes,12:30:00,lili e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-01-21,valle,cali (ct),lunes,16:30:00,lili e17,urbana,centro comercial,sin empleo de armas,a pie,a pie,76001000
2013-01-21,valle,cali (ct),lunes,05:00:00,san antonio e3,urbana,restaurantes,contundentes,a pie,a pie,76001000
2013-01-21,valle,cali (ct),lunes,06:30:00,el troncal e8,urbana,fabricas,contundentes,a pie,a pie,76001000
2013-01-22,valle,cali (ct),martes,11:00:00,,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2013-01-22,valle,cali (ct),martes,21:50:00,unicentro cali e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-01-23,valle,cali (ct),miercoles,15:00:00,san vicente e2,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-01-24,valle,cali (ct),jueves,18:00:00,sindical e12,urbana,local comercial,arma de fuego,a pie,a pie,76001000
2013-01-24,valle,cali (ct),jueves,17:00:00,san vicente e2,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-01-24,valle,cali (ct),jueves,19:00:00,san fernando nuevo e19,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-01-24,valle,cali (ct),jueves,16:30:00,julio rincon e12,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-01-24,valle,cali (ct),jueves,14:45:00,municipal e8,urbana,instalaciones judiciales,cortantes,a pie,a pie,76001000
2013-01-25,valle,cali (ct),viernes,00:00:00,jose m. marroquin ii e14,urbana,empresa,sin empleo de armas,a pie,a pie,76001000
2013-01-25,valle,cali (ct),viernes,21:00:00,san nicolas e3,urbana,estacion m.i.o.,sin empleo de armas,a pie,a pie,76001000
2013-01-25,valle,cali (ct),viernes,18:15:00,calima e4,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-01-25,valle,cali (ct),viernes,02:50:00,versalles e2,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2013-01-26,valle,cali (ct),sabado,21:30:00,mojica e15,urbana,local comercial,contundentes,a pie,a pie,76001000
2013-01-27,valle,cali (ct),domingo,14:00:00,calima e4,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-01-27,valle,cali (ct),domingo,14:10:00,lili e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-01-27,valle,cali (ct),domingo,08:35:00,san nicolas e3,urbana,estacion m.i.o.,sin empleo de armas,a pie,a pie,76001000
2013-01-27,valle,cali (ct),domingo,20:08:00,ciudad 2000 e16,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-01-28,valle,cali (ct),lunes,00:00:00,canaveralejo guadalupe e19,urbana,empresa,sin empleo de armas,a pie,a pie,76001000
2013-01-28,valle,cali (ct),lunes,00:00:00,el limonar e17,urbana,local comercial,contundentes,a pie,a pie,76001000
2013-01-28,valle,cali (ct),lunes,00:00:00,manuela beltran e14,urbana,empresa,cortantes,a pie,a pie,76001000
2013-01-28,valle,cali (ct),lunes,03:00:00,santa elena e10,urbana,local comercial,contundentes,a pie,a pie,76001000
2013-01-28,valle,cali (ct),lunes,02:00:00,popular e4,urbana,supermercados,contundentes,a pie,a pie,76001000
2013-01-28,valle,cali (ct),lunes,16:50:00,el poblado ii e13,urbana,local comercial,arma de fuego,a pie,a pie,76001000
2013-01-28,valle,cali (ct),lunes,14:25:00,unicentro cali e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-01-28,valle,cali (ct),lunes,15:05:00,el limonar e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-01-28,valle,cali (ct),lunes,12:21:00,san fernando nuevo e19,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-01-29,valle,cali (ct),martes,16:30:00,san fernando nuevo e19,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-01-29,valle,cali (ct),martes,10:40:00,santa elena e10,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-01-30,valle,cali (ct),miercoles,14:30:00,san fernando nuevo e19,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-01-30,valle,cali (ct),miercoles,19:20:00,olaya herrera e4,urbana,casas de apuestas,arma de fuego,a pie,a pie,76001000
2013-01-31,valle,cali (ct),jueves,15:00:00,antonio narino e16,urbana,oficinas,sin empleo de armas,a pie,a pie,76001000
2013-01-31,valle,cali (ct),jueves,16:30:00,san joaquin e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-01-31,valle,cali (ct),jueves,23:30:00,el cortijo e20,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-01-31,valle,cali (ct),jueves,19:20:00,san fernando viejo e19,urbana,hospitales,sin empleo de armas,a pie,a pie,76001000
2013-02-01,valle,cali (ct),viernes,00:00:00,ciudad cordoba e15,urbana,empresa,sin empleo de armas,conductor vehiculo,a pie,76001000
2013-02-01,valle,cali (ct),viernes,15:00:00,el limonar e17,urbana,bodegas y similares,contundentes,a pie,a pie,76001000
2013-02-01,valle,cali (ct),viernes,15:00:00,guayaquil e9,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2013-02-01,valle,cali (ct),viernes,19:00:00,san fernando nuevo e19,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-01,valle,cali (ct),viernes,12:00:00,nueva tequendama e19,urbana,oficinas,sin empleo de armas,a pie,a pie,76001000
2013-02-01,valle,cali (ct),viernes,21:00:00,san pedro e3,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-01,valle,cali (ct),viernes,18:25:00,san pedro e3,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-01,valle,cali (ct),viernes,12:47:00,san pedro e3,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-02,valle,cali (ct),sabado,09:00:00,san joaquin e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-02,valle,cali (ct),sabado,11:00:00,santo domingo e10,urbana,"colegios, escuelas",sin empleo de armas,a pie,a pie,76001000
2013-02-02,valle,cali (ct),sabado,09:02:00,caldas e18,urbana,supermercados,sin empleo de armas,a pie,a pie,76001000
2013-02-03,valle,cali (ct),domingo,10:00:00,urb. ciudad jardin e22,urbana,empresa,cortantes,a pie,a pie,76001000
2013-02-03,valle,cali (ct),domingo,07:00:00,julio rincon e12,urbana,empresa,sin empleo de armas,a pie,a pie,76001000
2013-02-03,valle,cali (ct),domingo,14:15:00,san juan bosco e3,urbana,estacion m.i.o.,sin empleo de armas,a pie,a pie,76001000
2013-02-03,valle,cali (ct),domingo,21:10:00,calima e4,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-03,valle,cali (ct),domingo,21:10:00,calima e4,urbana,centro comercial,sin empleo de armas,a pie,a pie,76001000
2013-02-03,valle,cali (ct),domingo,21:50:00,chipichape e2,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2013-02-03,valle,cali (ct),domingo,09:05:00,alfonso lopez iii e7,urbana,empresa,sin empleo de armas,a pie,a pie,76001000
2013-02-03,valle,cali (ct),domingo,23:20:00,urbanizacion la flora e2,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-04,valle,cali (ct),lunes,15:00:00,union de vivienda popular e16,urbana,"colegios, escuelas",sin empleo de armas,a pie,a pie,76001000
2013-02-04,valle,cali (ct),lunes,18:00:00,urbanizacion la flora e2,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-04,valle,cali (ct),lunes,17:00:00,versalles e2,urbana,bodegas y similares,sin empleo de armas,a pie,a pie,76001000
2013-02-04,valle,cali (ct),lunes,17:20:00,chipichape e2,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-05,valle,cali (ct),martes,15:00:00,jose m. marroquin ii e14,urbana,"colegios, escuelas",sin empleo de armas,a pie,a pie,76001000
2013-02-05,valle,cali (ct),martes,18:00:00,san vicente e2,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-05,valle,cali (ct),martes,13:30:00,la campina e2,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-05,valle,cali (ct),martes,15:30:00,san fernando nuevo e19,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-06,valle,cali (ct),miercoles,00:00:00,omar torrijos e13,urbana,oficinas,sin empleo de armas,a pie,a pie,76001000
2013-02-06,valle,cali (ct),miercoles,18:00:00,la alborada e16,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-06,valle,cali (ct),miercoles,11:15:00,la flora e2,urbana,talleres,sin empleo de armas,a pie,a pie,76001000
2013-02-06,valle,cali (ct),miercoles,18:20:00,ciudad capri e17,urbana,empresa,contundentes,a pie,a pie,76001000
2013-02-06,valle,cali (ct),miercoles,12:13:00,urb. militar e19,urbana,bomba de gasolina,sin empleo de armas,conductor vehiculo,a pie,76001000
2013-02-07,valle,cali (ct),jueves,15:30:00,,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-07,valle,cali (ct),jueves,20:30:00,el sena e5,urbana,local comercial,contundentes,a pie,a pie,76001000
2013-02-07,valle,cali (ct),jueves,21:42:00,ciudad 2000 e16,urbana,local comercial,arma de fuego,conductor motocicleta,a pie,76001000
2013-02-08,valle,cali (ct),viernes,20:00:00,la flora e2,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-08,valle,cali (ct),viernes,11:50:00,san pedro e3,urbana,empresa,sin empleo de armas,a pie,a pie,76001000
2013-02-09,valle,cali (ct),sabado,12:00:00,san vicente e2,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2013-02-09,valle,cali (ct),sabado,12:30:00,villacolombia e8,urbana,consultorios medicos,arma de fuego,conductor motocicleta,a pie,76001000
2013-02-09,valle,cali (ct),sabado,17:45:00,chipichape e2,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2013-02-09,valle,cali (ct),sabado,14:20:00,unicentro cali e17,urbana,centro comercial,sin empleo de armas,a pie,a pie,76001000
2013-02-09,valle,cali (ct),sabado,21:20:00,unicentro cali e17,urbana,centro comercial,sin empleo de armas,a pie,a pie,76001000
2013-02-10,valle,cali (ct),domingo,17:00:00,la flora e2,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-10,valle,cali (ct),domingo,17:00:00,san joaquin e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-10,valle,cali (ct),domingo,21:30:00,granada e2,urbana,empresa,sin empleo de armas,a pie,a pie,76001000
2013-02-10,valle,cali (ct),domingo,19:40:00,san fernando nuevo e19,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-11,valle,cali (ct),lunes,09:00:00,san fernando nuevo e19,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2013-02-11,valle,cali (ct),lunes,02:00:00,antonio narino e16,urbana,local comercial,contundentes,a pie,a pie,76001000
2013-02-11,valle,cali (ct),lunes,20:00:00,antonio narino e16,urbana,oficinas,arma de fuego,a pie,a pie,76001000
2013-02-11,valle,cali (ct),lunes,16:30:00,la flora e2,urbana,oficinas,sin empleo de armas,a pie,a pie,76001000
2013-02-11,valle,cali (ct),lunes,21:30:00,los guaduales e6,urbana,estaciones de servicio,arma de fuego,conductor motocicleta,a pie,76001000
2013-02-11,valle,cali (ct),lunes,06:30:00,las acacias e10,urbana,estaciones de servicio,arma de fuego,conductor motocicleta,a pie,76001000
2013-02-11,valle,cali (ct),lunes,19:40:00,villa san marcos e14,urbana,oficinas,arma de fuego,conductor motocicleta,a pie,76001000
2013-02-11,valle,cali (ct),lunes,17:22:00,san pedro e3,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-11,valle,cali (ct),lunes,17:23:00,san pedro e3,urbana,supermercados,sin empleo de armas,a pie,a pie,76001000
2013-02-12,valle,cali (ct),martes,15:00:00,urb. ciudad jardin e22,urbana,oficinas,sin empleo de armas,a pie,a pie,76001000
2013-02-12,valle,cali (ct),martes,09:30:00,brisas de los alamos e2,urbana,empresa,sin empleo de armas,a pie,a pie,76001000
2013-02-12,valle,cali (ct),martes,23:30:00,chipichape e2,urbana,centro comercial,sin empleo de armas,a pie,a pie,76001000
2013-02-12,valle,cali (ct),martes,14:45:00,lili e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-12,valle,cali (ct),martes,19:10:00,san joaquin e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-13,valle,cali (ct),miercoles,07:00:00,alfonso lopez iii e7,urbana,empresa,contundentes,a pie,a pie,76001000
2013-02-13,valle,cali (ct),miercoles,05:00:00,obrero e9,urbana,oficinas,contundentes,a pie,a pie,76001000
2013-02-13,valle,cali (ct),miercoles,05:30:00,marroquin i e14,urbana,"colegios, escuelas",sin empleo de armas,a pie,a pie,76001000
2013-02-13,valle,cali (ct),miercoles,13:50:00,aguablanca e11,urbana,oficinas,contundentes,a pie,a pie,76001000
2013-02-13,valle,cali (ct),miercoles,09:20:00,12 de octubre e12,urbana,supermercados,sin empleo de armas,a pie,a pie,76001000
2013-02-14,valle,cali (ct),jueves,08:00:00,,urbana,oficinas,sin empleo de armas,a pie,a pie,76001000
2013-02-14,valle,cali (ct),jueves,07:00:00,alfonso lopez iii e7,urbana,bodegas y similares,contundentes,a pie,a pie,76001000
2013-02-14,valle,cali (ct),jueves,11:30:00,cristobal colon e10,urbana,oficinas,arma de fuego,conductor motocicleta,a pie,76001000
2013-02-14,valle,cali (ct),jueves,17:50:00,primavera e11,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-15,valle,cali (ct),viernes,14:40:00,lili e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-15,valle,cali (ct),viernes,14:14:00,la flora e2,urbana,local comercial,arma de fuego,a pie,a pie,76001000
2013-02-16,valle,cali (ct),sabado,00:00:00,urb. ciudad jardin e22,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-16,valle,cali (ct),sabado,10:00:00,el gran limonar e17,urbana,centro comercial,sin empleo de armas,a pie,a pie,76001000
2013-02-16,valle,cali (ct),sabado,18:00:00,ciudad 2000 e16,urbana,empresa,sin empleo de armas,a pie,a pie,76001000
2013-02-16,valle,cali (ct),sabado,16:30:00,los andes e5,urbana,panaderias,arma de fuego,conductor motocicleta,a pie,76001000
2013-02-16,valle,cali (ct),sabado,17:30:00,chipichape e2,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-16,valle,cali (ct),sabado,15:40:00,urb. colseguros e19,urbana,bodegas y similares,sin empleo de armas,conductor vehiculo,a pie,76001000
2013-02-17,valle,cali (ct),domingo,15:00:00,san joaquin e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-17,valle,cali (ct),domingo,21:00:00,parcelaciones pance e22,urbana,empresa,arma de fuego,conductor motocicleta,a pie,76001000
2013-02-17,valle,cali (ct),domingo,17:20:00,san fernando nuevo e19,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-18,valle,cali (ct),lunes,12:00:00,,urbana,oficinas,sin empleo de armas,a pie,a pie,76001000
2013-02-19,valle,cali (ct),martes,08:00:00,ciudadela floralia e6,urbana,bodegas y similares,contundentes,a pie,a pie,76001000
2013-02-19,valle,cali (ct),martes,19:50:00,urb. tequendama e19,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-19,valle,cali (ct),martes,05:25:00,lili e17,urbana,almacenes,arma de fuego,conductor vehiculo,a pie,76001000
2013-02-20,valle,cali (ct),miercoles,00:00:00,manuela beltran e14,urbana,empresa,sin empleo de armas,a pie,a pie,76001000
2013-02-20,valle,cali (ct),miercoles,21:00:00,vipasa e2,urbana,empresa,sin empleo de armas,a pie,a pie,76001000
2013-02-20,valle,cali (ct),miercoles,08:06:00,el limonar e17,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2013-02-21,valle,cali (ct),jueves,00:00:00,granada e2,urbana,empresa,sin empleo de armas,a pie,a pie,76001000
2013-02-21,valle,cali (ct),jueves,14:30:00,lili e17,urbana,centro comercial,sin empleo de armas,a pie,a pie,76001000
2013-02-21,valle,cali (ct),jueves,16:45:00,calima e4,urbana,centro comercial,sin empleo de armas,a pie,a pie,76001000
2013-02-21,valle,cali (ct),jueves,09:20:00,santa monica residencial e2,urbana,empresa,contundentes,a pie,a pie,76001000
2013-02-21,valle,cali (ct),jueves,21:56:00,la fortaleza e11,urbana,panaderias,contundentes,a pie,a pie,76001000
2013-02-21,valle,cali (ct),jueves,23:09:00,el sena e5,urbana,local comercial,arma de fuego,a pie,a pie,76001000
2013-02-22,valle,cali (ct),viernes,03:00:00,santa rosa e3,urbana,empresa,sin empleo de armas,a pie,a pie,76001000
2013-02-22,valle,cali (ct),viernes,21:00:00,chipichape e2,urbana,centro comercial,sin empleo de armas,a pie,a pie,76001000
2013-02-22,valle,cali (ct),viernes,17:30:00,u.r. santiago de cali e19,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2013-02-23,valle,cali (ct),sabado,10:50:00,san fernando nuevo e19,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-24,valle,cali (ct),domingo,23:00:00,la flora e2,urbana,centro comercial,sin empleo de armas,a pie,a pie,76001000
2013-02-24,valle,cali (ct),domingo,01:40:00,el sena e5,urbana,empresa,sin empleo de armas,a pie,a pie,76001000
2013-02-25,valle,cali (ct),lunes,16:00:00,,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-25,valle,cali (ct),lunes,19:10:00,san fernando nuevo e19,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-26,valle,cali (ct),martes,12:00:00,unicentro cali e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-26,valle,cali (ct),martes,20:40:00,san joaquin e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-26,valle,cali (ct),martes,21:15:00,san vicente e2,urbana,empresa,sin empleo de armas,a pie,a pie,76001000
2013-02-26,valle,cali (ct),martes,07:40:00,chipichape e2,urbana,centro comercial,sin empleo de armas,a pie,a pie,76001000
2013-02-27,valle,cali (ct),miercoles,14:15:00,san fernando nuevo e19,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-27,valle,cali (ct),miercoles,16:40:00,san fernando nuevo e19,urbana,clinicas y similares,sin empleo de armas,a pie,a pie,76001000
2013-02-28,valle,cali (ct),jueves,10:30:00,la campina e2,urbana,local comercial,contundentes,a pie,a pie,76001000
2013-02-28,valle,cali (ct),jueves,12:00:00,,urbana,caseta vigilancia empresas,sin empleo de armas,a pie,a pie,76001000
2013-02-28,valle,cali (ct),jueves,18:10:00,san joaquin e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-02-28,valle,cali (ct),jueves,22:15:00,el jardin e11,urbana,restaurantes,arma de fuego,a pie,a pie,76001000
2013-02-28,valle,cali (ct),jueves,03:35:00,ulpiano lloreda e13,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2013-02-28,valle,cali (ct),jueves,18:58:00,san joaquin e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-03-01,valle,cali (ct),viernes,00:00:00,granada e2,urbana,oficinas,sin empleo de armas,a pie,a pie,76001000
2013-03-01,valle,cali (ct),viernes,17:00:00,san pedro e3,urbana,local comercial,arma de fuego,a pie,a pie,76001000
2013-03-02,valle,cali (ct),sabado,00:00:00,via jamundi e22,rural,bodegas y similares,sin empleo de armas,a pie,a pie,76001000
2013-03-02,valle,cali (ct),sabado,18:00:00,san fernando nuevo e19,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2013-03-02,valle,cali (ct),sabado,14:40:00,calima e4,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2013-03-02,valle,cali (ct),sabado,22:20:00,jorge isaacs e4,urbana,empresa,sin empleo de armas,a pie,a pie,76001000
