fecha,departamento,municipio,dia,hora,barrio,zona,clase_sitio,arma_empleada,movil_agresor,movil_victima,clase_empresa,codigo_dane
2011-01-11,valle,cali (ct),martes,06:10:00,vereda cascajal e22,rural,empresa,contundentes,a pie,a pie,fabricas,76001000
2011-01-11,valle,cali (ct),martes,08:00:00,los libertadores e3,urbana,"colegios, escuelas",sin empleo de armas,a pie,a pie,"colegios, escuelas",76001000
2011-01-11,valle,cali (ct),martes,09:00:00,versalles e2,urbana,oficinas,cortantes,a pie,a pie,consultorios juridicos,76001000
2011-01-11,valle,cali (ct),martes,14:51:00,el cedro e19,urbana,oficinas,sin empleo de armas,a pie,a pie,otros instalaciones gubernamentales,76001000
2011-01-11,valle,cali (ct),martes,18:00:00,san fernando nuevo e19,urbana,oficinas,cortantes,a pie,a pie,ministerio de salud,76001000
2011-01-12,valle,cali (ct),miercoles,09:00:00,nueva tequendama e19,urbana,local comercial,sin empleo de armas,a pie,a pie,otra empreas comercial,76001000
2011-01-12,valle,cali (ct),miercoles,14:30:00,primitivo crespo e8,urbana,bodegas y similares,cortantes,a pie,a pie,"bodegas, depositos",76001000
2011-01-13,valle,cali (ct),jueves,00:00:00,san nicolas e3,urbana,local comercial,cortantes,a pie,a pie,almacenes,76001000
2011-01-13,valle,cali (ct),jueves,11:00:00,san fernando nuevo e19,urbana,supermercados,sin empleo de armas,a pie,a pie,supermercados,76001000
2011-01-13,valle,cali (ct),jueves,12:30:00,la rivera i e6,urbana,compraventa,arma de fuego,a pie,a pie,otra empreas comercial,76001000
2011-01-13,valle,cali (ct),jueves,18:30:00,san pedro e3,urbana,local comercial,cortantes,a pie,a pie,almacenes,76001000
2011-01-13,valle,cali (ct),jueves,18:30:00,san pedro e3,urbana,supermercados,sin empleo de armas,a pie,a pie,supermercados,76001000
2011-01-13,valle,cali (ct),jueves,19:10:00,valle del lili e17,urbana,supermercados,sin empleo de armas,a pie,a pie,supermercados,76001000
2011-01-14,valle,cali (ct),viernes,00:00:00,las delicias,urbana,local comercial,cortantes,a pie,a pie,"bodegas, depositos",76001000
2011-01-14,valle,cali (ct),viernes,14:14:00,la floresta e8,urbana,"droguerias, farmacias",arma de fuego,a pie,a pie,almacenes,76001000
2011-01-14,valle,cali (ct),viernes,17:25:00,san fernando nuevo e19,urbana,supermercados,sin empleo de armas,a pie,a pie,supermercados,76001000
2011-01-15,valle,cali (ct),sabado,00:00:00,san fernando nuevo e19,urbana,local comercial,sin empleo de armas,a pie,a pie,otra empreas comercial,76001000
2011-01-15,valle,cali (ct),sabado,06:00:00,siloe e20,urbana,supermercados,sin empleo de armas,a pie,a pie,almacenes,76001000
2011-01-15,valle,cali (ct),sabado,09:36:00,la alianza e4,urbana,bodegas y similares,contundentes,vehiculo,a pie,"bodegas, depositos",76001000
2011-01-15,valle,cali (ct),sabado,14:00:00,versalles e2,urbana,vias publicas,sin empleo de armas,a pie,a pie,otra empreas comercial,76001000
2011-01-15,valle,cali (ct),sabado,23:00:00,nueva granada e19,urbana,panaderias,sin empleo de armas,a pie,a pie,cafeterias y similares,76001000
2011-01-16,valle,cali (ct),domingo,02:50:00,el vergel e13,urbana,local comercial,contundentes,a pie,a pie,otra empreas comercial,76001000
2011-01-16,valle,cali (ct),domingo,13:50:00,ciudad jardin e22,urbana,supermercados,sin empleo de armas,a pie,a pie,supermercados,76001000
2011-01-17,valle,cali (ct),lunes,00:38:00,guayaquil e9,urbana,oficinas,cortantes,a pie,a pie,oficinas,76001000
2011-01-17,valle,cali (ct),lunes,10:00:00,porvenir e4,urbana,local comercial,arma de fuego,a pie,a pie,almacenes,76001000
2011-01-17,valle,cali (ct),lunes,11:17:00,santander e4,urbana,talleres,contundentes,vehiculo,a pie,"bodegas, depositos",76001000
2011-01-17,valle,cali (ct),lunes,11:20:00,los alcazares e6,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2011-01-18,valle,cali (ct),martes,16:10:00,u.r. santiago de cali e19,urbana,almacenes,contundentes,a pie,a pie,almacenes,76001000
2011-01-19,valle,cali (ct),miercoles,03:11:00,antonio narino e16,urbana,local comercial,arma de fuego,a pie,a pie,supermercados,76001000
2011-01-19,valle,cali (ct),miercoles,13:00:00,santa monica residencial e2,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2011-01-19,valle,cali (ct),miercoles,15:50:00,calima e4,urbana,centro comercial,sin empleo de armas,a pie,a pie,almacenes,76001000
2011-01-20,valle,cali (ct),jueves,00:00:00,san fernando nuevo e19,urbana,universidades,cortantes,a pie,a pie,universidades,76001000
2011-01-20,valle,cali (ct),jueves,07:30:00,san nicolas e3,urbana,oficinas,contundentes,a pie,a pie,almacenes,76001000
2011-01-21,valle,cali (ct),viernes,11:20:00,san pedro e3,urbana,supermercados,contundentes,a pie,a pie,almacenes,76001000
2011-01-21,valle,cali (ct),viernes,17:00:00,calima e4,urbana,almacenes,contundentes,a pie,a pie,almacenes,76001000
2011-01-21,valle,cali (ct),viernes,17:00:00,san nicolas e3,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2011-01-21,valle,cali (ct),viernes,18:45:00,valle del lili e17,urbana,almacenes,contundentes,a pie,a pie,almacenes,76001000
2011-01-21,valle,cali (ct),viernes,20:15:00,calima e4,urbana,almacenes,contundentes,a pie,a pie,almacenes,76001000
2011-01-22,valle,cali (ct),sabado,07:45:00,el vergel e13,urbana,local comercial,arma de fuego,a pie,a pie,oficinas,76001000
2011-01-22,valle,cali (ct),sabado,20:10:00,multicentro e17,urbana,almacenes,sin empleo de armas,a pie,a pie,supermercados,76001000
2011-01-23,valle,cali (ct),domingo,01:22:00,santander e4,urbana,bodegas y similares,contundentes,a pie,a pie,"bodegas, depositos",76001000
2011-01-24,valle,cali (ct),lunes,00:00:00,olimpico e10,urbana,local comercial,arma de fuego,a pie,a pie,oficinas,76001000
2011-01-24,valle,cali (ct),lunes,05:20:00,tequendama e19,urbana,oficinas,sin empleo de armas,a pie,a pie,oficinas,76001000
2011-01-25,valle,cali (ct),martes,00:00:00,san vicente e2,urbana,local comercial,arma de fuego,a pie,a pie,oficinas,76001000
2011-01-25,valle,cali (ct),martes,08:00:00,granada e2,urbana,oficinas,sin empleo de armas,a pie,a pie,oficinas,76001000
2011-01-25,valle,cali (ct),martes,12:00:00,san pedro e3,urbana,centro comercial,contundentes,a pie,a pie,joyerias,76001000
2011-01-25,valle,cali (ct),martes,17:55:00,panamericano e10,urbana,oficinas,sin empleo de armas,a pie,a pie,"clinicas, hospitales",76001000
2011-01-26,valle,cali (ct),miercoles,08:00:00,versalles e2,urbana,empresa,sin empleo de armas,a pie,a pie,otra empreas comercial,76001000
2011-01-26,valle,cali (ct),miercoles,12:30:00,san fernando nuevo e19,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2011-01-26,valle,cali (ct),miercoles,17:40:00,pance e22,urbana,universidades,arma de fuego,a pie,a pie,universidades,76001000
2011-01-27,valle,cali (ct),jueves,07:10:00,santa anita e17,urbana,instalaciones gubernamentales,sin empleo de armas,a pie,a pie,entidades publicas,76001000
2011-01-27,valle,cali (ct),jueves,12:30:00,canaveralejo guadalupe e19,urbana,centro comercial,sin empleo de armas,a pie,a pie,almacenes,76001000
2011-01-27,valle,cali (ct),jueves,13:00:00,san fernando nuevo e19,urbana,hospitales,cortantes,a pie,a pie,"clinicas, hospitales",76001000
2011-01-27,valle,cali (ct),jueves,15:20:00,melendez e18,urbana,local comercial,arma blanca,a pie,a pie,supermercados,76001000
2011-01-28,valle,cali (ct),viernes,13:20:00,unid. dep. panamericana e19,urbana,local comercial,arma de fuego,a pie,a pie,almacenes,76001000
2011-01-28,valle,cali (ct),viernes,17:50:00,calima e4,urbana,supermercados,sin empleo de armas,a pie,a pie,supermercados,76001000
2011-01-28,valle,cali (ct),viernes,19:20:00,siloe e20,urbana,bomba de gasolina,arma de fuego,bicicleta,a pie,servicios,76001000
2011-01-30,valle,cali (ct),domingo,14:00:00,granada e2,urbana,restaurantes,contundentes,a pie,a pie,restaurantes,76001000
2011-01-30,valle,cali (ct),domingo,14:50:00,santa elena e10,urbana,supermercados,arma de fuego,a pie,a pie,oficinas,76001000
2011-01-31,valle,cali (ct),lunes,11:00:00,pampa linda e19,urbana,universidades,cortantes,a pie,a pie,universidades,76001000
2011-02-01,valle,cali (ct),martes,11:15:00,granada e2,urbana,local comercial,arma de fuego,a pie,a pie,oficinas,76001000
2011-02-01,valle,cali (ct),martes,17:30:00,melendez e18,urbana,supermercados,sin empleo de armas,a pie,a pie,supermercados,76001000
2011-02-02,valle,cali (ct),miercoles,17:00:00,el limonar e17,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2011-02-02,valle,cali (ct),miercoles,18:30:00,chipichape e2,urbana,centro comercial,sin empleo de armas,a pie,a pie,almacenes,76001000
2011-02-03,valle,cali (ct),jueves,00:00:00,los guaduales e6,urbana,estaciones de servicio,arma de fuego,conductor motocicleta,a pie,bomba gasolina,76001000
2011-02-03,valle,cali (ct),jueves,10:10:00,el limonar e17,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2011-02-03,valle,cali (ct),jueves,12:30:00,sucre e9,urbana,local comercial,arma de fuego,a pie,a pie,almacenes,76001000
2011-02-03,valle,cali (ct),jueves,21:00:00,la flora e2,urbana,almacenes,sin empleo de armas,a pie,a pie,supermercados,76001000
2011-02-04,valle,cali (ct),viernes,04:30:00,las delicias,urbana,bodegas y similares,arma de fuego,a pie,a pie,"bodegas, depositos",76001000
2011-02-04,valle,cali (ct),viernes,10:00:00,san nicolas e3,urbana,oficinas,arma de fuego,a pie,a pie,almacenes,76001000
2011-02-04,valle,cali (ct),viernes,13:55:00,la floresta e8,urbana,bodegas y similares,arma de fuego,a pie,a pie,"bodegas, depositos",76001000
2011-02-04,valle,cali (ct),viernes,15:45:00,tequendama e19,urbana,oficinas,cortantes,a pie,a pie,consultorios medicos,76001000
2011-02-05,valle,cali (ct),sabado,04:24:00,municipal e8,urbana,oficinas,contundentes,a pie,a pie,otra empreas comercial,76001000
2011-02-06,valle,cali (ct),domingo,05:45:00,sucre e9,urbana,"hoteles, residencias, y similares.",arma de fuego,a pie,a pie,hoteles y similares,76001000
2011-02-06,valle,cali (ct),domingo,13:05:00,el limonar e17,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2011-02-07,valle,cali (ct),lunes,00:00:00,san nicolas e3,urbana,local comercial,cortantes,a pie,a pie,"bodegas, depositos",76001000
2011-02-07,valle,cali (ct),lunes,02:30:00,alameda e9,urbana,oficinas,contundentes,a pie,a pie,servicios,76001000
2011-02-07,valle,cali (ct),lunes,19:00:00,sucre e9,urbana,local comercial,cortantes,a pie,a pie,entidades publicas,76001000
2011-02-07,valle,cali (ct),lunes,19:10:00,calima e4,urbana,almacenes,contundentes,a pie,a pie,almacenes,76001000
2011-02-07,valle,cali (ct),lunes,19:30:00,calima e4,urbana,almacenes,contundentes,a pie,a pie,almacenes,76001000
2011-02-07,valle,cali (ct),lunes,21:07:00,morichal de comfandi e15,urbana,supermercados,sin empleo de armas,a pie,a pie,supermercados,76001000
2011-02-08,valle,cali (ct),martes,11:30:00,versalles e2,urbana,consultorios medicos,sin empleo de armas,a pie,a pie,consultorios medicos,76001000
2011-02-08,valle,cali (ct),martes,13:30:00,el poblado ii e13,urbana,supermercados,sin empleo de armas,a pie,a pie,supermercados,76001000
2011-02-08,valle,cali (ct),martes,15:00:00,villacolombia,urbana,local comercial,arma de fuego,a pie,a pie,oficinas,76001000
2011-02-08,valle,cali (ct),martes,17:00:00,san pedro e3,urbana,almacenes,sin empleo de armas,a pie,a pie,supermercados,76001000
2011-02-09,valle,cali (ct),miercoles,12:40:00,versalles e2,urbana,oficinas,arma de fuego,a pie,a pie,oficinas,76001000
2011-02-09,valle,cali (ct),miercoles,21:30:00,san fernando nuevo e19,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2011-02-10,valle,cali (ct),jueves,07:00:00,san fernando viejo e19,urbana,universidades,sin empleo de armas,a pie,a pie,universidades,76001000
2011-02-10,valle,cali (ct),jueves,15:40:00,bretana e9,urbana,hospitales,arma blanca,conductor motocicleta,a pie,"clinicas, hospitales",76001000
2011-02-10,valle,cali (ct),jueves,19:00:00,valle del lili e17,urbana,almacenes,sin empleo de armas,a pie,a pie,supermercados,76001000
2011-02-11,valle,cali (ct),viernes,00:00:00,san vicente e2,urbana,clinicas y similares,cortantes,a pie,a pie,"clinicas, hospitales",76001000
2011-02-12,valle,cali (ct),sabado,06:20:00,el penon e3,urbana,restaurantes,cortantes,a pie,a pie,restaurantes,76001000
2011-02-12,valle,cali (ct),sabado,13:10:00,valle del lili e17,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2011-02-12,valle,cali (ct),sabado,17:00:00,san fernando nuevo e19,urbana,oficinas,contundentes,a pie,a pie,otra empreas comercial,76001000
2011-02-12,valle,cali (ct),sabado,21:05:00,junin e9,urbana,oficinas,arma de fuego,conductor motocicleta,a pie,cooperativas financieras,76001000
2011-02-13,valle,cali (ct),domingo,12:30:00,san joaquin e17,urbana,centro comercial,sin empleo de armas,a pie,a pie,almacenes,76001000
2011-02-14,valle,cali (ct),lunes,07:00:00,nueva floresta e12,urbana,estaciones de servicio,cortantes,a pie,a pie,bomba gasolina,76001000
2011-02-14,valle,cali (ct),lunes,08:30:00,el poblado ii e13,urbana,hospitales,cortantes,a pie,a pie,"clinicas, hospitales",76001000
2011-02-14,valle,cali (ct),lunes,12:30:00,san joaquin e17,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2011-02-14,valle,cali (ct),lunes,15:40:00,el sena e5,urbana,oficinas,cortantes,a pie,a pie,entidades publicas,76001000
2011-02-14,valle,cali (ct),lunes,17:30:00,san pedro e3,urbana,oficinas,cortantes,a pie,a pie,oficinas,76001000
2011-02-14,valle,cali (ct),lunes,17:50:00,tequendama e19,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2011-02-15,valle,cali (ct),martes,00:00:00,tequendama e19,urbana,oficinas,sin empleo de armas,a pie,a pie,oficinas,76001000
2011-02-15,valle,cali (ct),martes,12:00:00,santa anita e17,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2011-02-16,valle,cali (ct),miercoles,07:45:00,la merced e3,urbana,oficinas,contundentes,a pie,a pie,servicios,76001000
2011-02-16,valle,cali (ct),miercoles,10:00:00,san pedro e3,urbana,oficinas,sin empleo de armas,a pie,a pie,otra empreas comercial,76001000
2011-02-16,valle,cali (ct),miercoles,10:15:00,bretana e9,urbana,local comercial,arma de fuego,a pie,a pie,cooperativas financieras,76001000
2011-02-16,valle,cali (ct),miercoles,15:00:00,andres sanin e7,urbana,local comercial,sin empleo de armas,a pie,a pie,servicios,76001000
2011-02-17,valle,cali (ct),jueves,16:30:00,ciudadela floralia e6,urbana,almacenes,sin empleo de armas,a pie,a pie,"cafes, bares y similares",76001000
2011-02-17,valle,cali (ct),jueves,18:30:00,san pedro e3,urbana,almacenes,contundentes,a pie,a pie,almacenes,76001000
2011-02-18,valle,cali (ct),viernes,14:00:00,san pedro e3,urbana,almacenes,cortantes,a pie,a pie,almacenes,76001000
2011-02-19,valle,cali (ct),sabado,11:30:00,los cambulos e19,urbana,almacenes,arma de fuego,a pie,a pie,almacenes,76001000
2011-02-19,valle,cali (ct),sabado,14:07:00,el trebol e8,urbana,bodegas y similares,cortantes,a pie,a pie,torres de energia,76001000
2011-02-19,valle,cali (ct),sabado,16:30:00,los cambulos e19,urbana,oficinas,cortantes,a pie,a pie,oficinas,76001000
2011-02-19,valle,cali (ct),sabado,22:30:00,junin e9,urbana,local comercial,cortantes,a pie,a pie,oficinas,76001000
2011-02-19,valle,cali (ct),sabado,23:00:00,jorge eliecer gaitan e6,urbana,local comercial,arma de fuego,a pie,a pie,"peluquerias, salon de belleza, barber",76001000
2011-02-20,valle,cali (ct),domingo,12:40:00,compartir e21,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2011-02-20,valle,cali (ct),domingo,13:55:00,san pedro e3,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2011-02-20,valle,cali (ct),domingo,19:00:00,san nicolas e3,urbana,oficinas,sin empleo de armas,a pie,a pie,servicios,76001000
2011-02-21,valle,cali (ct),lunes,00:00:00,tequendama e19,urbana,oficinas,sin empleo de armas,a pie,a pie,servicios,76001000
2011-02-21,valle,cali (ct),lunes,13:30:00,tequendama e19,urbana,almacenes,contundentes,a pie,a pie,almacenes,76001000
2011-02-21,valle,cali (ct),lunes,15:00:00,salomia e4,urbana,almacenes,sin empleo de armas,a pie,a pie,cafeterias y similares,76001000
2011-02-22,valle,cali (ct),martes,15:00:00,alameda e9,urbana,local comercial,sin empleo de armas,a pie,a pie,oficinas,76001000
2011-02-22,valle,cali (ct),martes,19:40:00,lili e17,urbana,centro comercial,sin empleo de armas,a pie,a pie,supermercados,76001000
2011-02-23,valle,cali (ct),miercoles,01:00:00,san fernando viejo e19,urbana,discotecas,cortantes,a pie,a pie,discotecas,76001000
2011-02-23,valle,cali (ct),miercoles,10:40:00,tequendama e19,urbana,clinicas y similares,cortantes,a pie,a pie,"clinicas, hospitales",76001000
2011-02-23,valle,cali (ct),miercoles,17:30:00,granada e2,urbana,restaurantes,cortantes,a pie,a pie,restaurantes,76001000
2011-02-23,valle,cali (ct),miercoles,20:14:00,multicentro e17,urbana,centro comercial,contundentes,a pie,a pie,almacenes,76001000
2011-02-24,valle,cali (ct),jueves,10:35:00,calimio desepaz e21,urbana,local comercial,arma de fuego,a pie,a pie,almacenes,76001000
2011-02-24,valle,cali (ct),jueves,15:00:00,nueva tequendama e19,urbana,vias publicas,sin empleo de armas,a pie,a pie,oficinas,76001000
2011-02-24,valle,cali (ct),jueves,19:30:00,tequendama e19,urbana,almacenes,contundentes,a pie,a pie,almacenes,76001000
2011-02-25,valle,cali (ct),viernes,00:00:00,santa monica residencial e2,urbana,local comercial,contundentes,a pie,a pie,almacenes,76001000
2011-02-25,valle,cali (ct),viernes,00:00:00,tequendama e19,urbana,oficinas,sin empleo de armas,a pie,a pie,servicios,76001000
2011-02-25,valle,cali (ct),viernes,00:00:00,villa del lago e13,urbana,oficinas,cortantes,a pie,a pie,torres de energia,76001000
2011-02-25,valle,cali (ct),viernes,10:00:00,ciudad universitaria e17,urbana,universidades,sin empleo de armas,a pie,a pie,universidades,76001000
2011-02-26,valle,cali (ct),sabado,12:15:00,bretana e9,urbana,local comercial,arma de fuego,a pie,a pie,oficinas,76001000
2011-02-26,valle,cali (ct),sabado,17:20:00,san fernando nuevo e19,urbana,local comercial,sin empleo de armas,a pie,a pie,oficinas,76001000
2011-02-26,valle,cali (ct),sabado,20:30:00,alfonso 3,urbana,restaurantes,sin empleo de armas,a pie,a pie,cafeterias y similares,76001000
2011-02-27,valle,cali (ct),domingo,19:15:00,la flora e2,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2011-02-27,valle,cali (ct),domingo,20:00:00,multicentro e17,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2011-02-28,valle,cali (ct),lunes,05:30:00,los andes e5,urbana,panaderias,contundentes,a pie,a pie,cafeterias y similares,76001000
2011-02-28,valle,cali (ct),lunes,08:30:00,la alianza e4,urbana,local comercial,cortantes,a pie,a pie,bomba gasolina,76001000
2011-02-28,valle,cali (ct),lunes,08:30:00,san luis ii e6,urbana,local comercial,cortantes,a pie,a pie,"bodegas, depositos",76001000
2011-02-28,valle,cali (ct),lunes,09:00:00,cristobal colon e10,urbana,oficinas,contundentes,a pie,a pie,servicios,76001000
2011-02-28,valle,cali (ct),lunes,14:00:00,el prado e11,urbana,estacion m.i.o.,sin empleo de armas,a pie,a pie,otra empreas comercial,76001000
2011-02-28,valle,cali (ct),lunes,15:00:00,los cambulos e19,urbana,local comercial,sin empleo de armas,a pie,a pie,almacenes,76001000
2011-03-01,valle,cali (ct),martes,00:00:00,la rivera e5,urbana,oficinas,sin empleo de armas,a pie,a pie,servicios,76001000
2011-03-01,valle,cali (ct),martes,09:12:00,tequendama e19,urbana,oficinas,contundentes,a pie,a pie,almacenes,76001000
2011-03-01,valle,cali (ct),martes,21:35:00,el refugio e19,urbana,vias publicas,arma de fuego,a pie,a pie,oficinas,76001000
2011-03-02,valle,cali (ct),miercoles,08:00:00,el limonar e17,urbana,centro comercial,sin empleo de armas,a pie,a pie,supermercados,76001000
2011-03-02,valle,cali (ct),miercoles,08:00:00,sector transito mpal e5,urbana,centro comercial,sin empleo de armas,a pie,a pie,supermercados,76001000
2011-03-02,valle,cali (ct),miercoles,11:56:00,el limonar e17,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2011-03-02,valle,cali (ct),miercoles,17:05:00,la merced e3,urbana,oficinas,sin empleo de armas,a pie,a pie,almacenes,76001000
2011-03-03,valle,cali (ct),jueves,00:00:00,pance e22,rural,"colegios, escuelas",sin empleo de armas,a pie,a pie,otra empreas comercial,76001000
2011-03-03,valle,cali (ct),jueves,00:00:00,san fernando nuevo e19,urbana,oficinas,sin empleo de armas,a pie,a pie,consultorios medicos,76001000
2011-03-03,valle,cali (ct),jueves,11:30:00,porvenir e4,urbana,"colegios, escuelas",cortantes,a pie,a pie,"colegios, escuelas",76001000
2011-03-03,valle,cali (ct),jueves,14:00:00,guayaquil e9,urbana,talleres mecanica,sin empleo de armas,a pie,a pie,talleres,76001000
2011-03-03,valle,cali (ct),jueves,21:45:00,calima e4,urbana,vias publicas,sin empleo de armas,a pie,a pie,almacenes,76001000
2011-03-04,valle,cali (ct),viernes,00:00:00,barranquilla e5,urbana,licorera/estanco 24 horas,sin empleo de armas,a pie,a pie,"cafes, bares y similares",76001000
2011-03-04,valle,cali (ct),viernes,00:30:00,nueva floresta e12,urbana,"hoteles, residencias, y similares.",sin empleo de armas,a pie,a pie,otra empreas comercial,76001000
2011-03-04,valle,cali (ct),viernes,09:57:00,san pedro e3,urbana,clinicas y similares,cortantes,a pie,a pie,"clinicas, hospitales",76001000
2011-03-05,valle,cali (ct),sabado,03:00:00,laureano gomez e15,urbana,local comercial,arma de fuego,a pie,a pie,oficinas,76001000
2011-03-05,valle,cali (ct),sabado,12:20:00,el troncal e8,urbana,bodegas y similares,sin empleo de armas,a pie,a pie,"bodegas, depositos",76001000
2011-03-05,valle,cali (ct),sabado,12:20:00,el troncal e8,urbana,bodegas y similares,sin empleo de armas,a pie,a pie,"bodegas, depositos",76001000
2011-03-05,valle,cali (ct),sabado,13:20:00,ciudad talanga e21,urbana,local comercial,arma de fuego,a pie,a pie,almacenes,76001000
2011-03-05,valle,cali (ct),sabado,15:30:00,san pedro e3,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2011-03-05,valle,cali (ct),sabado,15:30:00,siete de agosto e7,urbana,supermercados,sin empleo de armas,a pie,a pie,supermercados,76001000
2011-03-05,valle,cali (ct),sabado,21:20:00,villacolombia e8,urbana,"droguerias, farmacias",arma de fuego,conductor motocicleta,a pie,droguerias y farmacias,76001000
2011-03-06,valle,cali (ct),domingo,03:00:00,versalles e2,urbana,restaurantes,sin empleo de armas,a pie,a pie,cafeterias y similares,76001000
2011-03-06,valle,cali (ct),domingo,10:15:00,manzanares e4,urbana,bodegas y similares,sin empleo de armas,a pie,a pie,"bodegas, depositos",76001000
2011-03-06,valle,cali (ct),domingo,13:50:00,el cortijo e20,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2011-03-06,valle,cali (ct),domingo,17:45:00,jorge isaacs e4,urbana,oficinas,sin empleo de armas,a pie,a pie,otra empreas comercial,76001000
2011-03-06,valle,cali (ct),domingo,19:10:00,ciudad capri e17,urbana,almacenes,sin empleo de armas,a pie,a pie,almacenes,76001000
2011-03-07,valle,cali (ct),lunes,07:00:00,nueva tequendama e19,urbana,bomba de gasolina,contundentes,a pie,a pie,servicios,76001000
2011-03-07,valle,cali (ct),lunes,09:00:00,san fernando viejo e19,urbana,oficinas,contundentes,a pie,a pie,hoteles y similares,76001000
2011-03-07,valle,cali (ct),lunes,10:10:00,sucre e9,urbana,local comercial,cortantes,a pie,a pie,"bodegas, depositos",76001000
2011-03-07,valle,cali (ct),lunes,11:00:00,los comuneros i e15,urbana,interior vehiculo particular,arma de fuego,a pie,vehiculo,almacenes,76001000
2011-03-07,valle,cali (ct),lunes,12:00:00,torres de confandi e5,urbana,vias publicas,sin empleo de armas,a pie,a pie,otra empreas comercial,76001000
2011-03-07,valle,cali (ct),lunes,17:45:00,centenario e2,urbana,local comercial,sin empleo de armas,a pie,a pie,almacenes,76001000
2011-03-07,valle,cali (ct),lunes,22:02:00,santa elena e10,urbana,local comercial,arma de fuego,a pie,a pie,almacenes,76001000
2011-03-07,valle,cali (ct),lunes,22:30:00,champagnat e19,urbana,"droguerias, farmacias",arma de fuego,a pie,a pie,droguerias y farmacias,76001000
2011-03-08,valle,cali (ct),martes,02:30:00,los comuneros i e15,urbana,clinicas y similares,contundentes,a pie,a pie,"clinicas, hospitales",76001000
2011-03-08,valle,cali (ct),martes,02:30:00,los comuneros i e15,urbana,clinicas y similares,cortantes,a pie,a pie,consultorios medicos,76001000
2011-03-08,valle,cali (ct),martes,15:30:00,la flora e2,urbana,vias publicas,sin empleo de armas,a pie,a pie,almacenes,76001000
2011-03-08,valle,cali (ct),martes,16:00:00,calima e4,urbana,almacenes,sin empleo de armas,a pie,a pie,otra empreas comercial,76001000
2011-03-08,valle,cali (ct),martes,16:00:00,tequendama e19,urbana,clinicas y similares,cortantes,a pie,a pie,"clinicas, hospitales",76001000
