fecha,departamento,municipio,dia,hora,barrio,zona,clase_de_sitio,arma_empleada,movil_agresor,movil_victima,codigo_dane
2015-01-23,valle,cali (ct),viernes,10:10:00,republica israel e16,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2015-01-24,valle,cali (ct),sabado,00:00:00,manuela beltran e14,urbana,conjunto residencial,sin empleo de armas,a pie,a pie,76001000
2015-01-24,valle,cali (ct),sabado,11:40:00,guayaquil e9,urbana,vias publicas,contundentes,a pie,a pie,76001000
2015-01-24,valle,cali (ct),sabado,15:33:00,caldas e18,urbana,oficinas,sin empleo de armas,a pie,a pie,76001000
2015-01-25,valle,cali (ct),domingo,20:20:00,julio rincon e12,urbana,centro comercial,sin empleo de armas,a pie,a pie,76001000
2015-01-26,valle,cali (ct),lunes,02:00:00,manuela beltran e14,urbana,vias publicas,contundentes,a pie,a pie,76001000
2015-01-26,valle,cali (ct),lunes,12:30:00,san judas tadeo i e10,urbana,vias publicas,arma de fuego,pasajero motocicleta,a pie,76001000
2015-01-26,valle,cali (ct),lunes,19:20:00,urb. militar e19,urbana,centro comercial,arma blanca / cortopunzante,a pie,a pie,76001000
2015-01-27,valle,cali (ct),martes,11:15:00,popular e4,urbana,empresa,sin empleo de armas,a pie,a pie,76001000
2015-01-27,valle,cali (ct),martes,10:45:00,el sena e5,urbana,centro comercial,sin empleo de armas,a pie,a pie,76001000
2015-01-27,valle,cali (ct),martes,07:52:00,junin e9,urbana,local comercial,sin empleo de armas,conductor vehiculo,a pie,76001000
2015-01-28,valle,cali (ct),miercoles,10:00:00,san fernando viejo e19,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2015-01-28,valle,cali (ct),miercoles,14:00:00,san vicente e2,urbana,vias publicas,contundentes,a pie,a pie,76001000
2015-01-28,valle,cali (ct),miercoles,16:00:00,flora industrial e4,urbana,bodegas y similares,sin empleo de armas,a pie,a pie,76001000
2015-01-28,valle,cali (ct),miercoles,13:35:00,santa monica residencial e2,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2015-01-29,valle,cali (ct),jueves,18:12:00,belisario caicedo e20,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2015-01-30,valle,cali (ct),viernes,00:00:00,brisas del limonar e16,urbana,"colegios, escuelas",sin empleo de armas,a pie,a pie,76001000
2015-01-30,valle,cali (ct),viernes,14:00:00,san pedro e3,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2015-01-30,valle,cali (ct),viernes,11:00:00,santa rosa e3,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2015-01-30,valle,cali (ct),viernes,17:30:00,chipichape e2,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2015-01-30,valle,cali (ct),viernes,14:20:00,san pedro e3,urbana,centro comercial,sin empleo de armas,a pie,a pie,76001000
2015-01-30,valle,cali (ct),viernes,18:15:00,jose m. marroquin ii e14,urbana,supermercados,sin empleo de armas,a pie,a pie,76001000
2015-01-30,valle,cali (ct),viernes,17:40:00,centenario e2,urbana,local comercial,arma de fuego,a pie,a pie,76001000
2015-01-30,valle,cali (ct),viernes,00:10:00,pasoancho e10,urbana,estaciones de servicio,sin empleo de armas,a pie,a pie,76001000
2015-01-30,valle,cali (ct),viernes,20:57:00,u.r. santiago de cali e19,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2015-01-31,valle,cali (ct),sabado,14:00:00,santa anita e17,urbana,supermercados,arma de fuego,pasajero motocicleta,a pie,76001000
2015-01-31,valle,cali (ct),sabado,08:30:00,el cedro e19,urbana,joyerias,sin empleo de armas,a pie,a pie,76001000
2015-01-31,valle,cali (ct),sabado,21:32:00,el gran limonar e17,urbana,centro comercial,sin empleo de armas,a pie,a pie,76001000
2015-01-31,valle,cali (ct),sabado,21:32:00,el limonar e17,urbana,centro comercial,sin empleo de armas,a pie,a pie,76001000
