fecha,departamento,municipio,dia,hora,barrio,zona,clase_de_sitio,arma_empleada,movil_agresor,movil_victima,codigo_dane
2014-01-30,valle,cali (ct),jueves,20:35:00,unicentro cali e17,urbana,vias publicas,sin empleo de armas,a pie,,76001000
2014-01-31,valle,cali (ct),viernes,00:00:00,santa fe e8,urbana,oficinas,sin empleo de armas,a pie,a pie,76001000
2014-01-31,valle,cali (ct),viernes,07:00:00,industrial e8,urbana,bodegas y similares,contundentes,a pie,a pie,76001000
2014-01-31,valle,cali (ct),viernes,21:30:00,,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2014-02-02,valle,cali (ct),domingo,21:30:00,san joaquin e17,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2014-02-02,valle,cali (ct),domingo,11:20:00,san fernando nuevo e19,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-02-02,valle,cali (ct),domingo,12:35:00,ciudadela pasoancho e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-02-03,valle,cali (ct),lunes,00:00:00,versalles e2,urbana,clinicas y similares,sin empleo de armas,a pie,a pie,76001000
2014-02-03,valle,cali (ct),lunes,16:50:00,junin e9,urbana,local comercial,arma de fuego,bicicleta,a pie,76001000
2014-02-04,valle,cali (ct),martes,11:30:00,,urbana,vias publicas,arma de fuego,a pie,a pie,76001000
2014-02-05,valle,cali (ct),miercoles,16:00:00,chipichape e2,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-02-05,valle,cali (ct),miercoles,20:30:00,bosques del limonar e17,urbana,oficinas,arma de fuego,a pie,a pie,76001000
2014-02-05,valle,cali (ct),miercoles,19:20:00,ciudad cordoba e15,urbana,vias publicas,arma de fuego,a pie,a pie,76001000
2014-02-05,valle,cali (ct),miercoles,11:25:00,el limonar e17,urbana,supermercados,sin empleo de armas,a pie,a pie,76001000
2014-02-06,valle,cali (ct),jueves,00:00:00,3 de julio e19,urbana,biblioteca,sin empleo de armas,a pie,a pie,76001000
2014-02-06,valle,cali (ct),jueves,20:00:00,junin e9,urbana,oficinas,arma de fuego,a pie,a pie,76001000
2014-02-06,valle,cali (ct),jueves,12:30:00,santa monica residencial e2,urbana,supermercados,sin empleo de armas,a pie,a pie,76001000
2014-02-06,valle,cali (ct),jueves,16:40:00,junin e9,urbana,local comercial,arma de fuego,a pie,a pie,76001000
2014-02-06,valle,cali (ct),jueves,16:50:00,chipichape e2,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2014-02-06,valle,cali (ct),jueves,21:50:00,san fernando nuevo e19,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2014-02-06,valle,cali (ct),jueves,09:28:00,san fernando nuevo e19,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2014-02-07,valle,cali (ct),viernes,00:00:00,valle grande e21,urbana,local comercial,contundentes,a pie,a pie,76001000
2014-02-07,valle,cali (ct),viernes,14:00:00,san luis ii e6,urbana,vias publicas,cortantes,a pie,a pie,76001000
2014-02-07,valle,cali (ct),viernes,16:30:00,unicentro cali e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-02-07,valle,cali (ct),viernes,15:30:00,caney e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-02-08,valle,cali (ct),sabado,00:00:00,calima e4,urbana,instalaciones de la policia,sin empleo de armas,conductor vehiculo,a pie,76001000
2014-02-08,valle,cali (ct),sabado,08:00:00,las granjas e10,urbana,local comercial,contundentes,a pie,a pie,76001000
2014-02-08,valle,cali (ct),sabado,15:00:00,nueva tequendama e19,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2014-02-08,valle,cali (ct),sabado,09:00:00,san vicente e2,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2014-02-08,valle,cali (ct),sabado,20:10:00,urbanizacion la flora e2,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2014-02-08,valle,cali (ct),sabado,03:50:00,menga e2,urbana,empresa,sin empleo de armas,a pie,a pie,76001000
2014-02-09,valle,cali (ct),domingo,00:00:00,,urbana,vias publicas,contundentes,a pie,a pie,76001000
2014-02-09,valle,cali (ct),domingo,07:08:00,el jardin e11,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2014-02-10,valle,cali (ct),lunes,00:00:00,el sena e5,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2014-02-10,valle,cali (ct),lunes,08:00:00,san pedro e3,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2014-02-10,valle,cali (ct),lunes,06:10:00,las acacias e10,urbana,bomba de gasolina,arma de fuego,pasajero motocicleta,a pie,76001000
2014-02-11,valle,cali (ct),martes,13:00:00,unicentro cali e17,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2014-02-12,valle,cali (ct),miercoles,00:00:00,benjamin herrera e8,urbana,vias publicas,contundentes,a pie,a pie,76001000
2014-02-12,valle,cali (ct),miercoles,12:30:00,los guaduales e6,urbana,vias publicas,arma de fuego,a pie,a pie,76001000
2014-02-12,valle,cali (ct),miercoles,18:10:00,par. monaco e20,urbana,carceles,contundentes,a pie,a pie,76001000
2014-02-12,valle,cali (ct),miercoles,11:10:00,san fernando nuevo e19,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2014-02-12,valle,cali (ct),miercoles,10:05:00,cristobal colon e10,urbana,local comercial,arma de fuego,pasajero motocicleta,a pie,76001000
2014-02-13,valle,cali (ct),jueves,03:00:00,urbanizacion la merced e2,urbana,local comercial,cortantes,a pie,a pie,76001000
2014-02-13,valle,cali (ct),jueves,21:00:00,mariano ramos e16,urbana,vias publicas,arma de fuego,pasajero motocicleta,a pie,76001000
2014-02-13,valle,cali (ct),jueves,11:15:00,mariano ramos e16,urbana,vias publicas,arma blanca / cortopunzante,a pie,conductor motocicleta,76001000
2014-02-14,valle,cali (ct),viernes,00:00:00,jose m. marroquin ii e14,urbana,vias publicas,contundentes,a pie,a pie,76001000
2014-02-14,valle,cali (ct),viernes,16:30:00,la alianza e4,urbana,local comercial,arma de fuego,pasajero motocicleta,a pie,76001000
2014-02-14,valle,cali (ct),viernes,05:30:00,valle grande e21,urbana,bodegas y similares,contundentes,a pie,a pie,76001000
2014-02-15,valle,cali (ct),sabado,15:00:00,melendez e18,urbana,local comercial,arma de fuego,a pie,a pie,76001000
2014-02-15,valle,cali (ct),sabado,07:30:00,san nicolas e3,urbana,local comercial,contundentes,a pie,a pie,76001000
2014-02-15,valle,cali (ct),sabado,16:50:00,ciudad cordoba e15,urbana,vias publicas,arma de fuego,a pie,a pie,76001000
2014-02-16,valle,cali (ct),domingo,00:00:00,manuela beltran e14,urbana,"colegios, escuelas",contundentes,a pie,a pie,76001000
2014-02-16,valle,cali (ct),domingo,10:00:00,san fernando nuevo e19,urbana,peluqueria y similares,contundentes,a pie,a pie,76001000
2014-02-16,valle,cali (ct),domingo,14:40:00,san fernando viejo e19,urbana,local comercial,contundentes,a pie,a pie,76001000
2014-02-17,valle,cali (ct),lunes,08:00:00,villacolombia e8,urbana,local comercial,contundentes,a pie,a pie,76001000
2014-02-17,valle,cali (ct),lunes,16:00:00,chipichape e2,urbana,centro comercial,sin empleo de armas,a pie,a pie,76001000
2014-02-17,valle,cali (ct),lunes,18:25:00,san joaquin e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-02-18,valle,cali (ct),martes,00:00:00,atanasio girardot e8,urbana,vias publicas,contundentes,a pie,a pie,76001000
2014-02-18,valle,cali (ct),martes,00:00:00,base aerea e7,urbana,vias publicas,contundentes,a pie,a pie,76001000
2014-02-18,valle,cali (ct),martes,00:00:00,ciudad cordoba e15,urbana,vias publicas,contundentes,a pie,a pie,76001000
2014-02-18,valle,cali (ct),martes,00:00:00,jose m. marroquin ii e14,urbana,vias publicas,contundentes,a pie,a pie,76001000
2014-02-18,valle,cali (ct),martes,00:00:00,siete de agosto e7,urbana,vias publicas,contundentes,a pie,a pie,76001000
2014-02-18,valle,cali (ct),martes,14:00:00,el gran limonar e17,urbana,local comercial,contundentes,a pie,a pie,76001000
2014-02-18,valle,cali (ct),martes,11:10:00,julio rincon e12,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2014-02-19,valle,cali (ct),miercoles,00:00:00,centenario e2,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2014-02-19,valle,cali (ct),miercoles,12:00:00,union de vivienda popular e16,urbana,vias publicas,arma de fuego,a pie,a pie,76001000
2014-02-19,valle,cali (ct),miercoles,05:00:00,las orquideas e14,urbana,local comercial,contundentes,a pie,a pie,76001000
2014-02-19,valle,cali (ct),miercoles,11:15:00,ciudad de los alamos e2,urbana,vias publicas,contundentes,a pie,a pie,76001000
2014-02-19,valle,cali (ct),miercoles,01:40:00,flora industrial e4,urbana,vias publicas,contundentes,a pie,a pie,76001000
2014-02-20,valle,cali (ct),jueves,00:00:00,granada e2,urbana,vias publicas,contundentes,a pie,a pie,76001000
2014-02-20,valle,cali (ct),jueves,10:00:00,santa rosa e3,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2014-02-20,valle,cali (ct),jueves,18:45:00,unicentro cali e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-02-21,valle,cali (ct),viernes,10:00:00,chiminangos ii e5,urbana,oficinas,arma de fuego,a pie,a pie,76001000
2014-02-21,valle,cali (ct),viernes,11:00:00,aranjuez e9,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2014-02-21,valle,cali (ct),viernes,13:00:00,urbanizacion la flora e2,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2014-02-21,valle,cali (ct),viernes,17:40:00,brisas de los alamos e2,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2014-02-21,valle,cali (ct),viernes,15:50:00,,urbana,supermercados,arma de fuego,conductor motocicleta,a pie,76001000
2014-02-21,valle,cali (ct),viernes,21:15:00,san joaquin e17,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2014-02-21,valle,cali (ct),viernes,06:55:00,vipasa e2,urbana,vias publicas,contundentes,a pie,a pie,76001000
2014-02-22,valle,cali (ct),sabado,20:14:00,lili e17,urbana,vias publicas,sin empleo de armas,a pie,,76001000
2014-02-23,valle,cali (ct),domingo,18:00:00,chipichape e2,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-02-23,valle,cali (ct),domingo,20:00:00,chipichape e2,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-02-23,valle,cali (ct),domingo,17:40:00,san joaquin e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-02-23,valle,cali (ct),domingo,19:50:00,unicentro cali e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-02-24,valle,cali (ct),lunes,17:45:00,la esmeralda e4,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2014-02-24,valle,cali (ct),lunes,17:50:00,,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2014-02-25,valle,cali (ct),martes,12:50:00,alfonso lopez ii e7,urbana,vias publicas,arma blanca / cortopunzante,a pie,a pie,76001000
2014-02-26,valle,cali (ct),miercoles,00:00:00,terron colorado e1,urbana,vias publicas,contundentes,a pie,a pie,76001000
2014-02-26,valle,cali (ct),miercoles,11:15:00,siloe e20,urbana,supermercados,sin empleo de armas,a pie,a pie,76001000
2014-02-26,valle,cali (ct),miercoles,03:30:00,versalles e2,urbana,vias publicas,contundentes,a pie,a pie,76001000
2014-02-26,valle,cali (ct),miercoles,21:25:00,chipichape e2,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-02-27,valle,cali (ct),jueves,20:30:00,colseguros andes e10,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2014-02-27,valle,cali (ct),jueves,19:40:00,san joaquin e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-02-27,valle,cali (ct),jueves,21:35:00,san joaquin e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-02-27,valle,cali (ct),jueves,18:32:00,calima e4,urbana,centro comercial,sin empleo de armas,a pie,a pie,76001000
2014-02-28,valle,cali (ct),viernes,17:00:00,sucre e9,urbana,local comercial,arma de fuego,a pie,a pie,76001000
2014-02-28,valle,cali (ct),viernes,08:30:00,el prado e11,urbana,oficinas,contundentes,a pie,a pie,76001000
2014-02-28,valle,cali (ct),viernes,21:30:00,la alianza e4,urbana,local comercial,arma de fuego,pasajero motocicleta,a pie,76001000
2014-02-28,valle,cali (ct),viernes,04:30:00,sucre e9,urbana,,arma blanca / cortopunzante,a pie,a pie,76001000
2014-02-28,valle,cali (ct),viernes,22:40:00,urbanizacion la flora e2,urbana,centro comercial,sin empleo de armas,a pie,a pie,76001000
2014-03-01,valle,cali (ct),sabado,21:00:00,santa elena e10,urbana,supermercados,sin empleo de armas,a pie,a pie,76001000
2014-03-02,valle,cali (ct),domingo,14:30:00,julio rincon e12,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-03-02,valle,cali (ct),domingo,14:30:00,urb. militar e19,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2014-03-02,valle,cali (ct),domingo,21:30:00,benjamin herrera e8,urbana,local comercial,contundentes,a pie,a pie,76001000
2014-03-02,valle,cali (ct),domingo,17:40:00,ciudad capri e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-03-03,valle,cali (ct),lunes,03:00:00,benjamin herrera e8,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2014-03-03,valle,cali (ct),lunes,20:00:00,la campina e2,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-03-03,valle,cali (ct),lunes,13:30:00,bretana e9,urbana,bomba de gasolina,sin empleo de armas,a pie,a pie,76001000
2014-03-03,valle,cali (ct),lunes,17:30:00,ciudad capri e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-03-03,valle,cali (ct),lunes,04:30:00,asturias e12,urbana,discotecas,contundentes,a pie,a pie,76001000
2014-03-04,valle,cali (ct),martes,13:00:00,sindical e12,urbana,"droguerias, farmacias",arma de fuego,pasajero motocicleta,a pie,76001000
2014-03-04,valle,cali (ct),martes,11:50:00,el troncal e8,urbana,vias publicas,contundentes,a pie,a pie,76001000
2014-03-05,valle,cali (ct),miercoles,18:00:00,metropolitano del norte e5,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2014-03-05,valle,cali (ct),miercoles,11:40:00,potrero grande e21,urbana,vias publicas,contundentes,a pie,a pie,76001000
2014-03-05,valle,cali (ct),miercoles,17:15:00,san joaquin e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-03-06,valle,cali (ct),jueves,14:00:00,jorge eliecer gaitan e6,urbana,vias publicas,contundentes,a pie,a pie,76001000
2014-03-06,valle,cali (ct),jueves,21:10:00,san joaquin e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-03-07,valle,cali (ct),viernes,12:00:00,jose maria cordoba e11,urbana,centro comercial,sin empleo de armas,a pie,a pie,76001000
2014-03-07,valle,cali (ct),viernes,17:30:00,unicentro cali e17,urbana,centro comercial,sin empleo de armas,a pie,a pie,76001000
2014-03-07,valle,cali (ct),viernes,20:30:00,villa del sur e11,urbana,local comercial,arma de fuego,a pie,a pie,76001000
2014-03-07,valle,cali (ct),viernes,11:45:00,colseguros andes e10,urbana,centro comercial,sin empleo de armas,a pie,a pie,76001000
2014-03-07,valle,cali (ct),viernes,13:40:00,san pedro e3,urbana,centro comercial,sin empleo de armas,a pie,a pie,76001000
2014-03-08,valle,cali (ct),sabado,15:00:00,urb. tequendama e19,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-03-08,valle,cali (ct),sabado,16:00:00,marroquin i e14,urbana,"droguerias, farmacias",arma blanca / cortopunzante,a pie,a pie,76001000
2014-03-08,valle,cali (ct),sabado,21:20:00,santa teresita e2,urbana,vias publicas,contundentes,a pie,a pie,76001000
2014-03-08,valle,cali (ct),sabado,16:59:00,san joaquin e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-03-09,valle,cali (ct),domingo,00:00:00,la hacienda e17,urbana,local comercial,contundentes,a pie,a pie,76001000
2014-03-10,valle,cali (ct),lunes,17:00:00,san nicolas e3,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-03-10,valle,cali (ct),lunes,10:30:00,lili e17,urbana,supermercados,sin empleo de armas,a pie,a pie,76001000
2014-03-10,valle,cali (ct),lunes,16:20:00,la merced e3,urbana,oficinas,contundentes,a pie,a pie,76001000
2014-03-10,valle,cali (ct),lunes,11:20:00,san vicente e2,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2014-03-10,valle,cali (ct),lunes,17:10:00,san pedro e3,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-03-10,valle,cali (ct),lunes,12:46:00,san pedro e3,urbana,supermercados,sin empleo de armas,a pie,a pie,76001000
2014-03-11,valle,cali (ct),martes,00:00:00,laureano gomez e15,urbana,vias publicas,cortantes,a pie,a pie,76001000
2014-03-11,valle,cali (ct),martes,13:30:00,san pedro e3,urbana,supermercados,sin empleo de armas,a pie,a pie,76001000
2014-03-11,valle,cali (ct),martes,21:00:00,mariano ramos e16,urbana,coliseo,contundentes,a pie,a pie,76001000
2014-03-11,valle,cali (ct),martes,13:20:00,lili e17,urbana,supermercados,sin empleo de armas,a pie,a pie,76001000
2014-03-11,valle,cali (ct),martes,14:42:00,san joaquin e17,urbana,supermercados,sin empleo de armas,a pie,a pie,76001000
2014-03-13,valle,cali (ct),jueves,16:00:00,prados del norte e2,urbana,oficinas,arma de fuego,a pie,a pie,76001000
2014-03-13,valle,cali (ct),jueves,18:15:00,san fernando nuevo e19,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-03-13,valle,cali (ct),jueves,00:36:00,desepaz invicali e21,urbana,local comercial,contundentes,a pie,a pie,76001000
2014-03-14,valle,cali (ct),viernes,00:00:00,prados del norte e2,urbana,oficinas,sin empleo de armas,a pie,a pie,76001000
2014-03-14,valle,cali (ct),viernes,08:00:00,san nicolas e3,urbana,parqueadero,contundentes,a pie,a pie,76001000
2014-03-14,valle,cali (ct),viernes,09:00:00,san joaquin e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-03-14,valle,cali (ct),viernes,20:00:00,el limonar e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-03-14,valle,cali (ct),viernes,15:30:00,san fernando nuevo e19,rural,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-03-14,valle,cali (ct),viernes,17:10:00,unicentro cali e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-03-14,valle,cali (ct),viernes,15:50:00,el poblado ii e13,urbana,supermercados,sin empleo de armas,a pie,a pie,76001000
2014-03-14,valle,cali (ct),viernes,08:55:00,brisas de los alamos e2,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2014-03-14,valle,cali (ct),viernes,16:22:00,julio rincon e12,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-03-15,valle,cali (ct),sabado,00:00:00,san nicolas e3,urbana,oficinas,contundentes,a pie,a pie,76001000
2014-03-16,valle,cali (ct),domingo,11:30:00,ciudad 2000 e16,urbana,almacenes,arma de fuego,,a pie,76001000
2014-03-16,valle,cali (ct),domingo,12:30:00,u.r. santiago de cali e19,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-03-17,valle,cali (ct),lunes,17:00:00,ciudad capri e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-03-17,valle,cali (ct),lunes,20:30:00,san joaquin e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-03-19,valle,cali (ct),miercoles,04:00:00,desepaz invicali e21,urbana,local comercial,contundentes,a pie,a pie,76001000
2014-03-19,valle,cali (ct),miercoles,18:20:00,el limonar e17,urbana,centro comercial,sin empleo de armas,a pie,a pie,76001000
2014-03-19,valle,cali (ct),miercoles,19:10:00,el pondaje e13,urbana,vias publicas,contundentes,a pie,a pie,76001000
2014-03-20,valle,cali (ct),jueves,15:30:00,urb. tequendama e19,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-03-20,valle,cali (ct),jueves,18:50:00,san pedro e3,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2014-03-20,valle,cali (ct),jueves,14:40:00,alfonso lopez i e7,urbana,casinos,arma de fuego,a pie,a pie,76001000
2014-03-20,valle,cali (ct),jueves,11:25:00,alfonso lopez ii e7,urbana,"droguerias, farmacias",arma de fuego,pasajero motocicleta,a pie,76001000
2014-03-21,valle,cali (ct),viernes,09:00:00,industria de licores e4,urbana,,contundentes,conductor taxi,a pie,76001000
2014-03-21,valle,cali (ct),viernes,11:30:00,union de vivienda popular e16,urbana,"droguerias, farmacias",arma de fuego,pasajero motocicleta,a pie,76001000
2014-03-22,valle,cali (ct),sabado,00:00:00,junin e9,urbana,bodegas y similares,sin empleo de armas,a pie,a pie,76001000
