fecha,departamento,municipio,dia,hora,barrio,zona,clase_de_sitio,arma_empleada,movil_agresor,movil_victima,codigo_dane
2017-01-13,valle,cali (ct),viernes,12:30:00,centenario e2,urbana,oficinas,sin empleo de armas,a pie,a pie,76001000
2017-01-13,valle,cali (ct),viernes,16:30:00,san pedro e3,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2017-01-13,valle,cali (ct),viernes,18:55:00,lili e17,urbana,vias publicas,contundentes,a pie,a pie,76001000
2017-01-13,valle,cali (ct),viernes,13:25:00,julio rincon e12,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2017-01-14,valle,cali (ct),sabado,14:00:00,sector melendez e18,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2017-01-14,valle,cali (ct),sabado,16:00:00,torres de confandi e5,urbana,escenarios deportivos,palancas,a pie,a pie,76001000
2017-01-14,valle,cali (ct),sabado,20:00:00,santa monica residencial e2,urbana,almacenes,sin empleo de armas,,,76001000
2017-01-14,valle,cali (ct),sabado,01:30:00,prados del norte e2,urbana,panaderias,contundentes,a pie,a pie,76001000
2017-01-14,valle,cali (ct),sabado,03:20:00,union de vivienda popular e16,urbana,vias publicas,contundentes,a pie,a pie,76001000
2017-01-14,valle,cali (ct),sabado,00:03:00,pampa linda e19,urbana,vias publicas,arma de fuego,pasajero motocicleta,a pie,76001000
2017-01-14,valle,cali (ct),sabado,16:37:00,parcelaciones pance e22,urbana,bodegas y similares,sin empleo de armas,a pie,a pie,76001000
2017-01-15,valle,cali (ct),domingo,20:00:00,san joaquin e17,urbana,local comercial,sin empleo de armas,,,76001000
2017-01-15,valle,cali (ct),domingo,14:30:00,atanasio girardot e8,urbana,local comercial,contundentes,a pie,a pie,76001000
2017-01-16,valle,cali (ct),lunes,00:00:00,cgto montebello e1,rural,vias publicas,sin empleo de armas,a pie,a pie,76001000
2017-01-16,valle,cali (ct),lunes,00:00:00,san nicolas e3,urbana,bodegas y similares,contundentes,a pie,a pie,76001000
2017-01-16,valle,cali (ct),lunes,19:00:00,san marino e7,urbana,local comercial,arma de fuego,a pie,a pie,76001000
2017-01-16,valle,cali (ct),lunes,17:30:00,primero de mayo e17,urbana,local comercial,arma de fuego,pasajero taxi,a pie,76001000
2017-01-16,valle,cali (ct),lunes,19:30:00,jose maria cordoba e11,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2017-01-16,valle,cali (ct),lunes,03:56:00,champagnat e19,urbana,almacenes,contundentes,a pie,a pie,76001000
2017-01-17,valle,cali (ct),martes,00:00:00,pampa linda e19,urbana,universidades,contundentes,a pie,a pie,76001000
2017-01-17,valle,cali (ct),martes,00:00:00,urb. militar e19,urbana,oficinas,sin empleo de armas,a pie,a pie,76001000
2017-01-17,valle,cali (ct),martes,10:00:00,sucre e9,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2017-01-17,valle,cali (ct),martes,16:00:00,porvenir e4,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2017-01-18,valle,cali (ct),miercoles,09:00:00,mojica e15,urbana,"colegios, escuelas",sin empleo de armas,a pie,a pie,76001000
2017-01-18,valle,cali (ct),miercoles,09:00:00,sucre e9,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2017-01-18,valle,cali (ct),miercoles,18:20:00,ciudadela pasoancho e17,urbana,vias publicas,sin empleo de armas,,,76001000
2017-01-18,valle,cali (ct),miercoles,08:15:00,los comuneros ii e13,urbana,vias publicas,palancas,a pie,a pie,76001000
2017-01-18,valle,cali (ct),miercoles,06:59:00,san pedro e3,urbana,"droguerias, farmacias",sin empleo de armas,a pie,a pie,76001000
2017-01-19,valle,cali (ct),jueves,00:00:00,san joaquin e17,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2017-01-19,valle,cali (ct),jueves,16:00:00,los comuneros i e15,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2017-01-19,valle,cali (ct),jueves,17:00:00,san vicente e2,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2017-01-19,valle,cali (ct),jueves,05:00:00,san juan bosco e3,urbana,local comercial,contundentes,a pie,a pie,76001000
2017-01-19,valle,cali (ct),jueves,00:15:00,porvenir e4,urbana,empresa,contundentes,a pie,a pie,76001000
2017-01-20,valle,cali (ct),viernes,10:00:00,el sena e5,urbana,empresa,sin empleo de armas,a pie,a pie,76001000
2017-01-20,valle,cali (ct),viernes,08:00:00,santa isabel e19,urbana,clinicas y similares,sin empleo de armas,a pie,a pie,76001000
2017-01-20,valle,cali (ct),viernes,14:30:00,la hacienda e17,urbana,clinicas y similares,sin empleo de armas,a pie,a pie,76001000
2017-01-20,valle,cali (ct),viernes,21:00:00,las delicias e4,urbana,"colegios, escuelas",sin empleo de armas,a pie,a pie,76001000
2017-01-20,valle,cali (ct),viernes,16:20:00,,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2017-01-20,valle,cali (ct),viernes,20:20:00,unicentro cali e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2017-01-20,valle,cali (ct),viernes,20:55:00,san luis e6,urbana,local comercial,arma de fuego,a pie,a pie,76001000
2017-01-20,valle,cali (ct),viernes,00:07:00,los guayacanes e5,urbana,cajero automatico,contundentes,a pie,a pie,76001000
2017-01-21,valle,cali (ct),sabado,00:00:00,3 de julio e19,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2017-01-21,valle,cali (ct),sabado,08:00:00,calima e4,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2017-01-21,valle,cali (ct),sabado,11:00:00,asturias e12,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,76001000
2017-01-21,valle,cali (ct),sabado,07:00:00,manuela beltran e14,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2017-01-21,valle,cali (ct),sabado,18:00:00,prados del norte e2,urbana,terminal de transportes,sin empleo de armas,a pie,a pie,76001000
2017-01-21,valle,cali (ct),sabado,20:00:00,el remanso e21,urbana,local comercial,arma de fuego,pasajero motocicleta,a pie,76001000
2017-01-21,valle,cali (ct),sabado,06:00:00,ciudadela del rio e21,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,76001000
2017-01-21,valle,cali (ct),sabado,20:50:00,villa san marcos e14,urbana,bomba de gasolina,arma de fuego,conductor motocicleta,a pie,76001000
2017-01-22,valle,cali (ct),domingo,11:30:00,manzanares e4,urbana,empresa,arma de fuego,a pie,a pie,76001000
2017-01-22,valle,cali (ct),domingo,08:30:00,promociones populares e14,urbana,vias publicas,arma blanca / cortopunzante,a pie,a pie,76001000
2017-01-22,valle,cali (ct),domingo,18:10:00,obrero e9,urbana,vias publicas,arma de fuego,a pie,a pie,76001000
2017-01-22,valle,cali (ct),domingo,18:10:00,sucre e9,urbana,bomba de gasolina,arma de fuego,pasajero motocicleta,a pie,76001000
2017-01-23,valle,cali (ct),lunes,00:00:00,las acacias e10,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2017-01-23,valle,cali (ct),lunes,01:00:00,la independencia e11,urbana,consultorios medicos,sin empleo de armas,a pie,a pie,76001000
2017-01-23,valle,cali (ct),lunes,10:20:00,desepaz invicali e21,urbana,local comercial,arma de fuego,a pie,a pie,76001000
2017-01-23,valle,cali (ct),lunes,14:35:00,puertas del sol e14,urbana,vias publicas,arma de fuego,conductor motocicleta,a pie,76001000
2017-01-23,valle,cali (ct),lunes,00:03:00,antonio narino e16,urbana,"colegios, escuelas",contundentes,a pie,a pie,76001000
2017-01-23,valle,cali (ct),lunes,14:51:00,el lido e19,urbana,conjunto residencial,sin empleo de armas,a pie,a pie,76001000
2017-01-24,valle,cali (ct),martes,08:00:00,paso del comercio e6,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2017-01-24,valle,cali (ct),martes,14:00:00,lili e17,urbana,oficinas,sin empleo de armas,a pie,a pie,76001000
2017-01-24,valle,cali (ct),martes,02:00:00,,urbana,empresa,contundentes,a pie,a pie,76001000
2017-01-24,valle,cali (ct),martes,02:40:00,obrero e9,urbana,fabricas,contundentes,a pie,a pie,76001000
2017-01-24,valle,cali (ct),martes,16:04:00,san marino e7,urbana,local comercial,arma de fuego,a pie,a pie,76001000
2017-01-25,valle,cali (ct),miercoles,00:00:00,santa isabel e19,urbana,instalaciones gubernamentales,sin empleo de armas,a pie,a pie,76001000
2017-01-25,valle,cali (ct),miercoles,00:00:00,urb. ciudad jardin e22,urbana,almacenes,arma de fuego,conductor vehiculo,a pie,76001000
2017-01-25,valle,cali (ct),miercoles,12:00:00,los cambulos e19,urbana,oficinas,sin empleo de armas,a pie,a pie,76001000
2017-01-26,valle,cali (ct),jueves,00:00:00,santa monica residencial e2,urbana,local comercial,contundentes,a pie,a pie,76001000
2017-01-26,valle,cali (ct),jueves,00:00:00,urb. tequendama e19,urbana,clinicas y similares,sin empleo de armas,a pie,a pie,76001000
2017-01-26,valle,cali (ct),jueves,08:00:00,ulpiano lloreda e13,urbana,almacenes,contundentes,a pie,conductor vehiculo,76001000
2017-01-26,valle,cali (ct),jueves,09:00:00,santa fe e8,urbana,"colegios, escuelas",sin empleo de armas,a pie,a pie,76001000
2017-01-26,valle,cali (ct),jueves,17:00:00,ciudad universitaria e17,urbana,universidades,sin empleo de armas,a pie,a pie,76001000
2017-01-26,valle,cali (ct),jueves,17:00:00,el jardin e11,urbana,oficinas,llave maestra,a pie,a pie,76001000
2017-01-26,valle,cali (ct),jueves,18:10:00,santa monica residencial e2,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2017-01-26,valle,cali (ct),jueves,12:35:00,los cambulos e19,urbana,empresa,sin empleo de armas,a pie,a pie,76001000
2017-01-26,valle,cali (ct),jueves,22:55:00,charco azul e13,urbana,bomba de gasolina,arma de fuego,conductor motocicleta,a pie,76001000
2017-01-27,valle,cali (ct),viernes,00:00:00,antonio narino e16,urbana,"colegios, escuelas",contundentes,a pie,a pie,76001000
2017-01-27,valle,cali (ct),viernes,00:00:00,granada e2,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2017-01-27,valle,cali (ct),viernes,13:00:00,calima e4,urbana,vias publicas,sin empleo de armas,,,76001000
2017-01-27,valle,cali (ct),viernes,09:40:00,granada e2,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2017-01-28,valle,cali (ct),sabado,00:00:00,san pedro e3,urbana,vias publicas,contundentes,a pie,a pie,76001000
2017-01-28,valle,cali (ct),sabado,17:30:00,san pedro e3,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2017-01-28,valle,cali (ct),sabado,10:40:00,alto jordan e18,urbana,local comercial,arma de fuego,a pie,a pie,76001000
2017-01-28,valle,cali (ct),sabado,23:55:00,los cambulos e19,urbana,bomba de gasolina,arma de fuego,pasajero motocicleta,a pie,76001000
2017-01-29,valle,cali (ct),domingo,00:00:00,el limonar e17,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2017-01-29,valle,cali (ct),domingo,00:00:00,santa rosa e3,urbana,vias publicas,contundentes,a pie,a pie,76001000
2017-01-29,valle,cali (ct),domingo,11:00:00,chipichape e2,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2017-01-29,valle,cali (ct),domingo,06:00:00,el jordan e18,urbana,local comercial,contundentes,a pie,a pie,76001000
2017-01-29,valle,cali (ct),domingo,12:40:00,el limonar e17,urbana,vias publicas,sin empleo de armas,,,76001000
2017-01-29,valle,cali (ct),domingo,19:20:00,benjamin herrera e8,urbana,bomba de gasolina,arma de fuego,conductor motocicleta,a pie,76001000
2017-01-29,valle,cali (ct),domingo,20:05:00,santa monica residencial e2,urbana,vias publicas,sin empleo de armas,,,76001000
2017-01-29,valle,cali (ct),domingo,22:20:00,el refugio e19,urbana,vias publicas,arma de fuego,pasajero motocicleta,a pie,76001000
2017-01-30,valle,cali (ct),lunes,11:00:00,el troncal e8,urbana,talleres,arma de fuego,conductor motocicleta,a pie,76001000
2017-01-30,valle,cali (ct),lunes,15:00:00,urb. militar e19,urbana,clinicas y similares,sin empleo de armas,a pie,a pie,76001000
2017-01-30,valle,cali (ct),lunes,14:40:00,san pedro e3,urbana,centro comercial,sin empleo de armas,a pie,a pie,76001000
2017-01-30,valle,cali (ct),lunes,12:50:00,ciudadela floralia e6,urbana,local comercial,arma de fuego,pasajero motocicleta,a pie,76001000
2017-01-30,valle,cali (ct),lunes,10:50:00,alfonso lopez i e7,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2017-01-30,valle,cali (ct),lunes,18:25:00,san pedro e3,urbana,centro comercial,sin empleo de armas,,,76001000
2017-01-30,valle,cali (ct),lunes,16:35:00,la nueva base e8,urbana,bomba de gasolina,arma de fuego,a pie,a pie,76001000
2017-01-30,valle,cali (ct),lunes,21:25:00,santa monica residencial e2,urbana,vias publicas,sin empleo de armas,,,76001000
2017-01-30,valle,cali (ct),lunes,00:04:00,industrial e8,urbana,bodegas y similares,contundentes,a pie,a pie,76001000
2017-01-31,valle,cali (ct),martes,10:00:00,la flora e2,urbana,oficinas,sin empleo de armas,a pie,a pie,76001000
2017-01-31,valle,cali (ct),martes,10:00:00,santa rosa e3,urbana,"bares, cantinas y similares",contundentes,a pie,a pie,76001000
2017-01-31,valle,cali (ct),martes,05:00:00,nueva tequendama e19,urbana,hospitales,contundentes,a pie,a pie,76001000
2017-01-31,valle,cali (ct),martes,12:20:00,morichal de comfandi e15,urbana,local comercial,contundentes,conductor motocicleta,a pie,76001000
2017-01-31,valle,cali (ct),martes,22:30:00,san joaquin e17,urbana,centro comercial,sin empleo de armas,a pie,a pie,76001000
2017-02-01,valle,cali (ct),miercoles,08:00:00,ciudad capri e17,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2017-02-01,valle,cali (ct),miercoles,11:30:00,panamericano e10,urbana,vias publicas,sin empleo de armas,a pie,conductor vehiculo,76001000
2017-02-01,valle,cali (ct),miercoles,14:40:00,san fernando nuevo e19,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2017-02-01,valle,cali (ct),miercoles,13:15:00,la flora e2,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2017-02-01,valle,cali (ct),miercoles,10:50:00,mariano ramos e16,urbana,vias publicas,sin empleo de armas,conductor vehiculo,pasajero vehiculo,76001000
2017-02-01,valle,cali (ct),miercoles,13:35:00,santa teresita e2,urbana,supermercados,sin empleo de armas,a pie,a pie,76001000
2017-02-01,valle,cali (ct),miercoles,01:50:00,,urbana,,sin empleo de armas,a pie,,76001000
2017-02-02,valle,cali (ct),jueves,00:00:00,centenario e2,urbana,empresa,sin empleo de armas,a pie,a pie,76001000
2017-02-02,valle,cali (ct),jueves,00:00:00,la flora e2,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2017-02-02,valle,cali (ct),jueves,00:00:00,san vicente e2,urbana,librerias,contundentes,a pie,a pie,76001000
2017-02-02,valle,cali (ct),jueves,08:00:00,los sauces e11,urbana,escenarios deportivos,contundentes,a pie,a pie,76001000
2017-02-02,valle,cali (ct),jueves,10:30:00,brisas del limonar e16,urbana,local comercial,contundentes,a pie,a pie,76001000
2017-02-02,valle,cali (ct),jueves,13:30:00,ciudadela floralia e6,urbana,interior vehiculo particular,sin empleo de armas,a pie,a pie,76001000
2017-02-02,valle,cali (ct),jueves,14:45:00,calima e4,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2017-02-02,valle,cali (ct),jueves,13:25:00,santa monica residencial e2,urbana,centro comercial,sin empleo de armas,a pie,a pie,76001000
2017-02-02,valle,cali (ct),jueves,08:25:00,panamericano e10,urbana,supermercados,sin empleo de armas,,,76001000
2017-02-02,valle,cali (ct),jueves,19:03:00,caldas e18,urbana,local comercial,arma de fuego,a pie,a pie,76001000
2017-02-03,valle,cali (ct),viernes,00:00:00,santa barbara e19,urbana,establecimiento de giros,arma de fuego,a pie,a pie,76001000
2017-02-03,valle,cali (ct),viernes,04:00:00,flora industrial e4,urbana,vias publicas,palancas,a pie,a pie,76001000
2017-02-03,valle,cali (ct),viernes,22:00:00,calima e4,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2017-02-03,valle,cali (ct),viernes,11:15:00,san pedro e3,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2017-02-03,valle,cali (ct),viernes,19:40:00,el cedro e19,urbana,estaciones de servicio,arma de fuego,a pie,a pie,76001000
2017-02-03,valle,cali (ct),viernes,10:50:00,juanambu e2,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2017-02-03,valle,cali (ct),viernes,02:40:00,20 de julio e11,urbana,almacenes,contundentes,a pie,a pie,76001000
2017-02-03,valle,cali (ct),viernes,01:10:00,santa elena e10,urbana,local comercial,contundentes,a pie,a pie,76001000
2017-02-04,valle,cali (ct),sabado,10:00:00,,urbana,interior vehiculo particular,sin empleo de armas,a pie,a pie,76001000
2017-02-04,valle,cali (ct),sabado,09:00:00,cgto la leonera e1,urbana,vias publicas,arma de fuego,a pie,a pie,76001000
2017-02-04,valle,cali (ct),sabado,16:00:00,san pedro e3,urbana,local comercial,arma de fuego,pasajero motocicleta,a pie,76001000
2017-02-04,valle,cali (ct),sabado,18:00:00,parcelaciones pance e22,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2017-02-04,valle,cali (ct),sabado,12:30:00,cgto la leonera e1,urbana,vias publicas,arma de fuego,conductor vehiculo,conductor vehiculo,76001000
2017-02-04,valle,cali (ct),sabado,20:00:00,el ingenio e17,urbana,construccion,arma de fuego,conductor vehiculo,a pie,76001000
2017-02-04,valle,cali (ct),sabado,20:20:00,san fernando nuevo e19,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2017-02-04,valle,cali (ct),sabado,13:45:00,valle grande e21,urbana,centro comercial,sin empleo de armas,a pie,a pie,76001000
2017-02-04,valle,cali (ct),sabado,07:05:00,buenos aires e18,urbana,,arma de fuego,pasajero vehiculo,a pie,76001000
2017-02-05,valle,cali (ct),domingo,09:00:00,san juan bosco e3,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2017-02-05,valle,cali (ct),domingo,20:30:00,chipichape e2,urbana,centro comercial,sin empleo de armas,,,76001000
2017-02-05,valle,cali (ct),domingo,17:40:00,chipichape e2,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2017-02-05,valle,cali (ct),domingo,21:40:00,calima e4,urbana,vias publicas,sin empleo de armas,,,76001000
2017-02-05,valle,cali (ct),domingo,21:40:00,calima e4,urbana,supermercados,sin empleo de armas,,,76001000
2017-02-05,valle,cali (ct),domingo,13:35:00,santa monica residencial e2,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2017-02-06,valle,cali (ct),lunes,00:00:00,san fernando nuevo e19,urbana,oficinas,sin empleo de armas,a pie,a pie,76001000
2017-02-06,valle,cali (ct),lunes,10:00:00,santa monica residencial e2,urbana,local comercial,sin empleo de armas,a pie,a pie,76001000
2017-02-06,valle,cali (ct),lunes,10:00:00,sucre e9,urbana,vias publicas,sin empleo de armas,a pie,a pie,76001000
2017-02-06,valle,cali (ct),lunes,07:00:00,san fernando nuevo e19,urbana,"droguerias, farmacias",arma de fuego,a pie,a pie,76001000
2017-02-06,valle,cali (ct),lunes,18:00:00,santa anita e17,urbana,vias publicas,arma de fuego,pasajero motocicleta,conductor vehiculo,76001000
2017-02-06,valle,cali (ct),lunes,06:00:00,terron colorado e1,urbana,iglesia,contundentes,a pie,a pie,76001000
2017-02-06,valle,cali (ct),lunes,05:00:00,sucre e9,urbana,bodegas y similares,contundentes,a pie,a pie,76001000
2017-02-06,valle,cali (ct),lunes,05:59:00,,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,76001000
2017-02-07,valle,cali (ct),martes,11:00:00,laureano gomez e15,urbana,almacenes,sin empleo de armas,a pie,a pie,76001000
2017-02-07,valle,cali (ct),martes,14:00:00,santa anita e17,urbana,vias publicas,palancas,a pie,conductor vehiculo,76001000
2017-02-07,valle,cali (ct),martes,13:30:00,el guabal e10,urbana,vias publicas,arma de fuego,pasajero motocicleta,conductor vehiculo,76001000
