fecha,departamento,municipio,dia,hora,barrio,zona,clase_de_sitio,arma_empleada,movil_agresor,movil_victima,edad,sexo,estado_civil,pais_de_nacimiento,clase_de_empleado,profesion,escolaridad,codigo_dane
2014-01-01,valle,cali (ct),miercoles,00:00:00,,urbana,vias publicas,contundentes,a pie,a pie,76.0,masculino,soltero,colombia,independiente,,primaria,
2014-01-01,valle,cali (ct),miercoles,20:00:00,san pedro e3,urbana,vias publicas,sin empleo de armas,a pie,a pie,27.0,masculino,soltero,colombia,independiente,,primaria,
2014-01-01,valle,cali (ct),miercoles,08:00:00,centenario e2,urbana,vias publicas,contundentes,a pie,a pie,35.0,masculino,soltero,colombia,empleado particular,,tecnico,
2014-01-01,valle,cali (ct),miercoles,18:00:00,san joaquin e17,urbana,vias publicas,contundentes,a pie,a pie,57.0,femenino,soltero,colombia,empleado particular,,superior,
2014-01-02,valle,cali (ct),jueves,10:00:00,lleras camargo e20,urbana,,sin empleo de armas,a pie,a pie,56.0,masculino,soltero,colombia,empleado particular,,primaria,
2014-01-02,valle,cali (ct),jueves,11:30:00,san pedro e3,urbana,vias publicas,arma blanca / cortopunzante,a pie,a pie,61.0,femenino,soltero,colombia,educador,licenciado,superior,
2014-01-02,valle,cali (ct),jueves,17:00:00,san nicolas e3,urbana,vias publicas,sin empleo de armas,a pie,a pie,37.0,femenino,casado,colombia,ama de casa,,secundaria,
2014-01-02,valle,cali (ct),jueves,22:00:00,chipichape e2,urbana,vias publicas,contundentes,a pie,a pie,34.0,masculino,soltero,colombia,empleado particular,ingenieria agronomica,superior,
2014-01-02,valle,cali (ct),jueves,04:00:00,antonio narino e16,urbana,,sin empleo de armas,a pie,a pie,44.0,masculino,soltero,colombia,independiente,,analfabeta,
2014-01-02,valle,cali (ct),jueves,07:10:00,metropolitano del norte e5,urbana,interior vehiculo servicio publico,sin empleo de armas,pasajero bus,pasajero bus,21.0,masculino,soltero,colombia,empleado particular,,tecnico,
2014-01-03,valle,cali (ct),viernes,00:00:00,manuela beltran e14,urbana,vias publicas,contundentes,a pie,a pie,75.0,masculino,soltero,colombia,empleado particular,,primaria,
2014-01-03,valle,cali (ct),viernes,10:00:00,maracaibo e11,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,34.0,femenino,soltero,colombia,desempleado,,primaria,
2014-01-03,valle,cali (ct),viernes,16:00:00,el lido e19,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,28.0,femenino,soltero,colombia,empleado particular,administracion  de empresas,superior,
2014-01-03,valle,cali (ct),viernes,09:00:00,el refugio e19,urbana,restaurantes,sin empleo de armas,a pie,a pie,26.0,masculino,soltero,colombia,comerciante,,superior,
2014-01-03,valle,cali (ct),viernes,17:00:00,los comuneros i e15,urbana,vias publicas,arma blanca / cortopunzante,bicicleta,a pie,20.0,masculino,union libre,colombia,empleado particular,,secundaria,
2014-01-03,valle,cali (ct),viernes,16:30:00,el cedro e19,urbana,semaforo,arma de fuego,conductor motocicleta,a pie,33.0,masculino,casado,colombia,empleado particular,,secundaria,
2014-01-03,valle,cali (ct),viernes,21:30:00,santa anita e17,urbana,,contundentes,a pie,a pie,52.0,femenino,casado,colombia,empleado particular,,superior,
2014-01-03,valle,cali (ct),viernes,08:30:00,el vergel e13,urbana,vias publicas,arma de fuego,a pie,conductor vehiculo,37.0,masculino,union libre,colombia,empleado particular,,primaria,
2014-01-03,valle,cali (ct),viernes,10:15:00,,urbana,vias publicas,arma de fuego,pasajero motocicleta,conductor motocicleta,41.0,masculino,casado,colombia,empleado particular,,secundaria,
2014-01-03,valle,cali (ct),viernes,12:50:00,industrial e8,urbana,semaforo,arma de fuego,conductor motocicleta,conductor motocicleta,22.0,masculino,soltero,colombia,estudiante,,superior,
2014-01-03,valle,cali (ct),viernes,09:20:00,alameda e9,urbana,bancos,sin empleo de armas,a pie,a pie,21.0,masculino,soltero,colombia,empleado particular,,secundaria,
2014-01-04,valle,cali (ct),sabado,11:00:00,ciudadela confandi e17,urbana,local comercial,contundentes,a pie,a pie,69.0,masculino,divorciado,colombia,pensionado,,superior,
2014-01-04,valle,cali (ct),sabado,15:00:00,san fernando viejo e19,urbana,vias publicas,sin empleo de armas,a pie,a pie,39.0,masculino,casado,colombia,comerciante,,secundaria,
2014-01-04,valle,cali (ct),sabado,16:00:00,santa monica residencial e2,urbana,local comercial,sin empleo de armas,a pie,a pie,47.0,masculino,union libre,colombia,empleado particular,,superior,
2014-01-04,valle,cali (ct),sabado,16:00:00,vista hermosa e1,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,28.0,femenino,union libre,colombia,empleado particular,,tecnico,
2014-01-04,valle,cali (ct),sabado,08:00:00,bosques del limonar e17,urbana,oficinas,contundentes,a pie,a pie,34.0,femenino,casado,colombia,independiente,,superior,
2014-01-04,valle,cali (ct),sabado,08:00:00,san juan bosco e3,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,54.0,masculino,soltero,colombia,independiente,,secundaria,
2014-01-04,valle,cali (ct),sabado,13:00:00,eucaristico e19,urbana,vias publicas,arma de fuego,a pie,a pie,25.0,masculino,soltero,colombia,estudiante,,superior,
2014-01-04,valle,cali (ct),sabado,19:30:00,primero de mayo e17,urbana,semaforo,arma de fuego,pasajero motocicleta,conductor vehiculo,20.0,femenino,soltero,colombia,empleado particular,,superior,
2014-01-04,valle,cali (ct),sabado,13:30:00,el guabal e10,urbana,semaforo,arma de fuego,conductor motocicleta,conductor vehiculo,27.0,femenino,soltero,colombia,independiente,,superior,
2014-01-04,valle,cali (ct),sabado,16:20:00,san nicolas e3,rural,talleres,contundentes,a pie,a pie,48.0,femenino,casado,colombia,independiente,,secundaria,
2014-01-04,valle,cali (ct),sabado,14:20:00,los guaduales e6,urbana,bomba de gasolina,arma de fuego,conductor motocicleta,a pie,22.0,masculino,union libre,colombia,empleado particular,,secundaria,
2014-01-04,valle,cali (ct),sabado,18:20:00,prados del norte e2,urbana,clinicas y similares,sin empleo de armas,a pie,a pie,26.0,femenino,soltero,colombia,independiente,,secundaria,
2014-01-04,valle,cali (ct),sabado,09:20:00,san pedro e3,urbana,vias publicas,contundentes,a pie,a pie,34.0,masculino,casado,colombia,empleado particular,,superior,
2014-01-05,valle,cali (ct),domingo,00:00:00,parcelaciones pance e22,rural,fincas y similares,sin empleo de armas,a pie,a pie,54.0,masculino,union libre,colombia,agricultor,,primaria,
2014-01-05,valle,cali (ct),domingo,14:00:00,cristo rey e19,rural,centro recreacional,sin empleo de armas,a pie,a pie,51.0,masculino,casado,colombia,empleado particular,,secundaria,
2014-01-05,valle,cali (ct),domingo,14:00:00,ulpiano lloreda e13,urbana,vias publicas,arma blanca / cortopunzante,a pie,a pie,13.0,masculino,soltero,colombia,estudiante,,secundaria,
2014-01-05,valle,cali (ct),domingo,21:00:00,saavedra galindo e8,urbana,local comercial,sin empleo de armas,a pie,a pie,36.0,masculino,union libre,colombia,empleado particular,,secundaria,
2014-01-05,valle,cali (ct),domingo,13:30:00,el limonar e17,urbana,vias publicas,sin empleo de armas,a pie,bicicleta,46.0,masculino,casado,colombia,empleado particular,,superior,
2014-01-05,valle,cali (ct),domingo,22:00:00,centenario e2,urbana,vias publicas,arma de fuego,conductor motocicleta,a pie,34.0,femenino,soltero,colombia,independiente,,superior,
2014-01-05,valle,cali (ct),domingo,04:00:00,las delicias e4,urbana,vias publicas,contundentes,a pie,a pie,42.0,masculino,soltero,colombia,independiente,,secundaria,
2014-01-05,valle,cali (ct),domingo,05:30:00,santa fe e8,urbana,bomba de gasolina,arma de fuego,a pie,a pie,35.0,femenino,soltero,colombia,independiente,,secundaria,
2014-01-05,valle,cali (ct),domingo,13:15:00,alameda e9,urbana,plazas de mercado,arma de fuego,pasajero motocicleta,conductor vehiculo,46.0,femenino,viudo,colombia,empleado particular,contaduria publica,superior,
2014-01-05,valle,cali (ct),domingo,23:40:00,la merced e3,urbana,local comercial,contundentes,a pie,a pie,61.0,masculino,soltero,colombia,comerciante,,secundaria,
2014-01-06,valle,cali (ct),lunes,00:00:00,san cayetano e3,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,27.0,femenino,soltero,colombia,independiente,,superior,
2014-01-06,valle,cali (ct),lunes,10:30:00,parcelaciones pance e22,rural,rios,arma blanca / cortopunzante,a pie,a pie,29.0,femenino,soltero,colombia,empleado particular,,superior,
2014-01-06,valle,cali (ct),lunes,13:00:00,san joaquin e17,urbana,vias publicas,arma blanca / cortopunzante,bicicleta,a pie,51.0,femenino,soltero,colombia,ama de casa,,secundaria,
2014-01-06,valle,cali (ct),lunes,12:30:00,urb. militar e19,urbana,,sin empleo de armas,a pie,a pie,31.0,femenino,casado,colombia,empleado particular,,superior,
2014-01-06,valle,cali (ct),lunes,14:30:00,puerto mallarino e7,urbana,vias publicas,arma de fuego,a pie,a pie,24.0,masculino,soltero,colombia,estudiante,,superior,
2014-01-06,valle,cali (ct),lunes,22:00:00,prados del norte e2,urbana,terminal de transportes,escopolamina,pasajero bus,pasajero bus,20.0,femenino,soltero,colombia,empleado particular,,secundaria,
2014-01-06,valle,cali (ct),lunes,21:10:00,normandia e2,urbana,vias publicas,sin empleo de armas,a pie,a pie,17.0,masculino,soltero,colombia,estudiante,,secundaria,
2014-01-06,valle,cali (ct),lunes,15:56:00,santa monica residencial e2,urbana,vias publicas,arma de fuego,a pie,a pie,39.0,masculino,union libre,colombia,independiente,,secundaria,
2014-01-07,valle,cali (ct),martes,10:00:00,caldas e18,urbana,vias publicas,contundentes,a pie,a pie,62.0,femenino,union libre,colombia,empleado particular,,primaria,
2014-01-07,valle,cali (ct),martes,10:00:00,san vicente e2,urbana,semaforo,arma de fuego,conductor motocicleta,conductor vehiculo,31.0,femenino,soltero,colombia,empleado particular,,secundaria,
2014-01-07,valle,cali (ct),martes,17:00:00,salomia e4,urbana,vias publicas,arma de fuego,a pie,a pie,60.0,masculino,soltero,colombia,comerciante,,primaria,
2014-01-07,valle,cali (ct),martes,08:00:00,san pedro e3,urbana,oficinas,contundentes,a pie,a pie,52.0,masculino,union libre,colombia,empleado particular,,superior,
2014-01-07,valle,cali (ct),martes,15:30:00,eucaristico e19,urbana,vias publicas,contundentes,a pie,a pie,39.0,femenino,soltero,colombia,empleado particular,,superior,
2014-01-07,valle,cali (ct),martes,21:00:00,,urbana,vias publicas,sin empleo de armas,a pie,a pie,31.0,femenino,casado,colombia,independiente,,secundaria,
