fecha,departamento,municipio,dia,hora,barrio,zona,clase_de_sitio,arma_empleada,movil_agresor,movil_victima,edad,sexo,estado_civil,pais_de_nacimiento,clase_de_empleado,profesion,escolaridad,codigo_dane
2013-01-01,valle,cali (ct),martes,21:00:00,calimio desepaz e21,urbana,vias publicas,contundentes,a pie,a pie,32,femenino,soltero,colombia,desempleado,,primaria,
2013-01-01,valle,cali (ct),martes,21:00:00,san luis ii e6,urbana,casas de habitacion,contundentes,a pie,a pie,18,masculino,soltero,colombia,empleado particular,,secundaria,
2013-01-01,valle,cali (ct),martes,21:00:00,siloe e20,urbana,dentro de la vivienda,contundentes,a pie,a pie,41,femenino,soltero,colombia,independiente,no reportada,secundaria,
2013-01-01,valle,cali (ct),martes,10:00:00,mariano ramos e16,urbana,vias publicas,contundentes,a pie,a pie,40,femenino,soltero,colombia,ama de casa,,primaria,
2013-01-01,valle,cali (ct),martes,16:00:00,calima e4,urbana,vias publicas,contundentes,a pie,a pie,44,femenino,soltero,colombia,independiente,no reportada,secundaria,
2013-01-01,valle,cali (ct),martes,16:00:00,marroquin i e14,urbana,vias publicas,contundentes,a pie,a pie,44,femenino,soltero,,independiente,,primaria,
2013-01-01,valle,cali (ct),martes,16:00:00,valle grande e21,urbana,vias publicas,arma blanca / cortopunzante,a pie,a pie,46,masculino,casado,colombia,independiente,,secundaria,
2013-01-01,valle,cali (ct),martes,17:00:00,ulpiano lloreda e13,urbana,vias publicas,contundentes,a pie,a pie,20,femenino,soltero,colombia,independiente,,tecnico,
2013-01-01,valle,cali (ct),martes,19:30:00,ulpiano lloreda e13,urbana,vias publicas,contundentes,a pie,a pie,41,femenino,union libre,colombia,independiente,,secundaria,
2013-01-01,valle,cali (ct),martes,15:00:00,el jardin e11,urbana,vias publicas,contundentes,a pie,a pie,87,masculino,casado,colombia,independiente,,primaria,
2013-01-01,valle,cali (ct),martes,15:00:00,terron colorado e1,urbana,vias publicas,arma de fuego,a pie,a pie,42,masculino,union libre,colombia,empleado particular,,secundaria,
2013-01-01,valle,cali (ct),martes,20:30:00,el vergel e13,urbana,casas de habitacion,contundentes,a pie,a pie,39,femenino,soltero,colombia,empleado particular,,secundaria,
2013-01-01,valle,cali (ct),martes,20:30:00,jose m. marroquin ii e14,urbana,vias publicas,contundentes,a pie,a pie,23,femenino,soltero,colombia,empleado particular,,primaria,
2013-01-01,valle,cali (ct),martes,20:30:00,los chorros e18,urbana,vias publicas,contundentes,a pie,a pie,22,femenino,soltero,colombia,independiente,,secundaria,
