fecha,departamento,municipio,dia,hora,barrio,zona,clase_sitio,arma_empleada,movil_agresor,movil_victima,edad,sexo,estado_civil,pais_nace,clase_empleado,profesiones,escolaridad,codigo_dane
2010-06-01,valle,cali (ct),martes,18:00:00,el poblado i e13,urbana,vias publicas,contundentes,a pie,a pie,59,femenino,soltero,colombia,ama de casa,noreportado,secundaria,76001000
2010-06-01,valle,cali (ct),martes,19:40:00,pueblo joven e20,urbana,vias publicas,arma de fuego,a pie,a pie,25,masculino,soltero,noreportado,desempleado,noreportado,secundaria,76001000
2010-06-01,valle,cali (ct),martes,20:10:00,,urbana,vias publicas,arma blanca,a pie,a pie,16,masculino,soltero,colombia,independiente,noreportado,secundaria,76001000
2010-06-01,valle,cali (ct),martes,20:20:00,pizamos i e21,urbana,vias publicas,arma de fuego,a pie,a pie,50,masculino,casado,colombia,empleado particular,noreportado,primaria,76001000
2010-06-01,valle,cali (ct),martes,21:00:00,cristobal colon e10,urbana,,contundentes,a pie,a pie,16,femenino,soltero,colombia,estudiante,noreportado,secundaria,76001000
2010-06-01,valle,cali (ct),martes,21:00:00,marroquin i e14,urbana,vias publicas,arma de fuego,a pie,a pie,19,masculino,union libre,colombia,independiente,noreportado,primaria,76001000
2010-06-01,valle,cali (ct),martes,21:30:00,tequendama e19,urbana,restaurantes,contundentes,a pie,a pie,22,femenino,union libre,colombia,empleado particular,noreportado,tecnologo,76001000
2010-06-02,valle,cali (ct),miercoles,09:30:00,ciudadela floralia e6,urbana,vias publicas,arma blanca,a pie,a pie,54,masculino,casado,colombia,independiente,noreportado,primaria,76001000
2010-06-02,valle,cali (ct),miercoles,09:45:00,la libertad e10,urbana,casas de habitacion,arma blanca,a pie,a pie,24,masculino,soltero,noreportado,independiente,noreportado,tecnico,76001000
2010-06-02,valle,cali (ct),miercoles,10:00:00,la libertad e10,urbana,vias publicas,contundentes,a pie,a pie,41,femenino,casado,colombia,independiente,noreportado,tecnico,76001000
2010-06-02,valle,cali (ct),miercoles,10:30:00,olaya herrera e4,urbana,vias publicas,contundentes,a pie,a pie,52,femenino,soltero,colombia,independiente,noreportado,secundaria,76001000
2010-06-02,valle,cali (ct),miercoles,11:00:00,santa elena e10,urbana,almacenes,arma blanca,a pie,a pie,30,masculino,soltero,noreportado,independiente,noreportado,secundaria,76001000
2010-06-02,valle,cali (ct),miercoles,15:00:00,nueva floresta e12,urbana,casas de habitacion,contundentes,a pie,a pie,19,masculino,soltero,colombia,desempleado,noreportado,secundaria,76001000
2010-06-02,valle,cali (ct),miercoles,15:00:00,union de vivienda popular e16,urbana,vias publicas,arma blanca,a pie,a pie,15,masculino,soltero,colombia,independiente,noreportado,primaria,76001000
2010-06-02,valle,cali (ct),miercoles,15:30:00,manuela beltran e14,urbana,vias publicas,arma de fuego,a pie,a pie,19,masculino,soltero,colombia,comerciante,noreportado,secundaria,76001000
2010-06-02,valle,cali (ct),miercoles,19:30:00,obrero e9,urbana,"droguerias, farmacias",contundentes,a pie,a pie,33,femenino,casado,colombia,ama de casa,noreportado,secundaria,76001000
2010-06-02,valle,cali (ct),miercoles,21:00:00,eduardo santos e12,urbana,vias publicas,contundentes,a pie,a pie,64,masculino,casado,colombia,independiente,noreportado,primaria,76001000
2010-06-02,valle,cali (ct),miercoles,21:00:00,popular e4,urbana,vias publicas,contundentes,a pie,a pie,22,femenino,soltero,colombia,independiente,noreportado,secundaria,76001000
2010-06-03,valle,cali (ct),jueves,03:51:00,san fernando nuevo e19,urbana,vias publicas,arma blanca,a pie,a pie,18,masculino,soltero,colombia,desempleado,noreportado,primaria,76001000
2010-06-03,valle,cali (ct),jueves,10:30:00,primero de mayo e17,urbana,oficinas,contundentes,a pie,a pie,60,masculino,casado,colombia,pensionado,noreportado,secundaria,76001000
2010-06-03,valle,cali (ct),jueves,11:00:00,alto aguacatal e1,urbana,vias publicas,contundentes,a pie,a pie,15,femenino,soltero,colombia,estudiante,noreportado,primaria,76001000
2010-06-03,valle,cali (ct),jueves,11:30:00,santa rosa e3,urbana,vias publicas,contundentes,a pie,a pie,39,femenino,union libre,colombia,independiente,noreportado,primaria,76001000
2010-06-03,valle,cali (ct),jueves,12:10:00,pampa linda e19,urbana,oficinas,contundentes,a pie,a pie,21,masculino,soltero,colombia,empleado particular,noreportado,tecnologo,76001000
2010-06-03,valle,cali (ct),jueves,12:30:00,los comuneros ii e13,urbana,vias publicas,arma de fuego,a pie,a pie,16,masculino,soltero,colombia,desempleado,noreportado,primaria,76001000
2010-06-03,valle,cali (ct),jueves,13:00:00,urb. venezuela e20,urbana,vias publicas,contundentes,a pie,a pie,26,femenino,soltero,noreportado,independiente,noreportado,secundaria,76001000
2010-06-03,valle,cali (ct),jueves,13:30:00,mariano ramos e16,urbana,,contundentes,a pie,a pie,18,femenino,soltero,colombia,independiente,noreportado,secundaria,76001000
2010-06-03,valle,cali (ct),jueves,14:00:00,potrero grande e21,urbana,vias publicas,arma de fuego,a pie,a pie,16,masculino,union libre,colombia,empleado particular,noreportado,primaria,76001000
2010-06-03,valle,cali (ct),jueves,16:30:00,obrero e9,urbana,"hoteles, residencias, y similares.",arma blanca,a pie,a pie,24,masculino,soltero,colombia,empleado particular,noreportado,primaria,76001000
2010-06-03,valle,cali (ct),jueves,17:00:00,terron colorado e1,urbana,vias publicas,contundentes,a pie,a pie,22,femenino,casado,colombia,ama de casa,noreportado,secundaria,76001000
2010-06-03,valle,cali (ct),jueves,18:10:00,vallado e15,urbana,vias publicas,arma blanca,a pie,a pie,16,masculino,soltero,colombia,desempleado,noreportado,secundaria,76001000
2010-06-03,valle,cali (ct),jueves,18:30:00,siete de agosto e7,urbana,vias publicas,contundentes,a pie,a pie,39,femenino,soltero,colombia,ama de casa,noreportado,secundaria,76001000
2010-06-03,valle,cali (ct),jueves,20:20:00,tercer milenio e21,urbana,vias publicas,arma de fuego,a pie,a pie,17,masculino,soltero,colombia,estudiante,noreportado,secundaria,76001000
2010-06-03,valle,cali (ct),jueves,22:00:00,belalcazar e9,urbana,vias publicas,contundentes,a pie,a pie,51,femenino,casado,colombia,independiente,noreportado,secundaria,76001000
2010-06-04,valle,cali (ct),viernes,01:00:00,san pascual e3,urbana,billares,arma de fuego,a pie,a pie,24,masculino,soltero,colombia,empleado policial,noreportado,secundaria,76001000
2010-06-04,valle,cali (ct),viernes,05:00:00,las orquideas e14,urbana,vias publicas,contundentes,a pie,a pie,33,masculino,casado,colombia,independiente,noreportado,secundaria,76001000
2010-06-04,valle,cali (ct),viernes,09:00:00,prados de oriente e11,urbana,casas de habitacion,contundentes,a pie,a pie,29,femenino,union libre,colombia,independiente,noreportado,secundaria,76001000
2010-06-04,valle,cali (ct),viernes,10:00:00,siloe e20,urbana,"colegios, escuelas",contundentes,a pie,a pie,39,masculino,soltero,colombia,independiente,noreportado,secundaria,76001000
2010-06-04,valle,cali (ct),viernes,11:00:00,brisas de mayo e20,urbana,vias publicas,contundentes,a pie,a pie,32,femenino,union libre,noreportado,independiente,noreportado,secundaria,76001000
2010-06-04,valle,cali (ct),viernes,11:20:00,diamante e13,urbana,vias publicas,contundentes,a pie,a pie,23,femenino,union libre,colombia,independiente,noreportado,secundaria,76001000
2010-06-04,valle,cali (ct),viernes,12:00:00,diamante e13,urbana,vias publicas,contundentes,a pie,a pie,15,femenino,soltero,colombia,estudiante,noreportado,secundaria,76001000
2010-06-04,valle,cali (ct),viernes,18:30:00,las ceibas e7,urbana,,contundentes,a pie,a pie,53,masculino,union libre,colombia,independiente,noreportado,secundaria,76001000
2010-06-04,valle,cali (ct),viernes,18:30:00,primavera e11,urbana,vias publicas,contundentes,a pie,a pie,33,femenino,soltero,colombia,independiente,noreportado,primaria,76001000
2010-06-04,valle,cali (ct),viernes,19:00:00,belalcazar e9,urbana,vias publicas,arma de fuego,a pie,a pie,32,masculino,soltero,colombia,empleado ejercito,noreportado,secundaria,76001000
2010-06-04,valle,cali (ct),viernes,21:00:00,el jordan e18,urbana,vias publicas,arma de fuego,a pie,a pie,28,masculino,union libre,colombia,empleado particular,noreportado,primaria,76001000
2010-06-04,valle,cali (ct),viernes,23:00:00,ciudad cordoba e15,urbana,vias publicas,arma blanca,a pie,a pie,16,masculino,soltero,colombia,desempleado,noreportado,primaria,76001000
2010-06-04,valle,cali (ct),viernes,23:30:00,la fortaleza e11,urbana,vias publicas,arma blanca,a pie,a pie,32,masculino,union libre,colombia,independiente,noreportado,primaria,76001000
2010-06-05,valle,cali (ct),sabado,04:00:00,san luis ii e6,urbana,vias publicas,contundentes,a pie,a pie,34,femenino,union libre,colombia,ama de casa,noreportado,secundaria,76001000
2010-06-05,valle,cali (ct),sabado,06:00:00,champagnat e19,urbana,dentro de la vivienda,contundentes,a pie,a pie,24,masculino,soltero,noreportado,independiente,noreportado,tecnico,76001000
2010-06-05,valle,cali (ct),sabado,13:00:00,el bosque e2,urbana,vias publicas,contundentes,a pie,a pie,30,femenino,soltero,colombia,independiente,noreportado,secundaria,76001000
2010-06-05,valle,cali (ct),sabado,17:00:00,ciudad cordoba e15,urbana,vias publicas,contundentes,a pie,a pie,20,femenino,soltero,colombia,comerciante,noreportado,secundaria,76001000
2010-06-05,valle,cali (ct),sabado,20:00:00,alfonso b. aragon e14,urbana,dentro de la vivienda,contundentes,a pie,a pie,26,masculino,union libre,colombia,independiente,noreportado,secundaria,76001000
2010-06-05,valle,cali (ct),sabado,20:45:00,caldas e18,urbana,vias publicas,contundentes,a pie,a pie,21,femenino,soltero,colombia,empleado particular,noreportado,secundaria,76001000
2010-06-05,valle,cali (ct),sabado,21:30:00,invicali e14,urbana,dentro de la vivienda,contundentes,a pie,a pie,20,masculino,soltero,colombia,independiente,noreportado,secundaria,76001000
2010-06-05,valle,cali (ct),sabado,21:30:00,morichal de comfandi e15,urbana,vias publicas,contundentes,a pie,a pie,18,masculino,soltero,colombia,independiente,noreportado,secundaria,76001000
2010-06-06,valle,cali (ct),domingo,00:00:00,los alcazares e6,urbana,vias publicas,contundentes,a pie,a pie,40,femenino,union libre,colombia,independiente,noreportado,secundaria,76001000
2010-06-06,valle,cali (ct),domingo,00:00:00,santa rosa e3,urbana,vias publicas,contundentes,a pie,a pie,52,masculino,casado,noreportado,comerciante,noreportado,primaria,76001000
2010-06-06,valle,cali (ct),domingo,01:00:00,el gran limonar e17,urbana,vias publicas,contundentes,a pie,a pie,31,masculino,casado,colombia,empleado particular,noreportado,secundaria,76001000
2010-06-06,valle,cali (ct),domingo,01:30:00,cristobal colon e10,urbana,discotecas,contundentes,a pie,a pie,30,masculino,soltero,colombia,independiente,noreportado,secundaria,76001000
2010-06-06,valle,cali (ct),domingo,02:30:00,ciudad talanga e21,urbana,vias publicas,arma de fuego,a pie,a pie,20,masculino,soltero,colombia,independiente,noreportado,secundaria,76001000
2010-06-06,valle,cali (ct),domingo,02:30:00,lleras camargo e20,urbana,vias publicas,contundentes,a pie,a pie,29,femenino,soltero,colombia,independiente,noreportado,secundaria,76001000
2010-06-06,valle,cali (ct),domingo,04:00:00,lleras camargo e20,urbana,casas de habitacion,contundentes,a pie,a pie,19,femenino,union libre,colombia,estudiante,noreportado,superior,76001000
2010-06-06,valle,cali (ct),domingo,04:00:00,petecuy iii e6,urbana,vias publicas,contundentes,a pie,a pie,29,femenino,union libre,colombia,independiente,noreportado,secundaria,76001000
2010-06-06,valle,cali (ct),domingo,06:30:00,altos de menga e2,urbana,vias publicas,arma blanca,a pie,a pie,25,masculino,union libre,noreportado,empleado particular,noreportado,secundaria,76001000
2010-06-06,valle,cali (ct),domingo,06:30:00,marroquin i e14,urbana,vias publicas,arma blanca,a pie,a pie,30,masculino,union libre,colombia,empleado particular,noreportado,secundaria,76001000
2010-06-06,valle,cali (ct),domingo,07:00:00,las orquideas e14,urbana,,contundentes,a pie,a pie,21,femenino,soltero,colombia,desempleado,noreportado,secundaria,76001000
2010-06-06,valle,cali (ct),domingo,07:00:00,las orquideas e14,urbana,,contundentes,a pie,a pie,27,masculino,union libre,colombia,empleado particular,noreportado,secundaria,76001000
2010-06-06,valle,cali (ct),domingo,10:40:00,san nicolas e3,urbana,vias publicas,arma blanca,a pie,a pie,19,femenino,soltero,colombia,empleado particular,noreportado,secundaria,76001000
2010-06-06,valle,cali (ct),domingo,10:40:00,san nicolas e3,urbana,vias publicas,arma blanca,a pie,a pie,25,femenino,union libre,colombia,ama de casa,noreportado,secundaria,76001000
2010-06-06,valle,cali (ct),domingo,13:00:00,napoles e18,urbana,vias publicas,arma blanca,a pie,a pie,29,masculino,soltero,noreportado,independiente,noreportado,secundaria,76001000
2010-06-06,valle,cali (ct),domingo,15:18:00,san nicolas e3,urbana,vias publicas,arma de fuego,a pie,a pie,35,masculino,union libre,colombia,empleado particular,noreportado,secundaria,76001000
2010-06-06,valle,cali (ct),domingo,15:30:00,terron colorado e1,urbana,vias publicas,contundentes,a pie,a pie,20,masculino,soltero,colombia,independiente,noreportado,superior,76001000
2010-06-06,valle,cali (ct),domingo,16:00:00,san judas tadeo i e10,urbana,parqueadero,arma de fuego,a pie,a pie,43,masculino,casado,colombia,empleado particular,noreportado,secundaria,76001000
2010-06-06,valle,cali (ct),domingo,16:30:00,antonio narino e16,urbana,vias publicas,arma blanca,a pie,a pie,20,masculino,soltero,colombia,independiente,noreportado,secundaria,76001000
2010-06-06,valle,cali (ct),domingo,17:00:00,ciudad cordoba e15,urbana,vias publicas,contundentes,a pie,a pie,48,femenino,viudo,colombia,ama de casa,noreportado,primaria,76001000
2010-06-06,valle,cali (ct),domingo,17:00:00,san cayetano e3,urbana,vias publicas,contundentes,a pie,a pie,23,femenino,soltero,colombia,independiente,noreportado,tecnico,76001000
2010-06-06,valle,cali (ct),domingo,22:00:00,la nueva base e8,urbana,vias publicas,arma blanca,a pie,a pie,17,masculino,soltero,colombia,estudiante,noreportado,secundaria,76001000
2010-06-06,valle,cali (ct),domingo,22:30:00,calimio desepaz e21,urbana,vias publicas,arma de fuego,a pie,a pie,17,masculino,union libre,colombia,estudiante,noreportado,primaria,76001000
2010-06-06,valle,cali (ct),domingo,22:30:00,la nueva base e8,urbana,vias publicas,arma blanca,a pie,a pie,16,masculino,soltero,colombia,estudiante,noreportado,secundaria,76001000
2010-06-06,valle,cali (ct),domingo,22:30:00,metropolitano del norte e5,urbana,vias publicas,contundentes,a pie,a pie,20,femenino,soltero,colombia,ama de casa,noreportado,secundaria,76001000
2010-06-06,valle,cali (ct),domingo,23:00:00,ciudad cordoba e15,urbana,vias publicas,contundentes,a pie,a pie,45,femenino,soltero,noreportado,ama de casa,noreportado,secundaria,76001000
2010-06-06,valle,cali (ct),domingo,23:40:00,las orquideas e14,urbana,vias publicas,contundentes,a pie,a pie,54,masculino,union libre,noreportado,comerciante,noreportado,secundaria,76001000
2010-06-07,valle,cali (ct),lunes,00:15:00,los comuneros i e15,urbana,vias publicas,contundentes,a pie,a pie,41,femenino,soltero,colombia,comerciante,noreportado,secundaria,76001000
2010-06-07,valle,cali (ct),lunes,02:50:00,san luis e6,urbana,vias publicas,contundentes,a pie,a pie,31,masculino,union libre,colombia,ama de casa,noreportado,secundaria,76001000
2010-06-07,valle,cali (ct),lunes,03:10:00,san luis e6,urbana,vias publicas,contundentes,a pie,a pie,40,masculino,soltero,colombia,desempleado,noreportado,secundaria,76001000
2010-06-07,valle,cali (ct),lunes,04:30:00,el lido e19,urbana,hospitales,contundentes,a pie,a pie,23,masculino,union libre,colombia,empleado particular,noreportado,primaria,76001000
2010-06-07,valle,cali (ct),lunes,05:50:00,villanueva e12,urbana,vias publicas,arma de fuego,a pie,a pie,39,masculino,union libre,noreportado,independiente,noreportado,tecnico,76001000
2010-06-07,valle,cali (ct),lunes,13:00:00,lourdes e18,urbana,vias publicas,contundentes,a pie,a pie,21,femenino,soltero,colombia,independiente,noreportado,secundaria,76001000
2010-06-07,valle,cali (ct),lunes,15:00:00,bretana e9,urbana,dentro de la vivienda,contundentes,a pie,a pie,20,femenino,soltero,colombia,independiente,noreportado,secundaria,76001000
2010-06-07,valle,cali (ct),lunes,16:00:00,cgto la voragine,rural,vias publicas,contundentes,a pie,a pie,27,masculino,soltero,colombia,independiente,noreportado,secundaria,76001000
2010-06-07,valle,cali (ct),lunes,19:00:00,calima e4,urbana,vias publicas,contundentes,a pie,a pie,32,femenino,soltero,colombia,empleado particular,noreportado,tecnologo,76001000
2010-06-07,valle,cali (ct),lunes,19:00:00,san pedro e3,urbana,vias publicas,arma blanca,a pie,a pie,49,masculino,soltero,colombia,desempleado,noreportado,primaria,76001000
2010-06-07,valle,cali (ct),lunes,23:00:00,calimio desepaz e21,urbana,vias publicas,arma de fuego,a pie,a pie,17,masculino,soltero,colombia,estudiante,noreportado,secundaria,76001000
2010-06-08,valle,cali (ct),martes,00:20:00,calima e4,urbana,vias publicas,arma blanca,a pie,a pie,18,masculino,soltero,colombia,empleado particular,noreportado,secundaria,76001000
2010-06-08,valle,cali (ct),martes,00:20:00,calima e4,urbana,vias publicas,arma blanca,a pie,a pie,31,masculino,soltero,colombia,empleado particular,noreportado,secundaria,76001000
2010-06-08,valle,cali (ct),martes,10:00:00,alameda e9,urbana,vias publicas,contundentes,a pie,a pie,80,femenino,soltero,colombia,independiente,noreportado,secundaria,76001000
2010-06-08,valle,cali (ct),martes,10:00:00,vipasa e2,urbana,vias publicas,contundentes,a pie,a pie,56,masculino,casado,colombia,independiente,noreportado,superior,76001000
2010-06-08,valle,cali (ct),martes,10:30:00,los libertadores e3,urbana,vias publicas,contundentes,a pie,a pie,35,femenino,soltero,noreportado,independiente,noreportado,secundaria,76001000
2010-06-08,valle,cali (ct),martes,10:30:00,manuela beltran e14,urbana,,contundentes,a pie,a pie,10,femenino,soltero,colombia,estudiante,noreportado,primaria,76001000
2010-06-08,valle,cali (ct),martes,12:05:00,ciudad cordoba e15,urbana,vias publicas,arma blanca,a pie,a pie,26,masculino,soltero,noreportado,empleado particular,noreportado,secundaria,76001000
2010-06-08,valle,cali (ct),martes,12:30:00,villa san marcos e14,urbana,vias publicas,contundentes,a pie,a pie,41,femenino,casado,colombia,ama de casa,noreportado,secundaria,76001000
2010-06-08,valle,cali (ct),martes,15:00:00,el poblado i e13,urbana,vias publicas,contundentes,a pie,a pie,29,femenino,soltero,colombia,independiente,noreportado,primaria,76001000
2010-06-08,valle,cali (ct),martes,17:30:00,flora industrial e4,urbana,vias publicas,contundentes,a pie,a pie,48,masculino,soltero,noreportado,independiente,noreportado,secundaria,76001000
2010-06-08,valle,cali (ct),martes,19:00:00,potrero grande e21,urbana,vias publicas,contundentes,a pie,a pie,37,masculino,union libre,noreportado,independiente,noreportado,secundaria,76001000
2010-06-08,valle,cali (ct),martes,19:30:00,potrero grande e21,urbana,vias publicas,arma de fuego,a pie,a pie,15,masculino,soltero,colombia,estudiante,noreportado,secundaria,76001000
2010-06-08,valle,cali (ct),martes,20:00:00,villa blanca e13,urbana,vias publicas,arma de fuego,a pie,a pie,16,masculino,soltero,colombia,estudiante,noreportado,primaria,76001000
2010-06-08,valle,cali (ct),martes,22:00:00,los lagos e13,urbana,dentro de la vivienda,contundentes,a pie,a pie,27,femenino,soltero,colombia,ama de casa,noreportado,primaria,76001000
2010-06-09,valle,cali (ct),miercoles,08:00:00,manuela beltran e14,urbana,vias publicas,contundentes,a pie,a pie,43,masculino,casado,colombia,empleado particular,noreportado,secundaria,76001000
2010-06-09,valle,cali (ct),miercoles,15:00:00,antonio narino e16,urbana,dentro de la vivienda,contundentes,a pie,a pie,33,femenino,union libre,colombia,ama de casa,noreportado,primaria,76001000
2010-06-09,valle,cali (ct),miercoles,15:00:00,union de vivienda popular e16,urbana,vias publicas,arma blanca,a pie,a pie,22,masculino,soltero,colombia,desempleado,noreportado,secundaria,76001000
2010-06-09,valle,cali (ct),miercoles,16:20:00,potrero grande e21,urbana,vias publicas,contundentes,a pie,a pie,28,masculino,union libre,colombia,independiente,noreportado,secundaria,76001000
2010-06-09,valle,cali (ct),miercoles,21:00:00,san luis ii e6,urbana,vias publicas,contundentes,a pie,a pie,15,femenino,soltero,colombia,estudiante,noreportado,primaria,76001000
2010-06-09,valle,cali (ct),miercoles,21:30:00,el poblado ii e13,urbana,,arma de fuego,a pie,a pie,16,masculino,soltero,colombia,estudiante,noreportado,secundaria,76001000
2010-06-09,valle,cali (ct),miercoles,23:30:00,vipasa e2,urbana,vias publicas,contundentes,a pie,a pie,35,masculino,union libre,colombia,comerciante,noreportado,secundaria,76001000
2010-06-10,valle,cali (ct),jueves,09:30:00,12 de octubre e12,urbana,vias publicas,contundentes,a pie,a pie,36,femenino,union libre,noreportado,independiente,noreportado,secundaria,76001000
2010-06-10,valle,cali (ct),jueves,10:00:00,union de vivienda popular e16,urbana,casas de habitacion,contundentes,a pie,a pie,23,femenino,union libre,colombia,independiente,noreportado,primaria,76001000
2010-06-10,valle,cali (ct),jueves,11:00:00,versalles e2,urbana,vias publicas,contundentes,a pie,a pie,88,masculino,union libre,colombia,independiente,noreportado,primaria,76001000
2010-06-10,valle,cali (ct),jueves,14:20:00,marroquin i e14,urbana,instalaciones de la policia,contundentes,a pie,a pie,25,masculino,soltero,colombia,empleado policial,noreportado,secundaria,76001000
2010-06-10,valle,cali (ct),jueves,17:00:00,potrero grande e21,urbana,graneros,arma de fuego,a pie,a pie,49,masculino,union libre,colombia,empleado particular,noreportado,primaria,76001000
2010-06-10,valle,cali (ct),jueves,17:00:00,saavedra galindo e8,urbana,vias publicas,contundentes,a pie,a pie,44,femenino,casado,colombia,independiente,noreportado,superior,76001000
2010-06-10,valle,cali (ct),jueves,17:30:00,el piloto e3,urbana,vias publicas,contundentes,a pie,a pie,41,masculino,soltero,colombia,independiente,noreportado,tecnico,76001000
2010-06-10,valle,cali (ct),jueves,18:00:00,salomia e4,urbana,vias publicas,arma blanca,a pie,a pie,18,masculino,soltero,colombia,estudiante,noreportado,secundaria,76001000
2010-06-10,valle,cali (ct),jueves,19:00:00,antonio narino e16,urbana,casas de habitacion,contundentes,a pie,a pie,15,masculino,soltero,colombia,independiente,noreportado,secundaria,76001000
2010-06-10,valle,cali (ct),jueves,20:30:00,marroquin i e14,urbana,vias publicas,arma de fuego,a pie,a pie,40,masculino,casado,colombia,empleado particular,noreportado,primaria,76001000
2010-06-11,valle,cali (ct),viernes,00:00:00,terron colorado e1,urbana,vias publicas,contundentes,a pie,a pie,30,femenino,union libre,colombia,independiente,noreportado,tecnico,76001000
2010-06-11,valle,cali (ct),viernes,10:00:00,los farallones e18,urbana,dentro de la vivienda,arma blanca,a pie,a pie,41,masculino,casado,colombia,empleado particular,noreportado,superior,76001000
2010-06-11,valle,cali (ct),viernes,10:10:00,antonio narino e16,urbana,vias publicas,contundentes,a pie,a pie,20,femenino,union libre,colombia,estudiante,noreportado,secundaria,76001000
2010-06-11,valle,cali (ct),viernes,11:00:00,el calvario e3,urbana,vias publicas,arma de fuego,a pie,a pie,25,masculino,union libre,colombia,empleado particular,noreportado,secundaria,76001000
2010-06-11,valle,cali (ct),viernes,12:00:00,los andes e5,urbana,vias publicas,contundentes,a pie,a pie,27,femenino,soltero,colombia,empleado particular,noreportado,secundaria,76001000
2010-06-11,valle,cali (ct),viernes,13:00:00,valle grande e21,urbana,vias publicas,arma blanca,a pie,a pie,16,masculino,soltero,colombia,independiente,noreportado,primaria,76001000
