fecha,departamento,municipio,dia,hora,barrio,zona,clase_sitio,arma_empleada,movil_agresor,movil_victima,edad,sexo,estado_civil,pais_nace,clase_empleado,profesiones,escolaridad,codigo_dane
2011-01-01,valle,cali (ct),sabado,10:00:00,san pascual e3,urbana,dentro de la vivienda,contundentes,a pie,a pie,56,femenino,divorciado,colombia,independiente,no reportado,primaria,76001000
2011-01-01,valle,cali (ct),sabado,10:30:00,junin e9,urbana,vias publicas,contundentes,a pie,a pie,56,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000
2011-01-01,valle,cali (ct),sabado,11:50:00,potrero grande e21,urbana,dentro de la vivienda,arma blanca,a pie,a pie,35,masculino,union libre,colombia,independiente,no reportado,primaria,76001000
2011-01-01,valle,cali (ct),sabado,12:30:00,potrero grande e21,urbana,vias publicas,contundentes,a pie,a pie,41,masculino,soltero,colombia,independiente,no reportado,secundaria,76001000
2011-01-01,valle,cali (ct),sabado,12:50:00,vallado e15,urbana,vias publicas,arma de fuego,a pie,a pie,25,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2011-01-01,valle,cali (ct),sabado,13:00:00,antonio narino e16,urbana,vias publicas,contundentes,a pie,a pie,25,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000
2011-01-01,valle,cali (ct),sabado,14:00:00,brisas de los alamos e2,urbana,vias publicas,contundentes,a pie,a pie,30,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000
2011-01-01,valle,cali (ct),sabado,15:00:00,cgto montebello e1,urbana,,contundentes,a pie,a pie,23,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000
2011-01-01,valle,cali (ct),sabado,15:00:00,tierra blanca e20,urbana,vias publicas,arma de fuego,a pie,a pie,26,masculino,soltero,colombia,desempleado,no reportado,secundaria,76001000
2011-01-01,valle,cali (ct),sabado,15:20:00,potrero grande e21,urbana,vias publicas,arma de fuego,a pie,a pie,5,masculino,soltero,colombia,desempleado,no reportado,analfabeta,76001000
2011-01-01,valle,cali (ct),sabado,15:30:00,ulpiano lloreda e13,urbana,dentro de la vivienda,contundentes,a pie,a pie,74,masculino,viudo,colombia,independiente,no reportado,secundaria,76001000
2011-01-01,valle,cali (ct),sabado,16:00:00,potrero grande e21,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,0,masculino,soltero,colombia,independiente,no reportado,analfabeta,76001000
2011-01-01,valle,cali (ct),sabado,17:20:00,melendez e18,urbana,vias publicas,contundentes,a pie,a pie,47,masculino,casado,colombia,empleado particular,no reportado,primaria,76001000
2011-01-01,valle,cali (ct),sabado,17:30:00,primavera e11,urbana,,arma blanca,a pie,a pie,47,masculino,union libre,colombia,empleado publico,abogado,superior,76001000
2011-01-01,valle,cali (ct),sabado,18:00:00,,urbana,vias publicas,contundentes,a pie,a pie,21,femenino,soltero,colombia,desempleado,no reportado,primaria,76001000
2011-01-01,valle,cali (ct),sabado,18:30:00,mariano ramos e16,urbana,vias publicas,arma blanca,a pie,a pie,34,masculino,soltero,colombia,empleado particular,no reportado,primaria,76001000
2011-01-01,valle,cali (ct),sabado,19:30:00,,urbana,vias publicas,arma blanca,a pie,a pie,50,femenino,soltero,colombia,empleado particular,no reportado,primaria,76001000
2011-01-01,valle,cali (ct),sabado,21:00:00,los comuneros ii e13,urbana,dentro de la vivienda,contundentes,a pie,a pie,16,masculino,soltero,colombia,estudiante,no reportado,secundaria,76001000
2011-01-01,valle,cali (ct),sabado,21:00:00,los lagos e13,urbana,vias publicas,arma de fuego,a pie,a pie,7,masculino,soltero,colombia,estudiante,no reportado,primaria,76001000
2011-01-01,valle,cali (ct),sabado,21:30:00,obrero e9,urbana,vias publicas,contundentes,a pie,a pie,37,femenino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2011-01-01,valle,cali (ct),sabado,22:00:00,jose m. marroquin ii e14,urbana,vias publicas,contundentes,a pie,a pie,25,masculino,union libre,no reportado,independiente,no reportado,primaria,76001000
2011-01-02,valle,cali (ct),domingo,01:30:00,tierra blanca e20,urbana,vias publicas,contundentes,a pie,a pie,20,femenino,soltero,colombia,empleado particular,no reportado,tecnico,76001000
2011-01-02,valle,cali (ct),domingo,09:30:00,morichal de comfandi e15,urbana,vias publicas,contundentes,a pie,a pie,25,masculino,soltero,no reportado,independiente,no reportado,secundaria,76001000
2011-01-02,valle,cali (ct),domingo,10:00:00,morichal de comfandi e15,urbana,,contundentes,a pie,a pie,43,masculino,union libre,colombia,comerciante,no reportado,secundaria,76001000
2011-01-02,valle,cali (ct),domingo,10:10:00,alirio mora beltran e14,urbana,vias publicas,arma blanca,a pie,a pie,42,masculino,union libre,colombia,pensionado,no reportado,secundaria,76001000
2011-01-02,valle,cali (ct),domingo,11:00:00,manuela beltran e14,urbana,vias publicas,contundentes,a pie,a pie,7,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000
2011-01-02,valle,cali (ct),domingo,11:30:00,mariano ramos e16,urbana,casas de habitacion,contundentes,a pie,a pie,42,femenino,soltero,no reportado,independiente,no reportado,secundaria,76001000
2011-01-02,valle,cali (ct),domingo,12:00:00,canaveralejo guadalupe e19,urbana,casas de habitacion,arma de fuego,a pie,a pie,51,masculino,soltero,colombia,independiente,no reportado,secundaria,76001000
2011-01-02,valle,cali (ct),domingo,12:00:00,potrero grande e21,urbana,dentro de la vivienda,contundentes,a pie,a pie,73,femenino,viudo,no reportado,ama de casa,no reportado,secundaria,76001000
