fecha,departamento,municipio,dia,hora,barrio,zona,clase_de_sitio,arma_empleada,movil_agresor,movil_victima,edad,sexo,estado_civil,pais_de_nacimiento,clase_de_empleado,profesion,escolaridad,codigo_dane
2018-01-01,valle,cali (ct),lunes,19:00:00,chapinero e8,urbana,vias publicas,contundentes,a pie,a pie,18.0,masculino,divorciado,colombia,empleado particular,,primaria,76001000
2018-01-01,valle,cali (ct),lunes,19:00:00,ulpiano lloreda e13,urbana,vias publicas,arma blanca / cortopunzante,a pie,a pie,26.0,masculino,soltero,colombia,independiente,,analfabeta,76001000
2018-01-01,valle,cali (ct),lunes,21:00:00,alfonso lopez ii e7,urbana,vias publicas,contundentes,a pie,a pie,19.0,femenino,soltero,colombia,empleado particular,,secundaria,76001000
2018-01-01,valle,cali (ct),lunes,21:00:00,puerto nuevo e7,urbana,vias publicas,arma blanca / cortopunzante,a pie,a pie,30.0,masculino,union libre,colombia,empleado particular,,secundaria,76001000
2018-01-01,valle,cali (ct),lunes,10:00:00,el sena e5,urbana,vias publicas,contundentes,a pie,a pie,37.0,femenino,casado,colombia,empleado particular,,primaria,76001000
2018-01-01,valle,cali (ct),lunes,10:00:00,siloe e20,urbana,vias publicas,arma blanca / cortopunzante,a pie,a pie,30.0,masculino,soltero,colombia,empleado particular,,primaria,76001000
2018-01-01,valle,cali (ct),lunes,16:00:00,chiminangos i e5,urbana,vias publicas,arma blanca / cortopunzante,a pie,a pie,20.0,masculino,soltero,colombia,empleado particular,,secundaria,76001000
2018-01-01,valle,cali (ct),lunes,16:00:00,chiminangos i e5,urbana,vias publicas,arma blanca / cortopunzante,a pie,a pie,30.0,masculino,soltero,colombia,empleado particular,,secundaria,76001000
2018-01-01,valle,cali (ct),lunes,16:00:00,metropolitano del norte e5,urbana,vias publicas,contundentes,a pie,a pie,47.0,femenino,soltero,colombia,empleado particular,,secundaria,76001000
2018-01-01,valle,cali (ct),lunes,18:00:00,los comuneros ii e13,urbana,vias publicas,contundentes,a pie,a pie,47.0,masculino,soltero,colombia,empleado particular,,primaria,76001000
2018-01-01,valle,cali (ct),lunes,15:00:00,mojica e15,urbana,vias publicas,contundentes,a pie,a pie,25.0,femenino,soltero,colombia,empleado particular,,primaria,76001000
2018-01-01,valle,cali (ct),lunes,09:00:00,san pedro e3,urbana,vias publicas,arma blanca / cortopunzante,a pie,a pie,40.0,masculino,soltero,colombia,empleado particular,,secundaria,76001000
2018-01-01,valle,cali (ct),lunes,09:00:00,villa del sur e11,urbana,,contundentes,a pie,a pie,65.0,femenino,union libre,colombia,empleado particular,,secundaria,76001000
2018-01-01,valle,cali (ct),lunes,02:00:00,alto napoles e18,urbana,vias publicas,contundentes,a pie,a pie,30.0,femenino,soltero,colombia,empleado particular,,primaria,76001000
2018-01-01,valle,cali (ct),lunes,02:00:00,el paraiso e12,urbana,dentro de la vivienda,contundentes,a pie,a pie,40.0,femenino,casado,colombia,empleado particular,,primaria,76001000
2018-01-01,valle,cali (ct),lunes,21:30:00,siete de agosto e7,urbana,vias publicas,contundentes,a pie,a pie,29.0,femenino,soltero,colombia,empleado particular,,primaria,76001000
2018-01-01,valle,cali (ct),lunes,01:00:00,potrero grande e21,urbana,vias publicas,arma blanca / cortopunzante,a pie,a pie,26.0,masculino,soltero,colombia,independiente,,secundaria,76001000
2018-01-01,valle,cali (ct),lunes,08:00:00,alfonso lopez i e7,urbana,vias publicas,contundentes,a pie,a pie,18.0,masculino,soltero,colombia,independiente,,secundaria,76001000
2018-01-01,valle,cali (ct),lunes,08:00:00,obrero e9,urbana,vias publicas,contundentes,a pie,a pie,31.0,masculino,soltero,colombia,independiente,,secundaria,76001000
2018-01-01,valle,cali (ct),lunes,08:00:00,paso del comercio e6,urbana,casas de habitacion,contundentes,a pie,a pie,24.0,masculino,soltero,colombia,desempleado,,secundaria,76001000
2018-01-01,valle,cali (ct),lunes,13:00:00,12 de octubre e12,urbana,vias publicas,contundentes,a pie,a pie,31.0,femenino,soltero,colombia,empleado particular,,secundaria,76001000
2018-01-01,valle,cali (ct),lunes,13:00:00,el rodeo e12,urbana,vias publicas,contundentes,a pie,a pie,32.0,masculino,,colombia,empleado particular,,secundaria,76001000
2018-01-01,valle,cali (ct),lunes,03:00:00,cgto campo alegre e1,rural,carretera,arma blanca / cortopunzante,a pie,a pie,46.0,femenino,union libre,colombia,independiente,,secundaria,76001000
2018-01-01,valle,cali (ct),lunes,03:00:00,el retiro e15,urbana,vias publicas,contundentes,a pie,a pie,49.0,femenino,union libre,colombia,independiente,,primaria,76001000
2018-01-01,valle,cali (ct),lunes,10:30:00,el vergel e13,urbana,vias publicas,contundentes,a pie,a pie,35.0,masculino,soltero,colombia,desempleado,,primaria,76001000
2018-01-01,valle,cali (ct),lunes,00:30:00,sultana berlin san francisco e4,urbana,vias publicas,contundentes,a pie,a pie,18.0,femenino,soltero,colombia,empleado particular,,primaria,76001000
2018-01-01,valle,cali (ct),lunes,15:30:00,siete de agosto e7,urbana,,contundentes,a pie,a pie,59.0,masculino,casado,colombia,independiente,,secundaria,76001000
2018-01-01,valle,cali (ct),lunes,09:30:00,el lido e19,urbana,vias publicas,contundentes,a pie,a pie,19.0,masculino,soltero,colombia,empleado policial,,secundaria,76001000
2018-01-01,valle,cali (ct),lunes,08:30:00,los comuneros i e15,urbana,vias publicas,arma blanca / cortopunzante,a pie,a pie,22.0,masculino,soltero,colombia,independiente,,primaria,76001000
2018-01-01,valle,cali (ct),lunes,07:00:00,brisas del limonar e16,urbana,vias publicas,arma blanca / cortopunzante,a pie,a pie,38.0,masculino,soltero,colombia,empleado particular,,secundaria,76001000
2018-01-01,valle,cali (ct),lunes,07:00:00,melendez e18,urbana,carceles,contundentes,a pie,a pie,30.0,masculino,soltero,colombia,desempleado,,primaria,76001000
2018-01-01,valle,cali (ct),lunes,13:30:00,la independencia e11,urbana,dentro de la vivienda,contundentes,a pie,a pie,24.0,femenino,union libre,colombia,ama de casa,,secundaria,76001000
2018-01-01,valle,cali (ct),lunes,04:00:00,cgto navarro e21,rural,vias publicas,contundentes,a pie,a pie,48.0,femenino,union libre,colombia,empleado particular,,secundaria,76001000
2018-01-01,valle,cali (ct),lunes,04:00:00,llano verde e15,urbana,vias publicas,contundentes,a pie,a pie,47.0,femenino,union libre,colombia,comerciante,,secundaria,76001000
2018-01-01,valle,cali (ct),lunes,04:00:00,petecuy ii e6,urbana,vias publicas,arma blanca / cortopunzante,a pie,a pie,28.0,masculino,soltero,colombia,desempleado,,primaria,76001000
2018-01-01,valle,cali (ct),lunes,12:00:00,las orquideas e14,urbana,vias publicas,contundentes,a pie,a pie,28.0,femenino,casado,colombia,empleado particular,tecnologo  electrica,tecnico,76001000
2018-01-01,valle,cali (ct),lunes,06:00:00,ciudadela confandi e17,urbana,vias publicas,contundentes,a pie,a pie,26.0,masculino,soltero,colombia,empleado particular,,secundaria,76001000
2018-01-01,valle,cali (ct),lunes,06:00:00,san judas tadeo i e10,urbana,vias publicas,contundentes,a pie,a pie,27.0,masculino,union libre,colombia,independiente,,primaria,76001000
2018-01-01,valle,cali (ct),lunes,06:00:00,sucre e9,urbana,"hoteles, residencias, y similares.",contundentes,a pie,a pie,27.0,femenino,soltero,colombia,empleado particular,,primaria,76001000
2018-01-01,valle,cali (ct),lunes,05:00:00,las orquideas e14,urbana,vias publicas,contundentes,a pie,a pie,30.0,masculino,union libre,colombia,independiente,,primaria,76001000
2018-01-01,valle,cali (ct),lunes,21:15:00,villa blanca e13,urbana,vias publicas,arma blanca / cortopunzante,a pie,a pie,29.0,femenino,soltero,colombia,desempleado,,primaria,76001000
2018-01-01,valle,cali (ct),lunes,21:15:00,villa blanca e13,urbana,vias publicas,arma blanca / cortopunzante,a pie,a pie,29.0,femenino,soltero,colombia,independiente,no reportada,secundaria,76001000
2018-01-01,valle,cali (ct),lunes,15:40:00,potrero grande e21,urbana,vias publicas,arma blanca / cortopunzante,a pie,a pie,15.0,masculino,soltero,colombia,estudiante,,primaria,76001000
2018-01-01,valle,cali (ct),lunes,16:40:00,mariano ramos e16,urbana,vias publicas,contundentes,a pie,a pie,27.0,masculino,soltero,colombia,desempleado,,secundaria,76001000
2018-01-01,valle,cali (ct),lunes,15:20:00,nueva floresta e12,urbana,vias publicas,arma blanca / cortopunzante,a pie,a pie,31.0,masculino,union libre,colombia,empleado publico,,secundaria,76001000
