fecha,departamento,municipio,dia,hora,barrio,zona,clase_de_sitio,arma_empleada,movil_agresor,movil_victima,edad,sexo,estado_civil,pais_de_nacimiento,clase_de_empleado,profesion,escolaridad,codigo_dane,clase,marca,linea,modelo,color
2017-01-01,valle,cali (ct),domingo,10:00:00,alto jordan e18,urbana,vias publicas,sin empleo de armas,a pie,a pie,29,masculino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,honda,eco deluxe,2011,negro grafito
2017-01-01,valle,cali (ct),domingo,10:00:00,el cortijo e20,urbana,,llave maestra,a pie,a pie,32,masculino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,honda,eco deluxe,2012,negro
2017-01-01,valle,cali (ct),domingo,01:00:00,morichal de comfandi e15,urbana,vias publicas,llave maestra,a pie,a pie,32,masculino,union libre,colombia,comerciante,,secundaria,76001000,motocicleta,suzuki,best 125,2008,negro
2017-01-01,valle,cali (ct),domingo,01:00:00,terron colorado e1,urbana,vias publicas,llave maestra,a pie,a pie,20,masculino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,yamaha,rx 100,2005,azul
2017-01-01,valle,cali (ct),domingo,05:00:00,lleras camargo e20,urbana,vias publicas,arma blanca / cortopunzante,a pie,conductor motocicleta,43,masculino,union libre,colombia,empleado particular,,primaria,76001000,motocicleta,suzuki,ax 100,2006,azul
2017-01-01,valle,cali (ct),domingo,04:00:00,cgto montebello e1,urbana,vias publicas,llave maestra,a pie,a pie,36,masculino,union libre,colombia,independiente,,primaria,76001000,motocicleta,honda,splendor,2016,negro
2017-01-01,valle,cali (ct),domingo,23:55:00,manuela beltran e14,urbana,vias publicas,arma de fuego,pasajero motocicleta,conductor motocicleta,19,masculino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,honda,cb 110,2016,negro
2017-01-02,valle,cali (ct),lunes,19:00:00,el cortijo e20,urbana,vias publicas,llave maestra,a pie,a pie,24,masculino,union libre,colombia,independiente,,secundaria,76001000,motocicleta,akt,ak 125,2012,negro
2017-01-02,valle,cali (ct),lunes,08:00:00,urb. tequendama e19,urbana,vias publicas,llave maestra,a pie,a pie,33,masculino,soltero,colombia,empleado particular,,superior,76001000,motocicleta,honda,eco deluxe,2014,negro
2017-01-02,valle,cali (ct),lunes,23:00:00,cgto saladito e1,rural,vias publicas,arma de fuego,a pie,a pie,23,masculino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,yamaha,yzf r6,2006,azul
2017-01-02,valle,cali (ct),lunes,23:00:00,eduardo santos e12,urbana,vias publicas,arma de fuego,a pie,a pie,23,masculino,soltero,colombia,independiente,,secundaria,76001000,motocicleta,yamaha,rx 115,2006,negro
2017-01-02,valle,cali (ct),lunes,17:00:00,el lido e19,urbana,vias publicas,arma de fuego,a pie,conductor motocicleta,34,masculino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,honda,cb 150,2017,negro
2017-01-02,valle,cali (ct),lunes,14:30:00,republica israel e16,urbana,vias publicas,llave maestra,a pie,a pie,39,masculino,union libre,colombia,empleado particular,,secundaria,76001000,motocicleta,honda,cb 110,2013,negro
2017-01-02,valle,cali (ct),lunes,05:45:00,el retiro e15,urbana,vias publicas,llave maestra,a pie,a pie,35,masculino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,yamaha,at115,2015,blanco
2017-01-02,valle,cali (ct),lunes,11:10:00,el calvario e3,urbana,vias publicas,llave maestra,a pie,a pie,39,masculino,casado,colombia,empleado particular,,secundaria,76001000,motocicleta,yamaha,t115,2015,champana
2017-01-02,valle,cali (ct),lunes,11:18:00,san pedro e3,urbana,vias publicas,llave maestra,a pie,a pie,47,femenino,soltero,colombia,independiente,,secundaria,76001000,motocicleta,yamaha,rx 100,2005,plata niquel
2017-01-03,valle,cali (ct),martes,11:00:00,los robles e13,urbana,,llave maestra,a pie,a pie,22,masculino,soltero,colombia,empleado salud,,tecnico,76001000,motocicleta,honda,cb 110,2016,negro
2017-01-03,valle,cali (ct),martes,12:00:00,manuela beltran e14,urbana,vias publicas,llave maestra,a pie,a pie,44,masculino,casado,colombia,empleado particular,,secundaria,76001000,motocicleta,akt,ak 110,2006,gris
2017-01-03,valle,cali (ct),martes,12:30:00,mojica e15,urbana,vias publicas,arma de fuego,a pie,conductor motocicleta,49,masculino,casado,colombia,empleado particular,,secundaria,76001000,motocicleta,akt,ak150 rs,2015,negro
2017-01-03,valle,cali (ct),martes,00:15:00,cgto la voragine e22,urbana,vias publicas,llave maestra,a pie,a pie,26,femenino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,honda,c 100 wave,2010,negro
2017-01-04,valle,cali (ct),miercoles,20:00:00,belisario caicedo e20,urbana,,llave maestra,a pie,a pie,42,masculino,union libre,colombia,empleado particular,,secundaria,76001000,motocicleta,akt,ak150 ne,2010,blanco
2017-01-04,valle,cali (ct),miercoles,20:00:00,los naranjos i e14,urbana,vias publicas,arma de fuego,pasajero motocicleta,conductor motocicleta,44,femenino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,kymco,agility digital 125,2017,blanco
2017-01-04,valle,cali (ct),miercoles,19:30:00,jorge eliecer gaitan e6,urbana,vias publicas,llave maestra,a pie,a pie,22,masculino,soltero,colombia,independiente,,secundaria,76001000,motocicleta,auteco,pulsar,2017,azul
2017-01-04,valle,cali (ct),miercoles,08:00:00,alfonso lopez iii e7,urbana,vias publicas,llave maestra,a pie,a pie,31,masculino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,yamaha,bws 125,2014,blanco
2017-01-04,valle,cali (ct),miercoles,21:10:00,salomia e4,urbana,vias publicas,arma de fuego,pasajero motocicleta,conductor motocicleta,25,masculino,soltero,colombia,empleado particular,tecnologo  electronica,tecnico,76001000,motocicleta,yamaha,t115,2016,negro
2017-01-04,valle,cali (ct),miercoles,20:05:00,calypso e13,urbana,vias publicas,arma de fuego,a pie,conductor motocicleta,28,femenino,soltero,colombia,empleado salud,,secundaria,76001000,motocicleta,yamaha,,2006,negro
2017-01-04,valle,cali (ct),miercoles,19:12:00,alto jordan e18,urbana,vias publicas,arma de fuego,pasajero motocicleta,conductor motocicleta,23,femenino,soltero,colombia,empleado particular,,tecnico,76001000,motocicleta,suzuki,vivax 115,2014,negro
2017-01-05,valle,cali (ct),jueves,21:00:00,ulpiano lloreda e13,urbana,vias publicas,llave maestra,a pie,a pie,41,masculino,soltero,colombia,independiente,,secundaria,76001000,motocicleta,honda,c 90,1996,rojo
2017-01-05,valle,cali (ct),jueves,22:00:00,alfonso b. aragon e14,urbana,vias publicas,llave maestra,a pie,a pie,32,masculino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,honda,c 100 wave,2013,blanco
2017-01-05,valle,cali (ct),jueves,22:00:00,republica israel e16,urbana,vias publicas,llave maestra,a pie,a pie,24,masculino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,kawasaki,zx,2008,negro grafito
2017-01-05,valle,cali (ct),jueves,23:00:00,villacolombia e8,urbana,,llave maestra,a pie,a pie,52,masculino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,bajaj,platino 100,2010,negro
2017-01-05,valle,cali (ct),jueves,18:30:00,antonio narino e16,urbana,vias publicas,llave maestra,a pie,a pie,22,masculino,soltero,colombia,empleado particular,,tecnico,76001000,motocicleta,suzuki,viva 115,2008,azul
2017-01-05,valle,cali (ct),jueves,03:00:00,la flora e2,urbana,vias publicas,sin empleo de armas,a pie,a pie,23,masculino,soltero,colombia,independiente,,secundaria,76001000,motocicleta,bajaj,boxer,2015,negro
2017-01-05,valle,cali (ct),jueves,14:40:00,los comuneros ii e13,urbana,vias publicas,llave maestra,a pie,a pie,33,masculino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,bajaj,bajaj plus classic 150,2007,azul
2017-01-05,valle,cali (ct),jueves,23:15:00,ciudad talanga e21,urbana,vias publicas,arma de fuego,pasajero motocicleta,conductor motocicleta,30,femenino,casado,colombia,empleado particular,,secundaria,76001000,motocicleta,yamaha,yw125 (bws 125),2014,negro y blanco
2017-01-05,valle,cali (ct),jueves,19:35:00,calypso e13,urbana,vias publicas,llave maestra,a pie,a pie,37,masculino,soltero,colombia,empleado particular,,primaria,76001000,motocicleta,suzuki,ax 100,2005,azul
2017-01-06,valle,cali (ct),viernes,20:00:00,,urbana,vias publicas,llave maestra,a pie,a pie,22,masculino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,bajaj,platino 100,2016,negro grafito
2017-01-06,valle,cali (ct),viernes,22:00:00,el rodeo e12,urbana,vias publicas,llave maestra,a pie,a pie,22,masculino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,yamaha,rx 100,2005,rojo
2017-01-06,valle,cali (ct),viernes,10:00:00,atanasio girardot e8,urbana,vias publicas,llave maestra,a pie,a pie,44,masculino,union libre,colombia,empleado particular,,secundaria,76001000,motocicleta,honda,c100 wave ii,2013,azul
2017-01-06,valle,cali (ct),viernes,17:00:00,alfonso b. aragon e14,urbana,vias publicas,llave maestra,a pie,a pie,35,masculino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,honda,eco deluxe,2008,plata
2017-01-06,valle,cali (ct),viernes,17:00:00,urb. tequendama e19,urbana,vias publicas,llave maestra,pasajero motocicleta,a pie,33,masculino,union libre,colombia,empleado particular,,secundaria,76001000,motocicleta,auteco,boxer tec 99.27,2006,azul
2017-01-06,valle,cali (ct),viernes,09:00:00,belisario caicedo e20,urbana,vias publicas,llave maestra,a pie,a pie,45,masculino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,kymco,,2016,negro grafito
2017-01-06,valle,cali (ct),viernes,04:00:00,union de vivienda popular e16,urbana,vias publicas,llave maestra,a pie,a pie,42,femenino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,yamaha,t115,2017,negro y blanco
