fecha,departamento,municipio,dia,hora,barrio,zona,clase_de_sitio,arma_empleada,movil_agresor,movil_victima,edad,sexo,estado_civil,pais_de_nacimiento,clase_de_empleado,profesion,escolaridad,codigo_dane,clase,marca,linea,modelo,color
2012-01-01,valle,cali (ct),domingo,14:30:00,salomia e4,urbana,vias publicas,arma de fuego,a pie,a pie,33,masculino,union libre,colombia,comerciante,,secundaria,76001000,motocicleta,yamaha,fz16 st fazer,2011,negro
2012-01-01,valle,cali (ct),domingo,22:15:00,brisas de mayo e20,urbana,,llave maestra,a pie,conductor motocicleta,33,masculino,casado,colombia,independiente,,secundaria,76001000,motocicleta,akt,125 sl,2010,azul
2012-01-01,valle,cali (ct),domingo,00:20:00,los comuneros ii e13,urbana,vias publicas,arma blanca / cortopunzante,conductor motocicleta,conductor motocicleta,26,masculino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,akt,ak 100s,2008,negro
2012-01-02,valle,cali (ct),lunes,10:00:00,los comuneros ii e13,urbana,vias publicas,arma de fuego,a pie,conductor motocicleta,27,masculino,union libre,colombia,desempleado,,secundaria,76001000,motocicleta,yamaha,125,1993,blanco
2012-01-02,valle,cali (ct),lunes,12:00:00,porvenir e4,urbana,vias publicas,llave maestra,a pie,a pie,42,masculino,soltero,colombia,independiente,,superior,76001000,motocicleta,bajaj,sin linea,2004,gris
2012-01-03,valle,cali (ct),martes,19:30:00,santa monica popular e8,urbana,,llave maestra,a pie,conductor motocicleta,34,femenino,casado,colombia,independiente,,secundaria,76001000,motocicleta,honda,sin linea,1997,azul
2012-01-03,valle,cali (ct),martes,17:30:00,los lagos e13,urbana,vias publicas,arma de fuego,a pie,conductor motocicleta,33,masculino,union libre,colombia,independiente,,secundaria,76001000,motocicleta,yamaha,80,1985,verde
2012-01-03,valle,cali (ct),martes,08:30:00,municipal e8,urbana,vias publicas,arma de fuego,a pie,conductor motocicleta,31,masculino,union libre,colombia,empleado particular,,tecnico,76001000,motocicleta,yamaha,xtz 125,2009,blanco
2012-01-03,valle,cali (ct),martes,15:20:00,alfonso lopez i e7,urbana,vias publicas,arma de fuego,a pie,conductor motocicleta,20,masculino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,honda,cd deluxe,2009,negro
2012-01-03,valle,cali (ct),martes,06:10:00,chapinero e8,urbana,vias publicas,arma de fuego,a pie,conductor motocicleta,34,masculino,union libre,colombia,empleado particular,,secundaria,76001000,motocicleta,auteco,kb125,2010,azul
2012-01-03,valle,cali (ct),martes,19:55:00,metropolitano del norte e5,urbana,,llave maestra,a pie,conductor motocicleta,31,femenino,casado,colombia,comerciante,,superior,76001000,motocicleta,yamaha,t110d,2004,azul
2012-01-04,valle,cali (ct),miercoles,21:30:00,el troncal e8,urbana,vias publicas,arma de fuego,a pie,conductor motocicleta,29,femenino,soltero,colombia,independiente,,tecnico,76001000,motocicleta,tongko,tk 100 bz,2011,gris
2012-01-04,valle,cali (ct),miercoles,21:30:00,nueva floresta e12,urbana,vias publicas,arma de fuego,a pie,conductor motocicleta,26,masculino,union libre,colombia,empleado particular,,secundaria,76001000,motocicleta,yamaha,sin linea,2005,negro
