fecha,departamento,municipio,dia,hora,barrio,zona,clase_de_sitio,arma_empleada,movil_agresor,movil_victima,edad,sexo,estado_civil,pais_de_nacimiento,clase_de_empleado,profesion,escolaridad,codigo_dane,clase,marca,linea,modelo,color
2015-01-01,valle,cali (ct),jueves,20:00:00,santa fe e8,urbana,vias publicas,llave maestra,a pie,a pie,18,femenino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,honda,sin linea,2008,rojo
2015-01-01,valle,cali (ct),jueves,12:00:00,la isla e4,urbana,vias publicas,llave maestra,a pie,a pie,29,masculino,soltero,colombia,empleado particular,,primaria,76001000,motocicleta,wanxin,sin linea,2007,negro
2015-01-01,valle,cali (ct),jueves,02:00:00,el rodeo e12,urbana,vias publicas,llave maestra,a pie,a pie,27,masculino,casado,colombia,empleado particular,,secundaria,76001000,motocicleta,yamaha,t115,2014,azul
2015-01-01,valle,cali (ct),jueves,01:30:00,republica israel e16,urbana,vias publicas,llave maestra,a pie,a pie,24,masculino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,suzuki,sin linea,2006,azul
2015-01-02,valle,cali (ct),viernes,21:00:00,ciudadela floralia e6,urbana,vias publicas,arma de fuego,pasajero motocicleta,conductor motocicleta,44,masculino,union libre,colombia,empleado particular,,secundaria,76001000,motocicleta,yamaha,,1998,negro
2015-01-02,valle,cali (ct),viernes,19:30:00,el sena e5,urbana,vias publicas,llave maestra,a pie,a pie,50,femenino,union libre,colombia,empleado particular,,tecnico,76001000,motocicleta,akt,ak110 nv,2015,azul
2015-01-02,valle,cali (ct),viernes,22:00:00,eduardo santos e12,urbana,,llave maestra,a pie,a pie,20,masculino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,suzuki,ax 100,1994,azul
2015-01-02,valle,cali (ct),viernes,18:30:00,marroquin iii e13,urbana,semaforo,arma de fuego,pasajero motocicleta,conductor motocicleta,25,masculino,casado,colombia,empleado particular,,secundaria,76001000,motocicleta,bajaj,discover 125 st,2014,negro
2015-01-02,valle,cali (ct),viernes,07:00:00,jose m. marroquin ii e14,urbana,,llave maestra,a pie,a pie,37,masculino,casado,colombia,empleado particular,,tecnico,76001000,motocicleta,akt,ak 110,2007,negro
2015-01-02,valle,cali (ct),viernes,08:30:00,villacolombia e8,urbana,vias publicas,arma de fuego,a pie,conductor motocicleta,24,masculino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,yamaha,rx 100,1983,rojo
2015-01-02,valle,cali (ct),viernes,14:20:00,primavera e11,urbana,vias publicas,arma de fuego,pasajero motocicleta,conductor motocicleta,20,femenino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,kymco,agility digital 125,2015,negro
2015-01-02,valle,cali (ct),viernes,22:25:00,las acacias e10,urbana,vias publicas,arma de fuego,pasajero motocicleta,conductor motocicleta,25,femenino,soltero,colombia,empleado particular,,superior,76001000,motocicleta,kymco,agility xtreme 125 verde acid,2014,negro
2015-01-03,valle,cali (ct),sabado,00:00:00,chapinero e8,urbana,vias publicas,arma de fuego,a pie,conductor motocicleta,22,femenino,union libre,colombia,empleado particular,,tecnico,76001000,motocicleta,kymco,fly 125,2013,negro
2015-01-03,valle,cali (ct),sabado,21:30:00,aranjuez e9,urbana,vias publicas,arma de fuego,pasajero motocicleta,conductor motocicleta,31,masculino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,honda,eco deluxe,2010,negro
2015-01-03,valle,cali (ct),sabado,16:00:00,cristobal colon e10,urbana,vias publicas,llave maestra,a pie,a pie,26,masculino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,kymco,agility xtreme 125 lt,2014,blanco
2015-01-03,valle,cali (ct),sabado,21:25:00,valle grande e21,urbana,vias publicas,arma de fuego,a pie,a pie,36,masculino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,bajaj,pulsar 200 ns,2014,azul
2015-01-04,valle,cali (ct),domingo,20:30:00,atanasio girardot e8,urbana,vias publicas,llave maestra,a pie,a pie,34,masculino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,honda,eco deluxe es,2013,negro
