fecha,departamento,municipio,dia,hora,barrio,zona,clase_de_sitio,arma_empleada,movil_agresor,movil_victima,edad,sexo,estado_civil,pais_de_nacimiento,clase_de_empleado,profesion,escolaridad,codigo_dane,clase,marca,linea,modelo,color
2014-01-01,valle,cali (ct),miercoles,21:30:00,los comuneros i e15,urbana,vias publicas,arma de fuego,a pie,conductor motocicleta,25,masculino,soltero,colombia,independiente,,secundaria,76001000,motocicleta,honda,c100 wave ii,2012,azul
2014-01-01,valle,cali (ct),miercoles,06:00:00,cgto la reforma e19,rural,vias publicas,llave maestra,a pie,a pie,25,femenino,union libre,colombia,independiente,,secundaria,76001000,motocicleta,honda,,1995,rojo
2014-01-01,valle,cali (ct),miercoles,03:00:00,antonio narino e16,urbana,vias publicas,arma de fuego,a pie,conductor motocicleta,20,masculino,soltero,colombia,independiente,,secundaria,76001000,motocicleta,honda,eco deluxe es,2014,negro
2014-01-01,valle,cali (ct),miercoles,05:00:00,siete de agosto e7,urbana,,llave maestra,a pie,a pie,48,masculino,casado,colombia,independiente,,secundaria,76001000,motocicleta,honda,xr 125 l ii,2013,rojo
2014-01-01,valle,cali (ct),miercoles,06:20:00,los naranjos i e14,urbana,vias publicas,llave maestra,a pie,a pie,29,masculino,union libre,colombia,independiente,,secundaria,76001000,motocicleta,akt,sin linea,2007,gris
2014-01-02,valle,cali (ct),jueves,21:00:00,alameda e9,urbana,vias publicas,arma de fuego,pasajero taxi,conductor motocicleta,22,femenino,soltero,colombia,empleado policial,policias,tecnico,76001000,motocicleta,yamaha,yw125,2013,blanco
2014-01-02,valle,cali (ct),jueves,21:30:00,metropolitano del norte e5,urbana,vias publicas,arma de fuego,a pie,conductor motocicleta,23,masculino,union libre,colombia,independiente,,secundaria,76001000,motocicleta,honda,cb 110,2014,negro grafito
2014-01-02,valle,cali (ct),jueves,21:30:00,municipal e8,urbana,vias publicas,arma de fuego,a pie,conductor motocicleta,19,masculino,soltero,colombia,estudiante,,superior,76001000,motocicleta,yamaha,,2003,azul
2014-01-02,valle,cali (ct),jueves,15:00:00,guayaquil e9,urbana,vias publicas,llave maestra,a pie,a pie,52,masculino,casado,colombia,independiente,,secundaria,76001000,motocicleta,bajaj,discover 135 supreme,2010,negro grafito
2014-01-02,valle,cali (ct),jueves,23:00:00,las ceibas e7,urbana,vias publicas,arma de fuego,a pie,conductor motocicleta,28,masculino,soltero,colombia,empleado particular,,superior,76001000,motocicleta,yamaha,yw125,2014,negro
2014-01-02,valle,cali (ct),jueves,01:00:00,melendez e18,urbana,,llave maestra,a pie,a pie,18,masculino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,bajaj,boxer ct 100,2011,negro
2014-01-02,valle,cali (ct),jueves,22:30:00,san luis ii e6,urbana,vias publicas,arma de fuego,a pie,conductor motocicleta,21,masculino,soltero,colombia,desempleado,,secundaria,76001000,motocicleta,yamaha,yw125,2013,blanco
2014-01-02,valle,cali (ct),jueves,15:30:00,promociones populares e14,urbana,vias publicas,arma de fuego,a pie,conductor motocicleta,30,masculino,soltero,colombia,independiente,,secundaria,76001000,motocicleta,suzuki,viva 115,2009,azul
2014-01-02,valle,cali (ct),jueves,16:20:00,patio bonito e1,rural,vias publicas,arma de fuego,a pie,conductor motocicleta,20,masculino,soltero,colombia,desempleado,,secundaria,76001000,motocicleta,yamaha,t115,2014,azul
2014-01-03,valle,cali (ct),viernes,21:00:00,terron colorado e1,urbana,vias publicas,arma de fuego,a pie,conductor motocicleta,19,masculino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,yamaha,,2005,azul
2014-01-03,valle,cali (ct),viernes,23:45:00,paseo de los almendros e5,urbana,,arma de fuego,a pie,conductor motocicleta,25,masculino,soltero,colombia,empleado particular,,secundaria,76001000,motocicleta,yamaha,sin linea,2010,negro
2014-01-05,valle,cali (ct),domingo,15:30:00,la independencia e11,urbana,vias publicas,arma de fuego,a pie,conductor motocicleta,25,masculino,union libre,colombia,empleado particular,,secundaria,76001000,motocicleta,kawasaki,sin linea,1993,verde
2014-01-06,valle,cali (ct),lunes,21:00:00,el cortijo e20,urbana,vias publicas,llave maestra,a pie,a pie,46,masculino,union libre,colombia,independiente,,secundaria,76001000,motocicleta,honda,cbz es,2006,rojo
2014-01-06,valle,cali (ct),lunes,22:00:00,villa del sur e11,urbana,vias publicas,arma de fuego,pasajero motocicleta,conductor motocicleta,58,masculino,soltero,colombia,independiente,,primaria,76001000,motocicleta,west,lf125,2010,rojo
2014-01-06,valle,cali (ct),lunes,15:00:00,cgto saladito e1,rural,vias publicas,arma de fuego,pasajero motocicleta,conductor motocicleta,22,masculino,soltero,colombia,empleado particular,,superior,76001000,motocicleta,yamaha,t115,2012,negro
2014-01-06,valle,cali (ct),lunes,15:30:00,los alcazares e6,urbana,vias publicas,llave maestra,a pie,a pie,68,masculino,divorciado,colombia,empleado particular,,secundaria,76001000,motocicleta,akt,ak 125 sl,2011,azul
2014-01-06,valle,cali (ct),lunes,21:10:00,nueva granada e19,urbana,vias publicas,arma de fuego,a pie,conductor motocicleta,27,masculino,union libre,colombia,empleado particular,,superior,76001000,motocicleta,honda,cb 150,2011,negro
