fecha,departamento,municipio,dia,hora,barrio,zona,clase_sitio,arma_empleada,movil_agresor,movil_victima,edad,sexo,estado_civil,pais_nace,clase_empleado,profesion,escolaridad,codigo_dane
2010-03-05,valle,cali (ct),viernes,21:10:00,ciudad jardin e22,urbana,dentro de la vivienda,arma de fuego,vehiculo,a pie,40,masculino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2010-03-05,valle,cali (ct),viernes,22:30:00,caney e17,urbana,casas de habitacion,contundentes,a pie,a pie,49,masculino,casado,colombia,empleado particular,no reportado,superior,76001000
2010-03-06,valle,cali (ct),sabado,05:00:00,santa rita e2,urbana,dentro de la vivienda,contundentes,a pie,a pie,61,femenino,viudo,colombia,empleado particular,no reportado,secundaria,76001000
2010-03-06,valle,cali (ct),sabado,19:00:00,cgto felidia e1,rural,casas de habitacion,cortantes,a pie,a pie,49,masculino,soltero,colombia,independiente,no reportado,secundaria,76001000
2010-03-06,valle,cali (ct),sabado,19:00:00,lleras restrepo e13,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,36,masculino,casado,colombia,independiente,no reportado,superior,76001000
2010-03-06,valle,cali (ct),sabado,22:30:00,nueva tequendama e19,urbana,dentro de la vivienda,contundentes,a pie,a pie,38,masculino,casado,colombia,estudiante,no reportado,superior,76001000
2010-03-07,valle,cali (ct),domingo,03:00:00,,urbana,fincas y similares,contundentes,a pie,a pie,26,masculino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2010-03-07,valle,cali (ct),domingo,14:10:00,prados del norte e2,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,62,femenino,viudo,colombia,desempleado,no reportado,secundaria,76001000
2010-03-08,valle,cali (ct),lunes,10:30:00,el lido e19,urbana,conjunto residencial,arma de fuego,a pie,a pie,54,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2010-03-08,valle,cali (ct),lunes,13:30:00,los andes b e5,urbana,casas de habitacion,arma de fuego,a pie,a pie,29,masculino,soltero,no reportado,empleado particular,no reportado,secundaria,76001000
2010-03-08,valle,cali (ct),lunes,16:30:00,urb. venezuela e20,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,34,femenino,union libre,colombia,ama de casa,no reportado,secundaria,76001000
2010-03-09,valle,cali (ct),martes,14:30:00,santa anita e17,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,29,masculino,soltero,colombia,ama de casa,no reportado,secundaria,76001000
2010-03-10,valle,cali (ct),miercoles,00:00:00,villacolombia e8,urbana,casas de habitacion,cortantes,a pie,a pie,36,femenino,soltero,colombia,comerciante,no reportado,secundaria,76001000
2010-03-10,valle,cali (ct),miercoles,13:00:00,terron colorado e1,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,51,masculino,soltero,colombia,independiente,no reportado,secundaria,76001000
2010-03-10,valle,cali (ct),miercoles,19:30:00,valle del lili e17,urbana,casas de habitacion,contundentes,a pie,a pie,44,masculino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2010-03-11,valle,cali (ct),jueves,17:55:00,el lido e19,urbana,"hoteles, residencias, y similares.",arma de fuego,a pie,a pie,77,masculino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2010-03-11,valle,cali (ct),jueves,19:00:00,el dorado e10,urbana,dentro de la vivienda,contundentes,a pie,a pie,45,femenino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2010-03-11,valle,cali (ct),jueves,20:00:00,san joaquin e17,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,25,masculino,soltero,colombia,independiente,no reportado,secundaria,76001000
2010-03-12,valle,cali (ct),viernes,10:00:00,san fernando nuevo e19,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,58,masculino,casado,colombia,comerciante,no reportado,superior,76001000
2010-03-12,valle,cali (ct),viernes,18:00:00,tequendama e19,urbana,dentro de la vivienda,contundentes,a pie,a pie,32,femenino,casado,colombia,empleado particular,no reportado,tecnico,76001000
2010-03-12,valle,cali (ct),viernes,19:50:00,el limonar e17,urbana,casas de habitacion,cortantes,a pie,a pie,48,masculino,union libre,colombia,independiente,no reportado,secundaria,76001000
2010-03-12,valle,cali (ct),viernes,20:55:00,el dorado e10,urbana,dentro de la vivienda,contundentes,a pie,a pie,49,masculino,union libre,no reportado,empleado particular,no reportado,secundaria,76001000
2010-03-12,valle,cali (ct),viernes,21:30:00,la playa e17,urbana,casas de habitacion,cortantes,a pie,a pie,22,femenino,soltero,colombia,estudiante,no reportado,superior,76001000
2010-03-13,valle,cali (ct),sabado,03:00:00,olaya herrera e4,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,30,femenino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2010-03-13,valle,cali (ct),sabado,08:30:00,ciudad capri e17,urbana,casas de habitacion,cortantes,a pie,a pie,43,femenino,union libre,colombia,independiente,no reportado,superior,76001000
2010-03-13,valle,cali (ct),sabado,21:00:00,el jordan e18,urbana,casas de habitacion,contundentes,a pie,a pie,40,masculino,union libre,colombia,empleado particular,no reportado,tecnologo,76001000
2010-03-14,valle,cali (ct),domingo,11:00:00,san fernando nuevo e19,urbana,casas de habitacion,cortantes,a pie,a pie,32,femenino,soltero,colombia,independiente,no reportado,superior,76001000
2010-03-16,valle,cali (ct),martes,07:00:00,bosques del limonar e17,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,55,masculino,casado,colombia,empleado particular,no reportado,superior,76001000
2010-03-16,valle,cali (ct),martes,08:00:00,ciudad jardin e22,urbana,dentro de la vivienda,cortantes,a pie,a pie,67,masculino,casado,colombia,ama de casa,no reportado,secundaria,76001000
2010-03-16,valle,cali (ct),martes,13:40:00,salomia e4,urbana,casas de habitacion,contundentes,a pie,a pie,37,femenino,separado,colombia,empleado particular,no reportado,secundaria,76001000
2010-03-17,valle,cali (ct),miercoles,11:00:00,ciudad capri e17,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,24,femenino,union libre,no reportado,ama de casa,no reportado,secundaria,76001000
2010-03-17,valle,cali (ct),miercoles,11:15:00,ciudad capri e17,urbana,dentro de la vivienda,contundentes,a pie,a pie,40,masculino,separado,colombia,empleado particular,no reportado,superior,76001000
2010-03-17,valle,cali (ct),miercoles,13:30:00,el penon e3,urbana,casas de habitacion,cortantes,a pie,a pie,47,femenino,separado,no reportado,comerciante,no reportado,secundaria,76001000
2010-03-17,valle,cali (ct),miercoles,19:00:00,el penon e3,urbana,apartamento,sin empleo de armas,a pie,a pie,42,femenino,soltero,no reportado,comerciante,no reportado,secundaria,76001000
2010-03-18,valle,cali (ct),jueves,15:00:00,caney e17,urbana,casas de habitacion,cortantes,a pie,a pie,33,masculino,soltero,colombia,independiente,no reportado,superior,76001000
2010-03-18,valle,cali (ct),jueves,16:25:00,caney e17,urbana,apartamento,cortantes,a pie,a pie,46,masculino,casado,colombia,independiente,no reportado,secundaria,76001000
2010-03-18,valle,cali (ct),jueves,16:30:00,caney e17,urbana,apartamento,contundentes,a pie,a pie,19,femenino,soltero,colombia,estudiante,ingeniero industrial,superior,76001000
2010-03-18,valle,cali (ct),jueves,16:35:00,el ingenio e17,urbana,casas de habitacion,arma de fuego,a pie,a pie,55,femenino,casado,colombia,ama de casa,no reportado,primaria,76001000
2010-03-18,valle,cali (ct),jueves,18:30:00,caney e17,urbana,casas de habitacion,arma de fuego,vehiculo,a pie,37,femenino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2010-03-18,valle,cali (ct),jueves,18:30:00,vipasa e2,urbana,dentro de la vivienda,contundentes,a pie,a pie,28,masculino,soltero,colombia,empleado particular,no reportado,superior,76001000
2010-03-19,valle,cali (ct),viernes,15:00:00,ciudad 2000 e16,urbana,casas de habitacion,arma de fuego,a pie,a pie,41,masculino,casado,colombia,independiente,no reportado,superior,76001000
2010-03-19,valle,cali (ct),viernes,17:00:00,pizamos i e21,urbana,casas de habitacion,contundentes,a pie,a pie,43,masculino,union libre,colombia,independiente,no reportado,secundaria,76001000
2010-03-19,valle,cali (ct),viernes,17:35:00,vipasa e2,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,56,femenino,casado,colombia,independiente,no reportado,superior,76001000
2010-03-19,valle,cali (ct),viernes,19:00:00,las quintas de don simon e17,urbana,apartamento,contundentes,a pie,a pie,38,masculino,casado,colombia,empleado particular,administrador de empresas,superior,76001000
2010-03-19,valle,cali (ct),viernes,19:30:00,el ingenio e17,urbana,apartamento,sin empleo de armas,a pie,a pie,28,femenino,casado,colombia,empleado particular,medico,superior,76001000
2010-03-19,valle,cali (ct),viernes,20:00:00,las quintas de don simon e17,urbana,casas de habitacion,cortantes,a pie,a pie,64,femenino,viudo,colombia,independiente,psicologo,superior,76001000
2010-03-19,valle,cali (ct),viernes,20:00:00,ulpiano lloreda e13,urbana,dentro de la vivienda,contundentes,a pie,a pie,34,femenino,union libre,colombia,independiente,no reportado,primaria,76001000
2010-03-20,valle,cali (ct),sabado,11:30:00,,urbana,apartamento,sin empleo de armas,a pie,a pie,53,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2010-03-20,valle,cali (ct),sabado,19:15:00,la flora e2,urbana,conjunto residencial,cortantes,a pie,a pie,50,femenino,soltero,colombia,independiente,tecnico en contabilidad,superior,76001000
2010-03-20,valle,cali (ct),sabado,20:10:00,el limonar e17,urbana,apartamento,contundentes,a pie,a pie,61,masculino,casado,colombia,empleado particular,no reportado,primaria,76001000
2010-03-20,valle,cali (ct),sabado,20:10:00,unicentro cali e17,urbana,apartamento,sin empleo de armas,a pie,a pie,21,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000
2010-03-21,valle,cali (ct),domingo,00:00:00,pance e22,urbana,casas de habitacion,cortantes,a pie,a pie,45,masculino,casado,colombia,independiente,no reportado,superior,76001000
2010-03-21,valle,cali (ct),domingo,03:50:00,no reporta,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,45,masculino,casado,colombia,independiente,no reportado,superior,76001000
2010-03-21,valle,cali (ct),domingo,06:00:00,ciudad jardin e22,urbana,casas de habitacion,cortantes,a pie,a pie,22,masculino,soltero,colombia,independiente,no reportado,superior,76001000
2010-03-21,valle,cali (ct),domingo,20:00:00,ciudad talanga e21,urbana,dentro de la vivienda,arma blanca,a pie,a pie,19,femenino,soltero,colombia,comerciante,no reportado,secundaria,76001000
2010-03-22,valle,cali (ct),lunes,16:00:00,pance e22,urbana,dentro de la vivienda,contundentes,a pie,a pie,35,masculino,casado,colombia,empleado particular,no reportado,superior,76001000
2010-03-22,valle,cali (ct),lunes,18:00:00,santa elena e10,urbana,dentro de la vivienda,contundentes,a pie,a pie,48,femenino,soltero,colombia,ama de casa,no reportado,tecnico,76001000
2010-03-22,valle,cali (ct),lunes,18:30:00,el ingenio e17,urbana,casas de habitacion,contundentes,a pie,a pie,47,femenino,casado,colombia,empleado particular,administrador de empresas,superior,76001000
2010-03-22,valle,cali (ct),lunes,19:30:00,pance e22,rural,dentro de la vivienda,arma de fuego,a pie,a pie,64,masculino,casado,colombia,independiente,no reportado,tecnologo,76001000
2010-03-22,valle,cali (ct),lunes,20:00:00,ciudad jardin e22,urbana,dentro de la vivienda,contundentes,a pie,a pie,45,femenino,casado,colombia,empleado particular,no reportado,superior,76001000
2010-03-22,valle,cali (ct),lunes,21:00:00,las quintas de don simon e17,urbana,apartamento,sin empleo de armas,a pie,a pie,34,masculino,soltero,colombia,empleado particular,contador publico,superior,76001000
2010-03-23,valle,cali (ct),martes,10:00:00,,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,52,masculino,casado,colombia,empleado particular,no reportado,superior,76001000
2010-03-23,valle,cali (ct),martes,10:00:00,caney e17,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,58,masculino,casado,colombia,empleado particular,tecnico,tecnico,76001000
2010-03-25,valle,cali (ct),jueves,00:00:00,,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,51,masculino,casado,colombia,empleado particular,no reportado,superior,76001000
2010-03-25,valle,cali (ct),jueves,17:15:00,,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,70,femenino,viudo,colombia,ama de casa,no reportado,primaria,76001000
2010-03-25,valle,cali (ct),jueves,19:00:00,manuela beltran e14,urbana,casas de habitacion,cortantes,a pie,a pie,34,masculino,union libre,colombia,independiente,no reportado,tecnico,76001000
2010-03-26,valle,cali (ct),viernes,00:30:00,alameda e9,urbana,casas de habitacion,contundentes,a pie,a pie,49,femenino,casado,colombia,empleado particular,administrador de empresas,superior,76001000
2010-03-26,valle,cali (ct),viernes,00:45:00,brisas de los alamos e2,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,37,femenino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2010-03-26,valle,cali (ct),viernes,10:00:00,chipichape e2,urbana,casas de habitacion,cortantes,a pie,a pie,36,masculino,soltero,no reportado,independiente,no reportado,superior,76001000
2010-03-26,valle,cali (ct),viernes,10:00:00,villa del prado e5,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,50,femenino,casado,colombia,independiente,contador,superior,76001000
2010-03-26,valle,cali (ct),viernes,14:00:00,ciudad jardin e22,urbana,dentro de la vivienda,contundentes,a pie,a pie,65,masculino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2010-03-26,valle,cali (ct),viernes,22:15:00,,rural,casas de habitacion,contundentes,a pie,a pie,36,femenino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2010-03-27,valle,cali (ct),sabado,03:00:00,palermo e1,urbana,casas de habitacion,cortantes,a pie,a pie,29,femenino,union libre,colombia,ama de casa,no reportado,secundaria,76001000
2010-03-27,valle,cali (ct),sabado,21:30:00,el rodeo e12,urbana,dentro de la vivienda,cortantes,a pie,a pie,46,femenino,casado,no reportado,independiente,no reportado,secundaria,76001000
2010-03-27,valle,cali (ct),sabado,22:00:00,olimpico e10,urbana,casas de habitacion,contundentes,a pie,a pie,23,masculino,soltero,colombia,independiente,no reportado,superior,76001000
2010-03-28,valle,cali (ct),domingo,12:30:00,caney e17,urbana,casas de habitacion,cortantes,a pie,a pie,51,masculino,casado,colombia,independiente,no reportado,tecnico,76001000
2010-03-28,valle,cali (ct),domingo,13:00:00,ciudad jardin e22,urbana,dentro de la vivienda,cortantes,a pie,a pie,60,masculino,casado,colombia,independiente,no reportado,secundaria,76001000
2010-03-28,valle,cali (ct),domingo,19:00:00,ciudad jardin e22,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,65,masculino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2010-03-28,valle,cali (ct),domingo,19:00:00,versalles e2,urbana,dentro de la vivienda,contundentes,a pie,a pie,58,masculino,casado,colombia,empleado particular,no reportado,superior,76001000
2010-03-28,valle,cali (ct),domingo,21:00:00,las quintas de don simon e17,urbana,casas de habitacion,cortantes,a pie,a pie,37,femenino,casado,colombia,independiente,psicologo,superior,76001000
2010-03-29,valle,cali (ct),lunes,19:00:00,la flora e2,urbana,casa en conjunto cerrado,sin empleo de armas,a pie,a pie,29,femenino,soltero,colombia,empleado particular,no reportado,tecnico,76001000
2010-03-29,valle,cali (ct),lunes,19:00:00,san pedro e3,urbana,casas de habitacion,cortantes,a pie,a pie,67,femenino,casado,colombia,empleado particular,abogado,superior,76001000
2010-03-30,valle,cali (ct),martes,11:00:00,el limonar e17,urbana,dentro de la vivienda,cortantes,a pie,a pie,35,femenino,casado,colombia,comerciante,no reportado,superior,76001000
2010-03-30,valle,cali (ct),martes,15:00:00,los cambulos e19,urbana,dentro de la vivienda,contundentes,a pie,a pie,61,masculino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2010-03-31,valle,cali (ct),miercoles,00:00:00,el limonar e17,urbana,casas de habitacion,cortantes,a pie,a pie,41,femenino,soltero,no reportado,independiente,no reportado,secundaria,76001000
2010-03-31,valle,cali (ct),miercoles,05:00:00,bella  suiza e19,urbana,casas de habitacion,cortantes,a pie,a pie,43,masculino,casado,colombia,independiente,no reportado,superior,76001000
2010-03-31,valle,cali (ct),miercoles,19:00:00,valle del lili e17,urbana,casas de habitacion,contundentes,vehiculo,a pie,47,femenino,casado,colombia,empleado particular,administrador de empresas,superior,76001000
2010-04-01,valle,cali (ct),jueves,08:00:00,nueva tequendama e19,urbana,casas de habitacion,cortantes,a pie,a pie,25,femenino,soltero,colombia,independiente,no reportado,superior,76001000
2010-04-01,valle,cali (ct),jueves,19:00:00,tequendama e19,urbana,casas de habitacion,arma de fuego,a pie,a pie,38,masculino,casado,colombia,comerciante,no reportado,secundaria,76001000
2010-04-02,valle,cali (ct),viernes,13:00:00,alfonso lopez i e7,urbana,casas de habitacion,arma de fuego,a pie,a pie,76,femenino,union libre,colombia,ama de casa,no reportado,primaria,76001000
2010-04-02,valle,cali (ct),viernes,14:40:00,la selva e10,urbana,casas de habitacion,arma de fuego,a pie,a pie,40,masculino,casado,colombia,empleado particular,ingeniero de sistemas,superior,76001000
2010-04-02,valle,cali (ct),viernes,18:00:00,villa isabel e19,urbana,dentro de la vivienda,contundentes,a pie,a pie,54,femenino,viudo,colombia,ama de casa,no reportado,secundaria,76001000
2010-04-02,valle,cali (ct),viernes,21:00:00,bella  suiza e19,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,43,masculino,casado,colombia,empleado publico,no reportado,superior,76001000
2010-04-03,valle,cali (ct),sabado,00:00:00,urbanizacion desepaz e21,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,58,femenino,soltero,colombia,pensionado,no reportado,secundaria,76001000
2010-04-03,valle,cali (ct),sabado,08:00:00,colinas del sur e18,urbana,dentro de la vivienda,contundentes,a pie,a pie,42,femenino,soltero,colombia,empleado das,no reportado,secundaria,76001000
2010-04-03,valle,cali (ct),sabado,11:06:00,champagnat e19,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,49,femenino,union libre,colombia,empleado particular,tecnico electricista,superior,76001000
2010-04-03,valle,cali (ct),sabado,19:59:00,la hacienda e17,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,57,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2010-04-03,valle,cali (ct),sabado,20:00:00,prados del norte e2,urbana,dentro de la vivienda,contundentes,a pie,a pie,47,femenino,casado,colombia,empleado particular,no reportado,superior,76001000
2010-04-04,valle,cali (ct),domingo,07:30:00,pance e22,urbana,casas de habitacion,arma de fuego,a pie,a pie,47,femenino,casado,colombia,independiente,administrador de empresas,superior,76001000
2010-04-04,valle,cali (ct),domingo,08:30:00,ciudad jardin e22,urbana,casas de habitacion,contundentes,a pie,a pie,45,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000
2010-04-04,valle,cali (ct),domingo,08:45:00,ciudad jardin e22,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,39,masculino,union libre,colombia,agricultor,no reportado,secundaria,76001000
2010-04-04,valle,cali (ct),domingo,11:00:00,urbanizacion la merced e2,urbana,dentro de la vivienda,arma de fuego,vehiculo,a pie,42,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2010-04-04,valle,cali (ct),domingo,13:30:00,ciudad jardin e22,urbana,casas de habitacion,cortantes,a pie,a pie,31,femenino,union libre,colombia,comerciante,no reportado,superior,76001000
2010-04-04,valle,cali (ct),domingo,14:00:00,ciudadela floralia e6,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,29,femenino,union libre,colombia,ama de casa,no reportado,secundaria,76001000
2010-04-04,valle,cali (ct),domingo,17:00:00,bella  suiza e19,urbana,dentro de la vivienda,contundentes,a pie,a pie,46,masculino,casado,colombia,empleado particular,no reportado,superior,76001000
2010-04-04,valle,cali (ct),domingo,18:30:00,bella  suiza e19,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,65,femenino,casado,colombia,empleado particular,abogado,superior,76001000
2010-04-05,valle,cali (ct),lunes,08:00:00,la flora e2,urbana,casas de habitacion,cortantes,a pie,a pie,54,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000
2010-04-05,valle,cali (ct),lunes,19:00:00,seminario e19,urbana,dentro de la vivienda,contundentes,a pie,a pie,61,femenino,casado,colombia,ama de casa,no reportado,secundaria,76001000
2010-04-06,valle,cali (ct),martes,01:30:00,union de vivienda popular e16,urbana,dentro de la vivienda,contundentes,a pie,a pie,34,femenino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2010-04-06,valle,cali (ct),martes,09:00:00,caney e17,urbana,dentro de la vivienda,cortantes,a pie,a pie,30,femenino,casado,colombia,empleado particular,no reportado,superior,76001000
2010-04-06,valle,cali (ct),martes,11:00:00,los andes e5,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,72,femenino,casado,colombia,ama de casa,no reportado,primaria,76001000
2010-04-07,valle,cali (ct),miercoles,14:00:00,primero de mayo e17,urbana,dentro de la vivienda,contundentes,a pie,a pie,33,masculino,casado,colombia,empleado particular,ingeniero,superior,76001000
2010-04-07,valle,cali (ct),miercoles,17:30:00,la fortaleza e11,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,37,femenino,union libre,colombia,empleado particular,no reportado,superior,76001000
2010-04-08,valle,cali (ct),jueves,18:36:00,los andes e5,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,41,femenino,casado,colombia,independiente,no reportado,secundaria,76001000
2010-04-09,valle,cali (ct),viernes,11:00:00,el limonar e17,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,57,femenino,union libre,colombia,empleado particular,no reportado,primaria,76001000
2010-04-09,valle,cali (ct),viernes,14:30:00,tequendama e19,urbana,casas de habitacion,arma de fuego,a pie,a pie,63,femenino,casado,colombia,empleado particular,psicologo,superior,76001000
2010-04-09,valle,cali (ct),viernes,15:00:00,aguablanca e11,urbana,casas de habitacion,cortantes,a pie,a pie,53,masculino,union libre,colombia,independiente,no reportado,secundaria,76001000
2010-04-09,valle,cali (ct),viernes,16:00:00,salomia e4,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,20,masculino,soltero,colombia,estudiante,no reportado,tecnico,76001000
2010-04-09,valle,cali (ct),viernes,16:30:00,calypso e13,urbana,casas de habitacion,contundentes,a pie,a pie,51,masculino,union libre,colombia,empleado particular,no reportado,primaria,76001000
2010-04-09,valle,cali (ct),viernes,21:00:00,ciudad 2000 e16,urbana,dentro de la vivienda,cortantes,a pie,a pie,43,masculino,separado,colombia,independiente,no reportado,tecnologo,76001000
2010-04-10,valle,cali (ct),sabado,14:00:00,ciudad jardin e22,rural,dentro de la vivienda,arma de fuego,a pie,a pie,51,masculino,casado,colombia,independiente,no reportado,superior,76001000
2010-04-10,valle,cali (ct),sabado,18:30:00,la flora e2,urbana,dentro de la vivienda,contundentes,a pie,a pie,58,masculino,divorciado,colombia,empleado particular,no reportado,superior,76001000
2010-04-10,valle,cali (ct),sabado,19:00:00,caney e17,urbana,casas de habitacion,cortantes,a pie,a pie,30,masculino,soltero,colombia,independiente,no reportado,superior,76001000
2010-04-10,valle,cali (ct),sabado,22:30:00,siloe e20,urbana,casas de habitacion,arma de fuego,a pie,a pie,38,femenino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2010-04-10,valle,cali (ct),sabado,23:50:00,la playa e17,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,58,masculino,union libre,colombia,empleado particular,no reportado,secundaria,76001000
2010-04-11,valle,cali (ct),domingo,20:30:00,el limonar e17,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,38,femenino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2010-04-11,valle,cali (ct),domingo,22:00:00,santa rita e2,urbana,casas de habitacion,cortantes,a pie,a pie,32,masculino,union libre,colombia,independiente,no reportado,secundaria,76001000
2010-04-12,valle,cali (ct),lunes,16:30:00,,urbana,casas de habitacion,arma de fuego,a pie,a pie,60,femenino,soltero,colombia,independiente,no reportado,superior,76001000
2010-04-12,valle,cali (ct),lunes,20:20:00,valle del lili e17,urbana,casas de habitacion,contundentes,a pie,a pie,30,masculino,casado,colombia,empleado particular,ingeniero industrial,superior,76001000
2010-04-13,valle,cali (ct),martes,14:13:00,el lido e19,urbana,casas de habitacion,arma de fuego,a pie,a pie,34,masculino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2010-04-13,valle,cali (ct),martes,20:00:00,el cedro e19,urbana,casas de habitacion,contundentes,a pie,a pie,29,masculino,casado,no reportado,independiente,no reportado,tecnico,76001000
2010-04-14,valle,cali (ct),miercoles,00:00:00,el refugio e19,urbana,casas de habitacion,arma de fuego,a pie,a pie,70,femenino,divorciado,colombia,independiente,no reportado,superior,76001000
2010-04-14,valle,cali (ct),miercoles,06:20:00,ciudadela floralia e6,urbana,dentro de la vivienda,contundentes,a pie,a pie,50,femenino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2010-04-14,valle,cali (ct),miercoles,19:30:00,ciudad capri e17,urbana,casas de habitacion,contundentes,a pie,a pie,53,masculino,separado,colombia,empleado particular,medico,superior,76001000
2010-04-15,valle,cali (ct),jueves,10:00:00,el limonar e17,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,41,femenino,union libre,colombia,empleado particular,no reportado,tecnologo,76001000
2010-04-15,valle,cali (ct),jueves,11:00:00,santa isabel e19,urbana,casas de habitacion,cortantes,a pie,a pie,18,femenino,soltero,colombia,estudiante,no reportado,superior,76001000
2010-04-15,valle,cali (ct),jueves,21:30:00,caney e17,urbana,apartamento,contundentes,a pie,a pie,39,masculino,casado,colombia,empleado particular,tecnologo,superior,76001000
2010-04-16,valle,cali (ct),viernes,05:30:00,flora industrial e4,urbana,dentro de la vivienda,arma de fuego,a pie,a pie,69,masculino,soltero,colombia,independiente,no reportado,primaria,76001000
2010-04-16,valle,cali (ct),viernes,17:00:00,santa teresita e2,urbana,apartamento,contundentes,a pie,a pie,25,masculino,soltero,colombia,empleado particular,ingeniero mecanico,superior,76001000
2010-04-16,valle,cali (ct),viernes,17:45:00,el lido e19,urbana,casas de habitacion,arma de fuego,a pie,a pie,49,masculino,casado,colombia,independiente,no reportado,superior,76001000
2010-04-16,valle,cali (ct),viernes,22:30:00,palmeras del norte  e5,urbana,casas de habitacion,contundentes,a pie,a pie,40,femenino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2010-04-17,valle,cali (ct),sabado,13:00:00,san juan bosco e3,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,31,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2010-04-17,valle,cali (ct),sabado,20:00:00,el ingenio e17,urbana,casas de habitacion,contundentes,a pie,a pie,28,femenino,soltero,colombia,empleado particular,abogado,superior,76001000
2010-04-18,valle,cali (ct),domingo,14:00:00,ciudad jardin e22,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,70,masculino,casado,colombia,pensionado,no reportado,secundaria,76001000
2010-04-18,valle,cali (ct),domingo,16:30:00,san juan bosco e3,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,52,masculino,casado,colombia,empleado particular,no reportado,secundaria,76001000
2010-04-18,valle,cali (ct),domingo,18:00:00,siloe e20,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,57,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000
2010-04-21,valle,cali (ct),miercoles,00:00:00,sucre e9,urbana,casas de habitacion,cortantes,a pie,a pie,51,femenino,soltero,colombia,ama de casa,no reportado,analfabeta,76001000
2010-04-21,valle,cali (ct),miercoles,16:00:00,bosques del limonar e17,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,47,masculino,casado,colombia,empleado particular,licenciado,superior,76001000
2010-04-22,valle,cali (ct),jueves,05:00:00,las acacias e10,urbana,dentro de la vivienda,arma blanca,a pie,a pie,34,femenino,soltero,colombia,empleado particular,no reportado,superior,76001000
